ufn,date_liced,lab_count_fine_no_id,lab_count_fine_total,lep_cop,lep_cunifer_cop,lep_chal_a,lep_chal_b,lep_pa_m_1,lep_pa_m_2,lep_pa_f_1,lep_pa_f_2,lep_pa_unid,lep_a_m,lep_a_f,lep_grav_f,cal_cop,cal_chal_a_1,cal_chal_a_2,cal_chal_b_3,cal_chal_b_4_f,cal_chal_b_4_m,cal_chal_4_unid,cal_chal_a_unid,cal_chal_b_unid,cal_pa_m,cal_pa_f,cal_a_m,cal_a_f,cal_grav_f,cal_mot_unid,unid_louse,lab_staff,quality_level,comments,quality_log
U476,2018-03-31,18,19,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,7,1,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U601,2018-03-31,15,15,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,2,0,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,1: Fish fell on floor
U602,2018-03-31,12,14,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,1,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U603,2018-03-31,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U477,2018-03-31,12,15,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,0,2,2,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U692,2018-03-31,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U691,2018-03-31,11,11,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U695,2017-01-27,23,23,1,0,2,0,0,0,0,0,0,0,0,0,5,5,2,4,0,2,0,0,0,0,1,0,1,0,0,0,LP,Raw,NA,NA
U1350,2017-01-24,17,19,0,0,1,0,0,0,0,0,0,0,0,0,4,5,2,3,4,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U478,2016-11-17,13,12,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,LP,Raw,NA,NA
U694,2017-01-27,15,15,1,0,0,0,0,0,0,0,0,0,0,0,1,5,3,4,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U480,2017-01-22,19,17,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U697,2017-01-27,9,9,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,LP,Raw,NA,NA
U696,2016-11-17,7,9,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,LP,Raw,NA,1: Cal C4 UNID missing tail
U479,2017-02-20,13,11,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U693,2017-01-27,16,14,3,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,2,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U1349,2017-01-24,22,23,0,0,4,0,0,0,0,0,0,0,0,0,4,3,4,3,1,1,0,0,0,1,1,1,0,0,0,0,LP,Raw,NA,NA
U1142,2017-02-17,11,13,0,0,0,1,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1138,2017-01-13,10,10,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1106,2017-02-19,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1107,2017-02-19,16,16,1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,5,0,1,0,0,0,1,1,0,0,0,0,0,LP,Raw,NA,NA
U1137,2016-11-17,15,16,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,4,1,0,0,0,0,2,0,0,0,0,0,0,LP,Raw,NA,NA
U1141,2017-02-17,17,17,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,4,1,1,0,0,0,0,2,0,0,0,0,0,LP,Raw,NA,NA
U1143,2017-02-17,12,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1139,2017-01-13,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1136,2017-02-18,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,LP,Raw,NA,NA
U1105,2017-01-13,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,1,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U406,2018-03-27,10,9,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U404,2018-03-27,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,LP,Raw,NA,1: plus 1 Lep cunifer pre-adult female
U462,2018-03-27,8,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,LP,Raw,NA,NA
U463,2018-03-27,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,LP,Raw,NA,NA
U405,2018-03-27,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,LP,Raw,NA,NA
U464,2018-03-27,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U407,2018-03-27,7,8,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U403,2018-03-27,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U461,2018-03-27,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,LP,Raw,NA,NA
U465,2018-03-27,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U444,2017-02-02,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U438,2017-02-02,12,13,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,1,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U439,2017-02-27,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U327,2017-02-27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U445,2018-03-27,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U436,2017-02-27,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U443,2017-02-02,13,12,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U442,2018-03-27,5,9,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U437,2017-02-02,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,1,0,0,0,0,0,1,0,0,LP,Raw,NA,NA
U441,2017-02-02,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,LP,Raw,NA,NA
U955,2018-03-29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U968,2018-03-29,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U943,2018-03-29,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U930,2018-03-29,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,LP,Raw,NA,1: Cal C4 UNID missing posterior end
U954,2018-03-29,7,8,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U953,2018-03-29,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U966,2018-03-29,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U981,2018-03-29,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,LP,Raw,NA,NA
U967,2018-03-29,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1317,2018-03-31,8,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U432,2018-03-27,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U325,2018-03-27,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,LP,Raw,NA,NA
U430,2018-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U433,2018-03-27,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U434,2018-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U429,2018-03-27,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U428,2018-03-27,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U326,2018-03-27,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,LP,Raw,NA,NA
U427,2018-03-27,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U435,2018-03-27,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U922,2018-03-29,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U918,2018-03-29,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U920,2018-03-29,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U856,2018-03-29,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U923,2018-03-29,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U936,2018-03-29,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U919,2018-03-29,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,LP,Raw,NA,NA
U937,2018-03-29,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U921,2018-03-29,14,15,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,1,0,2,1,0,0,0,0,0,0,0,0,0,LP,Raw,NA,1: Cal C4 UNID missing posterior end
U880,2018-03-29,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U938,2018-03-29,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1091,2018-03-30,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,2,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U474,2018-03-31,18,14,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1346,2018-03-31,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1368,2018-03-31,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1369,2018-03-31,24,25,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,5,3,1,0,0,0,0,0,0,1,0,1,0,LP,Raw,NA,1: Cal mot UNID missing posterior end
U1370,2018-03-31,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U1360,2018-03-31,4,4,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1344,2018-03-31,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1358,2018-03-31,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,0,1,0,0,1,0,0,LP,Raw,NA,NA
U1359,2018-03-31,16,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1345,2018-03-31,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1080,2018-03-30,9,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,LP,Raw,NA,NA
U1101,2018-03-30,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U1098,2018-03-30,15,14,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1090,2018-03-30,7,8,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1099,2018-03-30,16,14,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1121,2018-03-30,17,16,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,3,3,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1100,2018-03-30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1089,2018-03-30,9,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1065,2018-03-30,12,11,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1097,2018-03-30,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1096,2018-03-30,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1385,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U546,2017-01-31,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,LP,Raw,NA,NA
U526,2017-03-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1175,2018-03-30,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U1202,2018-03-30,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,LP,Raw,NA,NA
U1204,2018-03-30,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U1174,2018-03-30,10,9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U1194,2018-03-30,12,12,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1201,2018-03-30,13,18,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,5,0,1,0,0,0,0,0,0,0,2,0,0,LP,Raw,NA,NA
U1196,2018-03-30,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U1203,2018-03-30,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1195,2018-03-30,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1170,2018-03-30,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,LP,Raw,NA,NA
U1031,2018-03-29,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,1,0,0,0,LP,Raw,NA,NA
U1008,2018-03-29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,1,3,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U1032,2018-03-29,17,17,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,5,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1009,2018-03-29,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,LP,Raw,NA,NA
U1022,2018-03-29,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U1041,2018-03-29,24,24,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2,3,1,0,0,0,0,1,3,1,0,0,0,0,LP,Raw,NA,NA
U950,2018-03-29,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1016,2018-03-29,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1017,2018-03-29,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1010,2018-03-29,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1015,2018-03-29,11,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1076,2016-12-05,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,LP,Raw,NA,NA
U1088,2017-02-17,24,23,1,0,0,0,0,0,0,0,0,0,0,0,6,7,4,3,0,0,0,0,0,0,1,0,1,0,0,0,LP,Raw,NA,NA
U1085,2017-02-17,10,12,2,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1079,2016-12-05,18,18,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U1084,2016-12-05,14,12,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,2,0,1,0,0,0,LP,Raw,NA,NA
U1077,2018-03-30,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U1087,2016-11-17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1086,2016-12-05,10,11,2,0,1,0,0,0,0,0,0,0,0,0,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1078,2016-12-05,14,15,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,1,0,0,0,0,2,0,0,0,0,0,LP,Raw,NA,NA
U1064,2017-02-14,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U1401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U452,2018-03-27,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,LP,Raw,NA,NA
U453,2018-03-27,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U450,2018-03-27,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U402,2018-03-27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,LP,Raw,NA,1: Cal C4 UNID missing posterior end
U449,2018-03-27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U448,2018-03-27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U451,2018-03-27,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U447,2018-03-27,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U446,2018-03-27,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U440,2018-03-27,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U502,2018-01-31,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U488,2018-01-31,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,LP,Raw,NA,NA
U498,2018-01-30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U489,2018-01-31,12,11,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U500,2018-01-31,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U490,2018-01-31,11,11,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U511,2018-01-31,19,16,0,0,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U512,2018-01-31,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U487,2018-01-31,13,13,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U501,2018-01-31,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,LP,Raw,NA,NA
U499,2018-01-30,14,12,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,2,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U532,2017-02-27,9,10,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U523,2017-02-27,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,0,0,0,0,1,0,1,1,0,0,LP,Raw,NA,NA
U543,2017-01-31,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,0,0,0,0,0,0,1,0,0,0,LP,Raw,NA,NA
U534,2017-02-02,10,11,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U545,2017-02-20,7,7,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U544,2017-01-31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
