,survey_id,school_number,school_sliders,school_poppers,school_dimpling
191,JE304,16,0,0,1
192,JE304,17,10,10,0
193,JE304,18,10,1,10
194,JE304,19,1,1,0
195,JE304,20,1,1,1
196,JE304,21,10,0,1
197,JE304,22,0,0,1
198,JE304,23,0,1,0
199,JE304,24,0,10,0
200,JE304,25,0,0,10
201,JE305,1,1,0,0
202,JE305,2,1,1,100
203,JE305,3,1,0,0
204,JE305,4,1,0,0
205,JE334,1,0,1,0
206,JE334,2,0,1,0
207,JE334,3,0,1,0
208,JE334,4,0,1,0
209,JE334,5,0,1,0
210,JE334,6,0,1,0
211,JE334,7,0,1,0
212,JE334,8,0,1,0
213,JE334,9,0,1,0
214,JE334,10,0,1,0
215,JE334,11,0,1,0
216,JE334,12,0,1,0
217,JE334,13,0,1,0
218,JE334,14,0,1,0
219,JE334,15,0,1,0
220,JE334,16,0,1,0
221,JE334,17,0,1,0
222,JE334,18,0,1,0
223,JE334,19,0,1,0
224,JE334,20,0,1,0
225,JE334,21,0,1,0
226,JE334,22,0,1,0
227,JE334,23,0,0,1
228,JE336,1,0,1,0
229,JE336,2,0,1,0
230,DE371,1,0,0,1
231,DE371,2,0,0,1
232,DE371,3,1,0,0
233,DE371,4,1,0,0
234,DE371,5,10,0,100
235,DE371,6,0,0,1
236,DE371,7,1,0,1
237,DE371,8,0,0,1
238,DE371,9,0,0,1
239,DE371,10,0,0,1
240,DE371,11,1,0,0
241,DE371,12,0,0,10
242,DE371,13,1,0,0
243,DE371,14,10,0,0
244,DE371,15,1,0,10
245,DE371,16,0,0,1
246,DE371,17,1,0,0
247,DE371,18,1,0,1
248,DE371,19,0,0,1
249,DE371,20,0,0,1
250,DE371,21,0,0,1
251,DE371,22,1,0,0
252,DE371,23,10,0,0
253,DE371,24,10,0,1
254,DE371,25,10,0,0
255,DE371,26,1,0,0
256,DE371,27,1,0,0
257,DE371,28,1,0,0
258,DE371,29,0,0,1
259,DE371,30,1,0,0
260,DE371,31,1,0,1
261,DE371,32,1,0,0
262,DE371,33,0,0,1
263,DE371,34,100,0,100
264,JE306,1,0,1,0
265,JE306,2,0,1,0
266,JE306,3,1,0,0
267,JE306,4,1,1,0
268,JE306,5,10,0,0
269,JE306,6,10,0,0
270,JE306,7,0,1,0
271,JE306,8,1,0,0
272,JE306,9,0,1,0
273,JE306,10,0,1,0
274,JE306,11,10,0,0
275,JE306,12,10,0,0
276,JE306,13,100,0,0
277,JE306,14,100,0,0
278,JE306,15,0,1,0
279,JE306,16,10,1,0
280,JE306,17,1,1,10
281,JE306,18,100,0,0
282,JE306,19,10,1,0
283,JE306,20,10,1,0
284,JE306,21,100,10,100
285,JE306,22,0,0,10
286,JE306,23,1,0,0
287,JE306,24,1,0,1
288,JE306,25,1,10,0
289,JE306,26,10,1,0
290,JE306,27,0,10,10
291,JE306,28,10,1,100
292,JE306,29,1,0,0
293,JE306,30,0,1,0
294,JE306,31,1,1,10
295,JE306,32,10,1,10
296,JE306,33,1,1,10
297,JE306,34,10,1,10
298,JE307,1,0,0,10
299,JE307,2,0,0,1
300,JE307,3,0,0,1
301,JE307,4,1,0,10
302,JE307,5,1,1,0
303,JE307,6,0,0,10
304,JE307,7,10,1,10
305,JE307,8,1,0,10
306,JE307,9,0,1,1
307,JE307,10,0,1,0
308,JE307,11,1,0,10
309,JE307,12,1,0,0
310,JE307,13,0,1,1
311,JE307,14,0,0,10
312,JE307,15,1,0,0
313,JE307,16,1,0,1
314,JE307,17,1,1,0
315,JE307,18,0,0,1
316,JE307,19,1,0,0
317,JE307,20,0,1,0
318,JE307,21,1,0,1
319,JE307,22,0,0,10
320,JE307,23,0,1,0
321,JE307,24,0,0,1
322,JE307,25,10,0,100
323,DE400,1,0,1,0
324,DE400,2,0,0,1
325,DE400,3,0,0,10
326,DE400,4,0,1,0
327,DE400,5,0,0,1
328,DE400,6,0,1,0
329,DE400,7,0,0,1
330,DE400,8,0,0,1
331,DE396,1,10,0,0
332,DE396,2,0,0,1
333,DE396,3,1,0,0
334,DE396,4,0,0,10
335,DE396,5,0,0,10
336,DE396,6,1,0,1
337,DE396,7,0,1,0
338,DE396,8,1,0,0
339,DE396,9,1,0,0
340,DE372,1,1,0,0
341,DE372,2,0,1,0
342,DE372,3,1,0,0
343,DE372,4,0,1,0
344,DE372,5,0,1,0
345,DE372,6,0,1,0
346,DE376,1,1,0,0
347,DE376,2,1,0,0
348,DE376,3,0,0,1
349,DE376,4,1,0,0
350,DE376,5,0,1,0
351,DE376,6,0,1,0
352,DE377,1,1,0,0
353,DE377,2,1,0,0
354,DE377,3,1,0,0
355,DE377,4,1,0,0
356,DE377,5,0,0,1
357,DE377,6,1,0,0
358,DE377,7,1,0,0
359,DE377,8,10,0,0
360,DE377,9,1,0,0
361,DE377,10,1,0,0
362,DE377,11,1,0,0
363,DE377,12,1,0,10
364,DE408,1,1,0,0
365,DE408,2,1,0,0
366,DE420,1,0,1,0
367,JE337,1,0,1,0
368,JE337,2,0,0,1
369,JE337,3,1,0,0
370,JE337,4,0,0,1
371,JE337,5,1,0,0
372,JE337,6,0,1,0
373,JE337,7,10,0,0
374,JE337,8,1,0,0
375,JE337,9,1,0,0
376,JE337,10,10,0,1
377,JE337,11,10,0,0
378,JE337,12,10,0,0
379,JE337,13,1,0,0
380,JE337,14,10,0,0
381,JE337,15,10,0,10
382,JE337,16,1,0,0
383,JE337,17,10,0,0
384,JE337,18,0,1,0
385,JE337,19,10,0,0
386,JE337,20,100,10,10
387,JE337,21,0,0,10
388,JE308,1,1,0,0
389,JE308,2,0,0,1
390,JE308,3,1,0,100
391,JE308,4,1,0,0
392,DE378,1,1,0,0
393,DE378,2,1,0,0
394,DE378,3,1,1,0
395,DE432,1,0,1,0
396,JE309,1,0,0,100
397,JE309,2,10,0,1000
398,JE309,3,1,0,100
399,JE309,4,10,0,1000
400,JE309,5,1,0,100
401,JE309,6,0,0,1000
402,JE309,7,0,0,10
403,JE309,8,10,0,100
404,JE309,9,10,1,1000
405,JE309,10,0,0,100
406,JE309,11,0,0,1000
407,JE309,12,10,0,1000
408,JE309,13,1,0,1000
409,JE309,14,10,0,1000
410,JE309,15,1,0,100
411,JE309,16,0,1,100
412,JE309,17,10,0,100
413,JE309,18,10,0,10
414,JE309,19,0,0,1000
415,JE309,20,10,0,100
416,JE309,21,0,0,10
417,JE309,22,0,1,100
418,JE309,23,0,0,10
419,JE309,24,0,0,10
420,JE309,25,0,0,100
421,JE309,26,1,1,1000
422,JE309,27,1,0,10
423,JE309,28,1,1,1000
424,JE309,29,10,1,0
425,JE309,30,0,0,10
426,JE309,31,0,0,10
427,JE309,32,1,1,0
428,JE309,33,0,0,100
429,JE309,34,1,0,1000
430,JE309,35,0,0,10
431,JE309,36,0,1,100
432,JE309,37,10,0,1000
433,JE309,38,1,0,100
434,JE309,39,0,0,100
435,JE309,40,1,0,0
436,JE309,41,10,10,1000
437,DE398,1,1,0,0
438,DE398,2,1,0,0
439,DE398,3,1,0,0
440,DE398,4,0,1,0
441,DE398,5,0,1,0
442,DE373,1,1,0,0
443,DE373,2,1,0,0
444,DE373,3,1,0,0
445,DE373,4,1,0,0
446,DE373,5,1,0,0
447,DE373,6,1,0,0
448,DE373,7,1,0,0
449,DE373,8,1,0,0
450,DE373,9,0,1,0
451,DE373,10,0,1,0
452,DE373,11,1,0,0
453,DE373,12,1,0,0
454,DE394,1,1,0,0
455,DE394,2,1,0,0
456,DE394,3,1,0,0
457,DE394,4,1,0,0
458,JE310,1,1,0,0
459,JE310,2,1,0,0
460,JE310,3,0,1,0
461,JE310,4,0,1,1
462,JE310,5,1,0,0
463,JE310,6,1,0,0
464,JE310,7,1,0,1
465,JE310,8,0,1,0
466,JE310,9,0,1,0
467,JE310,10,1,0,0
468,JE310,11,1,0,0
469,JE310,12,1,0,0
470,JE310,13,1,10,0
471,JE310,14,0,0,10
472,JE310,15,1,0,0
473,JE310,16,10,0,0
474,JE310,17,1,0,0
475,JE310,18,1,0,0
476,JE310,19,1,0,0
477,JE310,20,0,1,0
478,JE310,21,1,1,0
479,JE310,22,10,1,1
480,JE310,23,1,0,0
481,JE310,24,0,1,0
482,JE310,25,10,0,0
483,JE311,1,1,0,1
484,JE311,2,1,0,0
485,JE311,3,1,1,0
486,JE311,4,1,0,0
487,DE374,1,1,10,0
488,DE374,2,1,10,100
489,DE374,3,0,1,0
490,DE374,4,1,10,0
491,DE374,5,1,1,0
492,DE374,6,0,1,0
493,DE374,7,1,0,0
494,DE374,8,1,0,0
495,DE374,9,1,1,0
496,DE374,10,0,1,1
497,DE374,11,1,0,1
498,DE374,12,0,0,10
499,DE374,13,1,0,0
500,DE374,14,0,1,0
501,DE374,15,1,0,0
502,DE379,1,1,0,0
503,DE379,2,0,1,0
504,DE375,1,0,1,0
505,DE375,2,0,1,0
506,DE375,3,1,0,0
507,DE375,4,0,1,0
508,DE375,5,0,1,0
509,DE375,6,0,1,0
510,DE380,1,10,1,0
511,DE380,2,0,1,10
512,DE380,3,10,1,1
513,DE380,4,0,0,1
514,DE380,5,1,1,0
515,DE380,6,0,0,1
516,DE380,7,0,0,1
517,DE380,8,0,0,10
518,DE380,9,0,0,1
519,DE380,10,0,0,1
520,DE380,11,1,0,0
521,DE380,12,1,0,1
522,DE380,13,1,0,10
523,DE380,14,1,0,0
524,DE380,15,1,0,0
525,DE380,16,0,0,1
526,DE380,17,0,0,1
527,DE380,18,1,0,0
528,JE314,1,0,1,10
529,JE314,2,0,0,10
530,JE314,3,1,0,1
531,JE314,4,0,1,0
532,JE314,5,1,0,100
533,JE314,6,1,0,0
534,JE314,7,10,0,10
535,JE314,8,10,0,100
536,JE314,9,1,1,100
537,JE314,10,1,0,0
538,JE314,11,1,0,1
539,JE314,12,10,0,0
540,JE314,13,10,0,1000
541,JE314,14,10,0,100
542,JE314,15,10,0,10
543,JE314,16,10,0,100
544,JE314,17,10,0,0
545,JE314,18,10,0,10
546,JE314,19,1,0,0
547,JE314,20,10,0,0
548,JE314,21,10,0,0
549,JE314,22,10,0,10
550,JE314,23,10,0,100
551,JE314,24,0,0,10
552,JE314,25,1,0,10
553,JE314,26,1,0,100
554,JE314,27,1,0,0
555,JE314,28,10,0,1000
556,JE314,29,1,1,10
557,JE314,30,10,0,0
558,DE395,1,1,10,0
559,DE395,2,0,1,0
560,DE395,3,1,0,0
561,DE395,4,1,1,1
562,DE395,5,1,0,0
563,DE395,6,0,1,0
564,DE395,7,10,1,0
565,DE395,8,1,0,0
566,DE395,9,0,0,1
567,DE395,10,1,1,0
568,DE395,11,1,0,0
569,DE397,1,1,0,1
570,DE397,2,1,0,0
571,DE397,3,0,0,1
572,DE397,4,1,1,0
573,DE397,5,0,1,0
574,DE399,1,0,1,0
575,JE312,1,0,1,0
576,JE312,2,100,0,0
577,JE312,3,0,1,0
578,JE312,4,0,0,10
579,JE312,5,0,0,100
580,JE312,6,10,0,100
581,JE312,7,10,0,100
582,JE312,8,10,0,0
583,JE312,9,0,0,10
584,JE312,10,0,0,10
585,JE312,11,1,1,100
586,JE312,12,1,0,100
587,JE312,13,1,0,1
588,JE312,14,10,0,100
589,JE312,15,10,1,0
590,JE312,16,10,0,100
591,JE312,17,10,0,0
592,JE312,18,10,0,10
593,JE312,19,1,0,10
594,JE312,20,1,0,0
595,JE312,21,10,1,10
596,JE312,22,10,0,100
597,JE313,1,10,1,100
598,JE313,2,100,10,1000
599,JE313,3,1,0,10
600,JE313,4,10,1,100
601,JE313,5,10,0,10
602,JE313,6,1,0,100
603,JE313,7,1,0,100
604,JE313,8,10,0,10
605,JE313,9,1,0,10
606,JE313,10,1,0,10
607,JE313,11,10,0,0
608,JE313,12,1,0,10
609,DE381,1,1,0,0
610,DE381,2,0,1,0
611,DE381,3,0,1,0
612,DE381,4,0,1,0
613,DE381,5,1,0,0
614,DE381,6,1,0,0
615,DE381,7,1,1,0
616,DE381,8,1,0,0
617,DE381,9,1,1,0
618,DE381,10,10,0,0
619,DE381,11,1,1000,0
620,DE381,12,0,1,0
621,JE316,1,10,0,10
622,JE316,2,0,1,0
623,JE316,3,0,1,0
624,JE316,4,1,1,100
625,JE316,5,0,0,100
626,JE316,6,1,0,0
627,JE316,7,1,0,0
628,JE316,8,1,0,10
629,JE316,9,10,0,10
630,JE316,10,1,0,1
631,JE316,11,1,0,10
632,JE316,12,1,0,10
633,JE316,13,1,0,10
634,JE316,14,10,1,10
635,JE316,15,0,0,10
636,JE316,16,1,0,1
637,JE316,17,1,0,10
638,JE316,18,0,0,10
639,JE316,19,1,0,10
640,JE316,20,0,1,0
641,JE338,1,1,10,100
642,JE338,2,1,10,10
643,JE338,3,10,0,100
644,JE338,4,10,1,100
645,JE338,5,100,10,1000
646,JE338,6,1,0,10
647,JE338,7,0,1,100
648,JE338,8,1,0,10
649,JE338,9,10,1,10
650,JE338,10,1,1,10
651,JE338,11,10,1,100
652,JE338,12,1,0,0
653,JE338,13,1,1,10
654,JE338,14,100,10,1000
655,JE338,15,10,1,100
656,JE338,16,1,0,10
657,JE338,17,10,0,100
658,JE338,18,10,0,10
659,JE363,1,0,0,10
660,JE363,2,10,0,0
661,JE363,3,1,0,1
662,JE363,4,1,10,10
663,JE363,5,10,0,10
664,JE363,6,1,1,1
665,JE363,7,10,1,0
666,JE363,8,1,1,10
667,JE363,9,10,0,100
668,JE363,10,10,1,10
669,JE363,11,10,1,10
670,JE363,12,10,1,10
671,JE363,13,10,10,10
672,JE315,1,0,1,10
673,JE315,2,0,1,10
674,JE315,3,10,10,100
675,JE315,4,1,10,100
676,JE315,5,0,10,10
677,JE315,6,1,0,0
678,JE315,7,10,1,0
679,JE315,8,10,10,100
680,JE315,9,10,10,100
681,JE340,1,1,0,10
682,JE340,2,1,0,0
683,JE340,3,10,1,0
684,JE340,4,1,0,10
685,JE340,5,10,0,10
686,JE340,6,10,0,10
687,JE341,1,10,10,0
688,JE341,2,10,0,0
689,JE341,3,1,0,0
690,JE341,4,0,1,0
691,JE341,5,10,1,10
692,JE341,6,1,0,0
693,JE341,7,1,0,0
694,JE341,8,10,10,0
695,JE341,9,1,0,0
696,JE341,10,10,0,0
697,JE341,11,10,1,0
698,JE341,12,10,1,10
699,JE341,13,1,0,0
700,DE501,1,0,0,1
701,DE501,2,0,0,1
702,DE505,1,0,1,0
703,DE506,1,0,0,1
704,DE506,2,0,1,1
705,DE506,3,0,1,0
706,DE506,4,0,0,1
707,DE506,5,0,0,1
708,DE506,6,0,1,0
709,DE506,7,0,1,1
710,DE506,8,0,0,10
711,DE506,9,0,0,1
712,DE506,10,0,0,1
713,DE506,11,0,1,0
714,DE510,1,0,1,10
715,DE510,2,0,1,0
716,DE510,3,0,0,1
717,DE510,4,0,0,1
718,DE510,5,0,0,10
719,DE510,6,0,0,10
720,JE412,1,1,0,0
721,JE412,2,0,0,1
722,JE412,3,0,0,1
723,JE412,4,0,0,1
724,JE412,5,1,1,1
725,JE412,6,0,1,0
726,DE516,1,0,0,1
727,DE516,2,0,1,0
728,JE401,1,0,1,0
729,JE401,2,0,1,0
730,JE401,3,0,1,0
731,JE401,4,0,0,1
732,JE401,5,0,1,1
733,JE401,6,0,1,0
734,JE401,7,0,0,1
735,JE401,8,0,1,10
736,JE401,9,0,0,10
737,JE401,10,0,1,1
738,JE401,11,0,0,100
739,JE401,12,0,1,10
740,JE402,1,0,1,1
741,JE402,2,0,0,1
742,JE402,3,0,1,1
743,JE402,4,0,1,0
744,JE402,5,0,1,0
745,JE402,6,0,1,0
746,JE402,7,0,1,0
747,JE402,8,0,1,0
748,JE402,9,0,1,1
749,JE402,10,0,0,1
750,JE403,1,0,1,0
751,JE404,1,0,0,10
752,JE404,2,0,0,1
753,DE517,1,0,0,0
754,DE517,2,0,1,0
755,DE517,3,0,0,1
756,DE517,4,0,0,1
757,DE517,5,0,0,0
758,DE517,6,0,0,1
759,DE517,7,0,0,1
760,DE517,8,0,10,1
761,DE517,9,0,1,1
762,DE517,10,0,1,0
763,DE517,11,0,10,1
764,DE517,12,0,1,1
765,DE517,13,1,1,0
766,DE517,14,0,0,0
767,DE517,15,0,0,0
768,DE517,16,0,10,0
769,DE517,17,0,0,1
770,DE517,18,0,0,0
771,DE517,19,0,1,10
772,DE517,20,0,1,10
773,DE517,21,0,0,0
774,DE517,22,0,1,1
775,DE517,23,1,0,0
776,DE517,24,1,1,1
777,DE517,25,1,0,0
778,DE517,26,1,0,0
779,DE517,27,0,0,10
780,DE515,1,0,1,0
781,DE515,2,1,1,0
782,DE515,3,1,0,0
783,DE515,4,1,0,0
784,DE531,1,10,0,0
785,DE531,2,0,1,0
786,DE531,3,1,0,0
787,DE531,4,0,1,0
788,DE531,5,1,0,0
789,DE531,6,10,0,0
790,DE531,7,1,0,0
791,DE531,8,0,1,0
792,DE531,9,1,0,0
793,DE531,10,0,1,0
794,DE531,11,0,1,0
795,DE513,1,0,1,0
796,DE513,2,0,1,0
797,DE513,3,0,0,1
798,DE513,4,0,1,0
799,DE513,5,0,0,1
800,DE513,6,1,0,0
801,DE513,7,0,1,0
802,DE513,8,0,0,100
803,DE513,9,0,0,100
804,DE513,10,1,1,0
805,DE513,11,0,0,100
806,DE513,12,0,0,100
807,DE513,13,0,0,100
808,DE513,14,0,0,10
809,DE513,15,0,0,100
810,DE513,16,0,1,10
811,DE513,17,0,0,100
812,DE513,18,0,0,10
813,DE513,19,0,0,10
814,DE513,20,0,0,10
815,DE513,21,1,0,10
816,DE513,22,0,0,10
817,DE513,23,1,0,100
818,DE513,24,0,0,10
819,DE513,25,0,0,10
820,DE513,26,0,0,10
821,DE513,27,0,0,10
822,DE513,28,0,1,10
823,DE513,29,10,0,10
824,DE513,30,1,0,0
825,DE513,31,0,0,10
826,DE513,32,1,0,0
827,DE513,33,1,0,0
828,DE513,34,1,0,0
829,DE513,35,10,0,0
830,DE513,36,1,0,100
831,DE513,37,0,1,10
832,DE513,38,0,0,10
833,DE513,39,1,0,0
834,DE513,40,1,0,0
835,DE513,41,1,0,0
836,DE513,42,0,0,10
837,DE513,43,0,0,10
838,DE513,44,1,0,10
839,DE513,45,1,0,0
840,DE513,46,1,0,1
841,DE513,47,1,0,1
842,DE513,48,1,1,1
843,DE513,49,0,1,0
844,DE519,1,1,0,0
845,DE513,50,0,1,0
846,JE407,1,0,1,0
847,DE514,1,0,0,1
848,DE514,2,0,0,10
849,JE417,1,0,1,0
850,JE417,2,0,0,1
851,JE418,1,1,0,10
852,JE418,2,0,1,0
853,JE418,3,0,1,0
854,JE418,4,0,0,1
855,JE418,5,0,1,10
856,JE418,6,1,0,10
857,JE418,7,1,0,1
858,JE418,8,10,1,1
859,JE418,9,0,0,10
860,DE520,1,0,0,10
861,DE520,2,0,1,0
862,DE520,3,0,0,10
863,DE520,4,0,0,1
864,DE520,5,0,0,1
865,DE520,6,1,1,0
866,DE520,7,0,0,1
867,DE520,8,0,0,10
868,DE520,9,0,0,1
869,DE520,10,0,0,10
870,DE520,11,0,1,1
871,DE520,12,1,10,0
872,DE520,13,1,0,0
873,DE520,14,1,0,0
874,DE520,15,1,0,0
875,DE520,16,0,1,0
876,DE520,17,0,1,0
877,DE520,18,0,0,1
878,DE520,19,0,0,10
879,DE520,20,1,1,0
880,DE520,21,0,0,1
881,DE520,22,1,0,1
882,DE520,23,0,0,1
883,DE520,24,0,0,1
884,DE520,25,0,0,1
885,DE520,26,0,0,10
886,DE520,27,0,0,1
887,DE520,28,0,0,10
888,DE520,29,0,1,0
889,DE520,30,0,1,0
890,DE520,31,0,1,0
891,DE520,32,1,0,0
892,DE520,33,1,0,0
893,DE520,34,1,0,0
894,DE520,35,0,0,1
895,DE520,36,1,0,0
896,DE520,37,1,0,0
897,DE520,38,0,0,10
898,DE520,39,0,0,1
899,DE520,40,0,0,1
900,DE520,41,1,0,0
901,DE520,42,1,0,0
902,DE520,43,1,0,0
903,DE520,44,1,0,0
904,DE520,45,1,0,0
905,DE520,46,1,0,0
906,DE520,47,0,1,0
907,DE521,1,0,0,10
908,DE521,2,10,0,100
909,DE521,3,0,0,10
910,DE521,4,1,1,100
911,DE521,5,1,1,10
912,DE521,6,1,0,100
913,DE521,7,1,10,1000
914,DE521,8,0,1,100
915,DE521,9,0,0,10
916,DE521,10,1,0,0
917,DE521,11,1,10,100
918,DE521,12,0,1,10
919,DE521,13,0,0,10
920,DE521,14,0,0,10
921,DE521,15,0,0,10
922,DE521,16,0,0,10
923,DE521,17,0,0,10
924,DE521,18,0,0,100
925,DE521,19,0,0,1
926,DE521,20,0,0,100
927,DE521,21,1,0,10
928,DE521,22,1,0,0
929,DE521,23,0,0,10
930,DE521,24,0,10,0
931,DE521,25,1,0,0
932,DE521,26,0,1,0
933,DE521,27,0,0,1
934,JE414,1,0,1,0
935,JE414,2,0,1,100
936,JE414,3,0,0,100
937,JE414,4,0,1,100
938,JE414,5,0,1,0
939,JE414,6,0,0,10
940,JE414,7,0,0,10
941,JE414,8,0,0,10
942,JE414,9,10,0,10
943,JE414,10,0,1,10
944,JE414,11,0,1,0
945,JE414,12,0,1,0
946,JE414,13,1,0,100
947,JE414,14,0,1,0
948,DE523,1,0,0,1
949,DE523,2,0,0,1
950,DE523,3,1,0,0
951,DE523,4,0,0,1
952,DE523,5,0,0,10
953,DE523,6,0,0,10
954,DE523,7,0,0,1
955,DE523,8,0,0,10
956,DE523,9,0,0,1
957,DE523,10,0,0,1
958,DE523,11,0,0,1
959,DE523,12,0,0,1
960,DE523,13,1,0,0
961,DE523,14,0,0,1
962,DE523,15,0,0,1
963,DE523,16,0,0,1
964,DE523,17,0,0,10
965,DE523,18,0,0,10
966,DE523,19,0,1,0
967,DE523,20,0,0,100
968,DE523,21,0,0,100
969,DE523,22,1,0,100
970,DE523,23,1,0,0
971,DE523,24,0,0,10
972,DE523,25,0,0,1
973,DE523,26,0,0,100
974,DE523,27,0,0,1
975,DE523,28,0,0,1
976,DE523,29,0,0,1
977,DE523,30,0,1,0
978,DE523,31,0,1,0
979,DE523,32,0,0,1
980,DE523,33,1,0,0
981,DE523,34,1,0,0
982,DE523,35,0,1,0
983,DE523,36,0,1,0
984,DE523,37,0,1,0
985,DE523,38,0,1,0
986,DE523,39,0,1,0
987,DE523,40,1,0,0
988,JE415,1,1,1,100
989,JE415,2,0,0,100
990,JE415,3,0,1,0
991,JE415,4,0,1,0
992,JE415,5,0,1,0
993,JE415,6,0,0,10
994,JE415,7,1,10,0
