seine_id,jsp_survey_id,gather_long,gather_lat,set_time,set_number,set_type,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,preservation_status,collection_protocol,seine_notes
DE533N1,DE533,-125.337083,50.305567,7:22:00,1,targeted,NA,1,0,1,no,0,0,0,60,0,140,0,0,0,0,0,0,NA,SEMSP,NA
DE534N2,DE534,-125.360967,50.26815,8:55:00,2,targeted,NA,0,1,0,yes,1,1,10,212,10,12,0,0,0,0,1,1,NA,SEMSP,NA
DE534N1,DE534,-125.35945,50.267517,8:20:00,1,targeted,NA,0,1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP,NA
DE535N1,DE535,-125.267883,50.438867,7:20:00,1,targeted,NA,0,1,10,yes,0,0,10,183,10,68,0,0,0,0,0,0,NA,SEMSP,NA
DE536N1,DE536,-125.337917,50.298867,11:00:00,1,targeted,NA,0,1,1,yes,2,2,0,100,1,151,0,0,0,0,0,0,NA,SEMSP,NA
JE423N2,JE423,-126.81577,50.54343,8:59:00,2,targeted,NA,10,1,10,yes,4,4,0,297,10,208,0,0,0,0,1,1,NA,SEMSP,NA
JE423N1,JE423,-126.81796,50.54327,6:50:00,1,targeted,NA,1,10,10,yes,1,1,10,45,0,3,0,0,0,0,0,0,NA,SEMSP,NA
JE425N1,JE425,-126.70567,50.60151,8:43:00,1,targeted,NA,10,1,10,no,0,100,0,200,0,200,0,0,0,0,0,0,NA,SEMSP,"1: Current too strong to keep the fish, not safe to set again. School size is estimate only."
DE537N1,DE537,-125.325,50.3092,7:09:00,1,targeted,NA,0,1,0,yes,0,0,10,85,1,1,0,0,0,0,0,0,NA,SEMSP,NA
JE426N1,JE426,-126.6658,50.54591,7:14:00,1,targeted,NA,1,1,10,yes,1,1,10,185,10,185,0,0,1,1,0,0,NA,SEMSP,NA
DE538N2,DE538,-125.358283,50.268783,7:55:00,2,random,NA,0,0,0,yes,0,0,6,6,1,1,0,0,1,1,2,2,NA,SEMSP,NA
DE538N1,DE538,-125.357783,50.268383,7:03:00,1,random,NA,0,0,0,no,0,0,0,5,0,1,0,0,0,0,0,0,NA,SEMSP,NA
JE427N2,JE427,-126.81375,50.54412,9:10:00,2,targeted,NA,0,1,10,no,0,0,0,35,0,35,0,0,0,0,0,0,NA,SEMSP,NA
JE427N1,JE427,-126.81252,50.54367,7:14:00,1,targeted,NA,1,10,10,yes,0,0,10,198,10,136,0,0,0,0,0,0,NA,SEMSP,NA
DE539N2,DE539,-125.264217,50.435883,7:45:00,2,targeted,NA,0,1,1,yes,0,0,10,168,10,77,0,0,0,0,0,0,NA,SEMSP,NA
DE539N1,DE539,-125.265083,50.437217,7:15:00,1,random,NA,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP,NA
JE428N1,JE428,-126.6642,50.54549,6:51:00,1,targeted,NA,0,1,10,yes,1,1,10,179,10,52,1,1,0,0,0,0,NA,SEMSP,NA
JE429N1,JE429,-126.81553,50.54308,9:45:00,1,targeted,NA,0,1,10,yes,1,1,10,209,10,60,0,0,0,0,0,0,NA,SEMSP,1: Very licey seine. Lots of mots and attached stages
DE540N1,DE540,-125.323467,50.309033,8:28:00,1,targeted,NA,0,0,1,yes,0,0,10,50,0,0,0,0,0,0,1,1,NA,SEMSP,NA
DE541N1,DE541,-125.33625,50.30655,8:50:00,1,targeted,NA,0,10,1,yes,0,0,10,110,6,6,0,0,0,0,0,0,NA,SEMSP,NA
DE546N2,DE546,-125.340866,50.300047,9:50:00,2,targeted,NA,0,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP,"1: location not taken in field, estimated from Google Earth"
DE546N1,DE546,-125.331276,50.307068,8:50:00,1,targeted,NA,0,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,NA,SEMSP,"1: location not taken in field, estimated from Google Earth"
DE542N2,DE542,-125.325167,50.308983,8:45:00,2,targeted,NA,0,1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP,NA
DE542N1,DE542,-125.3255,50.30865,8:20:00,1,targeted,NA,0,0,1,no,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP,NA
DE543N1,DE543,-125.324067,50.30945,8:47:00,1,targeted,NA,0,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP,NA
