survey_date,site_id,gather_lat,gather_long,ysi_unit_sn,sampling_bout,line_out_depth,collected,temperature,salinity,quality_level,quality_log,
2015-05-16,D06,50.080411,-125.246751,15B102233,1,1,2015-05-16 10:00:00 PST,10.6,28.8,Technician,"1: ""Lab procedures"" are completed on boat. We don't really process anything in the lab because our samples are entirely put into one pet jar with formalin while we are on the water.2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",
2015-05-16,D07,50.164098,-125.160295,15B102233,1,0,2015-05-16 14:30:00 PST,14.4,27.4,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-16,D07,50.164098,-125.160295,15B102233,1,1,2015-05-16 14:30:00 PST,13.8,27.3,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-17,D02,NA,NA,15B102233,1,0,2015-05-17 11:00:00 PST,16,26.2,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-17,D02,NA,NA,15B102233,1,1,2015-05-17 11:00:00 PST,15.8,26.3,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-18,D03,50.114208,-125.078328,15B102233,1,0,2015-05-18 09:30:00 PST,14.9,27.1,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-18,D03,50.114208,-125.078328,15B102233,1,1,2015-05-18 09:30:00 PST,14.8,27.1,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-18,D05,50.165602,-124.888847,15B102233,1,0,2015-05-18 13:30:00 PST,17,26.2,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-18,D05,50.165602,-124.888847,15B102233,1,1,2015-05-18 13:30:00 PST,16.3,26.2,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-19,D08,50.343363,-125.087456,15B102233,1,0,2015-05-19 12:30:00 PST,14,24.1,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-19,D08,50.343363,-125.087456,15B102233,1,1,2015-05-19 12:30:00 PST,13.4,24.6,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-20,D09,50.30708,-125.332161,15B102233,1,0,2015-05-20 10:00:00 PST,11,28.7,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-20,D09,50.30708,-125.332161,15B102233,1,1,2015-05-20 10:00:00 PST,10.8,28.7,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-20,J05,NA,NA,15C100324,1,0,2015-05-20 12:54:51 PST,9.1,28.5,Technician,NA,
2015-05-20,J05,NA,NA,15C100324,1,1,2015-05-20 12:54:51 PST,9.6,28.5,Technician,NA,
2015-05-21,J06,50.474257,-126.033654,15C100324,1,0,2015-05-21 06:20:32 PST,9.6,28.5,Technician,NA,
2015-05-21,J06,50.474257,-126.033654,15C100324,1,1,2015-05-21 06:20:32 PST,9.5,28.5,Technician,NA,
2015-05-21,D03,50.136943,-125.116789,15B102233,1,0,2015-05-21 11:45:00 PST,16.1,25.9,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-21,D03,50.136943,-125.116789,15B102233,1,1,2015-05-21 11:45:00 PST,15.9,25.1,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-21,D07,50.182128,-125.14991,15B102233,1,1,2015-05-21 15:00:00 PST,15.6,27.8,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-21,D07,50.182128,-125.14991,15B102233,1,0,2015-05-21 15:00:00 PST,15.7,27.8,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-22,J07,50.456052,-126.118796,15C100324,1,1,2015-05-22 07:50:50 PST,9.6,28.5,Technician,1: Changed Temperature from 28.5 and Salinity from 9.6 (2018-07-16 JG),
2015-05-22,J07,50.456052,-126.118796,15C100324,1,0,2015-05-22 07:50:50 PST,9.6,28.5,Technician,1: Changed Temperature from 28.5 and Salinity from 9.6 (2018-07-16 JG),
2015-05-22,J08,50.480791,-126.409149,15C100324,1,1,2015-05-22 12:08:10 PST,9.7,28.6,Technician,NA,
2015-05-22,J08,50.480791,-126.409149,15C100324,1,0,2015-05-22 12:08:10 PST,9.8,28.5,Technician,NA,
2015-05-22,J04,50.524255,-126.392696,15C100324,1,1,2015-05-22 15:35:36 PST,9.8,28.6,Technician,NA,
2015-05-22,J04,50.524255,-126.392696,15C100324,1,0,2015-05-22 15:35:36 PST,10,28.5,Technician,NA,
2015-05-23,J03,NA,NA,15C100324,1,1,2015-05-23 08:00:46 PST,9.7,28.7,Technician,1: All samples have J0CP as site because site name had not yet been determined.,
2015-05-23,J03,NA,NA,15C100324,1,0,2015-05-23 08:00:46 PST,9.7,28,Technician,1: All samples have J0CP as site because site name had not yet been determined.,
2015-05-23,D08,50.319131,-125.041877,15B102233,1,1,2015-05-23 09:00:00 PST,14.6,25.4,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-23,D08,50.319131,-125.041877,15B102233,1,0,2015-05-23 09:00:00 PST,14.6,25.2,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-23,J09,50.539373,-126.778415,15C100324,1,1,2015-05-23 11:40:29 PST,9.8,28.6,Technician,NA,
2015-05-23,J09,50.539373,-126.778415,15C100324,1,0,2015-05-23 11:40:29 PST,10.2,28.6,Technician,NA,
2015-05-23,D10,NA,NA,15B102233,1,1,2015-05-23 12:15:00 PST,10.4,28.8,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-23,D10,NA,NA,15B102233,1,0,2015-05-23 12:15:00 PST,10.6,28.8,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-23,J10,50.558253,-126.7323,15C100324,1,0,2015-05-23 15:03:07 PST,10.2,28.6,Technician,NA,
2015-05-23,J10,50.558253,-126.7323,15C100324,1,1,2015-05-23 15:03:07 PST,9.8,28.6,Technician,NA,
2015-05-24,J02,50.601987,-126.705337,15C100324,1,1,2015-05-24 08:20:47 PST,9.4,28.7,Technician,NA,
2015-05-24,J02,50.601987,-126.705337,15C100324,1,0,2015-05-24 08:20:47 PST,9.4,28.8,Technician,NA,
2015-05-24,D11,50.347663,-125.455357,15B102233,1,0,2015-05-24 08:40:00 PST,10.6,27.3,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-24,D11,50.347663,-125.455357,15B102233,1,1,2015-05-24 08:40:00 PST,10.6,29.2,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-24,D09,NA,NA,15B102233,1,0,2015-05-24 14:10:00 PST,11.1,29.2,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-24,D09,NA,NA,15B102233,1,1,2015-05-24 14:10:00 PST,11.1,29.2,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-24,J06,NA,NA,15C100324,1,0,2015-05-24 15:37:18 PST,10.4,28.3,Technician,NA,
2015-05-24,J06,NA,NA,15C100324,1,1,2015-05-24 15:37:18 PST,10.2,28.3,Technician,NA,
2015-05-25,J05,50.498802,-126.213365,15C100324,1,1,2015-05-25 08:00:22 PST,9.8,28.5,Technician,1: Changed Temperature from 9.5 (2018-07-16 JG),
2015-05-25,J05,50.498802,-126.213365,15C100324,1,0,2015-05-25 08:00:22 PST,9.8,28.5,Technician,1: Changed Temperature from 9.5 (2018-07-16 JG),
2015-05-25,D08,50.315295,-125.051856,15B102233,1,0,2015-05-25 09:35:00 PST,15.2,26,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-25,D08,50.315295,-125.051856,15B102233,1,1,2015-05-25 09:35:00 PST,15.2,26,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-25,J04,50.525134,-126.391442,15C100324,1,1,2015-05-25 12:10:23 PST,9.7,28.6,Technician,NA,
2015-05-25,J04,50.525134,-126.391442,15C100324,1,0,2015-05-25 12:10:23 PST,9.9,28.5,Technician,NA,
2015-05-25,J08,50.480605,-126.412358,15C100324,1,0,2015-05-25 15:18:19 PST,10,28.6,Technician,NA,
2015-05-25,J08,50.480605,-126.412358,15C100324,1,1,2015-05-25 15:18:19 PST,10,28.6,Technician,NA,
2015-05-26,J07,50.455426,-126.116982,15C100324,1,0,2015-05-26 07:45:12 PST,9.9,28.5,Technician,NA,
2015-05-26,J07,50.455426,-126.116982,15C100324,1,1,2015-05-26 07:45:12 PST,9.9,28.5,Technician,NA,
2015-05-26,J07,50.455426,-126.116982,15C100324,1,1,2015-05-26 07:45:48 PST,9.9,28.5,Technician,NA,
2015-05-26,J07,50.455426,-126.116982,15C100324,1,0,2015-05-26 07:45:48 PST,9.9,28.5,Technician,NA,
2015-05-26,D10,NA,NA,15B102233,1,1,2015-05-26 10:45:00 PST,10.8,28.1,Technician,"1: Not sure if field form had location on it: 50.444664N 125.280402W2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",
2015-05-26,D10,NA,NA,15B102233,1,0,2015-05-26 10:45:00 PST,11.2,26.7,Technician,"1: Not sure if field form had location on it: 50.444664N 125.280402W2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",
2015-05-26,J03,NA,NA,15C100324,1,0,2015-05-26 11:57:37 PST,10,28.6,Technician,NA,
2015-05-26,J03,NA,NA,15C100324,1,1,2015-05-26 11:57:37 PST,9.9,28.6,Technician,NA,
2015-05-26,D09,50.307077,-125.328446,15B102233,1,1,2015-05-26 14:29:00 PST,11.4,29,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-26,D09,50.307077,-125.328446,15B102233,1,0,2015-05-26 14:29:00 PST,11.5,28.9,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-26,J09,50.53971,-126.783189,15C100324,1,0,2015-05-26 14:41:06 PST,11.8,28.1,Technician,NA,
2015-05-26,J09,50.53971,-126.783189,15C100324,1,1,2015-05-26 14:41:06 PST,10,28.6,Technician,NA,
2015-05-27,J10,50.559799,-126.752301,15C100324,1,1,2015-05-27 08:00:00 PST,9.8,28.7,Technician,NA,
2015-05-27,J10,50.559799,-126.752301,15C100324,1,0,2015-05-27 08:00:00 PST,9.8,28.7,Technician,NA,
2015-05-27,J09,NA,NA,15C100324,1,1,2015-05-27 16:00:00 PST,10.9,28.5,Technician,NA,
2015-05-27,J09,NA,NA,15C100324,1,0,2015-05-27 16:00:00 PST,11.1,28.4,Technician,NA,
2015-05-28,J01,50.57055,-126.700027,15C100324,1,0,2015-05-28 08:45:00 PST,9.8,28.6,Raw,1: Added missing data to portal 2019-08-18 JG,
2015-05-28,D10,50.448787,-125.328487,15B102233,1,0,2015-05-28 08:45:00 PST,12.3,23.4,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-28,D10,50.448787,-125.328487,15B102233,1,1,2015-05-28 08:45:00 PST,11.4,26.3,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-28,J01,50.57055,-126.700027,15C100324,1,1,2015-05-28 08:45:00 PST,9.7,28.6,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-28,D09,50.308774,-125.322583,15B102233,1,0,2015-05-28 13:10:00 PST,12.6,28.7,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-28,D09,50.308774,-125.322583,15B102233,1,1,2015-05-28 13:10:00 PST,11.7,28.8,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-29,J06,50.483847,-126.010501,15C100324,1,1,2015-05-29 08:14:00 PST,10.5,28.2,Technician,NA,
2015-05-29,J06,50.483847,-126.010501,15C100324,1,0,2015-05-29 08:14:00 PST,10.9,28.1,Technician,NA,
2015-05-30,J05,50.507297,-126.243504,15C100324,1,1,2015-05-30 07:20:00 PST,9.8,28.6,Technician,NA,
2015-05-30,J05,50.507297,-126.243504,15C100324,1,0,2015-05-30 07:20:00 PST,9.8,28.5,Technician,NA,
2015-05-30,J07,NA,NA,15C100324,1,1,2015-05-30 11:13:00 PST,10,28.6,Technician,1: Changed Temperature from 10.1 (2018-07-16 JG),
2015-05-30,J07,NA,NA,15C100324,1,0,2015-05-30 11:13:00 PST,10.1,28.4,Technician,1: Changed Salinity from 28.3 (2018-07-16 JG),
2015-05-30,D06,NA,NA,15B102233,1,1,2015-05-30 12:19:00 PST,11.1,28.8,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-30,D06,NA,NA,15B102233,1,0,2015-05-30 12:19:00 PST,11.2,28.7,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-05-30,J08,NA,NA,15C100324,1,1,2015-05-30 17:01:00 PST,11.2,28.4,Technician,"1: Changed Temperature from 11.1 (2018-07-16 JG)2: Field time is actually 14:45.",
2015-05-30,J08,NA,NA,15C100324,1,0,2015-05-30 17:01:00 PST,11.2,28.4,Technician,"1: Changed Temperature from 11.1 (2018-07-16 JG)2: Field time is actually 14:45.",
2015-05-31,J04,50.521512,-126.399509,15C100324,1,0,2015-05-31 08:01:00 PST,10,28.6,Technician,1: Field time is actually 6:45.,
2015-05-31,J04,50.521512,-126.399509,15C100324,1,1,2015-05-31 08:01:00 PST,9.9,28.6,Technician,1: Field time is actually 6:45.,
2015-05-31,D08,NA,NA,15B102233,1,1,2015-05-31 08:25:00 PST,17.9,23.5,Technician,"1: Still experiencing issues with flow meter: appears to be getting jammed and not spinning the entire time. Numbers for flow out may be affected.2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",
2015-05-31,D08,NA,NA,15B102233,1,0,2015-05-31 08:25:00 PST,17.7,23.3,Technician,"1: Still experiencing issues with flow meter: appears to be getting jammed and not spinning the entire time. Numbers for flow out may be affected.2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",
2015-05-31,D02,NA,NA,15B102233,1,0,2015-05-31 09:47:00 PST,18,23.7,Technician,1: YSI time estimated 15 min after time of set (no fish caught) (no data recorded). Added 2018-07-18 JG,
2015-05-31,D02,NA,NA,15B102233,1,1,2015-05-31 09:47:00 PST,17.7,24,Technician,1: YSI time estimated 15 min after time of set (no fish caught) (no data recorded). Added 2018-07-18 JG,
2015-05-31,J03,50.546047,-126.66185,15C100324,1,1,2015-05-31 10:55:00 PST,10.4,28.6,Technician,NA,
2015-05-31,J03,50.546047,-126.66185,15C100324,1,0,2015-05-31 10:55:00 PST,10.5,28.6,Technician,NA,
2015-05-31,J09,50.538281,-126.774987,15C100324,1,1,2015-05-31 13:10:00 PST,10.7,28.6,Technician,NA,
2015-05-31,J09,50.538281,-126.774987,15C100324,1,0,2015-05-31 13:10:00 PST,10.7,28.7,Technician,NA,
2015-06-01,J10,50.558453,-126.731707,15C100324,1,0,2015-06-01 02:36:00 PST,11.1,28.6,Technician,NA,
2015-06-01,J10,50.558453,-126.731707,15C100324,1,1,2015-06-01 02:36:00 PST,10.7,28.6,Technician,NA,
2015-06-01,J02,NA,NA,15C100324,1,0,2015-06-01 07:05:00 PST,10,28.8,Technician,1: Gather location didn't save after it was entered. This site was in Freshwater Bay on Swanson Island.,
2015-06-01,J02,NA,NA,15C100324,1,1,2015-06-01 07:05:00 PST,9.9,28.9,Technician,1: Gather location didn't save after it was entered. This site was in Freshwater Bay on Swanson Island.,
2015-06-01,D10,NA,NA,15B102233,1,0,2015-06-01 08:34:00 PST,10.4,28.6,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-01,D10,NA,NA,15B102233,1,1,2015-06-01 08:34:00 PST,10.3,28.6,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-01,J01,50.578761,-126.72118,15C100324,1,1,2015-06-01 11:31:00 PST,9.6,29.1,Technician,NA,
2015-06-01,J01,50.578761,-126.72118,15C100324,1,0,2015-06-01 11:31:00 PST,9.7,29,Technician,NA,
2015-06-01,D11,50.347619,-125.453207,15B102233,1,0,2015-06-01 11:32:00 PST,11.1,28.9,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-01,D11,50.347619,-125.453207,15B102233,1,1,2015-06-01 11:32:00 PST,10.9,29,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-01,D09,50.304363,-125.330586,15B102233,1,1,2015-06-01 14:53:00 PST,11.3,28.8,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-01,D09,50.304363,-125.330586,15B102233,1,0,2015-06-01 14:53:00 PST,11.7,28.6,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-02,J05,50.507728,-126.242241,15C100324,1,1,2015-06-02 07:40:00 PST,9.8,28.8,Technician,NA,
2015-06-02,J05,50.507728,-126.242241,15C100324,1,0,2015-06-02 07:40:00 PST,9.8,28.7,Technician,NA,
2015-06-02,J07,50.456512,-126.162745,15C100324,1,1,2015-06-02 10:14:00 PST,9.9,28.7,Technician,NA,
2015-06-02,J07,50.456512,-126.162745,15C100324,1,0,2015-06-02 10:14:00 PST,9.9,28.7,Technician,NA,
2015-06-03,J06,50.481727,-126.00943,15C100324,1,1,2015-06-03 07:41:00 PST,10,28.5,Technician,NA,
2015-06-03,J06,50.481727,-126.00943,15C100324,1,0,2015-06-03 07:41:00 PST,10.1,28.4,Technician,NA,
2015-06-03,D10,50.450026,-125.287937,15B102233,1,1,2015-06-03 08:42:00 PST,10.2,28.9,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-03,D10,50.450026,-125.287937,15B102233,1,0,2015-06-03 08:42:00 PST,10.1,29,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-03,J08,50.480855,-126.408852,15C100324,1,1,2015-06-03 12:00:02 PST,10.1,28.6,Technician,NA,
2015-06-03,J08,50.480855,-126.408852,15C100324,1,0,2015-06-03 12:00:02 PST,10.1,28.6,Technician,NA,
2015-06-03,D11,50.348802,-125.446203,15B102233,1,1,2015-06-03 12:21:00 PST,10.8,29.2,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-03,D11,50.348802,-125.446203,15B102233,1,0,2015-06-03 12:21:00 PST,10.9,29.1,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-03,D09,50.307658,-125.330166,15B102233,1,1,2015-06-03 15:11:00 PST,11.6,28.7,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-03,D09,50.307658,-125.330166,15B102233,1,0,2015-06-03 15:11:00 PST,11.8,28.6,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-03,J09,NA,NA,15C100324,1,1,2015-06-03 16:41:12 PST,10.9,28.6,Technician,NA,
2015-06-03,J09,NA,NA,15C100324,1,0,2015-06-03 16:41:12 PST,11.3,28.3,Technician,NA,
2015-06-04,J04,50.523031,-126.396102,15C100324,1,1,2015-06-04 08:19:02 PST,10.2,28.2,Technician,NA,
2015-06-04,J04,50.523031,-126.396102,15C100324,1,0,2015-06-04 08:19:02 PST,10.3,28,Technician,NA,
2015-06-04,D08,50.31925,-125.042243,15B102233,1,0,2015-06-04 08:23:00 PST,16.8,19,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-04,D08,50.31925,-125.042243,15B102233,1,1,2015-06-04 08:23:00 PST,16.7,19.5,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-04,J03,NA,NA,15C100324,1,1,2015-06-04 12:29:44 PST,10.5,28.7,Technician,NA,
2015-06-04,J03,NA,NA,15C100324,1,0,2015-06-04 12:29:44 PST,10.7,28.7,Technician,NA,
2015-06-04,D06,50.079861,-125.248441,15B102233,1,0,2015-06-04 13:32:00 PST,12.4,28.1,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-04,D06,50.079861,-125.248441,15B102233,1,1,2015-06-04 13:32:00 PST,12.1,28.2,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-04,J02,50.595639,-126.690058,15C100324,1,1,2015-06-04 15:41:02 PST,9.9,29.2,Technician,NA,
2015-06-04,J02,50.595639,-126.690058,15C100324,1,0,2015-06-04 15:41:02 PST,11.3,29.4,Technician,NA,
2015-06-05,D10,50.443443,-125.278459,15B102233,1,1,2015-06-05 07:00:00 PST,10.7,28.4,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-05,D10,50.443443,-125.278459,15B102233,1,0,2015-06-05 07:00:00 PST,10.6,28.4,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-05,J10,NA,NA,15C100324,1,0,2015-06-05 07:12:45 PST,9.9,28.7,Technician,NA,
2015-06-05,J10,NA,NA,15C100324,1,1,2015-06-05 07:12:45 PST,10,28.7,Technician,NA,
2015-06-05,J01,50.568489,-126.696186,15C100324,1,0,2015-06-05 10:15:23 PST,10.1,29,Technician,NA,
2015-06-05,J01,50.568489,-126.696186,15C100324,1,1,2015-06-05 10:15:23 PST,9.9,28.8,Technician,NA,
2015-06-05,D09,NA,NA,15B102233,1,0,2015-06-05 12:59:00 PST,11.9,28.4,Technician,"1: Set location: 50.307710 N -125.3286932: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",
2015-06-05,D09,NA,NA,15B102233,1,1,2015-06-05 12:59:00 PST,11.7,28.4,Technician,"1: Set location: 50.307710 N -125.3286932: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",
2015-06-05,D07,NA,NA,15B102233,1,0,2015-06-05 16:00:00 PST,18.4,25.4,Technician,"1: Set location: 50.191118 N -125.142016W2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",
2015-06-05,D07,NA,NA,15B102233,1,1,2015-06-05 16:00:00 PST,18,25.4,Technician,"1: Set location: 50.191118 N -125.142016W2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",
2015-06-06,J07,NA,NA,15C100324,1,0,2015-06-06 07:50:52 PST,10,28.7,Technician,NA,
