ufn,date_liced,lab_count_fine_no_id,lab_count_fine_total,lep_cop,lep_cunifer_cop,lep_chal_a,lep_chal_b,lep_pa_m_1,lep_pa_m_2,lep_pa_f_1,lep_pa_f_2,lep_pa_unid,lep_a_m,lep_a_f,lep_grav_f,cal_cop,cal_chal_a_1,cal_chal_a_2,cal_chal_b_3,cal_chal_b_4_f,cal_chal_b_4_m,cal_chal_4_unid,cal_chal_a_unid,cal_chal_b_unid,cal_pa_m,cal_pa_f,cal_a_m,cal_a_f,cal_grav_f,cal_mot_unid,unid_louse,lab_staff,comments,quality_level,quality_log
U438,2017-02-02,12,13,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,1,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U443,2017-02-02,13,12,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U437,2017-02-02,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,1,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U441,2017-02-02,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,LP,NA,Raw,NA
U534,2017-02-02,10,11,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U535,2017-02-02,7,9,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,LP,NA,Raw,NA
U533,2017-02-02,11,11,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U584,2017-02-02,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U586,2017-02-02,12,12,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,2,0,0,0,0,0,1,0,1,0,0,LP,NA,Raw,NA
U525,2017-02-03,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U578,2017-02-03,4,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U576,2017-02-03,9,11,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U557,2017-02-03,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U597,2017-02-03,101,97,6,0,3,0,0,0,0,0,0,0,0,0,7,32,31,11,2,2,0,1,0,0,1,0,0,1,0,0,LP,NA,Raw,NA
U598,2017-02-03,10,8,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,LP,NA,Raw,NA
U618,2017-02-03,17,22,1,0,0,0,0,0,0,0,0,0,0,0,4,8,2,3,2,1,1,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U775,2017-02-04,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,2,0,0,0,0,0,0,LP,NA,Raw,NA
U776,2017-02-04,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U818,2017-02-04,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U817,2017-02-04,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U820,2017-02-04,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U774,2017-02-04,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U732,2017-02-04,12,15,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,3,0,0,0,0,0,2,1,0,0,1,0,0,LP,NA,Raw,NA
U731,2017-02-04,7,9,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,LP,NA,Raw,NA
U709,2017-02-04,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,LP,plus one unidentified Caligus species- chal A,Raw,NA
U710,2017-02-04,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U702,2017-02-04,11,9,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U567,2017-02-04,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U569,2017-02-04,16,16,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,0,1,0,0,0,4,0,1,0,0,0,0,LP,NA,Raw,NA
U566,2017-02-04,9,10,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U733,2017-02-04,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U636,2017-02-04,25,27,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,13,1,3,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U638,2017-02-04,12,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U794,2017-02-05,12,11,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U793,2017-02-05,11,11,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U791,2017-02-05,8,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U726,2017-02-05,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U725,2017-02-05,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U728,2017-02-05,15,14,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U727,2017-02-05,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,LP,NA,Raw,NA
U649,2017-02-05,12,12,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U647,2017-02-05,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U680,2017-02-05,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U679,2017-02-05,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U639,2017-02-05,22,22,0,0,0,0,0,0,0,0,0,0,0,0,2,15,3,0,0,1,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U667,2017-02-05,19,17,1,1,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,1,0,0,0,1,2,0,0,0,0,0,LP,NA,Raw,NA
U650,2017-02-05,46,42,1,0,0,0,0,0,0,0,0,0,0,0,3,12,7,5,3,6,0,0,0,2,0,0,2,1,0,0,LP,NA,Raw,NA
U795,2017-02-10,13,11,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U833,2017-02-10,12,13,1,0,0,0,0,0,0,1,0,0,0,0,2,5,0,1,1,1,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U832,2017-02-10,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U862,2017-02-10,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U839,2017-02-10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U865,2017-02-10,6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U801,2017-02-13,7,10,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U803,2017-02-13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U802,2017-02-13,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,1,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U759,2017-02-13,15,14,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U760,2017-02-13,10,9,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U828,2017-02-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U769,2017-02-13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U755,2017-02-13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U898,2017-02-13,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U890,2017-02-13,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,3,0,0,0,0,1,1,0,0,0,0,LP,NA,Raw,NA
U852,2017-02-13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U903,2017-02-13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U897,2017-02-13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,LP,NA,Raw,NA
U911,2017-02-13,14,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,1,0,0,0,0,0,0,0,1,1,0,0,LP,NA,Raw,NA
U657,2017-02-13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U624,2017-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U656,2017-02-13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U655,2017-02-13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,1,0,0,0,LP,NA,Raw,NA
U626,2017-02-13,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U853,2017-02-13,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,2,0,1,0,0,LP,NA,Raw,NA
U690,2017-02-13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U629,2017-02-13,18,17,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,2,0,0,0,2,1,0,0,1,0,0,LP,NA,Raw,NA
U689,2017-02-13,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U888,2017-02-13,12,11,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U895,2017-02-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U851,2017-02-13,19,21,1,0,0,0,0,0,0,0,0,0,0,0,2,13,2,0,0,1,0,2,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U893,2017-02-13,5,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U757,2017-02-13,22,22,0,0,1,0,0,0,0,0,0,0,0,0,1,15,3,0,1,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U829,2017-02-13,17,18,0,0,2,0,0,0,0,0,0,0,0,0,2,4,2,7,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U830,2017-02-13,12,12,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,2,0,0,0,0,1,0,0,0,0,LP,both Cal C4 UNID missing genital regions,Raw,NA
U651,2017-02-13,14,16,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,7,2,2,0,0,0,0,0,0,0,0,1,0,LP,Cal mot missing genital region,Raw,NA
U683,2017-02-13,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,2,0,0,0,1,1,0,0,0,0,0,LP,NA,Raw,NA
U100,2017-02-14,12,12,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,0,0,0,2,2,0,0,0,0,0,LP,NA,Raw,NA
U1064,2017-02-14,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U1066,2017-02-14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U1068,2017-02-14,24,22,0,0,1,0,0,0,0,0,0,0,0,0,0,4,10,5,0,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1070,2017-02-14,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1020,2017-02-14,12,14,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1019,2017-02-14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1018,2017-02-14,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,1,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U1063,2017-02-14,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,LP,NA,Raw,NA
U1012,2017-02-14,16,16,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,2,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1221,2017-02-17,6,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U1142,2017-02-17,11,13,0,0,0,1,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1141,2017-02-17,17,17,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,4,1,1,0,0,0,0,2,0,0,0,0,0,LP,NA,Raw,NA
U1143,2017-02-17,12,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1088,2017-02-17,24,23,1,0,0,0,0,0,0,0,0,0,0,0,6,7,4,3,0,0,0,0,0,0,1,0,1,0,0,0,LP,NA,Raw,NA
U1085,2017-02-17,10,12,2,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1122,2017-02-17,13,13,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,3,2,1,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U1123,2017-02-17,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U951,2017-02-17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U942,2017-02-17,15,13,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U940,2017-02-17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,LP,NA,Raw,NA
U988,2017-02-17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U987,2017-02-17,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U959,2017-02-17,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U946,2017-02-17,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U1043,2017-02-17,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1042,2017-02-17,8,9,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U1027,2017-02-17,19,20,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,1,1,0,0,0,2,1,2,0,3,0,0,LP,NA,Raw,NA
U848,2017-02-17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1074,2017-02-17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1083,2017-02-17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1200,2017-02-17,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1264,2017-02-17,7,8,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U989,2017-02-17,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U1003,2017-02-17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U990,2017-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1002,2017-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U873,2017-02-17,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U872,2017-02-17,9,11,0,0,1,0,0,0,0,0,0,0,0,0,1,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U871,2017-02-17,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1213,2017-02-18,11,11,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1136,2017-02-18,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,LP,NA,Raw,NA
U962,2017-02-18,16,16,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,7,0,1,0,0,0,1,0,1,0,1,0,0,LP,NA,Raw,NA
U965,2017-02-18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,LP,NA,Raw,NA
U992,2017-02-18,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1287,2017-02-18,11,11,1,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1094,2017-02-18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1258,2017-02-18,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,2,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U1254,2017-02-18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U1285,2017-02-18,6,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U1207,2017-02-19,9,11,1,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1106,2017-02-19,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1107,2017-02-19,16,16,1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,5,0,1,0,0,0,1,1,0,0,0,0,0,LP,NA,Raw,NA
U1103,2017-02-19,11,11,3,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,LP,Cal Mot UNID missing genital region,Raw,NA
U1128,2017-02-19,18,17,3,0,1,0,0,0,0,0,0,0,0,0,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U994,2017-02-19,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U1279,2017-02-19,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1278,2017-02-19,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1205,2017-02-19,12,9,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1248,2017-02-19,8,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U272,2017-02-20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U347,2017-02-20,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U375,2017-02-20,7,7,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U379,2017-02-20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U494,2017-02-20,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,3,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U493,2017-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U342,2017-02-20,8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U343,2017-02-20,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U341,2017-02-20,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,1,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U479,2017-02-20,13,11,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U545,2017-02-20,7,7,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1326,2017-02-20,9,10,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,LP,Cal Mot UNID missing genital region,Raw,NA
U1294,2017-02-20,11,13,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,1,1,1,0,0,0,0,LP,NA,Raw,NA
U1313,2017-02-20,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1316,2017-02-20,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1310,2017-02-20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1280,2017-02-20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U1268,2017-02-20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
