seine_id,survey_id,set_number,set_type,lat,long,set_time,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,collection_protocol,seine_comments,qc_log
JE306N2,JE306,2,targeted,50.54393,-126.8131,2017-06-13 11:20:00 PDT,NA,10,0,100,no,0,130,0,10,0,10,0,10,0,1,0,0,SEMSP,Seine ID formerly JN6,
JE306N1,JE306,1,targeted,50.5438,-126.80927,2017-06-13 07:10:00 PDT,NA,10,0,100,yes,30,325,0,0,10,50,10,45,0,0,0,0,SEMSP,Seine ID formerly JN5,
JE307N1,JE307,1,targeted,50.54411,-126.65398,2017-06-14 06:23:00 PDT,NA,10,0,100,yes,30,300,0,0,10,250,10,25,10,25,1,1,SEMSP,Chinook in package JP25 (UFN14037). First chum of JP29 (UFN12681) had a cal mot that came out of the bag. First chinook out at 6:50 and straight into dewar (package JP25). Used remaining fish in net from retention set in place of lousing set due to weather. Only loused 10 chum. . Seine ID formerly JN7,
JE308N2,JE308,2,random,50.60224,-126.70529,2017-06-20 14:22:00 PDT,NA,1,0,0,no,0,40,0,0,0,160,0,0,0,3,0,1,SEMSP,Seine ID formerly JN10,
JE308N1,JE308,1,targeted,50.60233,-126.70309,2017-06-20 09:37:00 PDT,NA,1,0,100,yes,30,200,1,4,10,500,5,5,10,30,1,1,SEMSP,"Last half of visual survey was a B2-3, so visibility was difficult. We caught 3 local pink fry.. Seine ID formerly JN9",
JE309N2,JE309,2,targeted,50.54628,-126.81474,2017-06-21 11:11:00 PDT,NA,10,0,10,no,0,120,0,0,0,180,0,0,0,1,0,0,SEMSP,Seine ID formerly JN12,
JE309N1,JE309,1,targeted,50.54487,-126.81252,2017-06-21 06:37:00 PDT,NA,1,0,10,yes,30,175,0,0,10,75,0,0,2,2,0,0,SEMSP,Seine ID formerly JN11,
JE310N2,JE310,2,targeted,50.54582,-126.81618,2017-06-27 11:17:00 PDT,NA,1,1,0,yes,4,390,0,60,0,660,0,10,0,10,0,0,SEMSP,Seine ID formerly JN14,
JE310N1,JE310,1,targeted,50.54574,-126.81679,2017-06-27 07:10:00 PDT,NA,1,1,0,yes,26,26,3,3,10,58,2,2,1,1,0,0,SEMSP,"20 sockeye in retention set were bucketed, and then returned to the bunt before individual fish collection occured.. Seine ID formerly JN13",
JE311N4,JE311,4,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate. Seine ID formerly JE311N4,
JE311N3,JE311,3,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate. Seine ID formerly JE311N3,
JE311N2,JE311,2,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate. Seine ID formerly JE311N2,
JE311N1,JE311,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate. Seine ID formerly JE311N1,
JE311N5,JE311,5,targeted,50.60278,-126.70284,2017-06-28 10:27:00 PDT,NA,10,0,100,yes,30,43,10,15,10,530,4,4,4,5,2,2,SEMSP,"First half of visual survey was a B2, second half was a B3. Loused 10 chum and 10 pink from retention set instead of setting the net again. Secchi hit the bottom at 7.5m.. Seine ID formerly JN15",
JE314N2,JE314,2,targeted,50.54454,-126.81227,2017-07-06 09:59:00 PDT,NA,1,0,100,no,0,0,0,20,0,230,0,0,0,0,0,0,SEMSP,Seine ID formerly JN22,
JE314N1,JE314,1,targeted,50.54372,-126.81769,2017-07-06 06:45:00 PDT,NA,100,1,100,yes,1,1,10,15,10,580,2,4,2,2,0,0,SEMSP,"2 coho not retained, did not fit through milk jug. Seine ID formerly JN21",
JE312N1,JE312,1,targeted,50.54505,-126.65729,2017-07-07 06:56:00 PDT,NA,10,1,100,yes,0,0,6,6,10,425,0,0,10,20,0,0,SEMSP,Seine ID formerly JN17,
JE313N1,JE313,1,targeted,50.60144,-126.70046,2017-07-07 10:16:00 PDT,NA,10,0,10,no,0,0,0,1,0,119,0,6,0,2,0,2,SEMSP,Seine ID formerly JN20,
JE316N1,JE316,1,targeted,50.546,-126.81509,2017-07-12 07:13:00 PDT,NA,10,1,100,no,0,0,0,3,0,95,0,1,0,1,0,0,SEMSP,Seine ID formerly JN25,
JE315N1,JE315,1,targeted,50.54533,-126.65855,2017-07-12 11:06:00 PDT,NA,10,0,10,no,0,0,0,90,0,450,0,0,0,60,0,0,SEMSP,Seine ID formerly JN23,
DE505N2,DE505,2,targeted,50.3154,-125.053,2018-05-11 10:55:00 PDT,NA,0,0,0,no,0,0,0,1,0,0,0,0,0,0,0,0,SEMSP,NA,
DE505N1,DE505,1,random,50.316217,-125.052033,2018-05-11 10:30:00 PDT,NA,0,0,0,no,0,0,0,0,0,2,0,0,0,0,0,0,SEMSP,NA,
DE506N1,DE506,1,targeted,50.18167,-125.1523,2018-05-14 07:25:00 PDT,NA,0,1,10,yes,0,0,10,30,10,70,2,2,0,0,0,0,SEMSP,NA,
DE510N1,DE510,1,targeted,50.309206,-125.323291,2018-05-15 10:15:00 PDT,NA,0,1,10,yes,0,0,10,117,10,217,0,0,0,0,0,0,SEMSP,NA,
JE411N1,JE411,1,random,50.54526,-126.8154,2018-05-17 07:00:00 PDT,NA,0,0,1,no,0,0,0,0,0,0,0,1,0,0,0,0,SEMSP,NA,
JE412N1,JE412,1,targeted,50.53912,-126.77893,2018-05-17 08:25:00 PDT,NA,1,1,10,no,0,0,0,0,0,0,0,39,0,3,0,2,SEMSP,NA,
DE516N2,DE516,2,targeted,50.316117,-125.052167,2018-05-17 09:46:00 PDT,NA,0,0,1,yes,0,0,10,30,7,0,10,15,0,0,1,1,SEMSP,NA,
DE516N1,DE516,1,targeted,50.316983,-125.049967,2018-05-17 09:10:00 PDT,NA,0,1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,
JE401N1,JE401,1,targeted,50.5429,-126.81615,2018-05-21 07:12:00 PDT,NA,0,1,10,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,
JE402N1,JE402,1,targeted,50.53927,-126.78078,2018-05-21 08:49:00 PDT,NA,0,1,10,yes,3,3,0,0,0,0,10,87,5,6,0,0,SEMSP,NA,
DE517N2,DE517,2,targeted,50.31006,-125.317963,2018-05-22 08:15:00 PDT,NA,10,0,10,yes,30,40,10,50,8,10,1,1,2,2,0,0,SEMSP,NA,
DE517N1,DE517,1,targeted,NA,NA,2018-05-22 07:30:00 PDT,NA,1,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,
DE531N1,DE531,1,targeted,50.271333,-125.368,2018-05-23 09:00:00 PDT,NA,0,1,0,yes,30,1564,10,1956,4,391,0,0,2,2,0,1,SEMSP,"Let out 2,150 fish during processing due to elevated stress caused by high density in net",
DE512N1,DE512,1,random,50.316807,-125.050581,2018-05-24 10:06:00 PDT,NA,0,0,0,yes,0,0,8,8,9,9,0,0,0,0,0,0,SEMSP,NA,
DE513N2,DE513,2,targeted,50.30705,-125.332333,2018-05-28 08:00:00 PDT,NA,1,0,0,yes,30,189,5,21,10,10,0,0,0,4,0,2,SEMSP,NA,
DE513N1,DE513,1,targeted,50.30785,-125.328333,2018-05-28 07:25:00 PDT,NA,1,0,0,no,0,4,0,14,0,0,0,0,0,0,0,0,SEMSP,NA,
DE519N1,DE519,1,random,50.27045,-125.3656,2018-05-29 07:35:00 PDT,NA,0,0,0,yes,3,8,10,104,10,21,0,0,0,0,0,0,SEMSP,NA,
DE514N1,DE514,1,targeted,50.440686,-125.294356,2018-05-30 09:00:00 PDT,NA,0,1,0,yes,4,4,10,24,10,266,0,0,0,0,1,1,SEMSP,NA,
JE417N1,JE417,1,targeted,50.54342,-126.81474,2018-05-31 07:22:00 PDT,NA,10,10,10,yes,30,146,10,49,10,39,10,20,0,0,0,1,SEMSP,NA,
JE418N1,JE418,1,targeted,50.54561,-126.66166,2018-06-03 06:57:00 PDT,NA,10,0,100,yes,30,113,10,28,10,22,1,1,5,5,0,0,SEMSP,"1st pink out at 07:30am mistaken for sockeye, put in dewar immediately after measurements taken.",
DE520N3,DE520,3,targeted,50.306917,-125.3288,2018-06-04 08:35:00 PDT,NA,0,0,10,yes,8,8,10,56,10,56,0,0,0,0,0,0,SEMSP,NA,
DE520N2,DE520,2,targeted,50.307767,-125.32905,2018-06-04 08:15:00 PDT,NA,1,0,1,no,0,3,0,3,0,16,0,0,0,0,0,0,SEMSP,NA,
DE520N1,DE520,1,random,50.305683,-125.336917,2018-06-04 07:43:00 PDT,NA,0,0,0,no,0,7,0,0,0,7,0,0,0,0,0,0,SEMSP,NA,
DE521N1,DE521,1,targeted,50.267967,-125.358733,2018-06-05 06:50:00 PDT,NA,1,1,10,yes,24,48,10,302,10,132,0,0,6,55,0,0,SEMSP,NA,
JE414N1,JE414,1,targeted,50.54387,-126.80852,2018-06-07 07:03:00 PDT,NA,10,10,100,yes,30,488,10,203,10,81,3,33,0,8,0,0,SEMSP,Morts and unhealthy fish caused by unseen fold in net under piece of kelp caught during set. Coho and Herring not sampled due to poor weather conditions / unhealthy fish.,
DE522N1,DE522,1,targeted,50.443485,-125.28775,2018-06-07 07:43:00 PDT,NA,1,0,10,yes,30,450,10,1060,10,1060,0,30,10,460,0,0,SEMSP,not sampled coho because too big for whirlpacks and it has been more than 2 hours we had the fish. majority of pink/chum seems locals (pretty small ones),
DE523N3,DE523,3,targeted,50.30345,-125.33885,2018-06-11 08:45:00 PDT,NA,1,1,1,yes,26,31,10,340,10,150,0,2,0,1,0,0,SEMSP,"Coho too big to fit into whirl-paks; had to release fish after 2 hrs holding in net due to morts observed and noticeable scale loss due to rough conditions, so unable to take full retention of SO & HE",
DE523N2,DE523,2,targeted,50.307183,-125.335133,2018-06-11 08:08:00 PDT,NA,0,0,0,no,0,7,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,
DE523N1,DE523,1,targeted,50.3099,-125.319633,2018-06-11 07:05:00 PDT,NA,1,1,10,no,0,14,0,1080,0,257,0,0,0,0,0,0,SEMSP,NA,
JE415N2,JE415,2,targeted,50.60197,-126.70232,2018-06-12 07:41:00 PDT,NA,0,0,10,yes,8,8,10,26,10,22,0,0,0,3,0,0,SEMSP,left early due to possible gas leak on boat and building weather.,
JE415N1,JE415,1,targeted,50.60207,-126.70187,2018-06-12 06:54:00 PDT,NA,1,1,10,no,0,40,0,480,0,240,0,0,0,40,0,0,SEMSP,"first set released due to strong current, unsafe to process.",
DE524N4,DE524,4,targeted,50.26805,-125.358833,2018-06-12 09:22:00 PDT,NA,1,0,10,no,0,0,0,22,0,100,0,3,0,1,0,0,SEMSP,NA,
DE524N3,DE524,3,targeted,50.270667,-125.365017,2018-06-12 07:57:00 PDT,NA,0,0,10,no,0,0,0,21,0,115,0,0,0,2,0,0,SEMSP,NA,
DE524N2,DE524,2,targeted,50.268817,-125.359533,2018-06-12 07:42:00 PDT,NA,0,0,10,no,0,0,0,95,0,96,0,0,0,1,0,0,SEMSP,NA,
DE524N1,DE524,1,targeted,50.27095,-125.365483,2018-06-12 07:04:00 PDT,NA,0,0,10,no,0,5,0,235,0,235,0,1,0,1,0,0,SEMSP,NA,
DE525N1,DE525,1,targeted,50.233733,-125.395717,2018-06-12 11:15:00 PDT,NA,1,10,10,yes,0,20,10,4060,10,1740,0,1,0,6,0,0,SEMSP,"Released ~3,000 fish prior to processing due to high density. Failed to find SO (and HE) in net before fish had to be released due to deteriorating condition in net. CO too large to fit in whirl-pak (post-smolt, >30cm). 11 fish released in poor condition (species unverified).",
DE526N1,DE526,1,targeted,338575.5,-125.273467,2018-06-13 08:35:00 PDT,NA,1,1,1,yes,1,1,10,360,10,40,0,0,0,0,1,1,SEMSP,NA,
JE419N1,JE419,1,targeted,50.54416,-126.80831,2018-06-14 07:25:00 PDT,NA,10,10,10,yes,16,27,10,537,10,537,0,0,0,10,0,0,SEMSP,Gas leak in Althea. Fish exposed to full slick. Unable to process Herring or perform  a second set.,
DE527N3,DE527,3,targeted,50.308417,-125.3309,2018-06-18 09:10:00 PDT,NA,0,0,1,yes,0,0,10,513,10,37,0,0,0,0,0,0,SEMSP,NA,
DE527N2,DE527,2,targeted,50.303167,-125.3387,2018-06-18 08:40:00 PDT,NA,0,0,0,no,0,0,0,20,0,5,0,0,0,0,0,0,SEMSP,NA,
DE527N1,DE527,1,targeted,50.30915,-125.32305,2018-06-18 08:03:00 PDT,NA,0,0,0,no,0,0,0,70,0,30,0,0,0,0,0,0,SEMSP,NA,
DE528N1,DE528,1,targeted,50.29,-125.317433,2018-06-18 12:35:00 PDT,NA,0,1,1,no,0,0,0,286,0,430,0,0,0,1,0,0,SEMSP,NA,
DE529N2,DE529,2,targeted,50.2693,-125.360467,2018-06-19 07:58:00 PDT,NA,0,1,1,no,0,0,0,90,0,210,0,2,0,0,0,1,SEMSP,NA,
DE529N1,DE529,1,targeted,50.268067,-125.35845,2018-06-19 07:05:00 PDT,NA,0,1,1,no,0,0,0,88,0,87,0,2,0,0,0,1,SEMSP,NA,
DE530N2,DE530,2,targeted,50.239,-125.401233,2018-06-19 10:51:00 PDT,NA,0,1,1,yes,0,0,10,613,10,412,0,0,0,1,1,1,SEMSP,NA,
DE530N1,DE530,1,targeted,50.2351,-125.397083,2018-06-19 09:50:00 PDT,NA,1,0,0,no,0,0,0,1,0,0,0,0,0,0,0,0,SEMSP,NA,
JE420N1,JE420,1,targeted,50.60216,-126.70131,2018-06-20 09:34:00 PDT,NA,0,1,10,yes,8,8,10,46,10,34,0,0,0,0,0,0,SEMSP,NA,
DE532N3,DE532,3,targeted,50.435,-125.263767,2018-06-20 09:45:00 PDT,NA,1,1,10,yes,10,15,10,1242,10,2288,0,0,9,9,0,0,SEMSP,"No ice packs for cooling fish, first 3 herring in 12:20",
DE532N2,DE532,2,targeted,50.434567,-125.261567,2018-06-20 09:00:00 PDT,NA,0,1,1,no,0,0,0,0,0,0,0,0,0,1,0,0,SEMSP,"Set #2 herring released poor condition,",
DE532N1,DE532,1,targeted,50.434567,-125.261567,2018-06-20 08:15:00 PDT,NA,0,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,
JE421N2,JE421,2,targeted,50.54314,-126.81464,2018-06-21 12:14:00 PDT,NA,10,10,10,yes,13,376,0,909,0,545,0,0,0,0,0,0,SEMSP,NA,
JE421N1,JE421,1,targeted,50.54372,-126.81902,2018-06-21 08:24:00 PDT,NA,10,0,10,yes,17,17,10,359,10,359,0,0,10,19,0,0,SEMSP,Released 400 fish after forming bunt.,
JE422N2,JE422,2,targeted,50.54267,-126.65017,2018-06-23 10:28:00 PDT,NA,1,1,10,yes,12,12,0,131,0,87,0,0,1,1,0,0,SEMSP,NA,
JE422N1,JE422,1,targeted,50.54477,-126.65859,2018-06-23 07:18:00 PDT,NA,1,10,0,yes,5,5,10,219,10,99,1,3,0,0,0,0,SEMSP,Two other Coho would not fit in Whirlpaks,
DE533N2,DE533,2,targeted,50.29995,-125.341167,2018-06-25 09:14:00 PDT,NA,0,0,0,yes,0,0,10,78,10,17,0,0,0,0,0,0,SEMSP,NA,
DE533N1,DE533,1,targeted,50.305567,-125.337083,2018-06-25 07:22:00 PDT,NA,1,0,1,no,0,0,0,60,0,140,0,0,0,0,0,0,SEMSP,NA,
DE534N2,DE534,2,targeted,50.26815,-125.360967,2018-06-26 08:55:00 PDT,NA,0,1,0,yes,1,1,10,212,10,12,0,0,0,0,1,1,SEMSP,NA,
DE534N1,DE534,1,targeted,50.267517,-125.35945,2018-06-26 08:20:00 PDT,NA,0,1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,
DE535N1,DE535,1,targeted,50.438867,-125.267883,2018-06-27 07:20:00 PDT,NA,0,1,10,yes,0,0,10,183,10,68,0,0,0,0,0,0,SEMSP,NA,
DE536N1,DE536,1,targeted,50.298867,-125.337917,2018-06-27 11:00:00 PDT,NA,0,1,1,yes,2,2,0,100,1,151,0,0,0,0,0,0,SEMSP,NA,
JE423N2,JE423,2,targeted,50.54343,-126.81577,2018-06-28 08:59:00 PDT,NA,10,1,10,yes,4,4,0,297,10,208,0,0,0,0,1,1,SEMSP,NA,
JE423N1,JE423,1,targeted,50.54327,-126.81796,2018-06-28 06:50:00 PDT,NA,1,10,10,yes,1,1,10,45,0,3,0,0,0,0,0,0,SEMSP,NA,
JE425N1,JE425,1,targeted,50.60151,-126.70567,2018-06-29 08:43:00 PDT,NA,10,1,10,no,0,100,0,200,0,200,0,0,0,0,0,0,SEMSP,"Current too strong to keep the fish, not safe to set again. School size is estimate only.",
DE537N1,DE537,1,targeted,50.3092,-125.325,2018-07-03 07:09:00 PDT,NA,0,1,0,yes,0,0,10,85,1,1,0,0,0,0,0,0,SEMSP,NA,
JE426N1,JE426,1,targeted,50.54591,-126.6658,2018-07-03 07:14:00 PDT,NA,1,1,10,yes,1,1,10,185,10,185,0,0,1,1,0,0,SEMSP,NA,
DE538N2,DE538,2,random,50.268783,-125.358283,2018-07-04 07:55:00 PDT,NA,0,0,0,yes,0,0,6,6,1,1,0,0,1,1,2,2,SEMSP,NA,
DE538N1,DE538,1,random,50.268383,-125.357783,2018-07-04 07:03:00 PDT,NA,0,0,0,no,0,0,0,5,0,1,0,0,0,0,0,0,SEMSP,NA,
JE427N2,JE427,2,targeted,50.54412,-126.81375,2018-07-04 09:10:00 PDT,NA,0,1,10,no,0,0,0,35,0,35,0,0,0,0,0,0,SEMSP,NA,
JE427N1,JE427,1,targeted,50.54367,-126.81252,2018-07-04 07:14:00 PDT,NA,1,10,10,yes,0,0,10,198,10,136,0,0,0,0,0,0,SEMSP,NA,
DE539N2,DE539,2,targeted,50.435883,-125.264217,2018-07-05 07:45:00 PDT,NA,0,1,1,yes,0,0,10,168,10,77,0,0,0,0,0,0,SEMSP,NA,
DE539N1,DE539,1,random,50.437217,-125.265083,2018-07-05 07:15:00 PDT,NA,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,
JE428N1,JE428,1,targeted,50.54549,-126.6642,2018-07-09 06:51:00 PDT,NA,0,1,10,yes,1,1,10,179,10,52,1,1,0,0,0,0,SEMSP,NA,
JE429N1,JE429,1,targeted,50.54308,-126.81553,2018-07-09 09:45:00 PDT,NA,0,1,10,yes,1,1,10,209,10,60,0,0,0,0,0,0,SEMSP,Very licey seine. Lots of mots and attached stages,
DE540N1,DE540,1,targeted,50.309033,-125.323467,2018-07-17 08:28:00 PDT,NA,0,0,1,yes,0,0,10,50,0,0,0,0,0,0,1,1,SEMSP,NA,
DE541N1,DE541,1,targeted,50.30655,-125.33625,2018-08-01 08:50:00 PDT,NA,0,10,1,yes,0,0,10,110,6,6,0,0,0,0,0,0,SEMSP,NA,
DE546N2,DE546,2,targeted,50.300047,-125.340866,2018-08-08 09:50:00 PDT,NA,0,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,"location not taken in field, estimated from Google Earth",
DE546N1,DE546,1,targeted,50.307068,-125.331276,2018-08-08 08:50:00 PDT,NA,0,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,SEMSP,"location not taken in field, estimated from Google Earth",
DE542N2,DE542,2,targeted,50.308983,-125.325167,2018-08-15 08:45:00 PDT,NA,0,1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,
DE542N1,DE542,1,targeted,50.30865,-125.3255,2018-08-15 08:20:00 PDT,NA,0,0,1,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,
DE543N1,DE543,1,targeted,50.30945,-125.324067,2018-08-22 08:47:00 PDT,NA,0,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,
DE601N1,DE601,1,random,50.3056,-125.33005,2019-05-10 10:55:00 PDT,NA,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,confirmation of 0 fish on-site at the start of the season,
DE602N1,DE602,1,random,50.3081,-125.32895,2019-05-13 09:25:00 PDT,NA,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,practice set,
JE501N1,JE501,1,random,50.54511,-126.65926,2019-05-17 07:11:00 PDT,NA,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
JE502N1,JE502,1,random,50.60154,-126.70369,2019-05-17 10:05:00 PDT,NA,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
JE503N1,JE503,1,targeted,50.53936,-126.78008,2019-05-20 07:27:00 PDT,NA,0,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
JE503N2,JE503,2,targeted,50.55895,-126.77763,2019-05-20 08:15:00 PDT,NA,0,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
JE503N3,JE503,3,targeted,50.53912,-126.77922,2019-05-20 09:00:00 PDT,NA,0,1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
JE504N1,JE504,1,random,50.54301,-126.81448,2019-05-20 11:40:00 PDT,NA,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
JE504N2,JE504,2,random,50.54359,-126.81538,2019-05-20 12:15:00 PDT,NA,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
DE602N2,DE602,2,random,50.3081,-125.32895,2019-05-13 09:45:00 PDT,NA,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,practice set,
DE602N3,DE602,3,targeted,50.3081,-125.32895,2019-05-13 10:00:00 PDT,NA,0,0,10,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,"set on area where dimples and poppers seen, but didn't capture any fish. Potentially pink and chum",
DE605N1,DE605,1,random,50.24247,-125.3975,2019-05-15 08:00:00 PDT,NA,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
DE607N1,DE607,1,targeted,50.31025,-125.320467,2019-05-21 09:00:00 PDT,NA,10,0,10,yes,30,1498,0,0,3,18,1,2,0,2,1,3,SEMSP,"4 sockeye in poor condition when released, 1 trainer SO taken",
DE608N1,DE608,1,targeted,50.2688,-125.357533,2019-05-22 08:25:00 PDT,NA,0,10,0,yes,0,0,10,456,3,3,0,0,0,0,0,0,SEMSP,1 pink escaped; collected 376 pink for Andrea Frommer's ocean acidification experiment,
DE609N1,DE609,1,targeted,50.442683,-125.277333,2019-05-23 08:30:00 PDT,NA,0,0,10,yes,30,90,0,0,0,0,1,1,0,0,0,0,SEMSP,Net collapsed during retrieval so no licing was done; 1 trainer sockeye taken,
JE505N1,JE505,1,random,50.54622,-126.66857,2019-05-23 09:48:00 PDT,NA,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
JE506N1,JE506,1,targeted,50.54025,-126.78289,2019-05-26 07:16:00 PDT,NA,10,1,10,yes,10,195,0,0,10,528,0,37,0,0,0,0,SEMSP,,
DE610N1,DE610,1,targeted,50.305683,-125.3377,2019-05-25 07:35:00 PDT,NA,10,0,1,yes,30,1667,1,1,0,0,0,0,0,0,0,0,SEMSP,,
DE612N1,DE612,1,targeted,50.2692,-125.360867,2019-05-26 06:53:00 PDT,NA,0,10,0,yes,2,2,10,4690,3,523,0,0,0,0,1,1,SEMSP,"Number of fish remaining in net was enumerated to several thousand, then estimated from that point forward",Added 1 SO and removed 1 CU due to misidentified CU in the field; verified in-lab (2019-10-21 JG)
DE613N1,DE613,1,targeted,50.241902,-125.397842,2019-05-26 10:56:00 PDT,NA,10,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
DE613N2,DE613,2,targeted,50.24135,-125.398056,2019-05-26 11:20:00 PDT,NA,10,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
DE613N3,DE613,3,random,50.2453,-125.395267,2019-05-26 11:40:00 PDT,NA,0,0,0,yes,5,5,0,0,7,7,1,1,0,0,0,0,SEMSP,,
DE615N1,DE615,1,targeted,50.442917,-125.27725,2019-05-27 08:20:00 PDT,NA,1,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,No fish were caught,
DE615N2,DE615,2,targeted,50.440383,-125.2715,2019-05-27 09:00:00 PDT,NA,0,0,10,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,No fish were caught,
DE616N1,DE616,1,targeted,50.45645,-125.2677,2019-05-27 09:55:00 PDT,NA,1,0,10,yes,30,215,0,0,11,91,1,1,6,6,0,0,SEMSP,1 trainer CU taken,
DE614N1,DE614,1,targeted,50.30545,-125.33815,2019-05-28 07:45:00 PDT,NA,10,0,10,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
DE614N2,DE614,2,targeted,50.305267,-125.33815,2019-05-28 08:05:00 PDT,NA,10,0,10,no,0,2,0,0,0,3,0,0,0,0,0,0,SEMSP,,
DE614N3,DE614,3,targeted,50.304033,-125.3394,2019-05-28 08:25:00 PDT,NA,10,0,10,yes,30,280,10,14,6,6,0,1,1,1,0,0,SEMSP,,
DE614N4,DE614,4,targeted,50.30215,-125.339583,2019-05-28 12:40:00 PDT,NA,10,0,1000,no,0,693,0,0,0,77,0,0,0,5,0,0,SEMSP,Conducted set to try to get more accurate count of presence correlated to surface activity observed.,
JE508N1,JE508,1,targeted,50.60181,-126.70432,2019-05-29 08:40:00 PDT,NA,10,10,10,yes,30,2868,0,0,5,34,0,0,10,39,0,0,SEMSP,,
JE509N1,JE509,1,targeted,50.53974,-126.78125,2019-05-30 07:23:00 PDT,NA,1,1,10,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
JE509N2,JE509,2,targeted,50.54062,-126.78237,2019-05-30 07:59:00 PDT,NA,1,1,1,yes,30,201,0,0,2,2,0,0,6,6,0,0,SEMSP,,
DE617N1,DE617,1,targeted,50.275033,-125.378217,2019-05-29 06:55:00 PDT,NA,0,10,0,yes,3,3,10,760,6,6,0,0,0,0,2,2,SEMSP,,One chinook misidentified as CO; species ID verified in lab (2019-10-23 JG)
JE510N1,JE510,1,targeted,50.54637,-126.66978,2019-05-31 07:30:00 PDT,NA,1,1,1,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
JE510N2,JE510,2,targeted,50.54552,-126.66193,2019-05-31 08:03:00 PDT,NA,1,1,10,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,,
JE510N3,JE510,3,targeted,50.54615,-126.6701,2019-05-31 08:40:00 PDT,NA,1,1,10,yes,30,71,0,0,10,16,1,12,10,24,0,0,SEMSP,,
DE618N1,DE618,1,targeted,50.442933,-125.278717,2019-05-30 08:00:00 PDT,NA,0,10,0,no,0,0,0,300,0,0,0,0,0,0,0,0,SEMSP,~300 sand lance were gill-netted by fine mesh; released 300-400 pinks in order to deal with bycatch so no sampling or enumeration was conducted. Approx. half of sand lance that were released looked unhealthy,
DE619N1,DE619,1,targeted,50.456733,-125.268833,2019-05-30 09:45:00 PDT,NA,10,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,No fish were caught,
DE619N2,DE619,2,targeted,50.45715,-125.268117,2019-05-30 10:15:00 PDT,NA,10,0,0,yes,33,801,0,0,10,18,0,0,3,4,0,0,SEMSP,,
DE620N1,DE620,1,targeted,50.271417,-125.366183,2019-06-01 07:30:00 PDT,NA,0,0,10,yes,1,1,10,288,10,428,0,0,0,0,1,1,SEMSP,,
