ufn,sample_id,analyzing_lab,quality_level,quality_flag,quality_log
U1381,BRN13M-B5,NA,Technicianm,,
U1392,BRN13M-F6,NA,Technicianm,,
U1393,BRN13M-E6,NA,Technicianm,,
U1394,BRN13M-D6,NA,Technicianm,,
U1412,BRN13M-H7,NA,Technicianm,,
U1390,BRN13M-F7,NA,Technicianm,,
U1387,BRN13M-C7,NA,Technicianm,,
U1388,BRN13M-B7,NA,Technicianm,,
U1190,BRN13M-H8,NA,Technicianm,,
U1401,BRN13M-G8,NA,Technicianm,,
U1402,BRN13M-F8,NA,Technicianm,,
U1404,BRN13M-D8,NA,Technicianm,,
U1405,BRN13M-C8,NA,Technicianm,,
U1406,BRN13M-B8,NA,Technicianm,,
U1407,BRN13M-A8,NA,Technicianm,,
U1376,BRN13M-G9,NA,Technicianm,,
U1408,BRN13M-F9,NA,Technicianm,,
U1400,BRN13M-C9,NA,Technicianm,,
U1421,BRN13M-A9,NA,Technicianm,,
U4800,BRN13M-H12,NA,Technicianm,,
U4801,BRN13M-G12,NA,Technicianm,,
U4802,BRN13M-F12,NA,Technicianm,,
U1437,BRN14M-G1,NA,Technicianm,,
U1435,BRN14M-E1,NA,Technicianm,,
U1434,BRN14M-D1,NA,Technicianm,,
U1431,BRN14M-A1,NA,Technicianm,,
U1446,BRN14M-F2,NA,Technicianm,,
U1444,BRN14M-D2,NA,Technicianm,,
U1443,BRN14M-C2,NA,Technicianm,,
U1441,BRN14M-A2,NA,Technicianm,,
U1455,BRN14M-H3,NA,Technicianm,,
U1454,BRN14M-G3,NA,Technicianm,,
U1453,BRN14M-F3,NA,Technicianm,,
U1452,BRN14M-E3,NA,Technicianm,,
U1424,BRN14M-C3,NA,Technicianm,,
U1423,BRN14M-B3,NA,Technicianm,,
U1422,BRN14M-A3,NA,Technicianm,,
U1534,BRN14M-E4,NA,Technicianm,,
U1535,BRN14M-D4,NA,Technicianm,,
U1536,BRN14M-C4,NA,Technicianm,,
U1538,BRN14M-A4,NA,Technicianm,,
U1464,BRN14M-F5,NA,Technicianm,,
U1463,BRN14M-E5,NA,Technicianm,,
U1462,BRN14M-D5,NA,Technicianm,,
U1450,BRN14M-B5,NA,Technicianm,,
U1475,BRN14M-G6,NA,Technicianm,,
U1474,BRN14M-F6,NA,Technicianm,,
U1472,BRN14M-D6,NA,Technicianm,,
U1471,BRN14M-C6,NA,Technicianm,,
U1439,BRN14M-A6,NA,Technicianm,,
U1484,BRN14M-H7,NA,Technicianm,,
U1482,BRN14M-F7,NA,Technicianm,,
U1481,BRN14M-E7,NA,Technicianm,,
U1480,BRN14M-D7,NA,Technicianm,,
U1479,BRN14M-C7,NA,Technicianm,,
U1477,BRN14M-A7,NA,Technicianm,,
U1491,BRN14M-G8,NA,Technicianm,,
U1490,BRN14M-F8,NA,Technicianm,,
U1487,BRN14M-C8,NA,Technicianm,,
U1485,BRN14M-A8,NA,Technicianm,,
U1500,BRN14M-H9,NA,Technicianm,,
U1499,BRN14M-G9,NA,Technicianm,,
U1498,BRN14M-F9,NA,Technicianm,,
U1497,BRN14M-E9,NA,Technicianm,,
U1495,BRN14M-C9,NA,Technicianm,,
U1508,BRN14M-H10,NA,Technicianm,,
U1505,BRN14M-E10,NA,Technicianm,,
U1504,BRN14M-D10,NA,Technicianm,,
U1501,BRN14M-A10,NA,Technicianm,,
U1512,BRN14M-F11,NA,Technicianm,,
U1511,BRN14M-E11,NA,Technicianm,,
U1470,BRN14M-D11,NA,Technicianm,,
U1509,BRN14M-A12,NA,Technicianm,,
U1545,BRN15M-H1,NA,Technicianm,,
U1544,BRN15M-G1,NA,Technicianm,,
U1543,BRN15M-F1,NA,Technicianm,,
U1563,BRN15M-H2,NA,Technicianm,,
U1562,BRN15M-G2,NA,Technicianm,,
U1550,BRN15M-E2,NA,Technicianm,,
U1549,BRN15M-D2,NA,Technicianm,,
U1547,BRN15M-B2,NA,Technicianm,,
U1554,BRN15M-E3,NA,Technicianm,,
U1571,BRN15M-H4,NA,Technicianm,,
U1568,BRN15M-E4,NA,Technicianm,,
U1564,BRN15M-A4,NA,Technicianm,,
U1575,BRN15M-F5,NA,Technicianm,,
U1573,BRN15M-D5,NA,Technicianm,,
U1712,BRN16M-C9,NA,Technicianm,,
U1558,BRN15M-B5,NA,Technicianm,,
U1584,BRN15M-G6,NA,Technicianm,,
U1582,BRN15M-E6,NA,Technicianm,,
U1591,BRN15M-H7,NA,Technicianm,,
U1520,BRN15M-G7,NA,Technicianm,,
U1518,BRN15M-E7,NA,Technicianm,,
U1517,BRN15M-D7,NA,Technicianm,,
U1516,BRN15M-C7,NA,Technicianm,,
U1515,BRN15M-B7,NA,Technicianm,,
U1601,BRN15M-F8,NA,Technicianm,,
U1590,BRN15M-E8,NA,Technicianm,,
U1588,BRN15M-C8,NA,Technicianm,,
U1587,BRN15M-B8,NA,Technicianm,,
U1586,BRN15M-A8,NA,Technicianm,,
U1597,BRN15M-F9,NA,Technicianm,,
U1596,BRN15M-E9,NA,Technicianm,,
U1610,BRN15M-G10,NA,Technicianm,,
U1608,BRN15M-E10,NA,Technicianm,,
U1607,BRN15M-D10,NA,Technicianm,,
U1606,BRN15M-C10,NA,Technicianm,,
U1604,BRN15M-A10,NA,Technicianm,,
U1627,BRN15M-F11,NA,Technicianm,,
U1622,BRN15M-A11,NA,Technicianm,,
U1613,BRN15M-H12,NA,Technicianm,,
U1612,BRN15M-G12,NA,Technicianm,,
U1611,BRN15M-F12,NA,Technicianm,,
U1560,BRN15M-E12,NA,Technicianm,,
U1559,BRN15M-D12,NA,Technicianm,,
U1429,BRN16M-H1,NA,Technicianm,,
U1634,BRN16M-E1,NA,Technicianm,,
U1600,BRN16M-A1,NA,Technicianm,,
U1614,BRN16M-H2,NA,Technicianm,,
U1643,BRN16M-D2,NA,Technicianm,,
U1640,BRN16M-H3,NA,Technicianm,,
U1649,BRN16M-G3,NA,Technicianm,,
U1638,BRN16M-C3,NA,Technicianm,,
U1656,BRN16M-G4,NA,Technicianm,,
U1654,BRN16M-E4,NA,Technicianm,,
U1651,BRN16M-B4,NA,Technicianm,,
U1430,BRN16M-A4,NA,Technicianm,,
U1661,BRN16M-H5,NA,Technicianm,,
U1662,BRN16M-G5,NA,Technicianm,,
U1664,BRN16M-E5,NA,Technicianm,,
U1667,BRN16M-B5,NA,Technicianm,,
U1668,BRN16M-A5,NA,Technicianm,,
U1671,BRN16M-H6,NA,Technicianm,,
U1672,BRN16M-G6,NA,Technicianm,,
U1674,BRN16M-E6,NA,Technicianm,,
U1675,BRN16M-D6,NA,Technicianm,,
U1678,BRN16M-A6,NA,Technicianm,,
U1658,BRN16M-H7,NA,Technicianm,,
U1660,BRN16M-F7,NA,Technicianm,,
U1693,BRN16M-C7,NA,Technicianm,,
U1694,BRN16M-B7,NA,Technicianm,,
U1669,BRN16M-H8,NA,Technicianm,,
U1707,BRN16M-H9,NA,Technicianm,,
U1708,BRN16M-G9,NA,Technicianm,,
U1710,BRN16M-E9,NA,Technicianm,,
U1711,BRN16M-D9,NA,Technicianm,,
U1699,BRN16M-E10,NA,Technicianm,,
U1700,BRN16M-D10,NA,Technicianm,,
U1741,BRN16M-C10,NA,Technicianm,,
U1742,BRN16M-B10,NA,Technicianm,,
U1743,BRN16M-A10,NA,Technicianm,,
U1715,BRN16M-H11,NA,Technicianm,,
U1718,BRN16M-E11,NA,Technicianm,,
U1720,BRN16M-C11,NA,Technicianm,,
U1732,BRN16M-A11,NA,Technicianm,,
U1744,BRN16M-H12,NA,Technicianm,,
U1748,BRN16M-D12,NA,Technicianm,,
U1750,BRN16M-B12,NA,Technicianm,,
U1781,BRN16M-A12,NA,Technicianm,,
U1733,BRN17M-H1,NA,Technicianm,,
U1734,BRN17M-G1,NA,Technicianm,,
U1736,BRN17M-E1,NA,Technicianm,,
U1738,BRN17M-C1,NA,Technicianm,,
U1739,BRN17M-B1,NA,Technicianm,,
U1740,BRN17M-A1,NA,Technicianm,,
U1783,BRN17M-G2,NA,Technicianm,,
U1784,BRN17M-F2,NA,Technicianm,,
U1785,BRN17M-E2,NA,Technicianm,,
U1771,BRN17M-H3,NA,Technicianm,,
U1775,BRN17M-D3,NA,Technicianm,,
U1779,BRN17M-H4,NA,Technicianm,,
U1803,BRN17M-D4,NA,Technicianm,,
U1805,BRN17M-B4,NA,Technicianm,,
U1806,BRN17M-A4,NA,Technicianm,,
U1790,BRN17M-H5,NA,Technicianm,,
U1816,BRN17M-B5,NA,Technicianm,,
U1817,BRN17M-A5,NA,Technicianm,,
U1807,BRN17M-H6,NA,Technicianm,,
U1808,BRN17M-G6,NA,Technicianm,,
U1823,BRN17M-B6,NA,Technicianm,,
U1820,BRN17M-F7,NA,Technicianm,,
U1831,BRN17M-E7,NA,Technicianm,,
U1827,BRN17M-F8,NA,Technicianm,,
U1829,BRN17M-D8,NA,Technicianm,,
U1841,BRN17M-B8,NA,Technicianm,,
U1836,BRN17M-H9,NA,Technicianm,,
U1840,BRN17M-D9,NA,Technicianm,,
U1846,BRN17M-E10,NA,Technicianm,,
U1847,BRN17M-D10,NA,Technicianm,,
U1848,BRN17M-C10,NA,Technicianm,,
U1680,BRN17M-G11,NA,Technicianm,,
U1681,BRN17M-F11,NA,Technicianm,,
U1861,BRN17M-H12,NA,Technicianm,,
U1862,BRN17M-G12,NA,Technicianm,,
U1863,BRN17M-F12,NA,Technicianm,,
U1867,BRN17M-B12,NA,Technicianm,,
U1868,BRN17M-A12,NA,Technicianm,,
U1856,BRN18M-F1,NA,Technicianm,,
U1858,BRN18M-D1,NA,Technicianm,,
U1859,BRN18M-C1,NA,Technicianm,,
U1860,BRN18M-B1,NA,Technicianm,,
U1876,BRN18M-A1,NA,Technicianm,,
U1689,BRN18M-F2,NA,Technicianm,,
U1891,BRN18M-D2,NA,Technicianm,,
U1894,BRN18M-A2,NA,Technicianm,,
U1887,BRN18M-E3,NA,Technicianm,,
U1888,BRN18M-D3,NA,Technicianm,,
U1895,BRN18M-H4,NA,Technicianm,,
U1899,BRN18M-D4,NA,Technicianm,,
U1901,BRN18M-B4,NA,Technicianm,,
U1902,BRN18M-A4,NA,Technicianm,,
U1904,BRN18M-G5,NA,Technicianm,,
U1906,BRN18M-E5,NA,Technicianm,,
U1909,BRN18M-B5,NA,Technicianm,,
U1910,BRN18M-A5,NA,Technicianm,,
U1879,BRN18M-F6,NA,Technicianm,,
U1911,BRN18M-D6,NA,Technicianm,,
U1912,BRN18M-C6,NA,Technicianm,,
U1913,BRN18M-B6,NA,Technicianm,,
U1931,BRN18M-H7,NA,Technicianm,,
U1933,BRN18M-F7,NA,Technicianm,,
U1935,BRN18M-D7,NA,Technicianm,,
U1936,BRN18M-C7,NA,Technicianm,,
U1973,BRN18M-G8,NA,Technicianm,,
U1975,BRN18M-E8,NA,Technicianm,,
U1976,BRN18M-D8,NA,Technicianm,,
U1977,BRN18M-C8,NA,Technicianm,,
U1978,BRN18M-B8,NA,Technicianm,,
U1939,BRN18M-H9,NA,Technicianm,,
U1940,BRN18M-G9,NA,Technicianm,,
U1942,BRN18M-E9,NA,Technicianm,,
U1943,BRN18M-D9,NA,Technicianm,,
U1944,BRN18M-C9,NA,Technicianm,,
U1922,BRN18M-F10,NA,Technicianm,,
U1923,BRN18M-E10,NA,Technicianm,,
U1924,BRN18M-D10,NA,Technicianm,,
U1926,BRN18M-B10,NA,Technicianm,,
U1915,BRN18M-H11,NA,Technicianm,,
U1916,BRN18M-G11,NA,Technicianm,,
U1918,BRN18M-E11,NA,Technicianm,,
U1951,BRN18M-B11,NA,Technicianm,,
U1948,BRN18M-G12,NA,Technicianm,,
U1950,BRN18M-E12,NA,Technicianm,,
U1963,BRN18M-B12,NA,Technicianm,,
U1928,BRN19M-H1,NA,Technicianm,,
U1929,BRN19M-G1,NA,Technicianm,,
U1930,BRN19M-F1,NA,Technicianm,,
U1991,BRN19M-E1,NA,Technicianm,,
U1993,BRN19M-C1,NA,Technicianm,,
U1965,BRN19M-H2,NA,Technicianm,,
U1966,BRN19M-G2,NA,Technicianm,,
U1969,BRN19M-D2,NA,Technicianm,,
U1953,BRN19M-H3,NA,Technicianm,,
U1956,BRN19M-E3,NA,Technicianm,,
U1957,BRN19M-D3,NA,Technicianm,,
U1996,BRN19M-H4,NA,Technicianm,,
U1997,BRN19M-G4,NA,Technicianm,,
U2001,BRN19M-C4,NA,Technicianm,,
U2003,BRN19M-A4,NA,Technicianm,,
U2006,BRN19M-F5,NA,Technicianm,,
U2007,BRN19M-E5,NA,Technicianm,,
U2008,BRN19M-D5,NA,Technicianm,,
U2009,BRN19M-C5,NA,Technicianm,,
U2010,BRN19M-B5,NA,Technicianm,,
U2011,BRN19M-A5,NA,Technicianm,,
U2013,BRN19M-G6,NA,Technicianm,,
U2014,BRN19M-F6,NA,Technicianm,,
U2015,BRN19M-E6,NA,Technicianm,,
U2016,BRN19M-D6,NA,Technicianm,,
U2033,BRN19M-C6,NA,Technicianm,,
U2034,BRN19M-B6,NA,Technicianm,,
U2022,BRN19M-G7,NA,Technicianm,,
U2029,BRN19M-A7,NA,Technicianm,,
U1985,BRN19M-F8,NA,Technicianm,,
U1986,BRN19M-E8,NA,Technicianm,,
U1989,BRN19M-B8,NA,Technicianm,,
U1990,BRN19M-A8,NA,Technicianm,,
U2037,BRN19M-G9,NA,Technicianm,,
U2038,BRN19M-F9,NA,Technicianm,,
U2052,BRN19M-B9,NA,Technicianm,,
U2072,BRN19M-G10,NA,Technicianm,,
U2073,BRN19M-F10,NA,Technicianm,,
U2074,BRN19M-E10,NA,Technicianm,,
U2075,BRN19M-D10,NA,Technicianm,,
U2076,BRN19M-C10,NA,Technicianm,,
U2077,BRN19M-B10,NA,Technicianm,,
U2078,BRN19M-A10,NA,Technicianm,,
U2083,BRN19M-D11,NA,Technicianm,,
U2084,BRN19M-C11,NA,Technicianm,,
U2085,BRN19M-B11,NA,Technicianm,,
U2055,BRN19M-G12,NA,Technicianm,,
U2056,BRN19M-F12,NA,Technicianm,,
U2057,BRN19M-E12,NA,Technicianm,,
U2058,BRN19M-D12,NA,Technicianm,,
U2513,BRN20M-H1,NA,Technicianm,,
U2514,BRN20M-G1,NA,Technicianm,,
U2515,BRN20M-F1,NA,Technicianm,,
U2518,BRN20M-C1,NA,Technicianm,,
U2519,BRN20M-B1,NA,Technicianm,,
U2520,BRN20M-A1,NA,Technicianm,,
U2835,BRN20M-G2,NA,Technicianm,,
U2837,BRN20M-E2,NA,Technicianm,,
U2838,BRN20M-D2,NA,Technicianm,,
U2839,BRN20M-C2,NA,Technicianm,,
U2840,BRN20M-B2,NA,Technicianm,,
U2842,BRN20M-H4,NA,Technicianm,,
U2846,BRN20M-D4,NA,Technicianm,,
U2847,BRN20M-C4,NA,Technicianm,,
U2849,BRN20M-A4,NA,Technicianm,,
U2854,BRN20M-D6,NA,Technicianm,,
U2856,BRN20M-B6,NA,Technicianm,,
U2860,BRN20M-F7,NA,Technicianm,,
U2862,BRN20M-D7,NA,Technicianm,,
U2864,BRN20M-B7,NA,Technicianm,,
U2532,BRN20M-E8,NA,Technicianm,,
U2882,BRN20M-C8,NA,Technicianm,,
U2866,BRN20M-H9,NA,Technicianm,,
U2867,BRN20M-G9,NA,Technicianm,,
U2868,BRN20M-F9,NA,Technicianm,,
U2870,BRN20M-D9,NA,Technicianm,,
U2876,BRN20M-F10,NA,Technicianm,,
U2877,BRN20M-E10,NA,Technicianm,,
U2880,BRN20M-B10,NA,Technicianm,,
U2881,BRN20M-A10,NA,Technicianm,,
U2885,BRN20M-H11,NA,Technicianm,,
U2887,BRN20M-F11,NA,Technicianm,,
U2888,BRN20M-E11,NA,Technicianm,,
U2890,BRN20M-C11,NA,Technicianm,,
U2891,BRN20M-B11,NA,Technicianm,,
U2893,BRN20M-H12,NA,Technicianm,,
U2896,BRN20M-E12,NA,Technicianm,,
U2897,BRN20M-D12,NA,Technicianm,,
U2658,BRN20M-B12,NA,Technicianm,,
U2659,BRN20M-A12,NA,Technicianm,,
U2651,BRN21M-B1,NA,Technicianm,,
U3046,BRN21M-A1,NA,Technicianm,,
U3030,BRN21M-H2,NA,Technicianm,,
U3033,BRN21M-E2,NA,Technicianm,,
U3035,BRN21M-C2,NA,Technicianm,,
U3037,BRN21M-A2,NA,Technicianm,,
U3038,BRN21M-H3,NA,Technicianm,,
U3039,BRN21M-G3,NA,Technicianm,,
U3040,BRN21M-F3,NA,Technicianm,,
U3041,BRN21M-E3,NA,Technicianm,,
U3042,BRN21M-D3,NA,Technicianm,,
U3043,BRN21M-C3,NA,Technicianm,,
U3047,BRN21M-H4,NA,Technicianm,,
U3049,BRN21M-F4,NA,Technicianm,,
U3054,BRN21M-A4,NA,Technicianm,,
U3055,BRN21M-H5,NA,Technicianm,,
U3056,BRN21M-G5,NA,Technicianm,,
U3058,BRN21M-E5,NA,Technicianm,,
U3059,BRN21M-D5,NA,Technicianm,,
U3062,BRN21M-A5,NA,Technicianm,,
U3066,BRN21M-E6,NA,Technicianm,,
U3069,BRN21M-B6,NA,Technicianm,,
U3070,BRN21M-A6,NA,Technicianm,,
U2657,BRN21M-C7,NA,Technicianm,,
U3071,BRN21M-H8,NA,Technicianm,,
U3072,BRN21M-G8,NA,Technicianm,,
U3075,BRN21M-D8,NA,Technicianm,,
U3076,BRN21M-C8,NA,Technicianm,,
U3079,BRN21M-H9,NA,Technicianm,,
U3101,BRN21M-E9,NA,Technicianm,,
U3241,BRN21M-C9,NA,Technicianm,,
U5034,BRN21M-A9,NA,Technicianm,,
U5038,BRN21M-C10,NA,Technicianm,,
U5036,BRN21M-H11,NA,Technicianm,,
U2797,BRN22M-H1,NA,Technicianm,,
U3163,BRN22M-F1,NA,Technicianm,,
U3165,BRN22M-D1,NA,Technicianm,,
U3167,BRN22M-B1,NA,Technicianm,,
U3168,BRN22M-A1,NA,Technicianm,,
U3242,BRN22M-H2,NA,Technicianm,,
U3245,BRN22M-E2,NA,Technicianm,,
U3247,BRN22M-C2,NA,Technicianm,,
U3252,BRN22M-F3,NA,Technicianm,,
U3253,BRN22M-E3,NA,Technicianm,,
U3254,BRN22M-D3,NA,Technicianm,,
U3255,BRN22M-C3,NA,Technicianm,,
U3171,BRN22M-F4,NA,Technicianm,,
U3177,BRN22M-H5,NA,Technicianm,,
U3182,BRN22M-C5,NA,Technicianm,,
U3186,BRN22M-G6,NA,Technicianm,,
U3188,BRN22M-E6,NA,Technicianm,,
U3189,BRN22M-D6,NA,Technicianm,,
U3192,BRN22M-A6,NA,Technicianm,,
U3278,BRN22M-B7,NA,Technicianm,,
U3260,BRN22M-F8,NA,Technicianm,,
U3264,BRN22M-B8,NA,Technicianm,,
U2944,BRN22M-D9,NA,Technicianm,,
U2945,BRN22M-C9,NA,Technicianm,,
U3266,BRN22M-H10,NA,Technicianm,,
U3267,BRN22M-G10,NA,Technicianm,,
U3268,BRN22M-F10,NA,Technicianm,,
U3269,BRN22M-E10,NA,Technicianm,,
U3270,BRN22M-D10,NA,Technicianm,,
U3271,BRN22M-C10,NA,Technicianm,,
U3272,BRN22M-B10,NA,Technicianm,,
U3273,BRN22M-A10,NA,Technicianm,,
U3282,BRN22M-D11,NA,Technicianm,,
U2936,BRN22M-G12,NA,Technicianm,,
U2937,BRN22M-F12,NA,Technicianm,,
U2939,BRN22M-D12,NA,Technicianm,,
U2017,BRN23M-H1,NA,Technicianm,,
U2018,BRN23M-G1,NA,Technicianm,,
U2031,BRN23M-D1,NA,Technicianm,,
U2032,BRN23M-C1,NA,Technicianm,,
U2824,BRN23M-B1,NA,Technicianm,,
U2626,BRN23M-G2,NA,Technicianm,,
U2628,BRN23M-E2,NA,Technicianm,,
U2631,BRN23M-B2,NA,Technicianm,,
U2512,BRN23M-A2,NA,Technicianm,,
U3002,BRN23M-G3,NA,Technicianm,,
U3005,BRN23M-D3,NA,Technicianm,,
U3006,BRN23M-C3,NA,Technicianm,,
U3009,BRN23M-H4,NA,Technicianm,,
U3010,BRN23M-G4,NA,Technicianm,,
U3012,BRN23M-E4,NA,Technicianm,,
U3015,BRN23M-B4,NA,Technicianm,,
U3016,BRN23M-A4,NA,Technicianm,,
U2826,BRN23M-H5,NA,Technicianm,,
U2916,BRN23M-D6,NA,Technicianm,,
U2793,BRN23M-G7,NA,Technicianm,,
U2794,BRN23M-F7,NA,Technicianm,,
U2796,BRN23M-D7,NA,Technicianm,,
U2799,BRN23M-B7,NA,Technicianm,,
U2830,BRN23M-D8,NA,Technicianm,,
U2831,BRN23M-C8,NA,Technicianm,,
U2832,BRN23M-B8,NA,Technicianm,,
U2833,BRN23M-A8,NA,Technicianm,,
U2909,BRN23M-C9,NA,Technicianm,,
U2911,BRN23M-A9,NA,Technicianm,,
U2921,BRN23M-G10,NA,Technicianm,,
U2922,BRN23M-F10,NA,Technicianm,,
U2923,BRN23M-E10,NA,Technicianm,,
U2924,BRN23M-D10,NA,Technicianm,,
U2925,BRN23M-C10,NA,Technicianm,,
U2926,BRN23M-B10,NA,Technicianm,,
U2928,BRN23M-H11,NA,Technicianm,,
U2636,BRN23M-E11,NA,Technicianm,,
U2932,BRN23M-C11,NA,Technicianm,,
U3017,BRN23M-H12,NA,Technicianm,,
U3018,BRN23M-G12,NA,Technicianm,,
U3019,BRN23M-F12,NA,Technicianm,,
U3022,BRN23M-C12,NA,Technicianm,,
U3024,BRN23M-A12,NA,Technicianm,,
U2087,BRN24M-H1,NA,Technicianm,,
U2088,BRN24M-G1,NA,Technicianm,,
U2089,BRN24M-F1,NA,Technicianm,,
U2090,BRN24M-E1,NA,Technicianm,,
U2091,BRN24M-D1,NA,Technicianm,,
U2092,BRN24M-C1,NA,Technicianm,,
U2093,BRN24M-B1,NA,Technicianm,,
U2116,BRN24M-D2,NA,Technicianm,,
U2119,BRN24M-A2,NA,Technicianm,,
U2096,BRN24M-G3,NA,Technicianm,,
U2098,BRN24M-E3,NA,Technicianm,,
U2133,BRN24M-E5,NA,Technicianm,,
U2134,BRN24M-D5,NA,Technicianm,,
U2135,BRN24M-C5,NA,Technicianm,,
U2142,BRN24M-A5,NA,Technicianm,,
U2030,BRN24M-H6,NA,Technicianm,,
U2043,BRN24M-E6,NA,Technicianm,,
U2161,BRN24M-H7,NA,Technicianm,,
U2162,BRN24M-G7,NA,Technicianm,,
U2163,BRN24M-F7,NA,Technicianm,,
U2164,BRN24M-E7,NA,Technicianm,,
U2165,BRN24M-D7,NA,Technicianm,,
U2167,BRN24M-B7,NA,Technicianm,,
U2145,BRN24M-F8,NA,Technicianm,,
U2146,BRN24M-E8,NA,Technicianm,,
U2149,BRN24M-B8,NA,Technicianm,,
U2171,BRN24M-F9,NA,Technicianm,,
U2174,BRN24M-C9,NA,Technicianm,,
U2175,BRN24M-B9,NA,Technicianm,,
U2202,BRN24M-C10,NA,Technicianm,,
U2204,BRN24M-A10,NA,Technicianm,,
U2211,BRN24M-B11,NA,Technicianm,,
U2181,BRN24M-H12,NA,Technicianm,,
U2182,BRN24M-G12,NA,Technicianm,,
U2183,BRN24M-F12,NA,Technicianm,,
U2185,BRN24M-D12,NA,Technicianm,,
U2186,BRN24M-C12,NA,Technicianm,,
U2187,BRN24M-B12,NA,Technicianm,,
U2215,BRN25M-F1,NA,Technicianm,,
U2216,BRN25M-E1,NA,Technicianm,,
U2217,BRN25M-D1,NA,Technicianm,,
U2218,BRN25M-C1,NA,Technicianm,,
U2220,BRN25M-A1,NA,Technicianm,,
U2049,BRN25M-G2,NA,Technicianm,,
U2156,BRN25M-F2,NA,Technicianm,,
U2157,BRN25M-E2,NA,Technicianm,,
U2158,BRN25M-D2,NA,Technicianm,,
U2242,BRN25M-G3,NA,Technicianm,,
U2243,BRN25M-F3,NA,Technicianm,,
U2244,BRN25M-E3,NA,Technicianm,,
U2245,BRN25M-D3,NA,Technicianm,,
U2246,BRN25M-C3,NA,Technicianm,,
U2248,BRN25M-A3,NA,Technicianm,,
U2249,BRN25M-H4,NA,Technicianm,,
U2271,BRN25M-G5,NA,Technicianm,,
U2272,BRN25M-F5,NA,Technicianm,,
U2273,BRN25M-E5,NA,Technicianm,,
U2274,BRN25M-D5,NA,Technicianm,,
U2302,BRN25M-C6,NA,Technicianm,,
U2303,BRN25M-B6,NA,Technicianm,,
U2304,BRN25M-A6,NA,Technicianm,,
U2280,BRN25M-F7,NA,Technicianm,,
U2300,BRN25M-E7,NA,Technicianm,,
U2411,BRN25M-D7,NA,Technicianm,,
U2412,BRN25M-C7,NA,Technicianm,,
U2413,BRN25M-B7,NA,Technicianm,,
U2327,BRN25M-F8,NA,Technicianm,,
U2328,BRN25M-E8,NA,Technicianm,,
U2329,BRN25M-D8,NA,Technicianm,,
U2331,BRN25M-B8,NA,Technicianm,,
U2332,BRN25M-A8,NA,Technicianm,,
U2415,BRN25M-H9,NA,Technicianm,,
U2417,BRN25M-F9,NA,Technicianm,,
U2420,BRN25M-C9,NA,Technicianm,,
U2335,BRN25M-F10,NA,Technicianm,,
U2336,BRN25M-E10,NA,Technicianm,,
U2337,BRN25M-D10,NA,Technicianm,,
U2342,BRN25M-G11,NA,Technicianm,,
U2343,BRN25M-F11,NA,Technicianm,,
U2346,BRN25M-C11,NA,Technicianm,,
U2347,BRN25M-B11,NA,Technicianm,,
U2348,BRN25M-A11,NA,Technicianm,,
U2423,BRN25M-H12,NA,Technicianm,,
U2424,BRN25M-G12,NA,Technicianm,,
U2425,BRN25M-F12,NA,Technicianm,,
U2428,BRN25M-D12,NA,Technicianm,,
U2427,BRN25M-B12,NA,Technicianm,,
U2349,BRN26M-H1,NA,Technicianm,,
U2350,BRN26M-G1,NA,Technicianm,,
U2351,BRN26M-F1,NA,Technicianm,,
U2352,BRN26M-E1,NA,Technicianm,,
U2354,BRN26M-C1,NA,Technicianm,,
U2355,BRN26M-B1,NA,Technicianm,,
U2357,BRN26M-H2,NA,Technicianm,,
U2364,BRN26M-A2,NA,Technicianm,,
U2431,BRN26M-H3,NA,Technicianm,,
U2433,BRN26M-F3,NA,Technicianm,,
U2434,BRN26M-E3,NA,Technicianm,,
U2365,BRN26M-H5,NA,Technicianm,,
U2369,BRN26M-D5,NA,Technicianm,,
U2372,BRN26M-A5,NA,Technicianm,,
U2373,BRN26M-H7,NA,Technicianm,,
U2376,BRN26M-E7,NA,Technicianm,,
U2378,BRN26M-C7,NA,Technicianm,,
U2382,BRN26M-G8,NA,Technicianm,,
U2384,BRN26M-E8,NA,Technicianm,,
U2385,BRN26M-D8,NA,Technicianm,,
U2602,BRN26M-G9,NA,Technicianm,,
U2603,BRN26M-F9,NA,Technicianm,,
U2605,BRN26M-D9,NA,Technicianm,,
U2607,BRN26M-B9,NA,Technicianm,,
U2701,BRN26M-H10,NA,Technicianm,,
U2702,BRN26M-G10,NA,Technicianm,,
U2703,BRN26M-F10,NA,Technicianm,,
U2704,BRN26M-E10,NA,Technicianm,,
U2705,BRN26M-D10,NA,Technicianm,,
U2707,BRN26M-B10,NA,Technicianm,,
U2461,BRN26M-E11,NA,Technicianm,,
U2462,BRN26M-D11,NA,Technicianm,,
U2463,BRN26M-C11,NA,Technicianm,,
U2464,BRN26M-B11,NA,Technicianm,,
U2709,BRN26M-H12,NA,Technicianm,,
U2711,BRN26M-F12,NA,Technicianm,,
U2613,BRN27M-D1,NA,Technicianm,,
U2616,BRN27M-A1,NA,Technicianm,,
U2723,BRN27M-B3,NA,Technicianm,,
U2725,BRN27M-H4,NA,Technicianm,,
U2726,BRN27M-G4,NA,Technicianm,,
U2733,BRN27M-H5,NA,Technicianm,,
U2736,BRN27M-E5,NA,Technicianm,,
U2737,BRN27M-D5,NA,Technicianm,,
U2739,BRN27M-B5,NA,Technicianm,,
U2741,BRN27M-H6,NA,Technicianm,,
