sample_id,location
S16801FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16807FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16804FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16802FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16198FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA41
S16199FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA41
S16200FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA41
S16141FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFA27
S16142FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFA27
S16143FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16144FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16145FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16146FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16147FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16148FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16149FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16150FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16351FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16352FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16353FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16354FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16355FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16356FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16183FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16190FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16187FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16189FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16188FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16186FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16185FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16184FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16181FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16182FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16257FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA41
S16256FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA41
S16258FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA41
S16252FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA41
S16251FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA41
S16254FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA41
S16253FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA41
S16255FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA41
S16259FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA41
S16357FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16358FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16359FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16360FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16021FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16022FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16023FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16024FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16781FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16782FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16783FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17891FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17291FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16541FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16542FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16543FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17277FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA41
S17271FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA41
S17276FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17280FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17273FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17274FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17275FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17272FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17279FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17278FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17041FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17072FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA42
S17071FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA42
S16123FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16122FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16121FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16453FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16454FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16451FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16452FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16581FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16585FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16584FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16583FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16582FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16901FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17871FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17661FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17125FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17123FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17122FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17124FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16544FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16545FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16546FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16547FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16548FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16549FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16550FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16621FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16622FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16623FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16624FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16625FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16626FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16911FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16912FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16913FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16914FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16915FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16916FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16917FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16918FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16919FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16920FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17441FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17442FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17443FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17444FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17445FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17446FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17447FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17121FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17126FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16832FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16835FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16837FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16838FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16836FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16839FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16840FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16833FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16834FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16831FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16948FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16942FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16950FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16944FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16945FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16947FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16946FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16949FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16943FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S16941FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17448FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17449FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17450FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16821FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16822FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16823FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16824FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16825FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16826FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16827FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16828FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16829FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S16830FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17051FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17052FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17053FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17054FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17055FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17056FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17057FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17736FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 38 / BFA28
S17740FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17734FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17735FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17737FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17733FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17731FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17739FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17732FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17738FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16647FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16646FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16642FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16643FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16641FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16648FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16645FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16644FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16649FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16650FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17089FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17090FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17088FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17087FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17086FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17085FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17084FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17081FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17082FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17083FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17341FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17350FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17348FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17347FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17349FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17343FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17342FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17345FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17058FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA29
S17059FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17060FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16081FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16082FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16083FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16084FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16085FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16086FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16087FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16088FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16089FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16090FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17141FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17142FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17143FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17144FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17145FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17146FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17147FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17148FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17149FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17150FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17321FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17322FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17323FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17324FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17325FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17346FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17344FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17218FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17215FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17219FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17220FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17211FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17217FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17213FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17212FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17216FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17214FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17170FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17161FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17165FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17166FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17167FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17169FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17168FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17164FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17326FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17327FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17328FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17329FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17330FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17021FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17022FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17023FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17024FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17026FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17025FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17027FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17028FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17029FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17030FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16461FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16462FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16463FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16464FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16465FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17163FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17162FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16261FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16262FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16263FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16466FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16467FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16468FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16469FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16470FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16437FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16440FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16438FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16436FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16435FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16439FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16433FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16264FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16265FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16268FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16269FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16266FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16270FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S16267FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17382FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17381FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17383FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17384FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17385FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17386FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17388FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17389FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17387FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17390FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17711FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17715FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 36 / BFA30
S17717FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA32
S17719FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA32
S17713FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA32
S17720FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA32
S17716FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA32
S17718FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA32
S17712FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA32
S16432FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16434FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16431FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17971FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17972FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17973FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17974FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17975FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17976FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17977FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17978FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17979FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17980FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17561FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17562FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17563FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17564FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17565FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17566FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17568FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17567FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S17569FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 19 / BFA31
S16065FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA40
S16069FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA40
S16064FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA40
S16068FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA40
S16062FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA40
S16070FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA40
S16066FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA40
S16063FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA40
S16067FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA40
