sample_id,container_cell,location
S12610IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S12609IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S12607IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S12606IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S12601IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S12603IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S12602IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S12604IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10769IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10768IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10767IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10762IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10763IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10770IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10764IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10765IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10761IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10766IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10845IS1,73,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10841IS1,75,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10847IS1,77,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10842IS1,79,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10846IS1,82,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10844IS1,84,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10848IS1,86,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10849IS1,88,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10843IS1,89,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S10850IS1,92,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S12764IS1,94,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S12769IS1,96,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S12762IS1,98,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S12761IS1,100,Offsite - UBC Hunt Lab / JSP Isotopes / BIS17
S13008IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S13002IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S13010IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S13001IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S13005IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S13004IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S13006IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S13007IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S13003IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S13009IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S10525IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S10527IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S10526IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S10610IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S10609IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S10608IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S10607IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S11081IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S11085IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S11090IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S11086IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S11089IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S11084IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S11083IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S11082IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S11088IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S11087IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12685IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12682IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12681IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12690IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12686IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12687IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12688IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12689IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12684IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12683IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12926IS1,76,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12922IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12923IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12925IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12924IS1,83,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12927IS1,85,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12929IS1,87,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12930IS1,89,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12928IS1,92,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12921IS1,94,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S10688IS1,95,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12605IS1,98,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S12608IS1,100,Offsite - UBC Hunt Lab / JSP Isotopes / BIS18
S13089IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S13249IS1,2,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S13248IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S13250IS1,4,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S13247IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S13241IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S13242IS1,8,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S13243IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S13246IS1,10,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S13244IS1,11,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S13245IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10447IS1,13,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10449IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10446IS1,15,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10448IS1,17,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10442IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10444IS1,19,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10443IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10445IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10441IS1,22,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10450IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10042IS1,24,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10041IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10044IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10043IS1,28,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10685IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10689IS1,30,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10686IS1,31,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10687IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10682IS1,33,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10683IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10690IS1,35,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S12850IS1,37,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S12848IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S12842IS1,39,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S12841IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S12844IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S12846IS1,42,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S12847IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S12843IS1,44,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S12845IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S12849IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11328IS1,48,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11327IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11330IS1,50,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11326IS1,51,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11003IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11010IS1,53,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11004IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11002IS1,55,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11008IS1,57,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11009IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11006IS1,59,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11001IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11005IS1,71,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11007IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11250IS1,73,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11242IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11243IS1,75,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11244IS1,77,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11249IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11245IS1,79,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11246IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11248IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11241IS1,82,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S11247IS1,83,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10369IS1,84,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10363IS1,85,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10364IS1,87,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10365IS1,88,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10366IS1,89,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10370IS1,90,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10368IS1,91,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10367IS1,92,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10362IS1,93,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10361IS1,94,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10924IS1,95,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10922IS1,97,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10928IS1,98,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10929IS1,99,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S10921IS1,100,Offsite - UBC Hunt Lab / JSP Isotopes / BIS19
S12740IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S12736IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S12735IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S12731IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S12732IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S12733IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S12734IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S12738IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S12739IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S12737IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10990IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10983IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10984IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10989IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10988IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10985IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10982IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10986IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10987IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10981IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10660IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10657IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10651IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10652IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10659IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10653IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10658IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10654IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10656IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10655IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10571IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10580IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10572IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10573IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10574IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10575IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10576IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10577IS1,76,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10578IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10579IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10496IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10491IS1,83,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10497IS1,85,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10499IS1,87,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10492IS1,89,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10498IS1,92,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10500IS1,94,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10493IS1,96,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10494IS1,98,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S10961IS1,100,Offsite - UBC Hunt Lab / JSP Isotopes / BIS2
S12458IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12456IS1,2,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12451IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12457IS1,4,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12454IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12452IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12453IS1,8,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12455IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12932IS1,10,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12931IS1,11,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13251IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13252IS1,13,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10372IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10373IS1,15,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10374IS1,17,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10352IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10351IS1,19,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10353IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10032IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10034IS1,22,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10031IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10033IS1,24,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13074IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13073IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13072IS1,28,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13071IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13076IS1,30,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13075IS1,31,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12709IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12708IS1,33,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12703IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12701IS1,35,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12710IS1,37,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12702IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12705IS1,39,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12704IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12706IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12707IS1,42,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S14003IS1,44,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S14002IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S14001IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S14040IS1,48,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S14041IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S14004IS1,50,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12789IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S14039IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13232IS1,62,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13237IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13231IS1,64,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13234IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13238IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13239IS1,68,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12913IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12912IS1,70,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12911IS1,71,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12751IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10917IS1,73,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10914IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10918IS1,75,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10912IS1,77,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10913IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10916IS1,79,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10915IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10911IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10215IS1,82,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10211IS1,83,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10213IS1,84,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10214IS1,85,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S10212IS1,87,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13011IS1,88,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13012IS1,89,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13013IS1,90,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13014IS1,91,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12775IS1,92,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12772IS1,93,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12771IS1,94,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12773IS1,95,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S12774IS1,97,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S11329IS1,98,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S11325IS1,99,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S11324IS1,100,Offsite - UBC Hunt Lab / JSP Isotopes / BIS20
S13240IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5490IS1,2,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S13236IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5491IS1,4,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S13235IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S13233IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S12787IS1,8,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S12788IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S12790IS1,10,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S12781IS1,11,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S12784IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S12782IS1,13,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S12785IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S12783IS1,15,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S12786IS1,17,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S12862IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S12861IS1,19,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S13021IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S13022IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S13023IS1,22,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S13024IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S13025IS1,24,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S13262IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S13261IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S12941IS1,28,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5492IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5493IS1,30,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5494IS1,31,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5495IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5496IS1,33,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5497IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5498IS1,35,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5489IS1,37,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5488IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5487IS1,39,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5486IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5485IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5115IS1,42,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5484IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5483IS1,44,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5482IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5481IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5480IS1,48,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5479IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5478IS1,50,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5477IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5476IS1,62,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5475IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5474IS1,64,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5473IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5472IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S5471IS1,68,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S16568IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S16567IS1,70,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S16566IS1,71,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S16565IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S16564IS1,73,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S16563IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S16562IS1,75,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S16561IS1,77,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S11023IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S11021IS1,79,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S11022IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
S10941IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BIS21
