survey_id,survey_date,site_id,crew,precip,cloud_cover,sea_state,wind_speed,wind_direction,tide_state,survey_time_start,survey_time_end,net_sets,secchi,ysi_bout,ctd_bout,zoop_bout,survey_type,survey_comments
DE710,2020-06-10T00:00:00Z,D27,"Krystal Bachen, Julian Gan, Tim van der Stap",light,100,,0.1-5,SE,high slack,,,,NA,,,NA,standard,NA
DE711,2020-06-16T00:00:00Z,D09,"Krystal Bachen, Nick Sinclair, Julian Gan",none,100,,0.1-5,NW,ebb,,,,NA,,,NA,standard,NA
DE712,2020-06-19T00:00:00Z,D35,"Nick Sinclair, Tim van der Stap, Julian Gan",light,100,,0,NA,flood,,,,NA,,,NA,standard,Only SB engine operational when setting the net. Tried setting on fish in a high current area (eddies); resulting in 3 botched sets. Abandoned efforts to go to Hall Point instead
DE713,2020-06-19T00:00:00Z,D10,"Nick Sinclair, Tim van der Stap, Julian Gan",none,100,,0,NA,ebb,,,,NA,,,NA,standard,Only SB engine operational when setting the net. Could only attempt 2 sets before we had to leave site to get back in time for eDNA filtering. Second set was botched due to current and fish escaped while pursing.
DE714,2020-06-22T00:00:00Z,D09,"Krystal Bachen, Julian Gan, Tim van der Stap",light,100,,0.1-5,SE,ebb,,,,NA,,,NA,standard,NA
DE715,2020-06-23T00:00:00Z,D27,"Krystal Bachen, Julian Gan, Tim van der Stap",none,100,,0.1-5,SE,ebb,,,,NA,,,NA,standard,CTD did not record casts
DE716,2020-06-25T00:00:00Z,D35,"Krystal Bachen, Julian Gan, Tim van der Stap",none,100,,0.1-5,NW,ebb,,,,NA,,,NA,standard,CTD did not work
DE717,2020-06-25T00:00:00Z,D10,"Krystal Bachen, Julian Gan, Tim van der Stap",none,50,,10-15,NW,ebb,,,,NA,,,NA,standard,No set-able activity; fish too close to shore
DE718,2020-06-29T00:00:00Z,D09,"Krystal Bachen, Julian Gan, Tim van der Stap",none,0,,0.1-5,NW,flood,,,,NA,,,NA,standard,NA
DE719,2020-07-03T00:00:00Z,D35,"Krystal Bachen, Julian Gan, Tim van der Stap",none,100,,0.1-5,SE,ebb,,,,NA,,,NA,standard,No site activity observed; just did oceaography
DE720,2020-07-03T00:00:00Z,D10,"Krystal Bachen, Julian Gan, Tim van der Stap",none,100,,0.1-5,SE,ebb,,,,NA,,,NA,standard,NA
DE721,2020-07-06T00:00:00Z,D09,"Krystal Bachen, Julian Gan, Tim van der Stap",none,25,,0.1-5,NW,ebb,,,,NA,,,NA,standard,NA
DE722,2020-07-07T00:00:00Z,D27,"Nick Sinclair, Krystal Bachen, Julian Gan, Tim van der Stap",none,100,,10-15,N,ebb,,,,NA,,,NA,standard,NA
DE99,2015-05-10T00:00:00Z,D07,"Brett Johnson, Luke Rogers",NA,NA,,NA,NA,NA,,,,NA,,,NA,non-standard,Circumnavigation of Quadra. No formal data recorded.
DE100,2015-05-12T00:00:00Z,D01,"Carolyn Knapper, Kristi Inman, Brett Johnson, Ben Millard-Martin, Luke Rogers",none,25,,10-15,NW,NA,,,,8.7,,,NA,standard,NA
DE101,2015-05-13T00:00:00Z,D02,"Carolyn Knapper, Brett Johnson, Ben Millard-Martin, Luke Rogers",none,100,,0,NA,NA,,,,12.1,,,NA,standard,NA
DE102,2015-05-14T00:00:00Z,D04,"Carolyn Knapper, Ben Millard-Martin, Luke Rogers",none,100,,0.1-5,NW,NA,,,,8.5,,,NA,standard,NA
DE103,2015-05-15T00:00:00Z,D05,"Carolyn Knapper, Brett Johnson, Ben Millard-Martin, Luke Rogers",none,25,,0,NA,NA,,,,10.3,,,1,standard,NA
DE104,2015-05-15T00:00:00Z,D02,"Carolyn Knapper, Brett Johnson, Ben Millard-Martin, Luke Rogers",none,25,,0,NA,NA,,,,NA,,,1,standard,NA
DE105,2015-05-15T00:00:00Z,D03,"Carolyn Knapper, Brett Johnson, Ben Millard-Martin, Luke Rogers",none,25,,0.1-5,NW,NA,,,,7,,,1,standard,NA
DE106,2015-05-16T00:00:00Z,D06,"Carolyn Knapper, Brett Johnson, Luke Rogers",none,0,,5-10,NW,NA,,,,NA,,,1,standard,NA
DE107,2015-05-16T00:00:00Z,D07,"Carolyn Knapper, Brett Johnson, Luke Rogers",none,0,,0.1-5,SW,NA,,,,5,,,1,standard,NA
DE108,2015-05-17T00:00:00Z,D02,"Carolyn Knapper, Brett Johnson, Luke Rogers",none,100,,0.1-5,S,NA,,,,11.9,,,1,standard,NA
DE109,2015-05-18T00:00:00Z,D03,"Carolyn Knapper, Brett Johnson, Luke Rogers, Midoli Bresch",none,0,,0.1-5,NW,NA,,,,6.6,,,1,standard,First problems with flowmeter observed: intermittent spinning.
DE110,2015-05-18T00:00:00Z,D05,"Carolyn Knapper, Brett Johnson, Luke Rogers, Midoli Bresch",none,0,,0.1-5,NW,NA,,,,NA,,,1,standard,NA
DE111,2015-05-19T00:00:00Z,D08,"Brett Johnson, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,,5-10,NW,NA,,,,6.1,,,1,standard,NA
DE112,2015-05-20T00:00:00Z,D09,"Brett Johnson, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,,0.1-5,E,NA,,,,11.4,,,1,standard,Salmon Farms: Brent Island NA; Venture Point 12 pens stocked; Okisolo Channel no nets in pens; Barnes Bay no nets in pens.
JE100,2015-05-20T00:00:00Z,J03,"Sean Godwin, Donnah MacKinnon, Dylan Smyth",light,100,,0.1-5,NW,NA,,,,NA,,,NA,standard,NA
JE101,2015-05-20T00:00:00Z,J05,"Sean Godwin, Donnah MacKinnon, Dylan Smyth",light,100,,5-10,NW,NA,,,,13.2,,,1,standard,NA
DE113,2015-05-21T00:00:00Z,D02,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,,0.1-5,NW,NA,,,,NA,,,NA,standard,From LR logbook
DE114,2015-05-21T00:00:00Z,D03,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,,0.1-5,NW,NA,,,,4.6,,,1,standard,NA
DE115,2015-05-21T00:00:00Z,D07,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,,10-15,NE,NA,,,,4.2,,,1,standard,NA
JE102,2015-05-21T00:00:00Z,J06,"Sean Godwin, Brendan Connors, Carson White",none,100,,5-10,NW,NA,,,,10.5,,,1,standard,NA
JE103,2015-05-21T00:00:00Z,J04,"Sean Godwin, Donnah MacKinnon, Carson White",none,100,,5-10,NW,NA,,,,NA,,,NA,standard,NA
JE104,2015-05-22T00:00:00Z,J07,"Sean Godwin, Dylan Smyth, Carson White",none,100,,0.1-5,NW,NA,,,,14.6,,,1,standard,NA
JE105,2015-05-22T00:00:00Z,J08,"Sean Godwin, Carson White, Dylan Smyth",none,100,,5-10,NW,NA,,,,14.9,,,1,standard,NA
JE106,2015-05-22T00:00:00Z,J04,"Sean Godwin, Carson White, Dylan Smyth",none,75,,10-15,NW,NA,,,,12.8,,,1,standard,NA
DE116,2015-05-23T00:00:00Z,D08,"Carolyn Knapper, Luke Rogers, Brett Johnson",none,100,,0,NA,NA,,,,8.7,,,1,standard,NA
DE117,2015-05-23T00:00:00Z,D10,"Carolyn Knapper, Luke Rogers, Brett Johnson",none,50,,0.1-5,NW,NA,,,,11,,,1,standard,NA
DE118,2015-05-23T00:00:00Z,D04,"Carolyn Knapper, Luke Rogers, Brett Johnson",none,0,,0.1-5,SE,NA,,,,NA,,,NA,standard,From LR logbook
DE119,2015-05-23T00:00:00Z,D06,"Carolyn Knapper, Luke Rogers, Brett Johnson",none,25,,0.1-5,SE,NA,,,,NA,,,NA,standard,From LR logbook
JE107,2015-05-23T00:00:00Z,J03,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,100,,0,NW,NA,,,,13.5,,,1,standard,NA
JE108,2015-05-23T00:00:00Z,J09,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,100,,0.1-5,NW,NA,,,,15.1,,,1,standard,NA
JE109,2015-05-23T00:00:00Z,J10,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,25,,5-10,NW,NA,,,,15.3,,,1,standard,NA
DE120,2015-05-24T00:00:00Z,D11,"Carolyn Knapper, Luke Rogers, Brett Johnson, Katie Chan",none,50,,5-10,W,NA,,,,9.8,,,1,standard,NA
DE121,2015-05-24T00:00:00Z,D09,"Carolyn Knapper, Luke Rogers, Brett Johnson, Katie Chan",none,0,,0.1-5,SW,NA,,,,13.9,,,1,standard,NA
DE122,2015-05-24T00:00:00Z,D07,"Carolyn Knapper, Luke Rogers, Brett Johnson, Katie Chan",none,0,,0.1-5,N,NA,,,,NA,,,NA,standard,NA
JE110,2015-05-24T00:00:00Z,J02,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,100,,0.1-5,W,NA,,,,11,,,1,standard,NA
JE111,2015-05-24T00:00:00Z,J01,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,75,,5-10,NW,NA,,,,NA,,,NA,standard,NA
JE112,2015-05-24T00:00:00Z,J06,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,25,,15-20,SW,NA,,,,8.9,,,1,standard,NA
DE123,2015-05-25T00:00:00Z,D03,"Luke Rogers, Brett Johnson, Kristi Inman, Katie Chan",none,100,,0.1-5,NW,NA,,,,NA,,,NA,standard,NA
DE124,2015-05-25T00:00:00Z,D08,"Luke Rogers, Brett Johnson, Kristi Inman, Katie Chan",none,100,,5-10,W,NA,,,,7.3,,,1,standard,NA
DE125,2015-05-25T00:00:00Z,D05,"Luke Rogers, Brett Johnson, Kristi Inman, Katie Chan",none,100,,5-10,NW,NA,,,,NA,,,NA,standard,"Set on 1 slider, no catch"
DE126,2015-05-25T00:00:00Z,D02,"Luke Rogers, Brett Johnson, Kristi Inman, Katie Chan",none,50,,0.1-5,NW,NA,,,,NA,,,NA,standard,NA
DE127,2015-05-25T00:00:00Z,D01,"Luke Rogers, Brett Johnson, Kristi Inman, Katie Chan",none,25,,5-10,W,NA,,,,NA,,,NA,standard,NA
JE113,2015-05-25T00:00:00Z,J05,"Sean Godwin, Chris Guinchard, Samantha Crowley",light,100,,5-10,SW,NA,,,,10.9,,,1,standard,NA
JE114,2015-05-25T00:00:00Z,J04,"Sean Godwin, Chris Guinchard, Samantha Crowley",none,100,,5-10,SW,NA,,,,11.3,,,1,standard,NA
JE115,2015-05-25T00:00:00Z,J08,"Sean Godwin, Chris Guinchard, Samantha Crowley",none,100,,5-10,W,NA,,,,13.3,,,1,standard,NA
DE128,2015-05-26T00:00:00Z,D10,"Luke Rogers, Carolyn Knapper, Kristi Inman",none,100,,0.1-5,NW,NA,,,,9.9,,,1,standard,NA
DE129,2015-05-26T00:00:00Z,D11,"Luke Rogers, Carolyn Knapper, Kristi Inman",none,0,,10-15,W,NA,,,,NA,,,NA,standard,NA
DE130,2015-05-26T00:00:00Z,D09,"Luke Rogers, Carolyn Knapper, Kristi Inman",none,0,,0.1-5,W,NA,,,,12.9,,,1,standard,Nordic Queen (Chrys Neville's DFO chartered commercial seiner) set 500 m W of us 1.5 hours after our set.
JE116,2015-05-26T00:00:00Z,J07,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,100,,0.1-5,NW,NA,,,,15.5,,,1,standard,NA
JE117,2015-05-26T00:00:00Z,J03,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,75,,0.1-5,NW,NA,,,,13,,,1,standard,NA
JE118,2015-05-26T00:00:00Z,J09,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,75,,5-10,W,NA,,,,16.9,,,1,standard,NA
DE131,2015-05-27T00:00:00Z,D08,"Carolyn Knapper, Luke Rogers, Kristi Inman",none,50,,0.1-5,NW,NA,,,,NA,,,NA,standard,NA
DE132,2015-05-27T00:00:00Z,D05,"Carolyn Knapper, Luke Rogers, Kristi Inman",none,25,,0.1-5,N,NA,,,,NA,,,NA,standard,NA
DE133,2015-05-27T00:00:00Z,D02,"Carolyn Knapper, Luke Rogers, Kristi Inman",none,25,,0.1-5,NW,NA,,,,NA,,,NA,standard,NA
DE134,2015-05-27T00:00:00Z,D01,"Carolyn Knapper, Luke Rogers, Kristi Inman",none,0,,0.1-5,NW,NA,,,,NA,,,NA,standard,NA
DE135,2015-05-27T00:00:00Z,D03,"Carolyn Knapper, Luke Rogers, Kristi Inman",none,0,,0.1-5,NW,NA,,,,NA,,,NA,standard,NA
DE136,2015-05-27T00:00:00Z,D07,"Carolyn Knapper, Luke Rogers, Kristi Inman",none,0,,0.1-5,N,NA,,,,NA,,,NA,standard,NA
JE119,2015-05-27T00:00:00Z,J10,"Lauren Portner, Carson White, Dylan Smyth",none,100,,0.1-5,SW,NA,,,,12.2,,,1,standard,NA
JE120,2015-05-27T00:00:00Z,J02,"Lauren Portner, Carson White, Dylan Smyth",none,100,,0.1-5,S,NA,,,,NA,,,NA,standard,NA
JE121,2015-05-27T00:00:00Z,J01,"Lauren Portner, Carson White, Dylan Smyth",none,100,,0,S,NA,,,,NA,,,NA,standard,NA
JE122,2015-05-27T00:00:00Z,J09,"Lauren Portner, Carson White, Dylan Smyth",none,100,,5-10,NW,NA,,,,12.2,,,1,standard,NA
DE137,2015-05-28T00:00:00Z,D10,"Luke Rogers, Brett Johnson, Kristi Inman, Donnah MacKinnon",none,100,,0.1-5,NW,NA,,,,9.3,,,1,standard,NA
DE138,2015-05-28T00:00:00Z,D11,"Luke Rogers, Brett Johnson, Kristi Inman, Donnah MacKinnon",none,0,,5-10,W,NA,,,,NA,,,NA,standard,NA
DE139,2015-05-28T00:00:00Z,D09,"Luke Rogers, Brett Johnson, Kristi Inman, Donnah MacKinnon",none,0,,NA,NA,NA,,,,14.3,,,1,standard,NA
JE123,2015-05-28T00:00:00Z,J01,"Carson White, Lauren Portner, Katie Chan",none,100,,0.1-5,NW,NA,,,,13,,,1,standard,NA
JE124,2015-05-28T00:00:00Z,J05,"Carson White, Lauren Portner, Katie Chan",none,100,,10-15,NW,NA,,,,NA,,,NA,standard,"fish not at depth, close to beach"
JE125,2015-05-28T00:00:00Z,J06,"Carson White, Lauren Portner, Katie Chan",none,25,,15-20,NW,NA,,,,NA,,,NA,standard,"fish not at depth, close to beach"
JE126,2015-05-29T00:00:00Z,J06,"Lauren Portner, Katie Chan, Dylan Smyth",none,100,,0.1-5,NW,NA,,,,5.5,,,1,standard,NA
JE127,2015-05-29T00:00:00Z,J05,"Lauren Portner, Katie Chan, Dylan Smyth",none,0,,15-20,NW,NA,,,,NA,,,NA,standard,"one net set, no fish caught"
DE140,2015-05-30T00:00:00Z,D06,"Luke Rogers, Kristi Inman, Donnah MacKinnon",none,0,,5-10,NW,NA,,,,13.2,,,1,standard,NA
DE141,2015-05-30T00:00:00Z,D04,"Luke Rogers, Kristi Inman, Donnah MacKinnon",none,0,,0.1-5,SE,NA,,,,NA,,,NA,standard,NA
DE142,2015-05-30T00:00:00Z,D03,"Luke Rogers, Kristi Inman, Donnah MacKinnon",none,0,,0.1-5,SE,NA,,,,NA,,,NA,standard,NA
JE128,2015-05-30T00:00:00Z,J05,"Lauren Portner, Carson White, Dylan Smyth",none,100,,0.1-5,NW,NA,,,,11.1,,,1,standard,NA
JE129,2015-05-30T00:00:00Z,J07,"Lauren Portner, Carson White, Dylan Smyth",none,100,,0.1-5,NA,NA,,,,10.3,,,1,standard,NA
JE130,2015-05-30T00:00:00Z,J04,"Lauren Portner, Carson White, Dylan Smyth",none,0,,10-15,NW,NA,,,,NA,,,NA,standard,net not set because no fish
JE131,2015-05-30T00:00:00Z,J08,"Lauren Portner, Carson White, Dylan Smyth",none,0,,10-15,NW,NA,,,,7.5,,,1,standard,NA
DE143,2015-05-31T00:00:00Z,D08,"Brett Johnson, Luke Rogers, Carolyn Knapper",none,25,,0.1-5,NW,NA,,,,11,,,1,standard,Salmon Farms: Raza Island 10 pens stocked.
DE144,2015-05-31T00:00:00Z,D05,"Brett Johnson, Luke Rogers, Carolyn Knapper",none,25,,0,NA,NA,,,,NA,,,NA,standard,NA
DE145,2015-05-31T00:00:00Z,D02,"Brett Johnson, Luke Rogers, Carolyn Knapper",none,25,,0,NA,NA,,,,NA,,,NA,standard,NA
DE146,2015-05-31T00:00:00Z,D01,"Brett Johnson, Luke Rogers, Carolyn Knapper",none,50,,0,NA,NA,,,,NA,,,NA,standard,NA
DE147,2015-05-31T00:00:00Z,D04,"Brett Johnson, Luke Rogers, Carolyn Knapper",none,75,,0.1-5,NW,NA,,,,NA,,,NA,standard,NA
DE148,2015-05-31T00:00:00Z,D03,"Brett Johnson, Luke Rogers, Carolyn Knapper",none,75,,0.1-5,NW,NA,,,,NA,,,NA,standard,NA
JE132,2015-05-31T00:00:00Z,J04,"Lauren Portner, Katie Chan, Carson White",none,100,,0.1-5,NW,NA,,,,8.1,,,1,standard,NA
JE133,2015-05-31T00:00:00Z,J03,"Lauren Portner, Katie Chan, Carson White",none,100,,0.1-5,NW,NA,,,,5.5,,,1,standard,NA
JE134,2015-05-31T00:00:00Z,J09,"Lauren Portner, Katie Chan, Carson White",none,50,,0.1-5,NW,NA,,,,7.6,,,1,standard,NA
JE135,2015-05-31T00:00:00Z,J10,"Lauren Portner, Katie Chan, Carson White",none,0,,5-10,NW,NA,,,,NA,,,NA,standard,fish not at depth
DE149,2015-06-01T00:00:00Z,D10,"Carolyn Knapper, Brett Johnson, Luke Rogers",none,75,,0.1-5,NW,NA,,,,9.8,,,1,standard,NA
DE150,2015-06-01T00:00:00Z,D11,"Carolyn Knapper, Brett Johnson, Luke Rogers",none,75,,0.1-5,W,NA,,,,12.6,,,1,standard,NA
DE151,2015-06-01T00:00:00Z,D09,"Carolyn Knapper, Brett Johnson, Luke Rogers",light,100,,0,NA,NA,,,,12.5,,,1,standard,NA
JE136,2015-06-01T00:00:00Z,J02,"Lauren Portner, Katie Chan, Dylan Smyth",none,100,,0,NA,NA,,,,6.1,,,1,standard,NA
JE137,2015-06-01T00:00:00Z,J01,"Lauren Portner, Katie Chan, Dylan Smyth",none,100,,0.1-5,NW,NA,,,,10.9,,,1,standard,NA
JE138,2015-06-01T00:00:00Z,J10,"Lauren Portner, Katie Chan, Dylan Smyth",none,100,,0.1-5,NW,NA,,,,9.1,,,1,standard,NA
JE139,2015-06-02T00:00:00Z,J05,"Carson White, Donnah MacKinnon, Lauren Portner",light,100,,0-5,NW,NA,,,,12.1,,,1,standard,NA
JE140,2015-06-02T00:00:00Z,J07,"Carson White, Donnah MacKinnon, Lauren Portner",none,100,,0.1-5,NW,NA,,,,11.7,,,1,standard,NA
JE141,2015-06-02T00:00:00Z,J06,"Carson White, Donnah MacKinnon, Lauren Portner",none,0,,5-10,NW,NA,,,,NA,,,NA,standard,snagged net on bottom- no fish. strong current dragged us into the shallows
DE152,2015-06-03T00:00:00Z,D10,"Kristi Inman, Luke Rogers, Carolyn Knapper, Dylan Smyth",none,100,,0,NA,NA,,,,12.3,,,1,standard,NA
DE153,2015-06-03T00:00:00Z,D11,"Kristi Inman, Luke Rogers, Carolyn Knapper, Dylan Smyth",none,100,,0.1-5,W,NA,,,,12.2,,,1,standard,Salmon Farms: North Nodales nets being delivered.
DE154,2015-06-03T00:00:00Z,D09,"Kristi Inman, Luke Rogers, Carolyn Knapper, Dylan Smyth",none,25,,10-15,W,NA,,,,9.9,,,1,standard,Salmon Farms: Brent Island 12 pens stocked; Venture Point 12 pens stocked; Okisolo Channel nets in bags on walkways; Barnes Bay NA.
JE142,2015-06-03T00:00:00Z,J06,"Carson White, Katie Chan, Lauren Portner",none,100,,5-10,NW,NA,,,,10.2,,,1,standard,NA
JE143,2015-06-03T00:00:00Z,J08,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,75,,0.1-5,NW,NA,,,,10.7,,,1,standard,"could not find herring again because too many fish; unsure of herring, pink, and coho numbers because too many fish"
JE144,2015-06-03T00:00:00Z,J04,"Sean Godwin, Mack Bartlett, Samantha Crowley",light,75,,5-10,SW,NA,,,,NA,,,NA,standard,NA
JE145,2015-06-03T00:00:00Z,J09,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,75,,0.1-5,W,NA,,,,9.6,,,1,standard,NA
DE155,2015-06-04T00:00:00Z,D08,"Carolyn Knapper, Brett Johnson, Luke Rogers, Dylan Smyth",none,0,,0,NA,NA,,,,11.5,,,1,standard,Salmon Farms: Raza Island 10 pens stocked. Sockeye miscount: new convention two independent counts of fish taken prior to net release.
DE156,2015-06-04T00:00:00Z,D05,"Carolyn Knapper, Brett Johnson, Luke Rogers, Dylan Smyth",none,0,,0.1-5,NW,NA,,,,NA,,,NA,standard,NA
DE157,2015-06-04T00:00:00Z,D02,"Luke Rogers, Carolyn Knapper, Brett Johnson, Dylan Smyth",none,0,,0.1-5,NW,NA,,,,NA,,,NA,standard,NA
DE158,2015-06-04T00:00:00Z,D06,"Luke Rogers, Carolyn Knapper, Brett Johnson, Dylan Smyth",none,0,,0,NA,NA,,,,10.8,,,1,standard,"Sighted outside of sets: 10,000 herring 30-40 mm length."
DE159,2015-06-04T00:00:00Z,D12,"Carolyn Knapper, Brett Johnson, Luke Rogers, Dylan Smyth",none,0,,0.1-5,SE,NA,,,,NA,,,NA,standard,NA
JE146,2015-06-04T00:00:00Z,J04,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,50,,0.1-5,SW,NA,,,,10.6,,,1,standard,NA
JE147,2015-06-04T00:00:00Z,J03,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,25,,0.1-5,SW,NA,,,,10.8,,,1,standard,NA
JE148,2015-06-04T00:00:00Z,J02,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,0,,0.1-5,NW,NA,,,,16.2,,,1,standard,NA
DE160,2015-06-05T00:00:00Z,D10,"Luke Rogers, Brett Johnson, Kristi Inman",none,25,,0.1-5,N,NA,,,,13.2,,,1,standard,NA
DE161,2015-06-05T00:00:00Z,D11,"Luke Rogers, Brett Johnson, Kristi Inman",none,25,,5-10,NW,NA,,,,NA,,,NA,standard,NA
DE162,2015-06-05T00:00:00Z,D09,"Luke Rogers, Brett Johnson, Kristi Inman",none,0,,0,NA,NA,,,,13.3,,,1,standard,Salmon Farms: Brent Island 12 pens stocked; Venture Point 12 pens stocked; Okisolo Channel NA; Barnes Bay NA.
DE163,2015-06-05T00:00:00Z,D07,"Luke Rogers, Brett Johnson, Kristi Inman",none,75,,0.1-5,SE,NA,,,,14.9,,,1,standard,NA
JE149,2015-06-05T00:00:00Z,J10,"Sean Godwin, Samantha Crowley, Donnah MacKinnon",none,25,,0.1-5,SW,NA,,,,13.4,,,1,standard,NA
JE150,2015-06-05T00:00:00Z,J01,"Sean Godwin, Samantha Crowley, Donnah MacKinnon",none,25,,0.1-5,NE,NA,,,,14,,,1,standard,NA
DE164,2015-06-06T00:00:00Z,D08,"Luke Rogers, Kristi Inman, Dylan Smyth, Midoli Bresch",none,0,,0.1-5,NW,NA,,,,NA,,,NA,standard,NA
DE165,2015-06-06T00:00:00Z,D05,"Luke Rogers, Kristi Inman, Dylan Smyth, Midoli Bresch",none,0,,0.1-5,NW,NA,,,,NA,,,NA,standard,NA
DE166,2015-06-06T00:00:00Z,D02,"Luke Rogers, Kristi Inman, Dylan Smyth, Midoli Bresch",none,0,,0.1-5,S,NA,,,,NA,,,NA,standard,NA
DE167,2015-06-06T00:00:00Z,D03,"Luke Rogers, Kristi Inman, Dylan Smyth, Midoli Bresch",none,0,,0.1-5,NW,NA,,,,NA,,,NA,standard,NA
JE151,2015-06-06T00:00:00Z,J05,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,100,,5-10,SW,NA,,,,NA,,,NA,standard,NA
JE152,2015-06-06T00:00:00Z,J07,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,100,,5-10,N,NA,,,,13.6,,,1,standard,Ipad forms won't open- error message (note after data entry: ipad form fixed and submitted)
JE153,2015-06-06T00:00:00Z,J06,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,25,,10-15,NW,NA,,,,NA,,,NA,standard,NA
DE168,2015-06-07T00:00:00Z,D09,"Luke Rogers, Brett Johnson, Dylan Smyth, Midoli Bresch",none,0,,5-10,W,NA,,,,16.2,,,1,standard,Salmon Farms: Brent Island 12 pens stocked; Venture Point 12 pens stocked; Okisolo Channel nets in bags on walkways; Barnes Bay NA.
DE169,2015-06-07T00:00:00Z,D07,"Luke Rogers, Brett Johnson, Dylan Smyth, Midoli Bresch",none,0,,0.1-5,E,NA,,,,13.9,,,1,standard,NA
JE154,2015-06-07T00:00:00Z,J06,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,0,,5-10,SW,NA,,,,12.2,,,1,standard,NA
JE155,2015-06-07T00:00:00Z,J05,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,0,,0.1-5,SW,NA,,,,13.4,,,1,standard,NA
JE156,2015-06-07T00:00:00Z,J04,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,0,,5-10,SW,NA,,,,NA,,,NA,standard,net not set due to poor weather and lack of fish
JE157,2015-06-07T00:00:00Z,J08,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,0,,5-10,SW,NA,,,,11.8,,,1,standard,NA
JE158,2015-06-07T00:00:00Z,J04,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,0,,0.1-5,SW,NA,,,,NA,,,NA,standard,lack of fish
JE159,2015-06-07T00:00:00Z,J09,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,0,,0.1-5,SW,NA,,,,13.9,,,1,standard,NA
JE160,2015-06-08T00:00:00Z,J04,"Sean Godwin, Mack Bartlett, Samantha Crowley",light,100,,0.1-5,SW,NA,,,,13.2,,,1,standard,NA
