seine_id,survey_id,set_number,set_type,lat,long,set_time,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,collection_protocol,seine_comments,seine_quality_log
DE137N1,DE137,1,targeted,50.44941,-125.33027,06:45:00,28,NA,NA,NA,yes,30,30,0,0,5,10,0,0,1,1,NA,NA,SEMSP,NA,NA
DE138N1,DE138,1,targeted,NA,NA,09:55:00,33,NA,NA,NA,no,0,0,0,0,0,0,0,6,0,0,NA,NA,SEMSP,"CO = 6 total, released",NA
DE139N1,DE139,1,targeted,50.308839999999996,-125.32275,11:10:00,10,NA,NA,NA,yes,30,200,0,0,10,10,0,0,3,3,NA,NA,SEMSP,NA,NA
DE140N1,DE140,1,targeted,50.10015,-125.27265,10:19:00,36,NA,NA,NA,yes,30,40,0,0,10,200,0,0,0,0,NA,NA,SEMSP,NA,NA
DE143N1,DE143,1,targeted,50.31763,-125.04942,06:25:00,5,NA,NA,NA,yes,2,2,1,1,10,60,0,0,0,0,NA,NA,SEMSP,NA,NA
DE145N1,DE145,1,targeted,50.06119,-124.87916,09:32:00,22,NA,NA,NA,no,0,0,0,0,0,10,0,10,0,0,NA,NA,SEMSP,NA,NA
DE146N1,DE146,1,targeted,NA,NA,10:49:00,16,NA,NA,NA,no,0,0,0,0,0,6,0,0,0,0,NA,NA,SEMSP,"CU = 6 total, released",NA
DE148N1,DE148,1,targeted,NA,NA,13:04:00,30,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,SEMSP,bycatch 200 squuid,NA
DE149N1,DE149,1,targeted,50.44527,-125.2774,06:34:00,4,NA,NA,NA,yes,30,800,0,0,0,2,1,1,1,1,NA,NA,SEMSP,NA,NA
DE150N2,DE150,2,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE150N1,DE150,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE150N3,DE150,3,targeted,50.34762,-125.45358,09:32:00,35,NA,NA,NA,yes,30,100,1,1,10,200,1,1,1,1,NA,NA,SEMSP,NA,NA
DE151N1,DE151,1,targeted,50.30492,-125.33058,12:53:00,5,NA,NA,NA,yes,30,500,0,0,10,100,0,0,3,4,NA,NA,SEMSP,NA,NA
DE152N2,DE152,2,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE152N1,DE152,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE152N3,DE152,3,targeted,50.44217,-125.27406,06:42:00,56,NA,NA,NA,yes,30,500,1,1,10,300,0,0,1,2,NA,NA,SEMSP,NA,NA
DE153N1,DE153,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE153N2,DE153,2,targeted,50.34851,-125.44831,10:21:00,19,NA,NA,NA,yes,12,15,0,0,10,300,1,1,0,0,NA,NA,SEMSP,NA,NA
DE154N1,DE154,1,targeted,50.30759,-125.32969,13:11:00,20,NA,NA,NA,yes,30,40,1,1,10,40,0,0,7,7,NA,NA,SEMSP,NA,NA
DE155N1,DE155,1,targeted,50.31954,-125.04247,06:23:00,13,NA,NA,NA,yes,29,60,0,0,2,2,0,0,0,0,NA,NA,SEMSP,NA,NA
DE158N1,DE158,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE158N2,DE158,2,targeted,50.07966,-125.24845,11:32:00,27,NA,NA,NA,yes,15,40,4,20,3,20,0,0,0,0,NA,NA,SEMSP,NA,NA
DE160N1,DE160,1,targeted,50.44342,-125.27904,07:00:00,19,NA,NA,NA,yes,22,25,3,5,10,600,0,0,1,3,NA,NA,SEMSP,NA,NA
DE162N1,DE162,1,targeted,50.30771,-125.32864,10:59:00,15,NA,NA,NA,yes,30,100,0,0,10,200,1,4,1,1,NA,NA,SEMSP,NA,NA
DE163N1,DE163,1,targeted,50.19112,-125.14202,14:00:00,9,NA,NA,NA,yes,13,13,0,0,10,100,0,0,0,1,NA,NA,SEMSP,NA,NA
DE164N1,DE164,1,targeted,NA,NA,10:06:00,22,NA,NA,NA,no,0,0,0,0,0,100,0,1,0,0,NA,NA,SEMSP,"CU = 100 total, CO = 1 total, released",NA
DE168N1,DE168,1,targeted,50.30812,-125.3269,10:51:00,5,NA,NA,NA,yes,30,40,1,1,10,10,0,0,1,1,NA,NA,SEMSP,NA,NA
DE169N1,DE169,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE169N2,DE169,2,targeted,50.1915,-125.14292,14:13:00,17,NA,NA,NA,yes,30,30,6,6,10,70,0,0,0,0,NA,NA,SEMSP,NA,NA
DE170N1,DE170,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE170N2,DE170,2,targeted,50.30734,-125.33514,06:34:00,30,NA,NA,NA,yes,27,27,1,1,10,100,0,0,3,3,NA,NA,SEMSP,Net collapse first set,NA
DE171N1,DE171,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE171N2,DE171,2,targeted,NA,NA,10:20:00,27,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,SEMSP,"First set 40 chum, second set 0 fish.",NA
DE173N1,DE173,1,targeted,50.19077,-125.14249,13:22:00,8,NA,NA,NA,yes,30,200,2,2,10,100,5,7,0,1,NA,NA,SEMSP,11 sockeye taken for DFO 6 frozen 5 formalin,NA
DE174N1,DE174,1,targeted,50.30806,-125.32972,09:20:00,3,NA,NA,NA,yes,30,100,1,1,10,100,0,0,5,5,NA,NA,SEMSP,Samples marked D09(2). Initial set removed due to potential bias from snag on bottom.,NA
DE175N1,DE175,1,targeted,50.19017,-125.14437,12:05:00,17,NA,NA,NA,yes,1,1,3,3,10,25,10,20,0,0,NA,NA,SEMSP,NA,NA
DE179N1,DE179,1,targeted,NA,NA,11:30:00,21,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE182N1,DE182,1,targeted,50.19051,-125.1444,14:29:00,10,NA,NA,NA,yes,22,23,3,3,10,100,5,6,0,0,NA,NA,SEMSP,Fish with lesions SO # 10,NA
DE183N1,DE183,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE183N2,DE183,2,targeted,50.30767,-125.33023,07:30:00,31,NA,NA,NA,yes,26,26,1,1,10,200,0,0,2,2,NA,NA,SEMSP,SO 2 and 26 had lesions on dorasl surface of body. SO 4 had hemorrhaging gills. HE 1 had hem. fins.,NA
DE184N1,DE184,1,targeted,50.347410000000004,-125.45333,10:58:00,17,NA,NA,NA,yes,30,600,2,10,10,400,1,1,0,0,NA,NA,SEMSP,NA,NA
DE185N1,DE185,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE185N2,DE185,2,targeted,NA,NA,13:56:00,33,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE186N1,DE186,1,targeted,NA,NA,07:50:00,54,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE189N1,DE189,1,targeted,NA,NA,12:21:00,44,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE190N1,DE190,1,targeted,NA,NA,01:50:00,28,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE192N2,DE192,2,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE192N1,DE192,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE192N3,DE192,3,targeted,50.34866,-125.44482000000001,09:41:00,48,NA,NA,NA,yes,30,200,1,1,10,100,1,1,0,1,NA,NA,SEMSP,NA,NA
DE193N1,DE193,1,targeted,NA,NA,15:44:00,15,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE194N1,DE194,1,targeted,50.32119,-125.03856,11:02:00,36,NA,NA,NA,yes,12,13,0,0,10,18,2,2,1,1,NA,NA,SEMSP,NA,NA
DE195N1,DE195,1,targeted,NA,NA,14:12:00,38,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE198N1,DE198,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE198N2,DE198,2,targeted,50.34829,-125.45001,08:05:00,14,NA,NA,NA,yes,30,200,0,0,10,200,1,1,6,20,NA,NA,SEMSP,"Herring not numbered in order, Lesions: SO 28 ( also hem on pectrol fin)",NA
DE199N1,DE199,1,targeted,50.30819,-125.32694,11:16:00,2,NA,NA,NA,yes,30,50,0,0,10,50,0,0,10,10,NA,NA,SEMSP,NA,NA
DE201N1,DE201,1,targeted,50.09809,-125.27142,10:14:00,30,NA,NA,NA,yes,5,6,0,0,10,300,0,0,1,1,NA,NA,SEMSP,NA,NA
DE205N1,DE205,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE205N2,DE205,2,targeted,50.34758,-125.4553,09:33:00,32,NA,NA,NA,yes,3,3,2,2,10,44,0,0,0,0,NA,NA,SEMSP,NA,NA
DE206N1,DE206,1,targeted,50.30597,-125.33588,12:29:00,34,NA,NA,NA,yes,30,200,0,0,10,80,2,2,10,10,NA,NA,SEMSP,NA,NA
DE207N1,DE207,1,targeted,NA,NA,07:00:00,38,NA,NA,NA,no,0,0,0,0,0,14,0,1,0,0,NA,NA,SEMSP,"No sockeye in set. coho =1, chum=14, released",NA
DE212N1,DE212,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE212N2,DE212,2,targeted,50.44949,-125.32427,07:13:00,67,NA,NA,NA,yes,30,60,0,0,10,200,0,0,0,0,NA,NA,SEMSP,NA,NA
DE213N1,DE213,1,targeted,NA,NA,11:06:00,52,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE214N1,DE214,1,targeted,50,-125,12:27:00,8,NA,NA,NA,yes,29,100,7,7,10,300,0,0,4,4,NA,NA,SEMSP,NA,NA
DE216N1,DE216,1,targeted,NA,NA,07:14:00,25,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE217N1,DE217,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE217N2,DE217,2,targeted,50.10264,-125.27585,08:32:00,53,NA,NA,NA,yes,6,6,4,10,10,2000,0,0,1,5,NA,NA,SEMSP,NA,NA
DE218N1,DE218,1,targeted,50.44045,-125.27069,07:05:00,10,NA,NA,NA,yes,7,7,0,0,10,40,1,1,1,1,NA,NA,SEMSP,NA,NA
DE219N1,DE219,1,targeted,50.34969,-125.44451,08:58:00,12,NA,NA,NA,yes,9,9,10,300,10,500,0,0,0,0,NA,NA,SEMSP,NA,NA
DE220N1,DE220,1,targeted,50.30698,-125.3259,11:07:00,2,NA,NA,NA,yes,30,240,0,0,5,5,1,1,0,0,NA,NA,SEMSP,NA,NA
DE221N1,DE221,1,targeted,50.30702,-125.33509,09:22:00,18,NA,NA,NA,yes,19,20,10,20,10,30,0,0,0,0,NA,NA,SEMSP,NA,NA
DE224N1,DE224,1,targeted,NA,NA,06:48:00,59,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE225N1,DE225,1,targeted,50.34844,-125.44666,08:17:00,8,NA,NA,NA,yes,30,50,0,0,10,200,0,0,0,0,NA,NA,SEMSP,NA,NA
DE226N1,DE226,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE226N2,DE226,2,targeted,50.30764,-125.33348,10:52:00,46,NA,NA,NA,yes,8,8,2,2,10,80,0,0,0,0,NA,NA,SEMSP,NA,NA
DE231N1,DE231,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE231N2,DE231,2,targeted,50.30377,-125.33768,09:47:00,20,NA,NA,NA,yes,30,60,7,8,10,200,0,0,10,20,NA,NA,SEMSP,NA,NA
DE234N1,DE234,1,targeted,50.34874,-125.44617,13:30:00,10,NA,NA,NA,yes,1,1,10,20,10,100,0,0,0,0,NA,NA,SEMSP,NA,NA
DE236N1,DE236,1,targeted,50.30641,-125.31584,06:56:00,0,NA,NA,NA,yes,4,4,0,0,10,50,0,0,7,7,NA,NA,SEMSP,NA,NA
DE237N1,DE237,1,targeted,50.34825,-125.44895,08:43:00,8,NA,NA,NA,yes,23,23,10,100,10,400,0,0,0,0,NA,NA,SEMSP,NA,NA
DE238N1,DE238,1,targeted,50.34797,-125.45584,11:46:00,11,NA,NA,NA,yes,17,18,10,50,10,500,0,0,0,0,NA,NA,SEMSP,NA,NA
DE239N1,DE239,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA
DE239N2,DE239,2,targeted,50.3079,-125.32955,14:13:00,18,NA,NA,NA,yes,5,5,10,100,10,100,0,0,3,3,NA,NA,SEMSP,NA,NA
DE240N1,DE240,1,targeted,50.30717,-125.33303,06:50:00,16,NA,NA,NA,yes,30,200,1,1,8,10,0,0,0,0,NA,NA,SEMSP,Sockeye very small,NA
DE241N1,DE241,1,targeted,50.34811,-125.454,09:33:00,26,NA,NA,NA,yes,5,5,10,200,10,300,0,0,1,1,NA,NA,SEMSP,72 training fish taken recorded as morts,NA
DE245N2,DE245,2,targeted,50.318037,-125.049415,07:40:00,92,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,SEMSP,"No fish caught in either set. Fish surface activity: rapid splashing as of many fish. Visual on several: small <7cm, some distinct popping also.",NA
DE245N1,DE245,1,targeted,50.318037,-125.049415,07:25:00,92,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,SEMSP,"No fish caught in either set. Fish surface activity: rapid splashing as of many fish. Visual on several: small <7cm, some distinct popping also. No specific set activity recorded for second set.",NA
DE255N2,DE255,2,targeted,50.023957,-124.914675,08:03:00,10,NA,NA,NA,yes,31,400,10,20,10,20,0,0,9,9,NA,NA,SEMSP,Saw fish immediately upon site arrival,NA
DE255N1,DE255,1,targeted,50.023957,-124.914675,07:28:00,15,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,SEMSP,Saw fish immediately upon site arrival,NA
DE258N1,DE258,1,targeted,49.9865,-125.162953,14:00:00,12,NA,NA,NA,yes,30,60,3,3,1,1,2,2,0,0,NA,NA,SEMSP,mortality: 1 unidentified juvenile salmon,NA
DE259N1,DE259,1,targeted,50.237386,-125.12002,06:25:00,10,NA,NA,NA,yes,30,200,1,1,1,1,0,0,10,11,NA,NA,SEMSP,NA,NA
DE260N1,DE260,1,targeted,50.32113,-125.040588,10:35:00,35,NA,NA,NA,yes,2,2,3,3,0,0,1,1,9,9,NA,NA,SEMSP,NA,NA
DE261N1,DE261,1,targeted,50.19304,-125.136573,13:01:00,4,NA,NA,NA,yes,30,100,2,2,3,3,1,1,10,16,NA,NA,SEMSP,NA,NA
DE262N1,DE262,1,targeted,50.287179,-125.33416,07:40:00,71,NA,NA,NA,no,0,0,0,0,0,1,0,2,0,0,NA,NA,SEMSP,NA,NA
DE263N1,DE263,1,targeted,50.243454,-125.398108,09:50:00,16,NA,NA,NA,yes,30,700,10,20,10,30,2,2,10,30,NA,NA,SEMSP,NA,NA
DE264N2,DE264,2,targeted,50.208559,-125.355064,14:20:00,13,NA,NA,NA,no,0,2,0,9,0,9,0,1,0,0,NA,NA,SEMSP,Released fish due to more fish in the area.,NA
DE264N1,DE264,1,targeted,50.208559,-125.355064,13:40:00,20,NA,NA,NA,no,0,1000,0,0,0,0,0,0,0,0,NA,NA,SEMSP,Released fish due to abrasion on net.,NA
DE267N1,DE267,1,targeted,50.393263,-125.373514,09:50:00,38,NA,NA,NA,yes,30,500,0,0,3,6,0,1,6,9,NA,NA,SEMSP,"Had to end sampling to prevent drifting onto rocks. (Could not sample more CU, HE, or CO)",NA
DE269N2,DE269,2,targeted,50.020465,-124.917743,06:58:00,22,NA,NA,NA,yes,30,200,3,3,5,10,0,0,0,0,NA,NA,SEMSP,"First set 06:20 mostly chum fry. Set on dimpling 2 and a single slider event(1) resume search 06:48, second set 06:58-targeted set.",NA
DE269N1,DE269,1,targeted,50.020465,-124.917743,06:20:00,22,NA,NA,NA,no,0,2,0,0,0,50,0,0,0,0,NA,NA,SEMSP,"First set 06:20 mostly chum fry. Set on dimpling 2 and a single slider event(1) resume search 06:48, second set 06:58-targeted set.",NA
DE272N1,DE272,1,targeted,49.990151,-125.160818,13:15:00,27,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,SEMSP,set surface activity only recorded once. Unclear which set its for.,NA
DE272N2,DE272,2,targeted,49.990151,-125.160818,12:51:00,27,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,SEMSP,Resume search 13:05 after first set.,NA
DE274N1,DE274,1,targeted,50.319977,-125.042165,06:56:00,25,NA,NA,NA,yes,30,100,3,3,8,8,1,1,0,0,NA,NA,SEMSP,NA,NA
DE275N1,DE275,1,targeted,50.241361,-125.119113,10:52:00,10,NA,NA,NA,yes,30,600,10,20,10,20,1,1,0,0,NA,NA,SEMSP,morst in MS222 waste by accident,NA
DE276N1,DE276,1,targeted,50.191099,-125.138578,14:10:00,7,NA,NA,NA,yes,30,100,10,70,10,70,0,0,0,0,NA,NA,SEMSP,NA,NA
DE277N1,DE277,1,targeted,50.30908,-125.325703,06:30:00,4,NA,NA,NA,yes,30,600,10,40,10,40,1,1,0,0,NA,NA,SEMSP,Coho neglected and in dry shipper.,NA
DE278N1,DE278,1,targeted,50.274701,-125.377445,09:30:00,19,NA,NA,NA,yes,30,600,10,100,10,100,0,0,4,4,NA,NA,SEMSP,NA,NA
DE279N2,DE279,2,targeted,50.224106,-125.395004,13:25:00,45,NA,NA,NA,yes,30,600,10,60,10,60,7,7,3,3,NA,NA,SEMSP,NA,NA
DE279N1,DE279,1,targeted,50.224106,-125.395004,13:00:00,45,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,SEMSP,First set originally not entered due to no fish in catch. Set surface activity was not recorded for first set.,NA
DE282N1,DE282,1,targeted,50.392115,-125.374782,08:44:00,33,NA,NA,NA,yes,30,500,4,4,4,7,2,3,0,0,NA,NA,SEMSP,NA,NA
DE284N2,DE284,2,targeted,50.3175,-125.050736,07:52:00,42,NA,NA,NA,no,0,2,0,40,0,20,0,2,0,0,NA,NA,SEMSP,NA,NA
DE284N1,DE284,1,targeted,50.3175,-125.050736,07:13:00,42,NA,NA,NA,no,0,3,0,1,0,9,0,1,0,0,NA,NA,SEMSP,NA,NA
DE287N1,DE287,1,targeted,50.190737,-125.143169,11:06:00,5,NA,NA,NA,yes,30,600,10,80,10,80,0,0,0,0,NA,NA,SEMSP,NA,NA
DE288N1,DE288,1,targeted,50.243773,-125.397476,07:00:00,9,NA,NA,NA,yes,30,400,10,40,8,20,0,0,0,1,NA,NA,SEMSP,NA,NA
DE290N2,DE290,2,targeted,50.304166,-125.333511,12:32:00,5,NA,NA,NA,yes,30,200,9,9,10,13,0,0,4,4,NA,NA,SEMSP,NA,NA
DE290N1,DE290,1,targeted,50.304166,-125.333511,11:30:00,5,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,SEMSP,"Caught net on bottom, abandoned set to free net.",NA
DE292N1,DE292,1,targeted,50.308769,-125.326765,07:47:00,0,NA,NA,NA,yes,30,200,3,3,10,60,0,0,0,0,NA,NA,SEMSP,NA,NA
