sample_id,sample_type,sample_subtype,ufn,sample_comments,analyzing_lab,sample_quality_flag,sample_quality_log
S681SL1,sealice_id,finescale,U681,NA,LPortner,AV,NA
S673SL1,sealice_id,finescale,U673,1 Cal Chal B male missing tail,LPortner,AV,NA
S665SL1,sealice_id,finescale,U665,NA,LPortner,AV,NA
S666SL1,sealice_id,finescale,U666,NA,LPortner,AV,NA
S682SL1,sealice_id,finescale,U682,NA,LPortner,AV,NA
S674SL1,sealice_id,finescale,U674,NA,LPortner,AV,NA
S668SL1,sealice_id,finescale,U668,NA,LPortner,AV,NA
S676SL1,sealice_id,finescale,U676,NA,LPortner,AV,NA
S677SL1,sealice_id,finescale,U677,NA,LPortner,AV,NA
S685SL1,sealice_id,finescale,U685,NA,LPortner,AV,NA
S678SL1,sealice_id,finescale,U678,NA,LPortner,AV,NA
S669SL1,sealice_id,finescale,U669,NA,LPortner,AV,NA
S627SL1,sealice_id,finescale,U627,NA,LPortner,AV,NA
S670SL1,sealice_id,finescale,U670,NA,LPortner,AV,NA
S686SL1,sealice_id,finescale,U686,NA,LPortner,AV,NA
S687SL1,sealice_id,finescale,U687,NA,LPortner,AV,NA
S628SL1,sealice_id,finescale,U628,NA,LPortner,AV,NA
S704SL1,sealice_id,finescale,U704,NA,LPortner,AV,NA
S711SL1,sealice_id,finescale,U711,NA,LPortner,AV,NA
S705SL1,sealice_id,finescale,U705,NA,LPortner,AV,NA
S721SL1,sealice_id,finescale,U721,NA,LPortner,AV,NA
S722SL1,sealice_id,finescale,U722,NA,LPortner,AV,NA
S706SL1,sealice_id,finescale,U706,NA,LPortner,AV,NA
S712SL1,sealice_id,finescale,U712,NA,LPortner,AV,NA
S723SL1,sealice_id,finescale,U723,NA,LPortner,AV,NA
S707SL1,sealice_id,finescale,U707,NA,LPortner,AV,NA
S630SL1,sealice_id,finescale,U630,NA,LPortner,AV,NA
S724SL1,sealice_id,finescale,U724,NA,LPortner,AV,NA
S708SL1,sealice_id,finescale,U708,NA,LPortner,AV,NA
S714SL1,sealice_id,finescale,U714,NA,LPortner,AV,NA
S717SL1,sealice_id,finescale,U717,NA,LPortner,AV,NA
S781SL1,sealice_id,finescale,U781,NA,LPortner,AV,NA
S754SL1,sealice_id,finescale,U754,NA,LPortner,AV,NA
S782SL1,sealice_id,finescale,U782,NA,LPortner,AV,NA
S719SL1,sealice_id,finescale,U719,NA,LPortner,AV,NA
S783SL1,sealice_id,finescale,U783,NA,LPortner,AV,NA
S734SL1,sealice_id,finescale,U734,NA,LPortner,AV,NA
S720SL1,sealice_id,finescale,U720,NA,LPortner,AV,NA
S784SL1,sealice_id,finescale,U784,NA,LPortner,AV,NA
S761SL1,sealice_id,finescale,U761,NA,LPortner,AV,NA
S735SL1,sealice_id,finescale,U735,NA,LPortner,AV,NA
S785SL1,sealice_id,finescale,U785,NA,LPortner,AV,NA
S762SL1,sealice_id,finescale,U762,NA,LPortner,AV,NA
S736SL1,sealice_id,finescale,U736,NA,LPortner,AV,NA
S786SL1,sealice_id,finescale,U786,NA,LPortner,AV,NA
S737SL1,sealice_id,finescale,U737,NA,LPortner,AV,NA
S763SL1,sealice_id,finescale,U763,NA,LPortner,AV,NA
S738SL1,sealice_id,finescale,U738,NA,LPortner,AV,NA
S787SL1,sealice_id,finescale,U787,NA,LPortner,AV,NA
S764SL1,sealice_id,finescale,U764,NA,LPortner,AV,NA
S739SL1,sealice_id,finescale,U739,NA,LPortner,AV,NA
S788SL1,sealice_id,finescale,U788,NA,LPortner,AV,NA
S765SL1,sealice_id,finescale,U765,NA,LPortner,AV,NA
S740SL1,sealice_id,finescale,U740,NA,LPortner,AV,NA
S789SL1,sealice_id,finescale,U789,NA,LPortner,AV,NA
S766SL1,sealice_id,finescale,U766,NA,LPortner,AV,NA
S790SL1,sealice_id,finescale,U790,NA,LPortner,AV,NA
S792SL1,sealice_id,finescale,U792,NA,LPortner,AV,NA
S777SL1,sealice_id,finescale,U777,NA,LPortner,AV,NA
S778SL1,sealice_id,finescale,U778,NA,LPortner,AV,NA
S779SL1,sealice_id,finescale,U779,NA,LPortner,AV,NA
S804SL1,sealice_id,finescale,U804,NA,LPortner,AV,NA
S797SL1,sealice_id,finescale,U797,NA,LPortner,AV,NA
S805SL1,sealice_id,finescale,U805,NA,LPortner,AV,NA
S780SL1,sealice_id,finescale,U780,NA,LPortner,AV,NA
S798SL1,sealice_id,finescale,U798,NA,LPortner,AV,NA
S799SL1,sealice_id,finescale,U799,NA,LPortner,AV,NA
S756SL1,sealice_id,finescale,U756,NA,LPortner,AV,NA
S811SL1,sealice_id,finescale,U811,NA,LPortner,AV,NA
S807SL1,sealice_id,finescale,U807,NA,LPortner,AV,NA
S808SL1,sealice_id,finescale,U808,NA,LPortner,AV,NA
S812SL1,sealice_id,finescale,U812,NA,LPortner,AV,NA
S758SL1,sealice_id,finescale,U758,NA,LPortner,AV,NA
S814SL1,sealice_id,finescale,U814,NA,LPortner,AV,NA
S810SL1,sealice_id,finescale,U810,NA,LPortner,AV,NA
S809SL1,sealice_id,finescale,U809,NA,LPortner,AV,NA
S815SL1,sealice_id,finescale,U815,NA,LPortner,AV,NA
S800SL1,sealice_id,finescale,U800,NA,LPortner,AV,NA
S821SL1,sealice_id,finescale,U821,NA,LPortner,AV,NA
S822SL1,sealice_id,finescale,U822,NA,LPortner,AV,NA
S816SL1,sealice_id,finescale,U816,NA,LPortner,AV,NA
S831SL1,sealice_id,finescale,U831,NA,LPortner,AV,NA
S835SL1,sealice_id,finescale,U835,NA,LPortner,AV,NA
S836SL1,sealice_id,finescale,U836,NA,LPortner,AV,NA
S841SL1,sealice_id,finescale,U841,NA,LPortner,AV,NA
S837SL1,sealice_id,finescale,U837,NA,LPortner,AV,NA
S842SL1,sealice_id,finescale,U842,NA,LPortner,AV,NA
S843SL1,sealice_id,finescale,U843,NA,LPortner,AV,NA
S838SL1,sealice_id,finescale,U838,NA,LPortner,AV,NA
S844SL1,sealice_id,finescale,U844,NA,LPortner,AV,NA
S840SL1,sealice_id,finescale,U840,NA,LPortner,AV,NA
S846SL1,sealice_id,finescale,U846,NA,LPortner,AV,NA
S861SL1,sealice_id,finescale,U861,NA,LPortner,AV,NA
S826SL1,sealice_id,finescale,U826,NA,LPortner,AV,NA
S847SL1,sealice_id,finescale,U847,NA,LPortner,AV,NA
S864SL1,sealice_id,finescale,U864,NA,LPortner,AV,NA
S849SL1,sealice_id,finescale,U849,NA,LPortner,AV,NA
S850SL1,sealice_id,finescale,U850,NA,LPortner,AV,NA
S866SL1,sealice_id,finescale,U866,NA,LPortner,AV,NA
S881SL1,sealice_id,finescale,U881,NA,LPortner,AV,NA
S867SL1,sealice_id,finescale,U867,NA,LPortner,AV,NA
S868SL1,sealice_id,finescale,U868,NA,LPortner,AV,NA
S869SL1,sealice_id,finescale,U869,NA,LPortner,AV,NA
S882SL1,sealice_id,finescale,U882,NA,LPortner,AV,NA
S870SL1,sealice_id,finescale,U870,NA,LPortner,AV,NA
S883SL1,sealice_id,finescale,U883,NA,LPortner,AV,NA
S891SL1,sealice_id,finescale,U891,NA,LPortner,AV,NA
S884SL1,sealice_id,finescale,U884,NA,LPortner,AV,NA
S922SL1,sealice_id,finescale,U922,NA,LPortner,AV,NA
S912SL1,sealice_id,finescale,U912,NA,LPortner,AV,NA
S907SL1,sealice_id,finescale,U907,NA,LPortner,AV,NA
S914SL1,sealice_id,finescale,U914,NA,LPortner,AV,NA
S908SL1,sealice_id,finescale,U908,NA,LPortner,AV,NA
S876SL1,sealice_id,finescale,U876,NA,LPortner,AV,NA
S909SL1,sealice_id,finescale,U909,NA,LPortner,AV,NA
S877SL1,sealice_id,finescale,U877,NA,LPortner,AV,NA
S915SL1,sealice_id,finescale,U915,NA,LPortner,AV,NA
S910SL1,sealice_id,finescale,U910,NA,LPortner,AV,NA
S854SL1,sealice_id,finescale,U854,NA,LPortner,AV,NA
S878SL1,sealice_id,finescale,U878,NA,LPortner,AV,NA
S931SL1,sealice_id,finescale,U931,NA,LPortner,AV,NA
S932SL1,sealice_id,finescale,U932,NA,LPortner,AV,NA
S855SL1,sealice_id,finescale,U855,NA,LPortner,AV,NA
S916SL1,sealice_id,finescale,U916,NA,LPortner,AV,NA
S933SL1,sealice_id,finescale,U933,NA,LPortner,AV,NA
S934SL1,sealice_id,finescale,U934,NA,LPortner,AV,NA
S879SL1,sealice_id,finescale,U879,NA,LPortner,AV,NA
S917SL1,sealice_id,finescale,U917,NA,LPortner,AV,NA
S880SL1,sealice_id,finescale,U880,NA,LPortner,AV,NA
S935SL1,sealice_id,finescale,U935,NA,LPortner,AV,NA
S918SL1,sealice_id,finescale,U918,NA,LPortner,AV,NA
S936SL1,sealice_id,finescale,U936,NA,LPortner,AV,NA
S921SL1,sealice_id,finescale,U921,NA,LPortner,AV,NA
S919SL1,sealice_id,finescale,U919,NA,LPortner,AV,NA
S920SL1,sealice_id,finescale,U920,NA,LPortner,AV,NA
S923SL1,sealice_id,finescale,U923,NA,LPortner,AV,NA
S856SL1,sealice_id,finescale,U856,NA,LPortner,AV,NA
S937SL1,sealice_id,finescale,U937,NA,LPortner,AV,NA
S938SL1,sealice_id,finescale,U938,NA,LPortner,AV,NA
S924SL1,sealice_id,finescale,U924,NA,LPortner,AV,NA
S857SL1,sealice_id,finescale,U857,NA,LPortner,AV,NA
S939SL1,sealice_id,finescale,U939,NA,LPortner,AV,NA
S925SL1,sealice_id,finescale,U925,NA,LPortner,AV,NA
S858SL1,sealice_id,finescale,U858,NA,LPortner,AV,NA
S926SL1,sealice_id,finescale,U926,NA,LPortner,AV,NA
S859SL1,sealice_id,finescale,U859,NA,LPortner,AV,NA
S927SL1,sealice_id,finescale,U927,NA,LPortner,AV,NA
S961SL1,sealice_id,finescale,U961,NA,LPortner,AV,NA
S860SL1,sealice_id,finescale,U860,NA,LPortner,AV,NA
S928SL1,sealice_id,finescale,U928,NA,LPortner,AV,NA
S963SL1,sealice_id,finescale,U963,NA,LPortner,AV,NA
S943SL1,sealice_id,finescale,U943,NA,LPortner,AV,NA
S966SL1,sealice_id,finescale,U966,NA,LPortner,AV,NA
S953SL1,sealice_id,finescale,U953,Lep chal A retained but got a bit squished,LPortner,AV,NA
S967SL1,sealice_id,finescale,U967,NA,LPortner,AV,NA
S930SL1,sealice_id,finescale,U930,NA,LPortner,AV,NA
S954SL1,sealice_id,finescale,U954,NA,LPortner,AV,NA
S955SL1,sealice_id,finescale,U955,NA,LPortner,AV,NA
S968SL1,sealice_id,finescale,U968,NA,LPortner,AV,NA
S981SL1,sealice_id,finescale,U981,NA,LPortner,AV,NA
S982SL1,sealice_id,finescale,U982,NA,LPortner,AV,NA
S969SL1,sealice_id,finescale,U969,NA,LPortner,AV,NA
S956SL1,sealice_id,finescale,U956,NA,LPortner,AV,NA
S957SL1,sealice_id,finescale,U957,NA,LPortner,AV,NA
S983SL1,sealice_id,finescale,U983,NA,LPortner,AV,NA
S970SL1,sealice_id,finescale,U970,NA,LPortner,AV,NA
S944SL1,sealice_id,finescale,U944,NA,LPortner,AV,NA
S991SL1,sealice_id,finescale,U991,NA,LPortner,AV,NA
S984SL1,sealice_id,finescale,U984,Louse vial dropped,LPortner,AV,NA
S945SL1,sealice_id,finescale,U945,NA,LPortner,AV,NA
S993SL1,sealice_id,finescale,U993,NA,LPortner,AV,NA
S958SL1,sealice_id,finescale,U958,NA,LPortner,AV,NA
S960SL1,sealice_id,finescale,U960,NA,LPortner,AV,NA
S1011SL1,sealice_id,finescale,U1011,NA,LPortner,AV,NA
S999SL1,sealice_id,finescale,U999,NA,LPortner,AV,NA
S1005SL1,sealice_id,finescale,U1005,NA,LPortner,AV,NA
S1006SL1,sealice_id,finescale,U1006,NA,LPortner,AV,NA
S1013SL1,sealice_id,finescale,U1013,NA,LPortner,AV,NA
S1014SL1,sealice_id,finescale,U1014,NA,LPortner,AV,NA
S947SL1,sealice_id,finescale,U947,NA,LPortner,AV,NA
S948SL1,sealice_id,finescale,U948,NA,LPortner,AV,NA
S1021SL1,sealice_id,finescale,U1021,NA,LPortner,AV,NA
S949SL1,sealice_id,finescale,U949,NA,LPortner,AV,NA
S1007SL1,sealice_id,finescale,U1007,NA,LPortner,AV,NA
S950SL1,sealice_id,finescale,U950,NA,LPortner,AV,NA
S1022SL1,sealice_id,finescale,U1022,NA,LPortner,AV,NA
S1008SL1,sealice_id,finescale,U1008,NA,LPortner,AV,NA
S1015SL1,sealice_id,finescale,U1015,NA,LPortner,AV,NA
S1009SL1,sealice_id,finescale,U1009,NA,LPortner,AV,NA
S1031SL1,sealice_id,finescale,U1031,NA,LPortner,AV,NA
S1016SL1,sealice_id,finescale,U1016,NA,LPortner,AV,NA
S1010SL1,sealice_id,finescale,U1010,NA,LPortner,AV,NA
S1032SL1,sealice_id,finescale,U1032,NA,LPortner,AV,NA
S1017SL1,sealice_id,finescale,U1017,NA,LPortner,AV,NA
S1041SL1,sealice_id,finescale,U1041,NA,LPortner,AV,NA
S1033SL1,sealice_id,finescale,U1033,NA,LPortner,AV,NA
S1028SL1,sealice_id,finescale,U1028,NA,LPortner,AV,NA
S1053SL1,sealice_id,finescale,U1053,NA,LPortner,AV,NA
S1034SL1,sealice_id,finescale,U1034,NA,LPortner,AV,NA
S1052SL1,sealice_id,finescale,U1052,NA,LPortner,AV,NA
S1054SL1,sealice_id,finescale,U1054,NA,LPortner,AV,NA
S1035SL1,sealice_id,finescale,U1035,NA,LPortner,AV,NA
S68SL1,sealice_id,finescale,U68,NA,LPortner,AV,NA
S59SL1,sealice_id,finescale,U59,"One louse on dorsal fin damaged put into vial, likely Chal B stage",LPortner,AV,NA
S78SL1,sealice_id,finescale,U78,NA,LPortner,AV,NA
S69SL1,sealice_id,finescale,U69,NA,LPortner,AV,NA
S70SL1,sealice_id,finescale,U70,NA,LPortner,AV,NA
S60SL1,sealice_id,finescale,U60,NA,LPortner,AV,NA
S91SL1,sealice_id,finescale,U91,NA,LPortner,AV,NA
S101SL1,sealice_id,finescale,U101,NA,LPortner,AV,NA
S79SL1,sealice_id,finescale,U79,NA,LPortner,AV,NA
S92SL1,sealice_id,finescale,U92,NA,LPortner,AV,NA
