ufn,sample_type,sample_id,sample_comments,analyzing_lab
U5287,fatty_acid,S5287FA1,NA,NA
U5288,fatty_acid,S5288FA1,NA,NA
U5289,fatty_acid,S5289FA1,NA,NA
U5290,fatty_acid,S5290FA1,NA,NA
U5291,fatty_acid,S5291FA1,NA,NA
U5292,fatty_acid,S5292FA1,NA,NA
U5293,fatty_acid,S5293FA1,NA,NA
U5294,fatty_acid,S5294FA1,NA,NA
U5295,fatty_acid,S5295FA1,NA,NA
U5296,fatty_acid,S5296FA1,NA,NA
U5258,fatty_acid,S5258FA1,NA,NA
U5259,fatty_acid,S5259FA1,NA,NA
U5260,fatty_acid,S5260FA1,NA,NA
U5261,fatty_acid,S5261FA1,NA,NA
U5274,fatty_acid,S5274FA1,NA,NA
U5275,fatty_acid,S5275FA1,NA,NA
U5276,fatty_acid,S5276FA1,NA,NA
U5277,fatty_acid,S5277FA1,NA,NA
U5278,fatty_acid,S5278FA1,NA,NA
U5279,fatty_acid,S5279FA1,NA,NA
U5280,fatty_acid,S5280FA1,NA,NA
U5281,fatty_acid,S5281FA1,NA,NA
U5282,fatty_acid,S5282FA1,NA,NA
U5283,fatty_acid,S5283FA1,NA,NA
U5284,fatty_acid,S5284FA1,NA,NA
U5285,fatty_acid,S5285FA1,NA,NA
U5286,fatty_acid,S5286FA1,NA,NA
U5337,fatty_acid,S5337FA1,NA,NA
U5338,fatty_acid,S5338FA1,NA,NA
U5339,fatty_acid,S5339FA1,NA,NA
U5340,fatty_acid,S5340FA1,NA,NA
U5297,fatty_acid,S5297FA1,NA,NA
U5298,fatty_acid,S5298FA1,NA,NA
U5299,fatty_acid,S5299FA1,NA,NA
U5300,fatty_acid,S5300FA1,NA,NA
U5301,fatty_acid,S5301FA1,NA,NA
U5327,fatty_acid,S5327FA1,NA,NA
U5328,fatty_acid,S5328FA1,NA,NA
U5329,fatty_acid,S5329FA1,NA,NA
U5330,fatty_acid,S5330FA1,NA,NA
U5331,fatty_acid,S5331FA1,NA,NA
U5332,fatty_acid,S5332FA1,NA,NA
U5333,fatty_acid,S5333FA1,NA,NA
U5334,fatty_acid,S5334FA1,NA,NA
U5335,fatty_acid,S5335FA1,NA,NA
U5336,fatty_acid,S5336FA1,NA,NA
U5362,fatty_acid,S5362FA1,NA,NA
U5363,fatty_acid,S5363FA1,NA,NA
U5364,fatty_acid,S5364FA1,NA,NA
U5365,fatty_acid,S5365FA1,NA,NA
U5366,fatty_acid,S5366FA1,NA,NA
U5367,fatty_acid,S5367FA1,NA,NA
U5368,fatty_acid,S5368FA1,NA,NA
U5369,fatty_acid,S5369FA1,NA,NA
U5370,fatty_acid,S5370FA1,NA,NA
U5371,fatty_acid,S5371FA1,NA,NA
U5372,fatty_acid,S5372FA1,NA,NA
U5373,fatty_acid,S5373FA1,NA,NA
U5374,fatty_acid,S5374FA1,NA,NA
U5375,fatty_acid,S5375FA1,NA,NA
U5376,fatty_acid,S5376FA1,NA,NA
U5377,fatty_acid,S5377FA1,NA,NA
U5378,fatty_acid,S5378FA1,NA,NA
U5379,fatty_acid,S5379FA1,NA,NA
U5380,fatty_acid,S5380FA1,NA,NA
U5381,fatty_acid,S5381FA1,NA,NA
U5382,fatty_acid,S5382FA1,NA,NA
U5383,fatty_acid,S5383FA1,NA,NA
U5384,fatty_acid,S5384FA1,NA,NA
U5385,fatty_acid,S5385FA1,NA,NA
U5386,fatty_acid,S5386FA1,NA,NA
U5387,fatty_acid,S5387FA1,NA,NA
U5388,fatty_acid,S5388FA1,NA,NA
U5341,fatty_acid,S5341FA1,NA,NA
U5342,fatty_acid,S5342FA1,NA,NA
U5343,fatty_acid,S5343FA1,NA,NA
U5344,fatty_acid,S5344FA1,NA,NA
U5345,fatty_acid,S5345FA1,NA,NA
U5346,fatty_acid,S5346FA1,NA,NA
U5347,fatty_acid,S5347FA1,NA,NA
U5348,fatty_acid,S5348FA1,NA,NA
U5349,fatty_acid,S5349FA1,NA,NA
U5350,fatty_acid,S5350FA1,NA,NA
U5351,fatty_acid,S5351FA1,NA,NA
U5352,fatty_acid,S5352FA1,NA,NA
U5353,fatty_acid,S5353FA1,NA,NA
U5354,fatty_acid,S5354FA1,NA,NA
U5355,fatty_acid,S5355FA1,NA,NA
U5356,fatty_acid,S5356FA1,NA,NA
U5302,fatty_acid,S5302FA1,NA,NA
U5303,fatty_acid,S5303FA1,NA,NA
U5304,fatty_acid,S5304FA1,NA,NA
U5305,fatty_acid,S5305FA1,NA,NA
U5306,fatty_acid,S5306FA1,NA,NA
U5307,fatty_acid,S5307FA1,NA,NA
U5308,fatty_acid,S5308FA1,NA,NA
U5309,fatty_acid,S5309FA1,NA,NA
U5310,fatty_acid,S5310FA1,NA,NA
U5311,fatty_acid,S5311FA1,NA,NA
U5312,fatty_acid,S5312FA1,NA,NA
U5313,fatty_acid,S5313FA1,NA,NA
U5314,fatty_acid,S5314FA1,NA,NA
U5357,fatty_acid,S5357FA1,NA,NA
U5358,fatty_acid,S5358FA1,NA,NA
U5359,fatty_acid,S5359FA1,NA,NA
U5360,fatty_acid,S5360FA1,NA,NA
U5361,fatty_acid,S5361FA1,NA,NA
U5412,fatty_acid,S5412FA1,NA,NA
U5413,fatty_acid,S5413FA1,NA,NA
U5414,fatty_acid,S5414FA1,NA,NA
U5415,fatty_acid,S5415FA1,NA,NA
U5416,fatty_acid,S5416FA1,NA,NA
U5417,fatty_acid,S5417FA1,NA,NA
U5418,fatty_acid,S5418FA1,NA,NA
U5419,fatty_acid,S5419FA1,NA,NA
U5420,fatty_acid,S5420FA1,NA,NA
U5421,fatty_acid,S5421FA1,NA,NA
U5389,fatty_acid,S5389FA1,NA,NA
U5390,fatty_acid,S5390FA1,NA,NA
U5391,fatty_acid,S5391FA1,NA,NA
U5392,fatty_acid,S5392FA1,NA,NA
U5393,fatty_acid,S5393FA1,NA,NA
U5394,fatty_acid,S5394FA1,NA,NA
U5395,fatty_acid,S5395FA1,NA,NA
U5396,fatty_acid,S5396FA1,NA,NA
U5397,fatty_acid,S5397FA1,NA,NA
U5398,fatty_acid,S5398FA1,NA,NA
U5399,fatty_acid,S5399FA1,NA,NA
U5400,fatty_acid,S5400FA1,NA,NA
U5401,fatty_acid,S5401FA1,NA,NA
U5402,fatty_acid,S5402FA1,NA,NA
U5403,fatty_acid,S5403FA1,NA,NA
U5404,fatty_acid,S5404FA1,NA,NA
U5405,fatty_acid,S5405FA1,NA,NA
U5315,fatty_acid,S5315FA1,NA,NA
U5316,fatty_acid,S5316FA1,NA,NA
U5317,fatty_acid,S5317FA1,NA,NA
U5318,fatty_acid,S5318FA1,NA,NA
U5319,fatty_acid,S5319FA1,NA,NA
U5320,fatty_acid,S5320FA1,NA,NA
U5321,fatty_acid,S5321FA1,NA,NA
U5406,fatty_acid,S5406FA1,NA,NA
U5407,fatty_acid,S5407FA1,NA,NA
U5408,fatty_acid,S5408FA1,NA,NA
U5409,fatty_acid,S5409FA1,NA,NA
U5410,fatty_acid,S5410FA1,NA,NA
U5411,fatty_acid,S5411FA1,NA,NA
U5437,fatty_acid,S5437FA1,NA,NA
U5438,fatty_acid,S5438FA1,NA,NA
U5439,fatty_acid,S5439FA1,NA,NA
U5440,fatty_acid,S5440FA1,NA,NA
U5441,fatty_acid,S5441FA1,NA,NA
U5442,fatty_acid,S5442FA1,NA,NA
U5443,fatty_acid,S5443FA1,NA,NA
U5444,fatty_acid,S5444FA1,NA,NA
U5445,fatty_acid,S5445FA1,NA,NA
U5446,fatty_acid,S5446FA1,NA,NA
U5447,fatty_acid,S5447FA1,NA,NA
U5448,fatty_acid,S5448FA1,NA,NA
U5449,fatty_acid,S5449FA1,NA,NA
U16798,fatty_acid,S16798FA1,NA,NA
U16797,fatty_acid,S16797FA1,NA,NA
U16800,fatty_acid,S16800FA1,NA,NA
U16795,fatty_acid,S16795FA1,NA,NA
U16793,fatty_acid,S16793FA1,NA,NA
U16796,fatty_acid,S16796FA1,NA,NA
U16799,fatty_acid,S16799FA1,NA,NA
U16794,fatty_acid,S16794FA1,NA,NA
U16792,fatty_acid,S16792FA1,NA,NA
U16791,fatty_acid,S16791FA1,NA,NA
U5422,fatty_acid,S5422FA1,NA,NA
U5423,fatty_acid,S5423FA1,NA,NA
U5424,fatty_acid,S5424FA1,NA,NA
U5425,fatty_acid,S5425FA1,NA,NA
U5426,fatty_acid,S5426FA1,NA,NA
U5427,fatty_acid,S5427FA1,NA,NA
U5428,fatty_acid,S5428FA1,NA,NA
U5429,fatty_acid,S5429FA1,NA,NA
U5430,fatty_acid,S5430FA1,NA,NA
U5431,fatty_acid,S5431FA1,NA,NA
U5432,fatty_acid,S5432FA1,NA,NA
U5433,fatty_acid,S5433FA1,NA,NA
U5434,fatty_acid,S5434FA1,NA,NA
U5435,fatty_acid,S5435FA1,NA,NA
U5436,fatty_acid,S5436FA1,NA,NA
U5462,fatty_acid,S5462FA1,NA,NA
U5463,fatty_acid,S5463FA1,NA,NA
U5464,fatty_acid,S5464FA1,NA,NA
U5465,fatty_acid,S5465FA1,NA,NA
U5466,fatty_acid,S5466FA1,NA,NA
U16753,fatty_acid,S16753FA1,NA,NA
U16751,fatty_acid,S16751FA1,NA,NA
U16752,fatty_acid,S16752FA1,NA,NA
U16756,fatty_acid,S16756FA1,NA,NA
U16754,fatty_acid,S16754FA1,NA,NA
U16755,fatty_acid,S16755FA1,NA,NA
U16757,fatty_acid,S16757FA1,NA,NA
U16758,fatty_acid,S16758FA1,NA,NA
U16701,fatty_acid,S16701FA1,NA,NA
U16702,fatty_acid,S16702FA1,NA,NA
U16703,fatty_acid,S16703FA1,NA,NA
U16705,fatty_acid,S16705FA1,NA,NA
U16704,fatty_acid,S16704FA1,NA,NA
U16706,fatty_acid,S16706FA1,NA,NA
U16893,fatty_acid,S16893FA1,NA,NA
U16897,fatty_acid,S16897FA1,NA,NA
U16891,fatty_acid,S16891FA1,NA,NA
U16892,fatty_acid,S16892FA1,NA,NA
U16899,fatty_acid,S16899FA1,NA,NA
U16900,fatty_acid,S16900FA1,NA,NA
U16896,fatty_acid,S16896FA1,NA,NA
U16894,fatty_acid,S16894FA1,NA,NA
U16895,fatty_acid,S16895FA1,NA,NA
U16898,fatty_acid,S16898FA1,NA,NA
U16761,fatty_acid,S16761FA1,NA,NA
U16766,fatty_acid,S16766FA1,NA,NA
U16763,fatty_acid,S16763FA1,NA,NA
U16765,fatty_acid,S16765FA1,NA,NA
U16767,fatty_acid,S16767FA1,NA,NA
U16762,fatty_acid,S16762FA1,NA,NA
U16764,fatty_acid,S16764FA1,NA,NA
U16707,fatty_acid,S16707FA1,NA,NA
U16708,fatty_acid,S16708FA1,NA,NA
U16709,fatty_acid,S16709FA1,NA,NA
U16710,fatty_acid,S16710FA1,NA,NA
U16921,fatty_acid,S16921FA1,NA,NA
U16922,fatty_acid,S16922FA1,NA,NA
U16923,fatty_acid,S16923FA1,NA,NA
U17351,fatty_acid,S17351FA1,NA,NA
U17352,fatty_acid,S17352FA1,NA,NA
U17353,fatty_acid,S17353FA1,NA,NA
U17354,fatty_acid,S17354FA1,NA,NA
U17355,fatty_acid,S17355FA1,NA,NA
U17356,fatty_acid,S17356FA1,NA,NA
U17357,fatty_acid,S17357FA1,NA,NA
U17358,fatty_acid,S17358FA1,NA,NA
U17359,fatty_acid,S17359FA1,NA,NA
U17360,fatty_acid,S17360FA1,NA,NA
U16954,fatty_acid,S16954FA1,NA,NA
U16953,fatty_acid,S16953FA1,NA,NA
U16952,fatty_acid,S16952FA1,NA,NA
U16951,fatty_acid,S16951FA1,NA,NA
U16955,fatty_acid,S16955FA1,NA,NA
U17429,fatty_acid,S17429FA1,NA,JGarzke_UBC
U17425,fatty_acid,S17425FA1,NA,JGarzke_UBC
U17422,fatty_acid,S17422FA1,NA,JGarzke_UBC
U17423,fatty_acid,S17423FA1,NA,JGarzke_UBC
U17426,fatty_acid,S17426FA1,NA,JGarzke_UBC
U17421,fatty_acid,S17421FA1,NA,JGarzke_UBC
U17430,fatty_acid,S17430FA1,NA,JGarzke_UBC
U17424,fatty_acid,S17424FA1,NA,JGarzke_UBC
U17427,fatty_acid,S17427FA1,NA,JGarzke_UBC
U17428,fatty_acid,S17428FA1,NA,JGarzke_UBC
U17197,fatty_acid,S17197FA1,NA,JGarzke_UBC
U17198,fatty_acid,S17198FA1,NA,JGarzke_UBC
U17199,fatty_acid,S17199FA1,NA,JGarzke_UBC
U17192,fatty_acid,S17192FA1,NA,JGarzke_UBC
U17191,fatty_acid,S17191FA1,NA,JGarzke_UBC
U17193,fatty_acid,S17193FA1,NA,JGarzke_UBC
U17196,fatty_acid,S17196FA1,NA,JGarzke_UBC
U17195,fatty_acid,S17195FA1,NA,JGarzke_UBC
U17194,fatty_acid,S17194FA1,NA,JGarzke_UBC
U17200,fatty_acid,S17200FA1,NA,JGarzke_UBC
U16992,fatty_acid,S16992FA1,NA,NA
U16993,fatty_acid,S16993FA1,NA,NA
U16931,fatty_acid,S16931FA1,NA,NA
U16932,fatty_acid,S16932FA1,NA,NA
U16933,fatty_acid,S16933FA1,NA,NA
U16934,fatty_acid,S16934FA1,NA,NA
U16935,fatty_acid,S16935FA1,NA,NA
U16936,fatty_acid,S16936FA1,NA,NA
U16937,fatty_acid,S16937FA1,NA,NA
U17941,fatty_acid,S17941FA1,NA,NA
U17942,fatty_acid,S17942FA1,NA,NA
U17943,fatty_acid,S17943FA1,NA,NA
U17944,fatty_acid,S17944FA1,NA,NA
U17411,fatty_acid,S17411FA1,NA,JGarzke_UBC
U17412,fatty_acid,S17412FA1,NA,JGarzke_UBC
U17413,fatty_acid,S17413FA1,NA,JGarzke_UBC
U17414,fatty_acid,S17414FA1,NA,JGarzke_UBC
U17415,fatty_acid,S17415FA1,NA,JGarzke_UBC
U17416,fatty_acid,S17416FA1,NA,JGarzke_UBC
U16881,fatty_acid,S16881FA1,NA,NA
U16882,fatty_acid,S16882FA1,NA,NA
U16998,fatty_acid,S16998FA1,NA,NA
U17000,fatty_acid,S17000FA1,NA,NA
U16996,fatty_acid,S16996FA1,NA,NA
U16994,fatty_acid,S16994FA1,NA,NA
U16999,fatty_acid,S16999FA1,NA,NA
U16997,fatty_acid,S16997FA1,NA,NA
U16991,fatty_acid,S16991FA1,NA,NA
U16995,fatty_acid,S16995FA1,NA,NA
U17265,fatty_acid,S17265FA1,NA,NA
U17264,fatty_acid,S17264FA1,NA,NA
U17263,fatty_acid,S17263FA1,NA,NA
U17270,fatty_acid,S17270FA1,NA,NA
U17262,fatty_acid,S17262FA1,NA,NA
U17261,fatty_acid,S17261FA1,NA,NA
U17266,fatty_acid,S17266FA1,NA,NA
U17267,fatty_acid,S17267FA1,NA,NA
U17268,fatty_acid,S17268FA1,NA,NA
U17269,fatty_acid,S17269FA1,NA,NA
U17233,fatty_acid,S17233FA1,NA,NA
U16883,fatty_acid,S16883FA1,NA,NA
U16884,fatty_acid,S16884FA1,NA,NA
U16885,fatty_acid,S16885FA1,NA,NA
U16889,fatty_acid,S16889FA1,NA,NA
U16886,fatty_acid,S16886FA1,NA,NA
U16887,fatty_acid,S16887FA1,NA,NA
U16888,fatty_acid,S16888FA1,NA,NA
U16890,fatty_acid,S16890FA1,NA,NA
U16291,fatty_acid,S16291FA1,NA,JGarzke_UBC
U16292,fatty_acid,S16292FA1,NA,JGarzke_UBC
U16293,fatty_acid,S16293FA1,NA,JGarzke_UBC
U16294,fatty_acid,S16294FA1,NA,JGarzke_UBC
U16295,fatty_acid,S16295FA1,NA,JGarzke_UBC
U16296,fatty_acid,S16296FA1,NA,JGarzke_UBC
U16297,fatty_acid,S16297FA1,NA,JGarzke_UBC
U16298,fatty_acid,S16298FA1,NA,JGarzke_UBC
U16511,fatty_acid,S16511FA1,NA,NA
U16512,fatty_acid,S16512FA1,NA,NA
U17231,fatty_acid,S17231FA1,NA,NA
U17235,fatty_acid,S17235FA1,NA,NA
U17237,fatty_acid,S17237FA1,NA,NA
U17238,fatty_acid,S17238FA1,NA,NA
U17234,fatty_acid,S17234FA1,NA,NA
U17232,fatty_acid,S17232FA1,NA,NA
U17240,fatty_acid,S17240FA1,NA,NA
U17239,fatty_acid,S17239FA1,NA,NA
U17236,fatty_acid,S17236FA1,NA,NA
U17092,fatty_acid,S17092FA1,NA,NA
U17099,fatty_acid,S17099FA1,NA,NA
U17100,fatty_acid,S17100FA1,NA,NA
U17097,fatty_acid,S17097FA1,NA,NA
U17098,fatty_acid,S17098FA1,NA,NA
U17091,fatty_acid,S17091FA1,NA,NA
U16513,fatty_acid,S16513FA1,NA,NA
U16514,fatty_acid,S16514FA1,NA,NA
U16515,fatty_acid,S16515FA1,NA,NA
U16516,fatty_acid,S16516FA1,NA,NA
U16517,fatty_acid,S16517FA1,NA,NA
U16518,fatty_acid,S16518FA1,NA,NA
U16519,fatty_acid,S16519FA1,NA,NA
U16520,fatty_acid,S16520FA1,NA,NA
U16011,fatty_acid,S16011FA1,NA,NA
U16012,fatty_acid,S16012FA1,NA,NA
U16013,fatty_acid,S16013FA1,NA,NA
U16014,fatty_acid,S16014FA1,NA,NA
U16015,fatty_acid,S16015FA1,NA,NA
U16016,fatty_acid,S16016FA1,NA,NA
U16017,fatty_acid,S16017FA1,NA,NA
U16018,fatty_acid,S16018FA1,NA,NA
U16019,fatty_acid,S16019FA1,NA,NA
U16020,fatty_acid,S16020FA1,NA,NA
U17095,fatty_acid,S17095FA1,NA,NA
U17096,fatty_acid,S17096FA1,NA,NA
U17094,fatty_acid,S17094FA1,NA,NA
U17093,fatty_acid,S17093FA1,NA,NA
U16151,fatty_acid,S16151FA1,NA,JGarzke_UBC
U16157,fatty_acid,S16157FA1,NA,JGarzke_UBC
U16158,fatty_acid,S16158FA1,NA,JGarzke_UBC
U16159,fatty_acid,S16159FA1,NA,JGarzke_UBC
U16152,fatty_acid,S16152FA1,NA,JGarzke_UBC
U16160,fatty_acid,S16160FA1,NA,JGarzke_UBC
U16153,fatty_acid,S16153FA1,NA,JGarzke_UBC
U16156,fatty_acid,S16156FA1,NA,JGarzke_UBC
U16155,fatty_acid,S16155FA1,NA,JGarzke_UBC
U16154,fatty_acid,S16154FA1,NA,JGarzke_UBC
U16342,fatty_acid,S16342FA1,NA,JGarzke_UBC
U16350,fatty_acid,S16350FA1,NA,JGarzke_UBC
U16344,fatty_acid,S16344FA1,NA,JGarzke_UBC
U16341,fatty_acid,S16341FA1,NA,JGarzke_UBC
U16343,fatty_acid,S16343FA1,NA,JGarzke_UBC
U16971,fatty_acid,S16971FA1,NA,NA
U16972,fatty_acid,S16972FA1,NA,NA
U16973,fatty_acid,S16973FA1,NA,NA
U16974,fatty_acid,S16974FA1,NA,NA
U16979,fatty_acid,S16979FA1,NA,NA
U16975,fatty_acid,S16975FA1,NA,NA
U16976,fatty_acid,S16976FA1,NA,NA
U16977,fatty_acid,S16977FA1,NA,NA
U16980,fatty_acid,S16980FA1,NA,NA
U16978,fatty_acid,S16978FA1,NA,NA
U16661,fatty_acid,S16661FA1,NA,NA
U16662,fatty_acid,S16662FA1,NA,NA
U16663,fatty_acid,S16663FA1,NA,NA
U16667,fatty_acid,S16667FA1,NA,NA
U16664,fatty_acid,S16664FA1,NA,NA
U16665,fatty_acid,S16665FA1,NA,NA
U16666,fatty_acid,S16666FA1,NA,NA
U16669,fatty_acid,S16669FA1,NA,NA
U16668,fatty_acid,S16668FA1,NA,NA
U16670,fatty_acid,S16670FA1,NA,NA
U16345,fatty_acid,S16345FA1,NA,JGarzke_UBC
U16346,fatty_acid,S16346FA1,NA,JGarzke_UBC
U16349,fatty_acid,S16349FA1,NA,JGarzke_UBC
U16348,fatty_acid,S16348FA1,NA,JGarzke_UBC
U16347,fatty_acid,S16347FA1,NA,JGarzke_UBC
U16717,fatty_acid,S16717FA1,NA,NA
U16718,fatty_acid,S16718FA1,NA,NA
U16716,fatty_acid,S16716FA1,NA,NA
U16719,fatty_acid,S16719FA1,NA,NA
U16720,fatty_acid,S16720FA1,NA,NA
U16711,fatty_acid,S16711FA1,NA,NA
U16714,fatty_acid,S16714FA1,NA,NA
U16712,fatty_acid,S16712FA1,NA,NA
U16713,fatty_acid,S16713FA1,NA,NA
U16715,fatty_acid,S16715FA1,NA,NA
U16502,fatty_acid,S16502FA1,NA,NA
U16501,fatty_acid,S16501FA1,NA,NA
U16504,fatty_acid,S16504FA1,NA,NA
U16508,fatty_acid,S16508FA1,NA,NA
U16509,fatty_acid,S16509FA1,NA,NA
U16167,fatty_acid,S16167FA1,NA,JGarzke_UBC
U16169,fatty_acid,S16169FA1,NA,JGarzke_UBC
U16170,fatty_acid,S16170FA1,NA,JGarzke_UBC
U16166,fatty_acid,S16166FA1,NA,JGarzke_UBC
U16164,fatty_acid,S16164FA1,NA,JGarzke_UBC
U16162,fatty_acid,S16162FA1,NA,JGarzke_UBC
U16168,fatty_acid,S16168FA1,NA,JGarzke_UBC
U16163,fatty_acid,S16163FA1,NA,JGarzke_UBC
U16161,fatty_acid,S16161FA1,NA,JGarzke_UBC
U16165,fatty_acid,S16165FA1,NA,JGarzke_UBC
U16194,fatty_acid,S16194FA1,NA,JGarzke_UBC
U16191,fatty_acid,S16191FA1,NA,JGarzke_UBC
U16192,fatty_acid,S16192FA1,NA,JGarzke_UBC
U16193,fatty_acid,S16193FA1,NA,JGarzke_UBC
U16195,fatty_acid,S16195FA1,NA,JGarzke_UBC
U16196,fatty_acid,S16196FA1,NA,JGarzke_UBC
U16197,fatty_acid,S16197FA1,NA,JGarzke_UBC
U16506,fatty_acid,S16506FA1,NA,NA
U16510,fatty_acid,S16510FA1,NA,NA
U16507,fatty_acid,S16507FA1,NA,NA
U16503,fatty_acid,S16503FA1,NA,NA
U16505,fatty_acid,S16505FA1,NA,NA
U16806,fatty_acid,S16806FA1,NA,NA
U16810,fatty_acid,S16810FA1,NA,NA
U16808,fatty_acid,S16808FA1,NA,NA
U16809,fatty_acid,S16809FA1,NA,NA
U16803,fatty_acid,S16803FA1,NA,NA
U16805,fatty_acid,S16805FA1,NA,NA
U16801,fatty_acid,S16801FA1,NA,NA
U16807,fatty_acid,S16807FA1,NA,NA
U16804,fatty_acid,S16804FA1,NA,NA
U16802,fatty_acid,S16802FA1,NA,NA
U16198,fatty_acid,S16198FA1,NA,JGarzke_UBC
U16199,fatty_acid,S16199FA1,NA,JGarzke_UBC
U16200,fatty_acid,S16200FA1,NA,JGarzke_UBC
U16141,fatty_acid,S16141FA1,NA,NA
U16142,fatty_acid,S16142FA1,NA,NA
U16143,fatty_acid,S16143FA1,NA,NA
U16144,fatty_acid,S16144FA1,NA,NA
U16145,fatty_acid,S16145FA1,NA,NA
U16146,fatty_acid,S16146FA1,NA,NA
U16147,fatty_acid,S16147FA1,NA,NA
U16148,fatty_acid,S16148FA1,NA,NA
U16149,fatty_acid,S16149FA1,NA,NA
U16150,fatty_acid,S16150FA1,NA,NA
U16351,fatty_acid,S16351FA1,NA,NA
U16352,fatty_acid,S16352FA1,NA,NA
U16353,fatty_acid,S16353FA1,NA,NA
U16354,fatty_acid,S16354FA1,NA,NA
U16355,fatty_acid,S16355FA1,NA,NA
U16356,fatty_acid,S16356FA1,NA,NA
U16183,fatty_acid,S16183FA1,NA,NA
U16190,fatty_acid,S16190FA1,NA,NA
U16187,fatty_acid,S16187FA1,NA,NA
U16189,fatty_acid,S16189FA1,NA,NA
U16188,fatty_acid,S16188FA1,NA,NA
U16186,fatty_acid,S16186FA1,NA,NA
U16185,fatty_acid,S16185FA1,NA,NA
U16184,fatty_acid,S16184FA1,NA,NA
U16181,fatty_acid,S16181FA1,NA,NA
U16182,fatty_acid,S16182FA1,NA,NA
U16257,fatty_acid,S16257FA1,NA,JGarzke_UBC
U16256,fatty_acid,S16256FA1,NA,JGarzke_UBC
U16258,fatty_acid,S16258FA1,NA,JGarzke_UBC
U16252,fatty_acid,S16252FA1,NA,JGarzke_UBC
U16251,fatty_acid,S16251FA1,NA,JGarzke_UBC
U16254,fatty_acid,S16254FA1,NA,JGarzke_UBC
U16253,fatty_acid,S16253FA1,NA,JGarzke_UBC
U16255,fatty_acid,S16255FA1,NA,JGarzke_UBC
U16259,fatty_acid,S16259FA1,NA,JGarzke_UBC
U16357,fatty_acid,S16357FA1,NA,NA
U16358,fatty_acid,S16358FA1,NA,NA
U16359,fatty_acid,S16359FA1,NA,NA
U16360,fatty_acid,S16360FA1,NA,NA
U16021,fatty_acid,S16021FA1,NA,NA
U16022,fatty_acid,S16022FA1,NA,NA
U16023,fatty_acid,S16023FA1,NA,NA
U16024,fatty_acid,S16024FA1,NA,NA
U16781,fatty_acid,S16781FA1,NA,NA
U16782,fatty_acid,S16782FA1,NA,NA
U16783,fatty_acid,S16783FA1,NA,NA
U17891,fatty_acid,S17891FA1,NA,NA
U17291,fatty_acid,S17291FA1,NA,NA
U16541,fatty_acid,S16541FA1,NA,NA
U16542,fatty_acid,S16542FA1,NA,NA
U16543,fatty_acid,S16543FA1,NA,NA
U17277,fatty_acid,S17277FA1,NA,JGarzke_UBC
U17271,fatty_acid,S17271FA1,NA,JGarzke_UBC
U17276,fatty_acid,S17276FA1,NA,NA
U17280,fatty_acid,S17280FA1,NA,NA
U17273,fatty_acid,S17273FA1,NA,NA
U17274,fatty_acid,S17274FA1,NA,NA
U17275,fatty_acid,S17275FA1,NA,NA
U17272,fatty_acid,S17272FA1,NA,NA
U17279,fatty_acid,S17279FA1,NA,NA
U17278,fatty_acid,S17278FA1,NA,NA
U17041,fatty_acid,S17041FA1,NA,NA
U17072,fatty_acid,S17072FA1,NA,JGarzke_UBC
U17071,fatty_acid,S17071FA1,NA,JGarzke_UBC
U16123,fatty_acid,S16123FA1,NA,NA
U16122,fatty_acid,S16122FA1,NA,NA
U16121,fatty_acid,S16121FA1,NA,NA
U16453,fatty_acid,S16453FA1,NA,NA
U16454,fatty_acid,S16454FA1,NA,NA
U16451,fatty_acid,S16451FA1,NA,NA
U16452,fatty_acid,S16452FA1,NA,NA
U16581,fatty_acid,S16581FA1,NA,NA
U16585,fatty_acid,S16585FA1,NA,NA
U16584,fatty_acid,S16584FA1,NA,NA
U16583,fatty_acid,S16583FA1,NA,NA
U16582,fatty_acid,S16582FA1,NA,NA
U16901,fatty_acid,S16901FA1,NA,NA
U17871,fatty_acid,S17871FA1,NA,NA
U17661,fatty_acid,S17661FA1,NA,NA
U17125,fatty_acid,S17125FA1,NA,NA
U17123,fatty_acid,S17123FA1,NA,NA
U17122,fatty_acid,S17122FA1,NA,NA
U17124,fatty_acid,S17124FA1,NA,NA
U16544,fatty_acid,S16544FA1,NA,NA
U16545,fatty_acid,S16545FA1,NA,NA
U16546,fatty_acid,S16546FA1,NA,NA
U16547,fatty_acid,S16547FA1,NA,NA
U16548,fatty_acid,S16548FA1,NA,NA
U16549,fatty_acid,S16549FA1,NA,NA
U16550,fatty_acid,S16550FA1,NA,NA
U16621,fatty_acid,S16621FA1,NA,NA
U16622,fatty_acid,S16622FA1,NA,NA
U16623,fatty_acid,S16623FA1,NA,NA
U16624,fatty_acid,S16624FA1,NA,NA
U16625,fatty_acid,S16625FA1,NA,NA
U16626,fatty_acid,S16626FA1,NA,NA
U16911,fatty_acid,S16911FA1,NA,NA
U16912,fatty_acid,S16912FA1,NA,NA
U16913,fatty_acid,S16913FA1,NA,NA
U16914,fatty_acid,S16914FA1,NA,NA
U16915,fatty_acid,S16915FA1,NA,NA
U16916,fatty_acid,S16916FA1,NA,NA
U16917,fatty_acid,S16917FA1,NA,NA
U16918,fatty_acid,S16918FA1,NA,NA
U16919,fatty_acid,S16919FA1,NA,NA
U16920,fatty_acid,S16920FA1,NA,NA
U17441,fatty_acid,S17441FA1,NA,NA
U17442,fatty_acid,S17442FA1,NA,NA
