sample_id,sample_type,ufn,tissue_type,sample_comments,analyzing_lab,quality_log
S3279DN1,DNA,U3279,liver,NA,NA,NA
S3280DN1,DNA,U3280,liver,NA,NA,NA
S3281DN1,DNA,U3281,liver,NA,NA,NA
S3282DN1,DNA,U3282,liver,NA,NA,NA
S3283DN1,DNA,U3283,liver,NA,NA,NA
S3284DN1,DNA,U3284,liver,NA,NA,NA
S3285DN1,DNA,U3285,liver,NA,NA,NA
SDN4056,DNA,U3656,liver,NA,NA,NA
SDN4057,DNA,U3657,liver,NA,NA,NA
SDN4058,DNA,U3658,liver,NA,NA,NA
SDN4059,DNA,U3659,liver,NA,NA,NA
SDN4060,DNA,U3660,liver,NA,NA,NA
SDN4061,DNA,U3661,liver,NA,NA,NA
SDN4062,DNA,U3662,liver,NA,NA,NA
SDN4063,DNA,U3663,liver,NA,NA,NA
SDN4064,DNA,U3664,liver,NA,NA,NA
SDN4065,DNA,U3665,liver,NA,NA,NA
SDN4066,DNA,U3666,liver,NA,NA,NA
SDN4067,DNA,U3667,liver,NA,NA,NA
SDN4068,DNA,U3668,liver,NA,NA,NA
SDN4069,DNA,U3669,liver,NA,NA,NA
SDN4070,DNA,U3670,liver,NA,NA,NA
SDN4071,DNA,U3671,liver,NA,NA,NA
SDN4072,DNA,U3672,liver,NA,NA,NA
SDN4073,DNA,U3673,liver,NA,NA,NA
SDN4074,DNA,U3674,liver,NA,NA,NA
SDN4075,DNA,U3675,liver,NA,NA,NA
SDN4076,DNA,U3676,liver,NA,NA,NA
SDN4077,DNA,U3677,liver,NA,NA,NA
SDN4078,DNA,U3678,liver,NA,NA,NA
SDN4079,DNA,U3679,liver,NA,NA,NA
SDN4080,DNA,U3680,liver,NA,NA,NA
SDN4081,DNA,U3681,liver,NA,NA,NA
SDN4082,DNA,U3682,liver,NA,NA,NA
SDN4083,DNA,U3683,liver,NA,NA,NA
SDN4084,DNA,U3684,liver,NA,NA,NA
SDN4085,DNA,U3685,liver,NA,NA,NA
SDN4086,DNA,U3686,liver,NA,NA,NA
SDN4087,DNA,U3687,liver,NA,NA,NA
SDN4088,DNA,U3688,liver,NA,NA,NA
SDN4089,DNA,U3689,liver,NA,NA,NA
SDN4090,DNA,U3690,liver,NA,NA,NA
SDN4091,DNA,U3691,liver,NA,NA,NA
SDN4092,DNA,U3692,liver,NA,NA,NA
SDN4093,DNA,U3693,liver,NA,NA,NA
SDN4094,DNA,U3694,liver,NA,NA,NA
SDN4095,DNA,U3695,liver,NA,NA,NA
SDN4096,DNA,U3696,liver,NA,NA,NA
SDN4097,DNA,U3697,liver,NA,NA,NA
SDN4098,DNA,U3698,liver,NA,NA,NA
SDN4099,DNA,U3699,liver,NA,NA,NA
SDN4100,DNA,U3700,liver,NA,NA,NA
SDN4101,DNA,U3701,liver,NA,NA,NA
SDN4102,DNA,U3702,liver,NA,NA,NA
SDN4103,DNA,U3703,kidney,NA,NA,NA
SDN4104,DNA,U3704,liver,NA,NA,NA
SDN4105,DNA,U3705,liver,NA,NA,NA
SDN4106,DNA,U3706,liver,NA,NA,NA
SDN4107,DNA,U3707,liver,NA,NA,NA
SDN4108,DNA,U3708,liver,NA,NA,NA
SDN4109,DNA,U3709,liver,NA,NA,NA
SDN4110,DNA,U3710,liver,NA,NA,NA
SDN4111,DNA,U3711,liver,NA,NA,NA
SDN4112,DNA,U3712,liver,NA,NA,NA
SDN4113,DNA,U3713,liver,NA,NA,NA
SDN4114,DNA,U3714,liver,NA,NA,NA
SDN4115,DNA,U3715,liver,NA,NA,NA
SDN4116,DNA,U3716,liver,NA,NA,NA
SDN4117,DNA,U3717,liver,NA,NA,NA
SDN4118,DNA,U3718,liver,NA,NA,NA
SDN4119,DNA,U3719,liver,NA,NA,NA
SDN4120,DNA,U3720,liver,NA,NA,NA
SDN4121,DNA,U3721,liver,NA,NA,NA
SDN4122,DNA,U3722,kidney,NA,NA,NA
SDN4123,DNA,U3723,kidney,NA,NA,NA
SDN4124,DNA,U3724,liver,NA,NA,NA
SDN4125,DNA,U3725,liver,NA,NA,NA
SDN4126,DNA,U3726,liver,NA,NA,NA
SDN4127,DNA,U3727,liver,NA,NA,NA
SDN4128,DNA,U3728,liver,NA,NA,NA
SDN4129,DNA,U3729,liver,NA,NA,NA
SDN4130,DNA,U3730,liver,NA,NA,NA
SDN4131,DNA,U3731,liver,NA,NA,NA
SDN4132,DNA,U3732,liver,NA,NA,NA
SDN4133,DNA,U3733,liver,NA,NA,NA
SDN4134,DNA,U3734,liver,NA,NA,NA
SDN4135,DNA,U3735,liver,NA,NA,NA
SDN4136,DNA,U3736,liver,NA,NA,NA
SDN4137,DNA,U3737,liver,NA,NA,NA
SDN4138,DNA,U3738,liver,NA,NA,NA
SDN4139,DNA,U3739,liver,NA,NA,NA
SDN4140,DNA,U3740,liver,NA,NA,NA
SDN4141,DNA,U3741,liver,NA,NA,NA
SDN4142,DNA,U3742,liver,NA,NA,NA
SDN4143,DNA,U3743,liver,NA,NA,NA
SDN4144,DNA,U3744,liver,NA,NA,NA
SDN4145,DNA,U3745,liver,NA,NA,NA
SDN4146,DNA,U3746,liver,NA,NA,NA
SDN4147,DNA,U3747,liver,NA,NA,NA
SDN4148,DNA,U3748,liver,NA,NA,NA
SDN4149,DNA,U3749,liver,NA,NA,NA
SDN4150,DNA,U3750,liver,NA,NA,NA
SDN4205,DNA,U3805,liver,NA,NA,NA
SDN4206,DNA,U3806,liver,NA,NA,NA
SDN4207,DNA,U3807,liver,NA,NA,NA
SDN4208,DNA,U3808,liver,NA,NA,NA
SDN4209,DNA,U3809,liver,NA,NA,NA
SDN4210,DNA,U3810,liver,NA,NA,NA
SDN4211,DNA,U3811,liver,NA,NA,NA
SDN4212,DNA,U3812,liver,NA,NA,NA
SDN4213,DNA,U3813,liver,NA,NA,NA
SDN4214,DNA,U3814,liver,NA,NA,NA
SDN4215,DNA,U3815,liver,NA,NA,NA
SDN4216,DNA,U3816,liver,NA,NA,NA
SDN4217,DNA,U3817,kidney,NA,NA,NA
SDN4218,DNA,U3818,liver,NA,NA,NA
SDN4222,DNA,U3822,liver,NA,NA,NA
SDN4223,DNA,U3823,liver,NA,NA,NA
SDN4224,DNA,U3824,liver,NA,NA,NA
SDN4225,DNA,U3825,liver,NA,NA,NA
SDN4226,DNA,U3826,liver,NA,NA,NA
SDN4227,DNA,U3827,liver,NA,NA,NA
SDN4228,DNA,U3828,liver,NA,NA,NA
SDN4229,DNA,U3829,liver,NA,NA,NA
SDN4230,DNA,U3830,liver,NA,NA,NA
SDN4231,DNA,U3831,liver,NA,NA,NA
SDN4232,DNA,U3832,liver,NA,NA,NA
SDN4233,DNA,U3833,liver,NA,NA,NA
SDN4234,DNA,U3834,liver,NA,NA,NA
SDN4235,DNA,U3835,liver,NA,NA,NA
SDN4236,DNA,U3836,liver,NA,NA,NA
SDN4237,DNA,U3837,liver,NA,NA,NA
SDN4238,DNA,U3838,liver,NA,NA,NA
SDN4239,DNA,U3839,liver,NA,NA,NA
SDN4240,DNA,U3840,liver,NA,NA,NA
SDN4241,DNA,U3841,liver,NA,NA,NA
SDN4242,DNA,U3842,liver,NA,NA,NA
SDN4243,DNA,U3843,liver,NA,NA,NA
SDN4244,DNA,U3844,liver,NA,NA,NA
SDN4245,DNA,U3845,liver,NA,NA,NA
SDN4246,DNA,U3846,liver,NA,NA,NA
SDN4247,DNA,U3847,liver,NA,NA,NA
SDN4248,DNA,U3848,liver,NA,NA,NA
SDN4249,DNA,U3849,liver,NA,NA,NA
SDN4250,DNA,U3850,liver,NA,NA,NA
SDN4251,DNA,U3851,liver,NA,NA,NA
SDN4252,DNA,U3852,liver,NA,NA,NA
SDN4253,DNA,U3853,liver,NA,NA,NA
SDN4254,DNA,U3854,liver,NA,NA,NA
SDN4255,DNA,U3855,liver,NA,NA,NA
SDN4256,DNA,U3856,liver,NA,NA,NA
SDN4257,DNA,U3857,liver,NA,NA,NA
SDN4258,DNA,U3858,liver,NA,NA,NA
SDN4259,DNA,U3859,liver,NA,NA,NA
SDN4260,DNA,U3860,liver,NA,NA,NA
SDN4261,DNA,U3861,liver,NA,NA,NA
SDN4262,DNA,U3862,liver,NA,NA,NA
SDN4263,DNA,U3863,liver,NA,NA,NA
SDN4264,DNA,U3864,liver,NA,NA,NA
SDN4265,DNA,U3865,liver,NA,NA,NA
SDN4266,DNA,U3866,liver,NA,NA,NA
SDN4267,DNA,U3867,liver,NA,NA,NA
SDN4268,DNA,U3868,liver,NA,NA,NA
SDN4269,DNA,U3869,liver,NA,NA,NA
SDN4270,DNA,U3870,liver,NA,NA,NA
SDN4271,DNA,U3871,kidney,NA,NA,NA
SDN4272,DNA,U3872,liver,NA,NA,NA
SDN4273,DNA,U3873,liver,NA,NA,NA
SDN4274,DNA,U3874,liver,NA,NA,NA
SDN4275,DNA,U3875,liver,NA,NA,NA
SDN4276,DNA,U3876,liver,NA,NA,NA
SDN4277,DNA,U3877,liver,NA,NA,NA
SDN4278,DNA,U3878,liver,NA,NA,NA
SDN4279,DNA,U3879,liver,NA,NA,NA
SDN4280,DNA,U3880,liver,NA,NA,NA
SDN4281,DNA,U3881,liver,NA,NA,NA
SDN4282,DNA,U3882,liver,NA,NA,NA
SDN4283,DNA,U3883,liver,NA,NA,NA
SDN4284,DNA,U3884,liver,NA,NA,NA
SDN4285,DNA,U3885,liver,NA,NA,NA
SDN4286,DNA,U3886,liver,NA,NA,NA
SDN4287,DNA,U3887,liver,NA,NA,NA
SDN4288,DNA,U3888,liver,NA,NA,NA
SDN4289,DNA,U3889,liver,NA,NA,NA
SDN4290,DNA,U3890,liver,NA,NA,NA
SDN4291,DNA,U3891,liver,NA,NA,NA
SDN4292,DNA,U3892,liver,NA,NA,NA
SDN4293,DNA,U3893,liver,NA,NA,NA
SDN4294,DNA,U3894,liver,NA,NA,NA
SDN4295,DNA,U3895,liver,NA,NA,NA
SDN4296,DNA,U3896,liver,NA,NA,NA
SDN4297,DNA,U3897,liver,NA,NA,NA
SDN4298,DNA,U3898,liver,NA,NA,NA
SDN4299,DNA,U3899,liver,NA,NA,NA
SDN4300,DNA,U3900,liver,NA,NA,NA
SDN4301,DNA,U3901,liver,NA,NA,NA
SDN4302,DNA,U3902,liver,NA,NA,NA
SDN4303,DNA,U3903,liver,NA,NA,NA
SDN4304,DNA,U3904,liver,NA,NA,NA
SDN4305,DNA,U3905,liver,NA,NA,NA
SDN4306,DNA,U3906,liver,NA,NA,NA
SDN4307,DNA,U3907,liver,NA,NA,NA
SDN4308,DNA,U3908,liver,NA,NA,NA
SDN4309,DNA,U3909,liver,NA,NA,NA
SDN4310,DNA,U3910,liver,NA,NA,NA
SDN4311,DNA,U3911,liver,NA,NA,NA
SDN4312,DNA,U3912,liver,NA,NA,NA
SDN4313,DNA,U3913,liver,NA,NA,NA
DC01411,DNA,U3914,fin_clip,NA,NA,NA
JC00302,DNA,U3915,fin_clip,NA,NA,NA
JC00301,DNA,U3916,fin_clip,NA,NA,NA
DC00126,DNA,U3917,fin_clip,NA,NA,NA
DC00127,DNA,U3918,fin_clip,NA,NA,NA
DC00124,DNA,U3919,fin_clip,NA,NA,NA
DC00123,DNA,U3920,fin_clip,NA,NA,NA
DC00122,DNA,U3921,fin_clip,NA,NA,NA
JC01536,DNA,U3922,fin_clip,NA,NA,NA
JC01535,DNA,U3923,fin_clip,NA,NA,NA
JC01533,DNA,U3924,fin_clip,NA,NA,NA
JC01534,DNA,U3925,fin_clip,NA,NA,NA
JC01532,DNA,U3926,fin_clip,NA,NA,NA
JC01531,DNA,U3927,fin_clip,NA,NA,NA
JC01537,DNA,U3928,fin_clip,NA,NA,NA
JC00043,DNA,U3929,fin_clip,NA,NA,NA
JC00045,DNA,U3930,fin_clip,NA,NA,NA
JC00041,DNA,U3931,fin_clip,NA,NA,NA
JC00044,DNA,U3932,fin_clip,NA,NA,NA
JC00042,DNA,U3933,fin_clip,NA,NA,NA
DC01201,DNA,U3934,fin_clip,NA,NA,NA
JC00153,DNA,U3935,fin_clip,NA,NA,NA
JC00154,DNA,U3936,fin_clip,NA,NA,NA
JC00151,DNA,U3937,fin_clip,NA,NA,NA
JC00152,DNA,U3938,fin_clip,NA,NA,NA
DC00811,DNA,U3939,fin_clip,NA,NA,NA
JC00061,DNA,U3940,fin_clip,NA,NA,NA
JC01381,DNA,U3941,fin_clip,NA,NA,NA
JC00111,DNA,U3942,fin_clip,NA,NA,NA
JC00226,DNA,U3943,fin_clip,NA,NA,NA
JC00224,DNA,U3944,fin_clip,NA,NA,NA
JC00222,DNA,U3945,fin_clip,NA,NA,NA
JC00225,DNA,U3946,fin_clip,NA,NA,NA
JC00223,DNA,U3947,fin_clip,NA,NA,NA
JC00221,DNA,U3948,fin_clip,NA,NA,NA
DC00031,DNA,U3950,fin_clip,NA,NA,NA
JC01201,DNA,U3951,fin_clip,NA,NA,NA
JC01205,DNA,U3952,fin_clip,NA,NA,NA
JC01206,DNA,U3953,fin_clip,NA,NA,NA
JC01207,DNA,U3954,fin_clip,NA,NA,NA
JC01203,DNA,U3955,fin_clip,NA,NA,NA
JC01202,DNA,U3956,fin_clip,NA,NA,NA
JC01204,DNA,U3957,fin_clip,NA,NA,NA
DC00125,DNA,U3958,fin_clip,NA,NA,NA
DC00121,DNA,U3959,fin_clip,NA,NA,NA
DC00052,DNA,U3960,fin_clip,NA,NA,NA
DC00051,DNA,U3961,fin_clip,NA,NA,NA
JC00281,DNA,U3962,fin_clip,NA,NA,NA
JC00321,DNA,U3963,fin_clip,NA,NA,NA
JH01355,DNA,U3967,fin_clip,NA,NA,NA
JH01357,DNA,U3968,fin_clip,NA,NA,NA
JH01353,DNA,U3969,fin_clip,NA,NA,NA
DH00037,DNA,U3970,fin_clip,NA,NA,NA
DH00035,DNA,U3971,fin_clip,NA,NA,NA
DH00032,DNA,U3972,fin_clip,NA,NA,NA
DH00034,DNA,U3973,fin_clip,NA,NA,NA
DH00038,DNA,U3974,fin_clip,NA,NA,NA
DH00031,DNA,U3975,fin_clip,NA,NA,NA
DH00151,DNA,U3976,fin_clip,NA,NA,NA
DH00152,DNA,U3977,fin_clip,NA,NA,NA
DH01201,DNA,U3978,fin_clip,NA,NA,NA
JH00302,DNA,U3979,fin_clip,NA,NA,NA
JH00221,DNA,U3980,fin_clip,NA,NA,NA
JH00041,DNA,U3981,fin_clip,NA,NA,NA
JH00301,DNA,U3982,fin_clip,NA,NA,NA
JH00281,DNA,U3983,fin_clip,NA,NA,NA
DH00041,DNA,U3984,fin_clip,NA,NA,NA
DH00042,DNA,U3985,fin_clip,NA,NA,NA
DH00047,DNA,U3986,fin_clip,NA,NA,NA
DH00048,DNA,U3987,fin_clip,NA,NA,NA
DH00049,DNA,U3988,fin_clip,NA,NA,NA
DH00043,DNA,U3989,fin_clip,NA,NA,NA
DH00045,DNA,U3990,fin_clip,NA,NA,NA
DH00050,DNA,U3991,fin_clip,NA,NA,NA
DH00044,DNA,U3992,fin_clip,NA,NA,NA
DH00046,DNA,U3993,fin_clip,NA,NA,NA
JH01351,DNA,U3994,fin_clip,NA,NA,NA
DH00122,DNA,U3995,fin_clip,NA,NA,NA
DH00121,DNA,U3996,fin_clip,NA,NA,NA
DH00123,DNA,U3997,fin_clip,NA,NA,NA
DH00819,DNA,U3998,fin_clip,NA,NA,NA
DH00816,DNA,U3999,fin_clip,NA,NA,NA
DH00815,DNA,U4000,fin_clip,NA,NA,NA
DH00813,DNA,U4001,fin_clip,NA,NA,NA
DH00820,DNA,U4002,fin_clip,NA,NA,NA
DH00812,DNA,U4003,fin_clip,NA,NA,NA
DH00818,DNA,U4004,fin_clip,NA,NA,NA
DH00817,DNA,U4005,fin_clip,NA,NA,NA
DH00811,DNA,U4006,fin_clip,NA,NA,NA
DH00814,DNA,U4007,fin_clip,NA,NA,NA
DH00153,DNA,U4008,fin_clip,NA,NA,NA
DH00154,DNA,U4009,fin_clip,NA,NA,NA
JH00156,DNA,U4010,fin_clip,NA,NA,NA
JH00154,DNA,U4011,fin_clip,NA,NA,NA
JH00153,DNA,U4012,fin_clip,NA,NA,NA
JH00151,DNA,U4013,fin_clip,NA,NA,NA
JH00152,DNA,U4014,fin_clip,NA,NA,NA
JH00155,DNA,U4015,fin_clip,NA,NA,NA
JH00157,DNA,U4016,fin_clip,NA,NA,NA
SDN4417,DNA,U4017,liver,NA,NA,NA
SDN4418,DNA,U4018,liver,NA,NA,NA
SDN4419,DNA,U4019,liver,NA,NA,NA
SDN4420,DNA,U4020,liver,NA,NA,NA
SDN4421,DNA,U4021,liver,NA,NA,NA
SDN4422,DNA,U4022,liver,NA,NA,NA
SDN4423,DNA,U4023,liver,NA,NA,NA
SDN4424,DNA,U4024,liver,NA,NA,NA
SDN4425,DNA,U4025,liver,NA,NA,NA
SDN4426,DNA,U4026,liver,NA,NA,NA
SDN4427,DNA,U4027,liver,NA,NA,NA
SDN4428,DNA,U4028,liver,NA,NA,NA
SDN4429,DNA,U4029,liver,NA,NA,NA
SDN4430,DNA,U4030,liver,NA,NA,NA
SDN4431,DNA,U4031,liver,NA,NA,NA
SDN4432,DNA,U4032,liver,NA,NA,NA
SDN4433,DNA,U4033,liver,NA,NA,NA
SDN4434,DNA,U4034,liver,NA,NA,NA
SDN4435,DNA,U4035,liver,NA,NA,NA
SDN4436,DNA,U4036,liver,NA,NA,NA
SDN4437,DNA,U4037,liver,NA,NA,NA
SDN4438,DNA,U4038,liver,NA,NA,NA
SDN4439,DNA,U4039,liver,NA,NA,NA
SDN4440,DNA,U4040,liver,NA,NA,NA
SDN4441,DNA,U4041,liver,NA,NA,NA
SDN4442,DNA,U4042,liver,NA,NA,NA
SDN4443,DNA,U4043,liver,NA,NA,NA
SDN4444,DNA,U4044,liver,NA,NA,NA
SDN4445,DNA,U4045,liver,NA,NA,NA
SDN4446,DNA,U4046,liver,NA,NA,NA
SDN4447,DNA,U4047,liver,NA,NA,NA
SDN4448,DNA,U4048,liver,NA,NA,NA
SDN4449,DNA,U4049,liver,NA,NA,NA
SDN4450,DNA,U4050,liver,NA,NA,NA
SDN4451,DNA,U4051,liver,NA,NA,NA
SDN4452,DNA,U4052,liver,NA,NA,NA
SDN4453,DNA,U4053,liver,NA,NA,NA
SDN4454,DNA,U4054,liver,NA,NA,NA
SDN4455,DNA,U4055,liver,NA,NA,NA
SDN4456,DNA,U4056,liver,NA,NA,NA
SDN4457,DNA,U4057,liver,NA,NA,NA
SDN4458,DNA,U4058,liver,NA,NA,NA
SDN4459,DNA,U4059,liver,NA,NA,NA
SDN4460,DNA,U4060,liver,NA,NA,NA
SDN4461,DNA,U4061,liver,NA,NA,NA
SDN4462,DNA,U4062,liver,NA,NA,NA
SDN4463,DNA,U4063,liver,NA,NA,NA
SDN4464,DNA,U4064,liver,NA,NA,NA
SDN4465,DNA,U4065,liver,NA,NA,NA
SDN4466,DNA,U4066,liver,NA,NA,NA
SDN4467,DNA,U4067,liver,NA,NA,NA
SDN4468,DNA,U4068,liver,NA,NA,NA
SDN4469,DNA,U4069,liver,NA,NA,NA
SDN4470,DNA,U4070,liver,NA,NA,NA
SDN4471,DNA,U4071,liver,NA,NA,NA
SDN4472,DNA,U4072,liver,NA,NA,NA
SDN4473,DNA,U4073,liver,NA,NA,NA
SDN4474,DNA,U4074,liver,NA,NA,NA
SDN4475,DNA,U4075,liver,NA,NA,NA
SDN4476,DNA,U4076,liver,NA,NA,NA
SDN4477,DNA,U4077,liver,NA,NA,NA
SDN4478,DNA,U4078,liver,NA,NA,NA
SDN4479,DNA,U4079,liver,NA,NA,NA
SDN4480,DNA,U4080,liver,NA,NA,NA
SDN4481,DNA,U4081,liver,NA,NA,NA
SDN4482,DNA,U4082,liver,NA,NA,NA
SDN4483,DNA,U4083,liver,NA,NA,NA
SDN4484,DNA,U4084,liver,NA,NA,NA
SDN4485,DNA,U4085,liver,NA,NA,NA
SDN4486,DNA,U4086,liver,NA,NA,NA
SDN4487,DNA,U4087,liver,NA,NA,NA
SDN4488,DNA,U4088,liver,NA,NA,NA
SDN4489,DNA,U4089,liver,NA,NA,NA
SDN4490,DNA,U4090,liver,NA,NA,NA
SDN4491,DNA,U4091,liver,NA,NA,NA
SDN4492,DNA,U4092,liver,NA,NA,NA
SDN4493,DNA,U4093,liver,NA,NA,NA
SDN4494,DNA,U4094,liver,NA,NA,NA
SDN4495,DNA,U4095,liver,NA,NA,NA
SDN4496,DNA,U4096,liver,NA,NA,NA
SDN4497,DNA,U4097,liver,NA,NA,NA
SDN4498,DNA,U4098,liver,NA,NA,NA
SDN4499,DNA,U4099,liver,NA,NA,NA
SDN4500,DNA,U4100,liver,NA,NA,NA
SDN4501,DNA,U4101,liver,NA,NA,NA
SDN4502,DNA,U4102,liver,NA,NA,NA
SDN4503,DNA,U4103,liver,NA,NA,NA
SDN4504,DNA,U4104,liver,NA,NA,NA
SDN4505,DNA,U4105,liver,NA,NA,NA
SDN4506,DNA,U4106,liver,NA,NA,NA
SDN4507,DNA,U4107,liver,NA,NA,NA
SDN4508,DNA,U4108,liver,NA,NA,NA
SDN4509,DNA,U4109,liver,NA,NA,NA
SDN4510,DNA,U4110,liver,NA,NA,NA
SDN4511,DNA,U4111,liver,NA,NA,NA
SDN4512,DNA,U4112,liver,NA,NA,NA
SDN4513,DNA,U4113,liver,NA,NA,NA
SDN4514,DNA,U4114,liver,NA,NA,NA
SDN4515,DNA,U4115,liver,NA,NA,NA
SDN4516,DNA,U4116,liver,NA,NA,NA
SDN4517,DNA,U4117,liver,NA,NA,NA
SDN4518,DNA,U4118,liver,NA,NA,NA
SDN4519,DNA,U4119,liver,NA,NA,NA
SDN4520,DNA,U4120,liver,NA,NA,NA
SDN4521,DNA,U4121,liver,NA,NA,NA
SDN4522,DNA,U4122,liver,NA,NA,NA
SDN4523,DNA,U4123,liver,NA,NA,NA
SDN4524,DNA,U4124,liver,NA,NA,NA
SDN4525,DNA,U4125,liver,NA,NA,NA
SDN4526,DNA,U4126,liver,NA,NA,NA
SDN4527,DNA,U4127,liver,NA,NA,NA
SDN4528,DNA,U4128,liver,NA,NA,NA
SDN4529,DNA,U4129,liver,NA,NA,NA
SDN4530,DNA,U4130,liver,NA,NA,NA
SDN4531,DNA,U4131,liver,NA,NA,NA
SDN4532,DNA,U4132,liver,NA,NA,NA
SDN4533,DNA,U4133,liver,NA,NA,NA
SDN4534,DNA,U4134,liver,NA,NA,NA
SDN4535,DNA,U4135,liver,NA,NA,NA
SDN4536,DNA,U4136,liver,NA,NA,NA
SDN4537,DNA,U4137,liver,NA,NA,NA
SDN4538,DNA,U4138,liver,NA,NA,NA
SDN4543,DNA,U4143,liver,NA,NA,NA
SDN4544,DNA,U4144,liver,NA,NA,NA
SDN4545,DNA,U4145,liver,NA,NA,NA
SDN4546,DNA,U4146,liver,NA,NA,NA
SDN4547,DNA,U4147,liver,NA,NA,NA
SDN4548,DNA,U4148,liver,NA,NA,NA
SDN4549,DNA,U4149,liver,NA,NA,NA
SDN4550,DNA,U4150,liver,NA,NA,NA
SDN4551,DNA,U4151,liver,NA,NA,NA
SDN4552,DNA,U4152,liver,NA,NA,NA
SDN4553,DNA,U4153,liver,NA,NA,NA
SDN4554,DNA,U4154,liver,NA,NA,NA
SDN4555,DNA,U4155,liver,NA,NA,NA
SDN4556,DNA,U4156,liver,NA,NA,NA
SDN4557,DNA,U4157,liver,NA,NA,NA
SDN4558,DNA,U4158,liver,NA,NA,NA
SDN4559,DNA,U4159,liver,NA,NA,NA
SDN4560,DNA,U4160,liver,NA,NA,NA
SDN4561,DNA,U4161,liver,NA,NA,NA
SDN4562,DNA,U4162,liver,NA,NA,NA
SDN4563,DNA,U4163,liver,NA,NA,NA
SDN4564,DNA,U4164,liver,NA,NA,NA
SDN4565,DNA,U4165,liver,NA,NA,NA
SDN4566,DNA,U4166,liver,NA,NA,NA
SDN4567,DNA,U4167,liver,NA,NA,NA
SDN4568,DNA,U4168,liver,NA,NA,NA
SDN4569,DNA,U4169,liver,NA,NA,NA
SDN4570,DNA,U4170,liver,NA,NA,NA
SDN4571,DNA,U4171,liver,NA,NA,NA
SDN4572,DNA,U4172,liver,NA,NA,NA
SDN4573,DNA,U4173,liver,NA,NA,NA
DS01287,DNA,U4177,fin_clip,NA,PBS,NA
JS01226,DNA,U4178,fin_clip,NA,PBS,NA
JS01227,DNA,U4179,fin_clip,NA,PBS,NA
JS01229,DNA,U4180,fin_clip,NA,PBS,NA
JS01221,DNA,U4181,fin_clip,NA,PBS,NA
JS01222,DNA,U4182,fin_clip,NA,PBS,NA
JS01224,DNA,U4183,fin_clip,NA,PBS,NA
JS01230,DNA,U4184,fin_clip,NA,PBS,NA
DS00472,DNA,U4185,fin_clip,NA,PBS,NA
DS00471,DNA,U4186,fin_clip,NA,PBS,NA
DS00459,DNA,U4187,fin_clip,NA,PBS,NA
DS00466,DNA,U4188,fin_clip,NA,PBS,NA
DS00477,DNA,U4189,fin_clip,NA,PBS,NA
DS00478,DNA,U4190,fin_clip,NA,PBS,NA
DS00475,DNA,U4191,fin_clip,NA,PBS,NA
DS00460,DNA,U4192,fin_clip,NA,PBS,NA
DS00470,DNA,U4193,fin_clip,NA,PBS,NA
DS00476,DNA,U4194,fin_clip,NA,PBS,NA
DS00473,DNA,U4195,fin_clip,NA,PBS,NA
DS00978,DNA,U4196,fin_clip,NA,PBS,NA
DS00979,DNA,U4197,fin_clip,NA,PBS,NA
DS00975,DNA,U4198,fin_clip,NA,PBS,NA
DS00977,DNA,U4199,fin_clip,NA,PBS,NA
DS00974,DNA,U4200,fin_clip,NA,PBS,NA
DS00248,DNA,U4201,fin_clip,NA,PBS,NA
DS00251,DNA,U4202,fin_clip,NA,PBS,NA
DS00258,DNA,U4203,fin_clip,NA,PBS,NA
DS00261,DNA,U4204,fin_clip,NA,PBS,NA
DS00562,DNA,U4205,fin_clip,NA,NA,NA
DS00543,DNA,U4206,fin_clip,NA,NA,NA
DS00542,DNA,U4207,fin_clip,NA,NA,NA
DS00559,DNA,U4208,fin_clip,NA,NA,NA
DS00461,DNA,U4209,fin_clip,NA,PBS,NA
DS00468,DNA,U4210,fin_clip,NA,PBS,NA
DS00480,DNA,U4211,fin_clip,NA,PBS,NA
DS00457,DNA,U4212,fin_clip,NA,PBS,NA
JS00437,DNA,U4213,fin_clip,NA,PBS,NA
JS00440,DNA,U4214,fin_clip,NA,PBS,NA
JS00145,DNA,U4215,fin_clip,NA,PBS,NA
JS00138,DNA,U4216,fin_clip,NA,PBS,NA
DS00364,DNA,U4217,fin_clip,NA,PBS,NA
DS00390,DNA,U4218,fin_clip,NA,PBS,NA
DS00385,DNA,U4219,fin_clip,NA,PBS,NA
DS00371,DNA,U4220,fin_clip,NA,PBS,NA
DS00175,DNA,U4221,fin_clip,NA,PBS,NA
DS00986,DNA,U4222,fin_clip,NA,PBS,NA
DS00984,DNA,U4223,fin_clip,NA,PBS,NA
DS00988,DNA,U4224,fin_clip,NA,PBS,NA
DS00269,DNA,U4225,fin_clip,NA,PBS,NA
DS00267,DNA,U4226,fin_clip,NA,PBS,NA
DS00257,DNA,U4227,fin_clip,NA,PBS,NA
DS00268,DNA,U4228,fin_clip,NA,PBS,NA
DS00270,DNA,U4229,fin_clip,NA,PBS,NA
DS00266,DNA,U4230,fin_clip,NA,PBS,NA
JS00423,DNA,U4231,fin_clip,NA,PBS,NA
JS00427,DNA,U4232,fin_clip,NA,PBS,NA
JS00430,DNA,U4233,fin_clip,NA,PBS,NA
JS00426,DNA,U4234,fin_clip,NA,PBS,NA
JS00429,DNA,U4235,fin_clip,NA,PBS,NA
JS00422,DNA,U4236,fin_clip,NA,PBS,NA
JS00428,DNA,U4237,fin_clip,NA,PBS,NA
