sample_id,sample_type,ufn,tissue_type,sample_comments,analyzing_lab,quality_log
SDN385,DNA,U394,liver,NA,PBS,NA
SDN386,DNA,U395,liver,NA,PBS,NA
SDN387,DNA,U396,liver,NA,PBS,NA
SDN388,DNA,U397,liver,NA,PBS,NA
SDN389,DNA,U398,liver,NA,PBS,NA
SDN390,DNA,U399,liver,NA,PBS,NA
SDN391,DNA,U400,liver,NA,PBS,NA
SDN392,DNA,U401,liver,NA,PBS,NA
SDN441,DNA,U402,liver,NA,PBS,NA
SDN442,DNA,U403,liver,NA,PBS,NA
SDN443,DNA,U404,liver,NA,PBS,NA
SDN444,DNA,U405,liver,NA,PBS,NA
SDN445,DNA,U406,liver,NA,PBS,NA
SDN446,DNA,U407,liver,NA,PBS,NA
SDN454,DNA,U408,liver,NA,PBS,NA
SDN455,DNA,U409,liver,NA,PBS,NA
SDN456,DNA,U410,liver,NA,PBS,NA
SDN393,DNA,U411,liver,NA,PBS,NA
SDN394,DNA,U412,liver,NA,PBS,NA
SDN395,DNA,U413,liver,NA,PBS,NA
SDN396,DNA,U414,liver,NA,PBS,NA
SDN397,DNA,U415,liver,NA,PBS,NA
SDN398,DNA,U416,liver,NA,PBS,NA
SDN399,DNA,U417,liver,NA,PBS,NA
SDN400,DNA,U418,liver,NA,PBS,NA
SDN411,DNA,U419,liver,NA,PBS,NA
SDN412,DNA,U420,liver,NA,PBS,NA
SDN401,DNA,U421,liver,NA,PBS,NA
SDN402,DNA,U422,liver,NA,PBS,NA
SDN403,DNA,U423,liver,NA,PBS,NA
SDN404,DNA,U424,liver,NA,PBS,NA
SDN405,DNA,U425,liver,NA,PBS,NA
SDN406,DNA,U426,liver,NA,PBS,NA
SDN416,DNA,U427,liver,NA,PBS,NA
SDN417,DNA,U428,liver,NA,PBS,NA
SDN418,DNA,U429,liver,NA,PBS,NA
SDN419,DNA,U430,liver,NA,PBS,NA
SDN413,DNA,U431,liver,NA,PBS,NA
SDN414,DNA,U432,liver,NA,PBS,NA
SDN420,DNA,U433,liver,NA,PBS,NA
SDN421,DNA,U434,liver,NA,PBS,NA
SDN422,DNA,U435,liver,NA,PBS,NA
SDN423,DNA,U436,liver,NA,PBS,NA
SDN424,DNA,U437,liver,NA,PBS,NA
SDN428,DNA,U438,liver,NA,PBS,NA
SDN429,DNA,U439,liver,NA,PBS,NA
SDN430,DNA,U440,liver,NA,PBS,NA
SDN425,DNA,U441,liver,NA,PBS,NA
SDN426,DNA,U442,liver,NA,PBS,NA
SDN431,DNA,U443,liver,NA,PBS,NA
SDN432,DNA,U444,liver,NA,PBS,NA
S445DN1,DNA,U445,liver,NA,NA,NA
SDN434,DNA,U446,liver,NA,PBS,NA
SDN435,DNA,U447,liver,NA,PBS,NA
SDN436,DNA,U448,liver,NA,PBS,NA
SDN437,DNA,U449,liver,NA,PBS,NA
SDN447,DNA,U450,liver,NA,PBS,NA
SDN438,DNA,U451,liver,NA,PBS,NA
SDN439,DNA,U452,liver,NA,PBS,NA
SDN440,DNA,U453,liver,NA,PBS,NA
SDN480,DNA,U454,liver,NA,PBS,NA
SDN481,DNA,U455,liver,NA,PBS,NA
SDN482,DNA,U456,liver,NA,PBS,NA
SDN483,DNA,U457,liver,NA,PBS,NA
SDN484,DNA,U458,liver,NA,PBS,NA
SDN499,DNA,U459,liver,NA,PBS,NA
SDN500,DNA,U460,liver,NA,PBS,NA
SDN448,DNA,U461,liver,NA,PBS,NA
SDN449,DNA,U462,liver,NA,PBS,NA
SDN450,DNA,U463,liver,NA,PBS,NA
SDN451,DNA,U464,liver,NA,PBS,NA
SDN452,DNA,U465,liver,NA,PBS,NA
SDN457,DNA,U466,liver,NA,PBS,NA
SDN458,DNA,U467,liver,NA,PBS,NA
SDN459,DNA,U468,liver,NA,PBS,NA
S469DN1,DNA,U469,liver,NA,NA,NA
SDN461,DNA,U470,liver,NA,PBS,NA
SDN1298,DNA,U471,liver,NA,PBS,NA
SDN1299,DNA,U472,liver,NA,PBS,NA
SDN1300,DNA,U473,liver,NA,PBS,NA
SDN1301,DNA,U474,liver,NA,PBS,NA
SDN1305,DNA,U475,liver,NA,PBS,NA
SDN1306,DNA,U476,liver,NA,PBS,NA
SDN1307,DNA,U477,liver,NA,PBS,NA
SDN1308,DNA,U478,liver,NA,PBS,NA
SDN1309,DNA,U479,liver,NA,PBS,NA
SDN1310,DNA,U480,liver,NA,PBS,NA
SDN462,DNA,U481,liver,NA,PBS,NA
SDN465,DNA,U482,liver,NA,PBS,NA
SDN466,DNA,U483,liver,NA,PBS,NA
SDN467,DNA,U484,liver,NA,PBS,NA
SDN468,DNA,U485,liver,NA,PBS,NA
SDN469,DNA,U486,liver,NA,PBS,NA
SDN470,DNA,U487,liver,NA,PBS,NA
SDN471,DNA,U488,liver,NA,PBS,NA
SDN472,DNA,U489,liver,NA,PBS,NA
SDN485,DNA,U490,liver,NA,PBS,NA
SDN463,DNA,U491,liver,NA,PBS,NA
SDN464,DNA,U492,liver,NA,PBS,NA
SDN473,DNA,U493,liver,NA,PBS,NA
SDN474,DNA,U494,liver,NA,PBS,NA
SDN475,DNA,U495,liver,NA,PBS,NA
SDN476,DNA,U496,liver,NA,PBS,NA
SDN477,DNA,U497,liver,NA,PBS,NA
SDN478,DNA,U498,liver,NA,PBS,NA
SDN479,DNA,U499,liver,NA,PBS,NA
SDN486,DNA,U500,liver,NA,PBS,NA
S501DN1,DNA,U501,liver,NA,NA,NA
SDN488,DNA,U502,liver,NA,PBS,NA
SDN489,DNA,U503,liver,NA,PBS,NA
SDN490,DNA,U504,liver,NA,PBS,NA
SDN491,DNA,U505,liver,NA,PBS,NA
SDN492,DNA,U506,liver,NA,PBS,NA
SDN501,DNA,U507,liver,NA,PBS,NA
SDN502,DNA,U508,liver,NA,PBS,NA
SDN503,DNA,U509,liver,NA,PBS,NA
SDN504,DNA,U510,liver,NA,PBS,NA
SDN493,DNA,U511,liver,NA,PBS,NA
SDN494,DNA,U512,liver,NA,PBS,NA
SDN495,DNA,U513,liver,NA,PBS,NA
SDN496,DNA,U514,liver,NA,PBS,NA
SDN497,DNA,U515,liver,NA,PBS,NA
SDN498,DNA,U516,liver,NA,PBS,NA
SDN505,DNA,U517,liver,NA,PBS,NA
SDN506,DNA,U518,liver,NA,PBS,NA
SDN507,DNA,U519,liver,NA,PBS,NA
SDN508,DNA,U520,liver,NA,PBS,NA
SDN509,DNA,U521,liver,NA,PBS,NA
SDN510,DNA,U522,liver,NA,PBS,NA
SDN511,DNA,U523,liver,NA,PBS,NA
SDN512,DNA,U524,liver,NA,PBS,NA
SDN521,DNA,U525,liver,NA,PBS,NA
SDN522,DNA,U526,liver,NA,PBS,NA
SDN523,DNA,U527,liver,NA,PBS,NA
SDN524,DNA,U528,liver,NA,PBS,NA
SDN525,DNA,U529,liver,NA,PBS,NA
SDN526,DNA,U530,liver,NA,PBS,NA
SDN513,DNA,U531,liver,NA,PBS,NA
SDN514,DNA,U532,liver,NA,PBS,NA
SDN515,DNA,U533,liver,NA,PBS,NA
SDN516,DNA,U534,liver,NA,PBS,NA
SDN527,DNA,U535,liver,NA,PBS,NA
SDN528,DNA,U536,liver,NA,PBS,NA
SDN529,DNA,U537,liver,NA,PBS,NA
SDN530,DNA,U538,liver,NA,PBS,NA
SDN531,DNA,U539,liver,NA,PBS,NA
SDN532,DNA,U540,liver,NA,PBS,NA
SDN517,DNA,U541,liver,NA,PBS,NA
SDN518,DNA,U542,liver,NA,PBS,NA
SDN519,DNA,U543,liver,NA,PBS,NA
SDN520,DNA,U544,liver,NA,PBS,NA
SDN533,DNA,U545,liver,NA,PBS,NA
SDN534,DNA,U546,liver,NA,PBS,NA
SDN535,DNA,U547,liver,NA,PBS,NA
SDN536,DNA,U548,liver,NA,PBS,NA
SDN537,DNA,U549,liver,NA,PBS,NA
SDN538,DNA,U550,liver,NA,PBS,NA
SDN539,DNA,U551,liver,NA,PBS,NA
SDN540,DNA,U552,liver,NA,PBS,NA
SDN542,DNA,U553,liver,NA,PBS,NA
SDN543,DNA,U554,liver,NA,PBS,NA
SDN544,DNA,U555,liver,NA,PBS,NA
SDN545,DNA,U556,liver,NA,PBS,NA
SDN546,DNA,U557,liver,NA,PBS,NA
SDN547,DNA,U558,liver,NA,PBS,NA
SDN559,DNA,U559,liver,NA,PBS,NA
SDN560,DNA,U560,liver,NA,PBS,NA
SDN541,DNA,U561,liver,NA,PBS,NA
SDN548,DNA,U562,liver,NA,PBS,NA
SDN549,DNA,U563,liver,NA,PBS,NA
SDN550,DNA,U564,liver,NA,PBS,NA
SDN551,DNA,U565,liver,NA,PBS,NA
SDN552,DNA,U566,liver,NA,PBS,NA
SDN553,DNA,U567,liver,NA,PBS,NA
SDN561,DNA,U568,liver,NA,PBS,NA
SDN562,DNA,U569,liver,NA,PBS,NA
SDN573,DNA,U570,liver,NA,PBS,NA
SDN563,DNA,U571,liver,NA,PBS,NA
SDN564,DNA,U572,liver,NA,PBS,NA
SDN565,DNA,U573,liver,NA,PBS,NA
SDN566,DNA,U574,liver,NA,PBS,NA
SDN574,DNA,U575,liver,NA,PBS,NA
SDN575,DNA,U576,liver,NA,PBS,NA
SDN576,DNA,U577,liver,NA,PBS,NA
SDN577,DNA,U578,liver,NA,PBS,NA
SDN578,DNA,U579,liver,NA,PBS,NA
SDN579,DNA,U580,liver,NA,PBS,NA
SDN554,DNA,U581,liver,NA,PBS,NA
SDN555,DNA,U582,liver,NA,PBS,NA
SDN556,DNA,U583,liver,NA,PBS,NA
SDN557,DNA,U584,liver,NA,PBS,NA
SDN567,DNA,U586,liver,NA,PBS,NA
SDN568,DNA,U587,liver,NA,PBS,NA
SDN569,DNA,U588,liver,NA,PBS,NA
SDN570,DNA,U589,liver,NA,PBS,NA
SDN580,DNA,U590,liver,NA,PBS,NA
SDN581,DNA,U591,liver,NA,PBS,NA
SDN582,DNA,U592,liver,NA,PBS,NA
SDN583,DNA,U593,liver,NA,PBS,NA
SDN584,DNA,U594,liver,NA,PBS,NA
SDN585,DNA,U595,liver,NA,PBS,NA
SDN591,DNA,U596,liver,NA,PBS,NA
SDN592,DNA,U597,liver,NA,PBS,NA
SDN593,DNA,U598,liver,NA,PBS,NA
SDN594,DNA,U599,liver,NA,PBS,NA
SDN606,DNA,U600,liver,NA,PBS,NA
SDN1311,DNA,U601,liver,NA,PBS,NA
SDN1312,DNA,U602,liver,NA,PBS,NA
SDN1313,DNA,U603,liver,NA,PBS,NA
SDN1320,DNA,U604,liver,NA,PBS,NA
SDN1329,DNA,U605,liver,NA,PBS,NA
SDN1330,DNA,U606,liver,NA,PBS,NA
SDN1331,DNA,U607,liver,NA,PBS,NA
SDN1353,DNA,U608,liver,NA,PBS,NA
SDN1354,DNA,U609,liver,NA,PBS,NA
SDN1355,DNA,U610,liver,NA,PBS,NA
SDN586,DNA,U611,liver,NA,PBS,NA
SDN595,DNA,U612,liver,NA,PBS,NA
SDN596,DNA,U613,liver,NA,PBS,NA
SDN597,DNA,U614,liver,NA,PBS,NA
SDN598,DNA,U615,liver,NA,PBS,NA
SDN607,DNA,U616,liver,NA,PBS,NA
SDN608,DNA,U617,liver,NA,PBS,NA
SDN609,DNA,U618,liver,NA,PBS,NA
SDN610,DNA,U619,liver,NA,PBS,NA
SDN611,DNA,U620,liver,NA,PBS,NA
SDN587,DNA,U621,liver,NA,PBS,NA
SDN612,DNA,U622,liver,NA,PBS,NA
SDN613,DNA,U623,liver,NA,PBS,NA
SDN622,DNA,U624,liver,NA,PBS,NA
SDN623,DNA,U625,liver,NA,PBS,NA
SDN624,DNA,U626,liver,NA,PBS,NA
SDN657,DNA,U627,liver,NA,PBS,NA
SDN658,DNA,U628,liver,NA,PBS,NA
SDN659,DNA,U629,liver,NA,PBS,NA
SDN677,DNA,U630,liver,NA,PBS,NA
SDN588,DNA,U631,liver,NA,PBS,NA
SDN589,DNA,U632,liver,NA,PBS,NA
SDN590,DNA,U633,liver,NA,PBS,NA
SDN599,DNA,U634,liver,NA,PBS,NA
SDN600,DNA,U635,liver,NA,PBS,NA
SDN601,DNA,U636,liver,NA,PBS,NA
SDN602,DNA,U637,liver,NA,PBS,NA
SDN603,DNA,U638,liver,NA,PBS,NA
SDN604,DNA,U639,liver,NA,PBS,NA
SDN605,DNA,U640,liver,NA,PBS,NA
SDN614,DNA,U641,liver,NA,PBS,NA
SDN615,DNA,U642,liver,NA,PBS,NA
SDN616,DNA,U643,liver,NA,PBS,NA
SDN617,DNA,U644,liver,NA,PBS,NA
SDN618,DNA,U645,liver,NA,PBS,NA
SDN625,DNA,U646,liver,NA,PBS,NA
SDN626,DNA,U647,liver,NA,PBS,NA
S648DN1,DNA,U648,liver,NA,NA,NA
SDN628,DNA,U649,liver,NA,PBS,NA
SDN629,DNA,U650,liver,NA,PBS,NA
SDN619,DNA,U651,liver,NA,PBS,NA
SDN620,DNA,U652,liver,NA,PBS,NA
SDN621,DNA,U653,liver,NA,PBS,NA
SDN630,DNA,U654,liver,NA,PBS,NA
SDN631,DNA,U655,liver,NA,PBS,NA
SDN632,DNA,U656,liver,NA,PBS,NA
SDN633,DNA,U657,liver,NA,PBS,NA
SDN634,DNA,U658,liver,NA,PBS,NA
SDN635,DNA,U659,liver,NA,PBS,NA
SDN640,DNA,U660,liver,NA,PBS,NA
SDN636,DNA,U661,liver,NA,PBS,NA
SDN637,DNA,U662,liver,NA,PBS,NA
SDN638,DNA,U663,liver,NA,PBS,NA
SDN641,DNA,U664,liver,NA,PBS,NA
SDN642,DNA,U665,liver,NA,PBS,NA
SDN643,DNA,U666,liver,NA,PBS,NA
SDN644,DNA,U667,liver,NA,PBS,NA
SDN645,DNA,U668,liver,NA,PBS,NA
SDN660,DNA,U669,liver,NA,PBS,NA
SDN661,DNA,U670,liver,NA,PBS,NA
SDN639,DNA,U671,liver,NA,PBS,NA
SDN646,DNA,U672,liver,NA,PBS,NA
SDN647,DNA,U673,liver,NA,PBS,NA
SDN648,DNA,U674,liver,NA,PBS,NA
SDN649,DNA,U675,liver,NA,PBS,NA
SDN650,DNA,U676,liver,NA,PBS,NA
SDN651,DNA,U677,liver,NA,PBS,NA
SDN662,DNA,U678,liver,NA,PBS,NA
SDN663,DNA,U679,liver,NA,PBS,NA
SDN664,DNA,U680,liver,NA,PBS,NA
SDN652,DNA,U681,liver,NA,PBS,NA
SDN653,DNA,U682,liver,NA,PBS,NA
SDN654,DNA,U683,liver,NA,PBS,NA
SDN655,DNA,U684,liver,NA,PBS,NA
SDN656,DNA,U685,liver,NA,PBS,NA
SDN665,DNA,U686,liver,NA,PBS,NA
SDN666,DNA,U687,liver,NA,PBS,NA
SDN667,DNA,U688,liver,NA,PBS,NA
SDN668,DNA,U689,liver,NA,PBS,NA
SDN669,DNA,U690,liver,NA,PBS,NA
SDN1314,DNA,U691,liver,NA,PBS,NA
SDN1315,DNA,U692,liver,NA,PBS,NA
SDN1316,DNA,U693,liver,NA,PBS,NA
SDN1317,DNA,U694,liver,NA,PBS,NA
SDN1318,DNA,U695,liver,NA,PBS,NA
SDN1319,DNA,U696,liver,NA,PBS,NA
SDN1321,DNA,U697,liver,NA,PBS,NA
SDN1332,DNA,U698,liver,NA,PBS,NA
SDN1333,DNA,U699,liver,NA,PBS,NA
SDN1334,DNA,U700,liver,NA,PBS,NA
SDN670,DNA,U701,liver,NA,PBS,NA
SDN671,DNA,U702,liver,NA,PBS,NA
SDN672,DNA,U703,liver,NA,PBS,NA
SDN673,DNA,U704,liver,NA,PBS,NA
SDN674,DNA,U705,liver,NA,PBS,NA
SDN678,DNA,U706,liver,NA,PBS,NA
SDN679,DNA,U707,liver,NA,PBS,NA
SDN680,DNA,U708,liver,NA,PBS,NA
SDN681,DNA,U709,liver,NA,PBS,NA
SDN682,DNA,U710,liver,NA,PBS,NA
SDN675,DNA,U711,liver,NA,PBS,NA
SDN683,DNA,U712,liver,NA,PBS,NA
SDN684,DNA,U713,liver,NA,PBS,NA
SDN685,DNA,U714,liver,NA,PBS,NA
S715DN1,DNA,U715,liver,NA,NA,NA
SDN697,DNA,U716,liver,NA,PBS,NA
SDN698,DNA,U717,liver,NA,PBS,NA
SDN699,DNA,U718,liver,NA,PBS,NA
SDN700,DNA,U719,liver,NA,PBS,NA
SDN701,DNA,U720,liver,NA,PBS,NA
SDN676,DNA,U721,liver,NA,PBS,NA
SDN687,DNA,U722,liver,NA,PBS,NA
SDN688,DNA,U723,liver,NA,PBS,NA
SDN689,DNA,U724,liver,NA,PBS,NA
SDN690,DNA,U725,liver,NA,PBS,NA
SDN691,DNA,U726,liver,NA,PBS,NA
SDN692,DNA,U727,liver,NA,PBS,NA
SDN693,DNA,U728,liver,NA,PBS,NA
S729DN1,DNA,U729,liver,NA,NA,NA
SDN703,DNA,U730,liver,NA,PBS,NA
SDN694,DNA,U731,liver,NA,PBS,NA
SDN695,DNA,U732,liver,NA,PBS,NA
SDN704,DNA,U733,liver,NA,PBS,NA
SDN705,DNA,U734,liver,NA,PBS,NA
SDN706,DNA,U735,liver,NA,PBS,NA
SDN707,DNA,U736,liver,NA,PBS,NA
SDN718,DNA,U737,liver,NA,PBS,NA
SDN719,DNA,U738,liver,NA,PBS,NA
SDN720,DNA,U739,liver,NA,PBS,NA
SDN721,DNA,U740,liver,NA,PBS,NA
SDN1322,DNA,U741,liver,NA,PBS,NA
SDN1323,DNA,U742,liver,NA,PBS,NA
SDN1335,DNA,U743,liver,NA,PBS,NA
SDN1336,DNA,U744,liver,NA,PBS,NA
SDN1337,DNA,U745,liver,NA,PBS,NA
SDN1338,DNA,U746,liver,NA,PBS,NA
SDN1339,DNA,U747,liver,NA,PBS,NA
SDN1356,DNA,U748,liver,NA,PBS,NA
SDN1357,DNA,U749,liver,NA,PBS,NA
SDN1358,DNA,U750,liver,NA,PBS,NA
SDN696,DNA,U751,liver,NA,PBS,NA
SDN708,DNA,U752,liver,NA,PBS,NA
SDN709,DNA,U753,liver,NA,PBS,NA
SDN710,DNA,U754,liver,NA,PBS,NA
SDN739,DNA,U755,liver,NA,PBS,NA
SDN760,DNA,U756,liver,NA,PBS,NA
SDN761,DNA,U757,liver,NA,PBS,NA
SDN762,DNA,U758,liver,NA,PBS,NA
SDN781,DNA,U759,liver,NA,PBS,NA
SDN782,DNA,U760,liver,NA,PBS,NA
SDN711,DNA,U761,liver,NA,PBS,NA
SDN712,DNA,U762,liver,NA,PBS,NA
SDN722,DNA,U763,liver,NA,PBS,NA
SDN723,DNA,U764,liver,NA,PBS,NA
SDN724,DNA,U765,liver,NA,PBS,NA
SDN725,DNA,U766,liver,NA,PBS,NA
SDN726,DNA,U767,liver,NA,PBS,NA
SDN727,DNA,U768,liver,NA,PBS,NA
SDN728,DNA,U769,liver,NA,PBS,NA
SDN740,DNA,U770,liver,NA,PBS,NA
SDN729,DNA,U771,liver,NA,PBS,NA
SDN730,DNA,U772,liver,NA,PBS,NA
SDN731,DNA,U773,liver,NA,PBS,NA
SDN741,DNA,U774,liver,NA,PBS,NA
SDN742,DNA,U775,liver,NA,PBS,NA
SDN743,DNA,U776,liver,NA,PBS,NA
S777DN1,DNA,U777,liver,NA,NA,NA
SDN745,DNA,U778,liver,NA,PBS,NA
SDN746,DNA,U779,liver,NA,PBS,NA
SDN747,DNA,U780,liver,NA,PBS,NA
SDN713,DNA,U781,liver,NA,PBS,NA
SDN714,DNA,U782,liver,NA,PBS,NA
SDN715,DNA,U783,liver,NA,PBS,NA
SDN716,DNA,U784,liver,NA,PBS,NA
SDN717,DNA,U785,liver,NA,PBS,NA
SDN732,DNA,U786,liver,NA,PBS,NA
SDN733,DNA,U787,liver,NA,PBS,NA
SDN734,DNA,U788,liver,NA,PBS,NA
SDN735,DNA,U789,liver,NA,PBS,NA
SDN736,DNA,U790,liver,NA,PBS,NA
SDN737,DNA,U791,liver,NA,PBS,NA
S792DN1,DNA,U792,liver,NA,NA,NA
SDN748,DNA,U793,liver,NA,PBS,NA
SDN749,DNA,U794,liver,NA,PBS,NA
SDN750,DNA,U795,liver,NA,PBS,NA
SDN751,DNA,U796,liver,NA,PBS,NA
SDN752,DNA,U797,liver,NA,PBS,NA
SDN753,DNA,U798,liver,NA,PBS,NA
SDN763,DNA,U799,liver,NA,PBS,NA
SDN764,DNA,U800,liver,NA,PBS,NA
SDN754,DNA,U801,liver,NA,PBS,NA
SDN755,DNA,U802,liver,NA,PBS,NA
SDN756,DNA,U803,liver,NA,PBS,NA
SDN757,DNA,U804,liver,NA,PBS,NA
SDN758,DNA,U805,liver,NA,PBS,NA
SDN759,DNA,U806,liver,NA,PBS,NA
SDN765,DNA,U807,liver,NA,PBS,NA
SDN766,DNA,U808,liver,NA,PBS,NA
SDN767,DNA,U809,liver,NA,PBS,NA
SDN768,DNA,U810,liver,NA,PBS,NA
SDN769,DNA,U811,liver,NA,PBS,NA
SDN770,DNA,U812,liver,NA,PBS,NA
SDN771,DNA,U813,liver,NA,PBS,NA
SDN772,DNA,U814,liver,NA,PBS,NA
SDN773,DNA,U815,liver,NA,PBS,NA
SDN774,DNA,U816,liver,NA,PBS,NA
SDN775,DNA,U817,liver,NA,PBS,NA
SDN783,DNA,U818,liver,NA,PBS,NA
SDN784,DNA,U819,liver,NA,PBS,NA
SDN785,DNA,U820,liver,NA,PBS,NA
SDN776,DNA,U821,liver,NA,PBS,NA
SDN777,DNA,U822,liver,NA,PBS,NA
SDN778,DNA,U823,liver,NA,PBS,NA
SDN786,DNA,U824,liver,NA,PBS,NA
SDN798,DNA,U825,liver,NA,PBS,NA
SDN799,DNA,U826,liver,NA,PBS,NA
SDN800,DNA,U827,liver,NA,PBS,NA
SDN801,DNA,U828,liver,NA,PBS,NA
SDN802,DNA,U829,liver,NA,PBS,NA
SDN803,DNA,U830,liver,NA,PBS,NA
SDN779,DNA,U831,liver,NA,PBS,NA
SDN780,DNA,U832,liver,NA,PBS,NA
SDN787,DNA,U833,liver,NA,PBS,NA
SDN788,DNA,U834,liver,NA,PBS,NA
SDN789,DNA,U835,liver,NA,PBS,NA
SDN790,DNA,U836,liver,NA,PBS,NA
SDN791,DNA,U837,liver,NA,PBS,NA
SDN792,DNA,U838,liver,NA,PBS,NA
SDN793,DNA,U839,liver,NA,PBS,NA
S840DN1,DNA,U840,liver,NA,NA,NA
SDN794,DNA,U841,liver,NA,PBS,NA
SDN795,DNA,U842,liver,NA,PBS,NA
SDN796,DNA,U843,liver,NA,PBS,NA
SDN797,DNA,U844,liver,NA,PBS,NA
SDN805,DNA,U845,liver,NA,PBS,NA
SDN806,DNA,U846,liver,NA,PBS,NA
SDN807,DNA,U847,liver,NA,PBS,NA
SDN808,DNA,U848,liver,NA,PBS,NA
SDN809,DNA,U849,liver,NA,PBS,NA
SDN810,DNA,U850,liver,NA,PBS,NA
SDN829,DNA,U851,liver,NA,PBS,NA
SDN841,DNA,U852,liver,NA,PBS,NA
SDN849,DNA,U853,liver,NA,PBS,NA
SDN866,DNA,U854,liver,NA,PBS,NA
SDN867,DNA,U855,liver,NA,PBS,NA
SDN883,DNA,U856,liver,NA,PBS,NA
SDN884,DNA,U857,liver,NA,PBS,NA
SDN885,DNA,U858,liver,NA,PBS,NA
SDN886,DNA,U859,liver,NA,PBS,NA
SDN887,DNA,U860,liver,NA,PBS,NA
SDN811,DNA,U861,liver,NA,PBS,NA
SDN812,DNA,U862,liver,NA,PBS,NA
SDN813,DNA,U863,liver,NA,PBS,NA
SDN814,DNA,U864,liver,NA,PBS,NA
SDN815,DNA,U865,liver,NA,PBS,NA
SDN816,DNA,U866,liver,NA,PBS,NA
SDN819,DNA,U867,liver,NA,PBS,NA
SDN820,DNA,U868,liver,NA,PBS,NA
SDN821,DNA,U869,liver,NA,PBS,NA
SDN822,DNA,U870,liver,NA,PBS,NA
SDN817,DNA,U871,liver,NA,PBS,NA
SDN850,DNA,U872,liver,NA,PBS,NA
SDN851,DNA,U873,liver,NA,PBS,NA
SDN852,DNA,U874,liver,NA,PBS,NA
SDN853,DNA,U875,liver,NA,PBS,NA
SDN854,DNA,U876,liver,NA,PBS,NA
SDN855,DNA,U877,liver,NA,PBS,NA
SDN868,DNA,U878,liver,NA,PBS,NA
SDN869,DNA,U879,liver,NA,PBS,NA
SDN870,DNA,U880,liver,NA,PBS,NA
SDN818,DNA,U881,liver,NA,PBS,NA
SDN823,DNA,U882,liver,NA,PBS,NA
SDN824,DNA,U883,liver,NA,PBS,NA
SDN825,DNA,U884,liver,NA,PBS,NA
SDN826,DNA,U885,liver,NA,PBS,NA
SDN830,DNA,U886,liver,NA,PBS,NA
SDN831,DNA,U887,liver,NA,PBS,NA
SDN832,DNA,U888,liver,NA,PBS,NA
SDN833,DNA,U889,liver,NA,PBS,NA
SDN834,DNA,U890,liver,NA,PBS,NA
SDN827,DNA,U891,liver,NA,PBS,NA
SDN828,DNA,U892,liver,NA,PBS,NA
SDN835,DNA,U893,liver,NA,PBS,NA
SDN836,DNA,U894,liver,NA,PBS,NA
SDN837,DNA,U895,liver,NA,PBS,NA
SDN838,DNA,U896,liver,NA,PBS,NA
SDN839,DNA,U897,liver,NA,PBS,NA
SDN840,DNA,U898,liver,NA,PBS,NA
SDN842,DNA,U899,liver,NA,PBS,NA
SDN843,DNA,U900,liver,NA,PBS,NA
SDN844,DNA,U901,liver,NA,PBS,NA
SDN845,DNA,U902,liver,NA,PBS,NA
SDN846,DNA,U903,liver,NA,PBS,NA
SDN847,DNA,U904,liver,NA,PBS,NA
SDN856,DNA,U905,liver,NA,PBS,NA
SDN857,DNA,U906,liver,NA,PBS,NA
SDN858,DNA,U907,liver,NA,PBS,NA
SDN859,DNA,U908,liver,NA,PBS,NA
SDN860,DNA,U909,liver,NA,PBS,NA
SDN861,DNA,U910,liver,NA,PBS,NA
SDN848,DNA,U911,liver,NA,PBS,NA
SDN862,DNA,U912,liver,NA,PBS,NA
SDN863,DNA,U913,liver,NA,PBS,NA
SDN864,DNA,U914,liver,NA,PBS,NA
SDN865,DNA,U915,liver,NA,PBS,NA
SDN871,DNA,U916,liver,NA,PBS,NA
SDN872,DNA,U917,liver,NA,PBS,NA
SDN873,DNA,U918,liver,NA,PBS,NA
SDN874,DNA,U919,liver,NA,PBS,NA
SDN888,DNA,U920,liver,NA,PBS,NA
SDN875,DNA,U921,liver,NA,PBS,NA
SDN876,DNA,U922,liver,NA,PBS,NA
SDN889,DNA,U923,liver,NA,PBS,NA
SDN890,DNA,U924,liver,NA,PBS,NA
SDN891,DNA,U925,liver,NA,PBS,NA
SDN892,DNA,U926,liver,NA,PBS,NA
SDN893,DNA,U927,liver,NA,PBS,NA
SDN894,DNA,U928,liver,NA,PBS,NA
SDN902,DNA,U929,liver,NA,PBS,NA
SDN903,DNA,U930,liver,NA,PBS,NA
SDN877,DNA,U931,liver,NA,PBS,NA
SDN878,DNA,U932,liver,NA,PBS,NA
SDN879,DNA,U933,liver,NA,PBS,NA
SDN880,DNA,U934,liver,NA,PBS,NA
SDN881,DNA,U935,liver,NA,PBS,NA
SDN882,DNA,U936,liver,NA,PBS,NA
S937DN1,DNA,U937,liver,NA,NA,NA
S938DN1,DNA,U938,liver,NA,NA,NA
SDN897,DNA,U939,liver,NA,PBS,NA
SDN904,DNA,U940,liver,NA,PBS,NA
SDN898,DNA,U941,liver,NA,PBS,NA
SDN905,DNA,U942,liver,NA,PBS,NA
SDN906,DNA,U943,liver,NA,PBS,NA
SDN921,DNA,U944,liver,NA,PBS,NA
SDN922,DNA,U945,liver,NA,PBS,NA
SDN923,DNA,U946,liver,NA,PBS,NA
SDN968,DNA,U947,liver,NA,PBS,NA
SDN969,DNA,U948,liver,NA,PBS,NA
SDN970,DNA,U949,liver,NA,PBS,NA
SDN971,DNA,U950,liver,NA,PBS,NA
