ufn,sample_type,sample_id,sample_comments,analyzing_lab,sample_quality_flag,sample_quality_log
U617,RNA_DNA,S617RD1,NA,UBC_Hunt,AV,NA
U622,RNA_DNA,S622RD1,NA,UBC_Hunt,AV,NA
U616,RNA_DNA,S616RD1,NA,UBC_Hunt,AV,NA
U615,RNA_DNA,S615RD1,NA,UBC_Hunt,AV,NA
U614,RNA_DNA,S614RD1,NA,UBC_Hunt,AV,NA
U613,RNA_DNA,S613RD1,NA,UBC_Hunt,AV,NA
U598,RNA_DNA,S598RD1,NA,UBC_Hunt,AV,NA
U599,RNA_DNA,S599RD1,NA,UBC_Hunt,AV,NA
U651,RNA_DNA,S651RD1,NA,UBC_Hunt,AV,NA
U652,RNA_DNA,S652RD1,NA,UBC_Hunt,AV,NA
U653,RNA_DNA,S653RD1,NA,UBC_Hunt,AV,NA
U654,RNA_DNA,S654RD1,NA,UBC_Hunt,AV,NA
U655,RNA_DNA,S655RD1,NA,UBC_Hunt,AV,NA
U643,RNA_DNA,S643RD1,NA,UBC_Hunt,AV,NA
U644,RNA_DNA,S644RD1,NA,UBC_Hunt,AV,NA
U645,RNA_DNA,S645RD1,NA,UBC_Hunt,AV,NA
U646,RNA_DNA,S646RD1,NA,UBC_Hunt,AV,NA
U647,RNA_DNA,S647RD1,NA,UBC_Hunt,AV,NA
U648,RNA_DNA,S648RD1,NA,UBC_Hunt,AV,NA
U649,RNA_DNA,S649RD1,NA,UBC_Hunt,AV,NA
U650,RNA_DNA,S650RD1,NA,UBC_Hunt,AV,NA
U659,RNA_DNA,S659RD1,NA,UBC_Hunt,AV,NA
U663,RNA_DNA,S663RD1,NA,UBC_Hunt,AV,NA
U662,RNA_DNA,S662RD1,NA,UBC_Hunt,AV,NA
U626,RNA_DNA,S626RD1,NA,UBC_Hunt,AV,NA
U625,RNA_DNA,S625RD1,NA,UBC_Hunt,AV,NA
U624,RNA_DNA,S624RD1,NA,UBC_Hunt,AV,NA
U661,RNA_DNA,S661RD1,NA,UBC_Hunt,AV,NA
U620,RNA_DNA,S620RD1,NA,UBC_Hunt,AV,NA
U656,RNA_DNA,S656RD1,NA,UBC_Hunt,AV,NA
U657,RNA_DNA,S657RD1,NA,UBC_Hunt,AV,NA
U658,RNA_DNA,S658RD1,NA,UBC_Hunt,AV,NA
U671,RNA_DNA,S671RD1,NA,UBC_Hunt,AV,NA
U660,RNA_DNA,S660RD1,NA,UBC_Hunt,AV,NA
U681,RNA_DNA,S681RD1,NA,UBC_Hunt,AV,NA
U682,RNA_DNA,S682RD1,NA,UBC_Hunt,AV,NA
U683,RNA_DNA,S683RD1,NA,UBC_Hunt,AV,NA
U672,RNA_DNA,S672RD1,NA,UBC_Hunt,AV,NA
U673,RNA_DNA,S673RD1,NA,UBC_Hunt,AV,NA
U674,RNA_DNA,S674RD1,NA,UBC_Hunt,AV,NA
U675,RNA_DNA,S675RD1,NA,UBC_Hunt,AV,NA
U676,RNA_DNA,S676RD1,NA,UBC_Hunt,AV,NA
U677,RNA_DNA,S677RD1,NA,UBC_Hunt,AV,NA
U678,RNA_DNA,S678RD1,NA,UBC_Hunt,AV,NA
U627,RNA_DNA,S627RD1,NA,UBC_Hunt,AV,NA
U701,RNA_DNA,S701RD1,NA,UBC_Hunt,AV,NA
U670,RNA_DNA,S670RD1,NA,UBC_Hunt,AV,NA
U669,RNA_DNA,S669RD1,NA,UBC_Hunt,AV,NA
U668,RNA_DNA,S668RD1,NA,UBC_Hunt,AV,NA
U667,RNA_DNA,S667RD1,NA,UBC_Hunt,AV,NA
U666,RNA_DNA,S666RD1,NA,UBC_Hunt,AV,NA
U665,RNA_DNA,S665RD1,NA,UBC_Hunt,AV,NA
U664,RNA_DNA,S664RD1,NA,UBC_Hunt,AV,NA
U684,RNA_DNA,S684RD1,NA,UBC_Hunt,AV,NA
U685,RNA_DNA,S685RD1,NA,UBC_Hunt,AV,NA
U686,RNA_DNA,S686RD1,NA,UBC_Hunt,AV,NA
U687,RNA_DNA,S687RD1,NA,UBC_Hunt,AV,NA
U688,RNA_DNA,S688RD1,NA,UBC_Hunt,AV,NA
U689,RNA_DNA,S689RD1,NA,UBC_Hunt,AV,NA
U690,RNA_DNA,S690RD1,NA,UBC_Hunt,AV,NA
U711,RNA_DNA,S711RD1,NA,UBC_Hunt,AV,NA
U628,RNA_DNA,S628RD1,NA,UBC_Hunt,AV,NA
U629,RNA_DNA,S629RD1,NA,UBC_Hunt,AV,NA
U630,RNA_DNA,S630RD1,NA,UBC_Hunt,AV,NA
U751,RNA_DNA,S751RD1,NA,UBC_Hunt,AV,NA
U752,RNA_DNA,S752RD1,NA,UBC_Hunt,AV,NA
U753,RNA_DNA,S753RD1,NA,UBC_Hunt,AV,NA
U754,RNA_DNA,S754RD1,NA,UBC_Hunt,AV,NA
U738,RNA_DNA,S738RD1,NA,UBC_Hunt,AV,NA
U709,RNA_DNA,S709RD1,NA,UBC_Hunt,AV,NA
U708,RNA_DNA,S708RD1,NA,UBC_Hunt,AV,NA
U707,RNA_DNA,S707RD1,NA,UBC_Hunt,AV,NA
U706,RNA_DNA,S706RD1,NA,UBC_Hunt,AV,NA
U705,RNA_DNA,S705RD1,NA,UBC_Hunt,AV,NA
U704,RNA_DNA,S704RD1,NA,UBC_Hunt,AV,NA
U703,RNA_DNA,S703RD1,NA,UBC_Hunt,AV,NA
U702,RNA_DNA,S702RD1,NA,UBC_Hunt,AV,NA
U679,RNA_DNA,S679RD1,NA,UBC_Hunt,AV,NA
U680,RNA_DNA,S680RD1,NA,UBC_Hunt,AV,NA
U721,RNA_DNA,S721RD1,NA,UBC_Hunt,AV,NA
U722,RNA_DNA,S722RD1,NA,UBC_Hunt,AV,NA
U723,RNA_DNA,S723RD1,NA,UBC_Hunt,AV,NA
U724,RNA_DNA,S724RD1,NA,UBC_Hunt,AV,NA
U725,RNA_DNA,S725RD1,NA,UBC_Hunt,AV,NA
U726,RNA_DNA,S726RD1,NA,UBC_Hunt,AV,NA
U712,RNA_DNA,S712RD1,NA,UBC_Hunt,AV,NA
U713,RNA_DNA,S713RD1,NA,UBC_Hunt,AV,NA
U714,RNA_DNA,S714RD1,NA,UBC_Hunt,AV,NA
U715,RNA_DNA,S715RD1,NA,UBC_Hunt,AV,NA
U716,RNA_DNA,S716RD1,NA,UBC_Hunt,AV,NA
U717,RNA_DNA,S717RD1,NA,UBC_Hunt,AV,NA
U718,RNA_DNA,S718RD1,NA,UBC_Hunt,AV,NA
U719,RNA_DNA,S719RD1,NA,UBC_Hunt,AV,NA
U737,RNA_DNA,S737RD1,NA,UBC_Hunt,AV,NA
U736,RNA_DNA,S736RD1,NA,UBC_Hunt,AV,NA
U735,RNA_DNA,S735RD1,NA,UBC_Hunt,AV,NA
U734,RNA_DNA,S734RD1,NA,UBC_Hunt,AV,NA
U733,RNA_DNA,S733RD1,NA,UBC_Hunt,AV,NA
U732,RNA_DNA,S732RD1,NA,UBC_Hunt,AV,NA
U731,RNA_DNA,S731RD1,NA,UBC_Hunt,AV,NA
U710,RNA_DNA,S710RD1,NA,UBC_Hunt,AV,NA
U727,RNA_DNA,S727RD1,NA,UBC_Hunt,AV,NA
U728,RNA_DNA,S728RD1,NA,UBC_Hunt,AV,NA
U729,RNA_DNA,S729RD1,NA,UBC_Hunt,AV,NA
U730,RNA_DNA,S730RD1,NA,UBC_Hunt,AV,NA
U781,RNA_DNA,S781RD1,NA,UBC_Hunt,AV,NA
U782,RNA_DNA,S782RD1,NA,UBC_Hunt,AV,NA
U783,RNA_DNA,S783RD1,NA,UBC_Hunt,AV,NA
U784,RNA_DNA,S784RD1,NA,UBC_Hunt,AV,NA
U720,RNA_DNA,S720RD1,NA,UBC_Hunt,AV,NA
U761,RNA_DNA,S761RD1,NA,UBC_Hunt,AV,NA
U762,RNA_DNA,S762RD1,NA,UBC_Hunt,AV,NA
U763,RNA_DNA,S763RD1,NA,UBC_Hunt,AV,NA
U764,RNA_DNA,S764RD1,NA,UBC_Hunt,AV,NA
U765,RNA_DNA,S765RD1,NA,UBC_Hunt,AV,NA
U766,RNA_DNA,S766RD1,NA,UBC_Hunt,AV,NA
U767,RNA_DNA,S767RD1,NA,UBC_Hunt,AV,NA
U785,RNA_DNA,S785RD1,NA,UBC_Hunt,AV,NA
U786,RNA_DNA,S786RD1,NA,UBC_Hunt,AV,NA
U787,RNA_DNA,S787RD1,NA,UBC_Hunt,AV,NA
U788,RNA_DNA,S788RD1,NA,UBC_Hunt,AV,NA
U789,RNA_DNA,S789RD1,NA,UBC_Hunt,AV,NA
U790,RNA_DNA,S790RD1,NA,UBC_Hunt,AV,NA
U791,RNA_DNA,S791RD1,NA,UBC_Hunt,AV,NA
U792,RNA_DNA,S792RD1,NA,UBC_Hunt,AV,NA
U776,RNA_DNA,S776RD1,NA,UBC_Hunt,AV,NA
U775,RNA_DNA,S775RD1,NA,UBC_Hunt,AV,NA
U774,RNA_DNA,S774RD1,NA,UBC_Hunt,AV,NA
U773,RNA_DNA,S773RD1,NA,UBC_Hunt,AV,NA
U772,RNA_DNA,S772RD1,NA,UBC_Hunt,AV,NA
U771,RNA_DNA,S771RD1,NA,UBC_Hunt,AV,NA
U740,RNA_DNA,S740RD1,NA,UBC_Hunt,AV,NA
U739,RNA_DNA,S739RD1,NA,UBC_Hunt,AV,NA
U768,RNA_DNA,S768RD1,NA,UBC_Hunt,AV,NA
U769,RNA_DNA,S769RD1,NA,UBC_Hunt,AV,NA
U770,RNA_DNA,S770RD1,NA,UBC_Hunt,AV,NA
U801,RNA_DNA,S801RD1,NA,UBC_Hunt,AV,NA
U802,RNA_DNA,S802RD1,NA,UBC_Hunt,AV,NA
U777,RNA_DNA,S777RD1,NA,UBC_Hunt,AV,NA
U803,RNA_DNA,S803RD1,NA,UBC_Hunt,AV,NA
U804,RNA_DNA,S804RD1,NA,UBC_Hunt,AV,NA
U755,RNA_DNA,S755RD1,NA,UBC_Hunt,AV,NA
U793,RNA_DNA,S793RD1,NA,UBC_Hunt,AV,NA
U794,RNA_DNA,S794RD1,NA,UBC_Hunt,AV,NA
U795,RNA_DNA,S795RD1,NA,UBC_Hunt,AV,NA
U796,RNA_DNA,S796RD1,NA,UBC_Hunt,AV,NA
U797,RNA_DNA,S797RD1,NA,UBC_Hunt,AV,NA
U798,RNA_DNA,S798RD1,NA,UBC_Hunt,AV,NA
U799,RNA_DNA,S799RD1,NA,UBC_Hunt,AV,NA
U815,RNA_DNA,S815RD1,NA,UBC_Hunt,AV,NA
U814,RNA_DNA,S814RD1,NA,UBC_Hunt,AV,NA
U813,RNA_DNA,S813RD1,NA,UBC_Hunt,AV,NA
U812,RNA_DNA,S812RD1,NA,UBC_Hunt,AV,NA
U811,RNA_DNA,S811RD1,NA,UBC_Hunt,AV,NA
U780,RNA_DNA,S780RD1,NA,UBC_Hunt,AV,NA
U779,RNA_DNA,S779RD1,NA,UBC_Hunt,AV,NA
U778,RNA_DNA,S778RD1,NA,UBC_Hunt,AV,NA
U805,RNA_DNA,S805RD1,NA,UBC_Hunt,AV,NA
U806,RNA_DNA,S806RD1,NA,UBC_Hunt,AV,NA
U807,RNA_DNA,S807RD1,NA,UBC_Hunt,AV,NA
U808,RNA_DNA,S808RD1,NA,UBC_Hunt,AV,NA
U809,RNA_DNA,S809RD1,NA,UBC_Hunt,AV,NA
U810,RNA_DNA,S810RD1,NA,UBC_Hunt,AV,NA
U821,RNA_DNA,S821RD1,NA,UBC_Hunt,AV,NA
U822,RNA_DNA,S822RD1,NA,UBC_Hunt,AV,NA
U756,RNA_DNA,S756RD1,NA,UBC_Hunt,AV,NA
U757,RNA_DNA,S757RD1,NA,UBC_Hunt,AV,NA
U758,RNA_DNA,S758RD1,NA,UBC_Hunt,AV,NA
U759,RNA_DNA,S759RD1,NA,UBC_Hunt,AV,NA
U760,RNA_DNA,S760RD1,NA,UBC_Hunt,AV,NA
U845,RNA_DNA,S845RD1,NA,UBC_Hunt,AV,NA
U846,RNA_DNA,S846RD1,NA,UBC_Hunt,AV,NA
U847,RNA_DNA,S847RD1,NA,UBC_Hunt,AV,NA
U800,RNA_DNA,S800RD1,NA,UBC_Hunt,AV,NA
U831,RNA_DNA,S831RD1,NA,UBC_Hunt,AV,NA
U832,RNA_DNA,S832RD1,NA,UBC_Hunt,AV,NA
U833,RNA_DNA,S833RD1,NA,UBC_Hunt,AV,NA
U834,RNA_DNA,S834RD1,NA,UBC_Hunt,AV,NA
U835,RNA_DNA,S835RD1,NA,UBC_Hunt,AV,NA
U836,RNA_DNA,S836RD1,NA,UBC_Hunt,AV,NA
U837,RNA_DNA,S837RD1,NA,UBC_Hunt,AV,NA
U843,RNA_DNA,S843RD1,NA,UBC_Hunt,AV,NA
U842,RNA_DNA,S842RD1,NA,UBC_Hunt,AV,NA
U841,RNA_DNA,S841RD1,NA,UBC_Hunt,AV,NA
U820,RNA_DNA,S820RD1,NA,UBC_Hunt,AV,NA
U819,RNA_DNA,S819RD1,NA,UBC_Hunt,AV,NA
U818,RNA_DNA,S818RD1,NA,UBC_Hunt,AV,NA
U817,RNA_DNA,S817RD1,NA,UBC_Hunt,AV,NA
U816,RNA_DNA,S816RD1,NA,UBC_Hunt,AV,NA
U823,RNA_DNA,S823RD1,NA,UBC_Hunt,AV,NA
U824,RNA_DNA,S824RD1,NA,UBC_Hunt,AV,NA
U838,RNA_DNA,S838RD1,NA,UBC_Hunt,AV,NA
U844,RNA_DNA,S844RD1,NA,UBC_Hunt,AV,NA
U839,RNA_DNA,S839RD1,NA,UBC_Hunt,AV,NA
U825,RNA_DNA,S825RD1,NA,UBC_Hunt,AV,NA
U826,RNA_DNA,S826RD1,NA,UBC_Hunt,AV,NA
U827,RNA_DNA,S827RD1,NA,UBC_Hunt,AV,NA
U840,RNA_DNA,S840RD1,NA,UBC_Hunt,AV,NA
U861,RNA_DNA,S861RD1,NA,UBC_Hunt,AV,NA
U862,RNA_DNA,S862RD1,NA,UBC_Hunt,AV,NA
U863,RNA_DNA,S863RD1,NA,UBC_Hunt,AV,NA
U864,RNA_DNA,S864RD1,NA,UBC_Hunt,AV,NA
U865,RNA_DNA,S865RD1,NA,UBC_Hunt,AV,NA
U866,RNA_DNA,S866RD1,NA,UBC_Hunt,AV,NA
U867,RNA_DNA,S867RD1,NA,UBC_Hunt,AV,NA
U870,RNA_DNA,S870RD1,NA,UBC_Hunt,AV,NA
U869,RNA_DNA,S869RD1,NA,UBC_Hunt,AV,NA
U868,RNA_DNA,S868RD1,NA,UBC_Hunt,AV,NA
U871,RNA_DNA,S871RD1,NA,UBC_Hunt,AV,NA
U850,RNA_DNA,S850RD1,NA,UBC_Hunt,AV,NA
U849,RNA_DNA,S849RD1,NA,UBC_Hunt,AV,NA
U848,RNA_DNA,S848RD1,NA,UBC_Hunt,AV,NA
U828,RNA_DNA,S828RD1,NA,UBC_Hunt,AV,NA
U829,RNA_DNA,S829RD1,NA,UBC_Hunt,AV,NA
U830,RNA_DNA,S830RD1,NA,UBC_Hunt,AV,NA
U881,RNA_DNA,S881RD1,NA,UBC_Hunt,AV,NA
U882,RNA_DNA,S882RD1,NA,UBC_Hunt,AV,NA
U883,RNA_DNA,S883RD1,NA,UBC_Hunt,AV,NA
U884,RNA_DNA,S884RD1,NA,UBC_Hunt,AV,NA
U885,RNA_DNA,S885RD1,NA,UBC_Hunt,AV,NA
U891,RNA_DNA,S891RD1,NA,UBC_Hunt,AV,NA
U892,RNA_DNA,S892RD1,NA,UBC_Hunt,AV,NA
U893,RNA_DNA,S893RD1,NA,UBC_Hunt,AV,NA
U851,RNA_DNA,S851RD1,NA,UBC_Hunt,AV,NA
U894,RNA_DNA,S894RD1,NA,UBC_Hunt,AV,NA
U895,RNA_DNA,S895RD1,NA,UBC_Hunt,AV,NA
U896,RNA_DNA,S896RD1,NA,UBC_Hunt,AV,NA
U897,RNA_DNA,S897RD1,NA,UBC_Hunt,AV,NA
U886,RNA_DNA,S886RD1,NA,UBC_Hunt,AV,NA
U887,RNA_DNA,S887RD1,NA,UBC_Hunt,AV,NA
U888,RNA_DNA,S888RD1,NA,UBC_Hunt,AV,NA
U889,RNA_DNA,S889RD1,NA,UBC_Hunt,AV,NA
U890,RNA_DNA,S890RD1,NA,UBC_Hunt,AV,NA
U898,RNA_DNA,S898RD1,NA,UBC_Hunt,AV,NA
U901,RNA_DNA,S901RD1,NA,UBC_Hunt,AV,NA
U852,RNA_DNA,S852RD1,NA,UBC_Hunt,AV,NA
U899,RNA_DNA,S899RD1,NA,UBC_Hunt,AV,NA
U900,RNA_DNA,S900RD1,NA,UBC_Hunt,AV,NA
U911,RNA_DNA,S911RD1,NA,UBC_Hunt,AV,NA
U912,RNA_DNA,S912RD1,NA,UBC_Hunt,AV,NA
U853,RNA_DNA,S853RD1,NA,UBC_Hunt,AV,NA
U913,RNA_DNA,S913RD1,NA,UBC_Hunt,AV,NA
U914,RNA_DNA,S914RD1,NA,UBC_Hunt,AV,NA
U915,RNA_DNA,S915RD1,NA,UBC_Hunt,AV,NA
U902,RNA_DNA,S902RD1,NA,UBC_Hunt,AV,NA
U903,RNA_DNA,S903RD1,NA,UBC_Hunt,AV,NA
U904,RNA_DNA,S904RD1,NA,UBC_Hunt,AV,NA
U905,RNA_DNA,S905RD1,NA,UBC_Hunt,AV,NA
U906,RNA_DNA,S906RD1,NA,UBC_Hunt,AV,NA
U907,RNA_DNA,S907RD1,NA,UBC_Hunt,AV,NA
U908,RNA_DNA,S908RD1,NA,UBC_Hunt,AV,NA
U909,RNA_DNA,S909RD1,NA,UBC_Hunt,AV,NA
U879,RNA_DNA,S879RD1,NA,UBC_Hunt,AV,NA
U878,RNA_DNA,S878RD1,NA,UBC_Hunt,AV,NA
U877,RNA_DNA,S877RD1,NA,UBC_Hunt,AV,NA
U876,RNA_DNA,S876RD1,NA,UBC_Hunt,AV,NA
U875,RNA_DNA,S875RD1,NA,UBC_Hunt,AV,NA
U874,RNA_DNA,S874RD1,NA,UBC_Hunt,AV,NA
U873,RNA_DNA,S873RD1,NA,UBC_Hunt,AV,NA
U872,RNA_DNA,S872RD1,NA,UBC_Hunt,AV,NA
U910,RNA_DNA,S910RD1,NA,UBC_Hunt,AV,NA
U931,RNA_DNA,S931RD1,NA,UBC_Hunt,AV,NA
U932,RNA_DNA,S932RD1,NA,UBC_Hunt,AV,NA
U933,RNA_DNA,S933RD1,NA,UBC_Hunt,AV,NA
U934,RNA_DNA,S934RD1,NA,UBC_Hunt,AV,NA
U935,RNA_DNA,S935RD1,NA,UBC_Hunt,AV,NA
U936,RNA_DNA,S936RD1,NA,UBC_Hunt,AV,NA
U937,RNA_DNA,S937RD1,NA,UBC_Hunt,AV,NA
U854,RNA_DNA,S854RD1,NA,UBC_Hunt,AV,NA
U855,RNA_DNA,S855RD1,NA,UBC_Hunt,AV,NA
U856,RNA_DNA,S856RD1,NA,UBC_Hunt,AV,NA
U857,RNA_DNA,S857RD1,NA,UBC_Hunt,AV,NA
U858,RNA_DNA,S858RD1,NA,UBC_Hunt,AV,NA
U859,RNA_DNA,S859RD1,NA,UBC_Hunt,AV,NA
U860,RNA_DNA,S860RD1,NA,UBC_Hunt,AV,NA
U941,RNA_DNA,S941RD1,NA,UBC_Hunt,AV,NA
U916,RNA_DNA,S916RD1,NA,UBC_Hunt,AV,NA
U917,RNA_DNA,S917RD1,NA,UBC_Hunt,AV,NA
U918,RNA_DNA,S918RD1,NA,UBC_Hunt,AV,NA
U919,RNA_DNA,S919RD1,NA,UBC_Hunt,AV,NA
U920,RNA_DNA,S920RD1,NA,UBC_Hunt,AV,NA
U961,RNA_DNA,S961RD1,NA,UBC_Hunt,AV,NA
U962,RNA_DNA,S962RD1,NA,UBC_Hunt,AV,NA
U963,RNA_DNA,S963RD1,NA,UBC_Hunt,AV,NA
U927,RNA_DNA,S927RD1,NA,UBC_Hunt,AV,NA
U926,RNA_DNA,S926RD1,NA,UBC_Hunt,AV,NA
U925,RNA_DNA,S925RD1,NA,UBC_Hunt,AV,NA
U924,RNA_DNA,S924RD1,NA,UBC_Hunt,AV,NA
U923,RNA_DNA,S923RD1,NA,UBC_Hunt,AV,NA
U922,RNA_DNA,S922RD1,NA,UBC_Hunt,AV,NA
U921,RNA_DNA,S921RD1,NA,UBC_Hunt,AV,NA
U880,RNA_DNA,S880RD1,NA,UBC_Hunt,AV,NA
U938,RNA_DNA,S938RD1,NA,UBC_Hunt,AV,NA
U939,RNA_DNA,S939RD1,NA,UBC_Hunt,AV,NA
U940,RNA_DNA,S940RD1,NA,UBC_Hunt,AV,NA
U951,RNA_DNA,S951RD1,NA,UBC_Hunt,AV,NA
U952,RNA_DNA,S952RD1,NA,UBC_Hunt,AV,NA
U953,RNA_DNA,S953RD1,NA,UBC_Hunt,AV,NA
U954,RNA_DNA,S954RD1,NA,UBC_Hunt,AV,NA
U955,RNA_DNA,S955RD1,NA,UBC_Hunt,AV,NA
U985,RNA_DNA,S985RD1,NA,UBC_Hunt,AV,NA
U984,RNA_DNA,S984RD1,NA,UBC_Hunt,AV,NA
U983,RNA_DNA,S983RD1,NA,UBC_Hunt,AV,NA
U982,RNA_DNA,S982RD1,NA,UBC_Hunt,AV,NA
U981,RNA_DNA,S981RD1,NA,UBC_Hunt,AV,NA
U930,RNA_DNA,S930RD1,NA,UBC_Hunt,AV,NA
U929,RNA_DNA,S929RD1,NA,UBC_Hunt,AV,NA
U928,RNA_DNA,S928RD1,NA,UBC_Hunt,AV,NA
U964,RNA_DNA,S964RD1,NA,UBC_Hunt,AV,NA
U965,RNA_DNA,S965RD1,NA,UBC_Hunt,AV,NA
U966,RNA_DNA,S966RD1,NA,UBC_Hunt,AV,NA
U967,RNA_DNA,S967RD1,NA,UBC_Hunt,AV,NA
U968,RNA_DNA,S968RD1,NA,UBC_Hunt,AV,NA
U969,RNA_DNA,S969RD1,NA,UBC_Hunt,AV,NA
U970,RNA_DNA,S970RD1,NA,UBC_Hunt,AV,NA
U991,RNA_DNA,S991RD1,NA,UBC_Hunt,AV,NA
U942,RNA_DNA,S942RD1,NA,UBC_Hunt,AV,NA
U943,RNA_DNA,S943RD1,NA,UBC_Hunt,AV,NA
U944,RNA_DNA,S944RD1,NA,UBC_Hunt,AV,NA
U945,RNA_DNA,S945RD1,NA,UBC_Hunt,AV,NA
U946,RNA_DNA,S946RD1,NA,UBC_Hunt,AV,NA
U1004,RNA_DNA,S1004RD1,NA,UBC_Hunt,AV,NA
U1005,RNA_DNA,S1005RD1,NA,UBC_Hunt,AV,NA
U1006,RNA_DNA,S1006RD1,NA,UBC_Hunt,AV,NA
U956,RNA_DNA,S956RD1,NA,UBC_Hunt,AV,NA
U957,RNA_DNA,S957RD1,NA,UBC_Hunt,AV,NA
U958,RNA_DNA,S958RD1,NA,UBC_Hunt,AV,NA
U959,RNA_DNA,S959RD1,NA,UBC_Hunt,AV,NA
U960,RNA_DNA,S960RD1,NA,UBC_Hunt,AV,NA
U1001,RNA_DNA,S1001RD1,NA,UBC_Hunt,AV,NA
U1002,RNA_DNA,S1002RD1,NA,UBC_Hunt,AV,NA
U1003,RNA_DNA,S1003RD1,NA,UBC_Hunt,AV,NA
U992,RNA_DNA,S992RD1,NA,UBC_Hunt,AV,NA
U993,RNA_DNA,S993RD1,NA,UBC_Hunt,AV,NA
U994,RNA_DNA,S994RD1,NA,UBC_Hunt,AV,NA
U995,RNA_DNA,S995RD1,NA,UBC_Hunt,AV,NA
U996,RNA_DNA,S996RD1,NA,UBC_Hunt,AV,NA
U997,RNA_DNA,S997RD1,NA,UBC_Hunt,AV,NA
U998,RNA_DNA,S998RD1,NA,UBC_Hunt,AV,NA
U999,RNA_DNA,S999RD1,NA,UBC_Hunt,AV,NA
U1013,RNA_DNA,S1013RD1,NA,UBC_Hunt,AV,NA
U1012,RNA_DNA,S1012RD1,NA,UBC_Hunt,AV,NA
U1011,RNA_DNA,S1011RD1,NA,UBC_Hunt,AV,NA
U990,RNA_DNA,S990RD1,NA,UBC_Hunt,AV,NA
U989,RNA_DNA,S989RD1,NA,UBC_Hunt,AV,NA
U988,RNA_DNA,S988RD1,NA,UBC_Hunt,AV,NA
U987,RNA_DNA,S987RD1,NA,UBC_Hunt,AV,NA
U986,RNA_DNA,S986RD1,NA,UBC_Hunt,AV,NA
U947,RNA_DNA,S947RD1,NA,UBC_Hunt,AV,NA
U948,RNA_DNA,S948RD1,NA,UBC_Hunt,AV,NA
U949,RNA_DNA,S949RD1,NA,UBC_Hunt,AV,NA
U950,RNA_DNA,S950RD1,NA,UBC_Hunt,AV,NA
U1031,RNA_DNA,S1031RD1,NA,UBC_Hunt,AV,NA
U1032,RNA_DNA,S1032RD1,NA,UBC_Hunt,AV,NA
U1033,RNA_DNA,S1033RD1,NA,UBC_Hunt,AV,NA
U1034,RNA_DNA,S1034RD1,NA,UBC_Hunt,AV,NA
U1051,RNA_DNA,S1051RD1,NA,UBC_Hunt,AV,NA
U1020,RNA_DNA,S1020RD1,NA,UBC_Hunt,AV,NA
U1019,RNA_DNA,S1019RD1,NA,UBC_Hunt,AV,NA
U1018,RNA_DNA,S1018RD1,NA,UBC_Hunt,AV,NA
U1017,RNA_DNA,S1017RD1,NA,UBC_Hunt,AV,NA
U1016,RNA_DNA,S1016RD1,muscle contaminated,UBC_Hunt,AV,NA
U1015,RNA_DNA,S1015RD1,NA,UBC_Hunt,AV,NA
U1014,RNA_DNA,S1014RD1,NA,UBC_Hunt,AV,NA
U1000,RNA_DNA,S1000RD1,NA,UBC_Hunt,AV,NA
U1021,RNA_DNA,S1021RD1,NA,UBC_Hunt,AV,NA
U1022,RNA_DNA,S1022RD1,NA,UBC_Hunt,AV,NA
U1023,RNA_DNA,S1023RD1,NA,UBC_Hunt,AV,NA
U1024,RNA_DNA,S1024RD1,NA,UBC_Hunt,AV,NA
U1025,RNA_DNA,S1025RD1,NA,UBC_Hunt,AV,NA
U1026,RNA_DNA,S1026RD1,NA,UBC_Hunt,AV,NA
U1027,RNA_DNA,S1027RD1,NA,UBC_Hunt,AV,NA
U1007,RNA_DNA,S1007RD1,NA,UBC_Hunt,AV,NA
U1008,RNA_DNA,S1008RD1,NA,UBC_Hunt,AV,NA
U1009,RNA_DNA,S1009RD1,NA,UBC_Hunt,AV,NA
U1010,RNA_DNA,S1010RD1,NA,UBC_Hunt,AV,NA
U1041,RNA_DNA,S1041RD1,NA,UBC_Hunt,AV,NA
U1042,RNA_DNA,S1042RD1,NA,UBC_Hunt,AV,NA
U1043,RNA_DNA,S1043RD1,NA,UBC_Hunt,AV,NA
U1044,RNA_DNA,S1044RD1,NA,UBC_Hunt,AV,NA
U1059,RNA_DNA,S1059RD1,NA,UBC_Hunt,AV,NA
U1058,RNA_DNA,S1058RD1,NA,UBC_Hunt,AV,NA
U1057,RNA_DNA,S1057RD1,NA,UBC_Hunt,AV,NA
U1056,RNA_DNA,S1056RD1,NA,UBC_Hunt,AV,NA
U1055,RNA_DNA,S1055RD1,NA,UBC_Hunt,AV,NA
U1054,RNA_DNA,S1054RD1,NA,UBC_Hunt,AV,NA
U1053,RNA_DNA,S1053RD1,NA,UBC_Hunt,AV,NA
U1052,RNA_DNA,S1052RD1,NA,UBC_Hunt,AV,NA
U1045,RNA_DNA,S1045RD1,NA,UBC_Hunt,AV,NA
U1046,RNA_DNA,S1046RD1,NA,UBC_Hunt,AV,NA
U1047,RNA_DNA,S1047RD1,NA,UBC_Hunt,AV,NA
U1048,RNA_DNA,S1048RD1,NA,UBC_Hunt,AV,NA
U1049,RNA_DNA,S1049RD1,NA,UBC_Hunt,AV,NA
U1050,RNA_DNA,S1050RD1,NA,UBC_Hunt,AV,NA
U1071,RNA_DNA,S1071RD1,NA,UBC_Hunt,AV,NA
