package_id,seine_id,pkg_species,n_fish,field_liced_status,preservation_status,pkg_type,pkg_comments
JP537,JE293N2,PI,10,N,OK,JSP,NA
JP715,JE293N2,SO,10,N,OK,JSP,NA
JP717,JE293N2,SO,8,N,OK,JSP,NA
JP516,JE302N1,HE,1,N,OK,JSP,NA
JP727,JE302N1,SO,10,N,OK,JSP,NA
JP728,JE302N1,SO,10,N,OK,JSP,NA
JP454,JE302N1,CU,10,N,NA,JSP,NA
JP463,JE302N1,PI,10,N,NA,JSP,NA
JP501,JE303N1,CU,10,N,OK,JSP,NA
JP530,JE303N1,CU,1,N,OK,JSP,NA
JP535,JE303N1,PI,10,N,OK,JSP,NA
JP707,JE303N1,SO,10,N,OK,JSP,NA
JP730,JE303N1,SO,2,N,OK,JSP,NA
JP1,JE304N2,SO,10,Y,OK,JSP,NA
JP2,JE304N2,SO,10,N,OK,JSP,Sockeye out of dewar for longer periods due to first day of sampling. Will get quicker from here on.
JP3,JE304N2,SO,3,N,OK,JSP,Sockeye out of dewar for longer periods due to first day of sampling. Will get quicker from here on.
JP5,JE304N2,CU,10,N,OK,JSP,First chum was taken out before the rest (Hence the long time out of dewar).
JP6,JE304N2,CO,8,N,OK,JSP,NA
JP16,JE305N1,SO,7,N,OK,JSP,Licing set done at secondary site. Second set labels for survey JE305 used. Cut short dew to sudden change in weather. Trial incomplete.
JP17,JE306N1,SO,10,Y,OK,JSP,NA
JP18,JE306N1,SO,10,N,OK,JSP,NA
JP19,JE306N1,SO,10,N,OK,JSP,NA
JP21,JE306N1,CU,10,N,OK,JSP,NA
JP22,JE306N1,CO,10,N,OK,JSP,NA
JP25,JE307N1,SO,10,Y,OK,JSP,"11 fish in this package, one chinook (UFN14037) foil labelled CH. Included in this package because no fish package labels for chinook."
JP26,JE307N1,SO,10,N,OK,JSP,NA
JP27,JE307N1,SO,10,N,OK,JSP,NA
JP29,JE307N1,CU,10,N,OK,JSP,NA
JP30,JE307N1,CO,10,N,OK,JSP,NA
JP31,JE307N1,HE,10,N,OK,JSP,NA
JP33,JE308N1,SO,10,Y,OK,JSP,NA
JP34,JE308N1,SO,10,N,OK,JSP,Samples may have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08
JP35,JE308N1,SO,10,N,OK,JSP,NA
JP36,JE308N1,PI,1,N,OK,JSP,NA
JP37,JE308N1,CU,10,N,OK,JSP,NA
JP38,JE308N1,CO,5,N,OK,JSP,NA
JP39,JE308N1,HE,10,N,OK,JSP,NA
JP88,JE308N1,CK,1,N,OK,JSP,NA
JP41,JE309N1,SO,10,Y,OK,JSP,NA
JP42,JE309N1,SO,10,N,OK,JSP,NA
JP43,JE309N1,SO,10,N,OK,JSP,NA
JP45,JE309N1,CU,10,N,OK,JSP,NA
JP47,JE309N1,HE,2,N,OK,JSP,NA
JP49,JE310N1,SO,10,Y,PC,JSP,Fully thawed. Found in the dewar May 2018
JP50,JE310N1,SO,10,N,PC,JSP,Fully thawed. Found in the dewar May 2018
JP51,JE310N1,SO,6,N,OK,JSP,NA
JP52,JE310N1,PI,3,N,OK,JSP,NA
JP53,JE310N1,CU,10,N,OK,JSP,NA
JP54,JE310N1,CO,2,N,OK,JSP,NA
JP55,JE310N1,HE,1,N,OK,JSP,NA
JP56,JE310N2,SO,4,N,OK,JSP,NA
JP57,JE311N5,SO,10,Y,OK,JSP,NA
JP58,JE311N5,SO,10,N,OK,JSP,NA
JP59,JE311N5,SO,10,N,OK,JSP,NA
JP60,JE311N5,PI,10,N,OK,JSP,NA
JP61,JE311N5,CU,10,N,OK,JSP,NA
JP62,JE311N5,CO,4,N,OK,JSP,NA
JP63,JE311N5,HE,5,N,OK,JSP,NA
JP311N5CK,JE311N5,CK,2,N,OK,JSP,NA
JP68,JE312N1,PI,6,N,OK,JSP,NA
JP69,JE312N1,CU,10,N,OK,JSP,NA
JP71,JE312N1,HE,10,N,OK,JSP,NA
JP81,JE314N1,SO,1,Y,OK,JSP,NA
JP84,JE314N1,PI,10,N,OK,JSP,NA
JP85,JE314N1,CU,10,N,OK,JSP,NA
JP86,JE314N1,CO,2,N,OK,JSP,NA
JP87,JE314N1,HE,2,N,OK,JSP,NA
P1079,JE402N1,SO,3,Y,OK,JSP,NA
P1078,JE402N1,CO,10,N,OK,JSP,NA
P1086,JE402N1,HE,5,N,OK,JSP,NA
P1081,JE414N1,SO,10,Y,OK,JSP,NA
P1066,JE414N1,PI,10,Y,OK,JSP,NA
P1053,JE414N1,CU,10,Y,OK,JSP,NA
P1072,JE414N1,SO,10,N,OK,JSP,NA
P1067,JE414N1,SO,10,N,OK,JSP,NA
P1087,JE414N1,CO,3,N,OK,JSP,NA
P1057,JE415N2,SO,8,Y,OK,JSP,NA
P1084,JE415N2,CU,10,Y,OK,JSP,NA
P1082,JE415N2,PI,10,Y,OK,JSP,NA
P1052,JE417N1,SO,10,Y,OK,JSP,NA
P1098,JE417N1,SO,10,N,OK,JSP,NA
P1100,JE417N1,SO,10,N,OK,JSP,NA
P1068,JE417N1,PI,10,Y,OK,JSP,NA
P1085,JE417N1,CO,10,N,OK,JSP,NA
P1061,JE417N1,CU,10,Y,OK,JSP,NA
P1089,JE418N1,SO,10,Y,OK,JSP,NA
P1074,JE418N1,PI,10,Y,OK,JSP,NA
P1099,JE418N1,CU,10,Y,OK,JSP,NA
P1051,JE418N1,SO,10,N,OK,JSP,NA
P1055,JE418N1,SO,10,N,OK,JSP,NA
P1073,JE418N1,CO,1,N,OK,JSP,NA
P1060,JE418N1,HE,5,N,OK,JSP,NA
P1071,JE419N1,SO,10,Y,OK,JSP,"Each fish processed then placed in dewar immediately, due to low sockeye density."
P1058,JE419N1,PI,10,Y,OK,JSP,NA
P1065,JE419N1,CU,10,Y,OK,JSP,NA
P1063,JE419N1,SO,6,Y,OK,JSP,"Each fish processed then placed in dewar immediately, due to low sockeye density."
P1076,JE420N1,SO,8,Y,OK,JSP,NA
P1083,JE420N1,CU,10,Y,OK,JSP,NA
P1088,JE420N1,PI,10,Y,OK,JSP,NA
P1090,JE421N1,SO,10,Y,OK,JSP,NA
P1075,JE421N1,PI,10,Y,OK,JSP,NA
P1095,JE421N1,CU,10,Y,OK,JSP,NA
P1077,JE421N1,SO,7,N,OK,JSP,NA
P1064,JE421N1,HE,10,N,OK,JSP,NA
P1080,JE421N2,SO,10,N,OK,JSP,NA
P1093,JE421N2,SO,3,N,OK,JSP,NA
P1096,JE422N1,SO,5,Y,OK,JSP,"Fin clips 543 and 544 are switched. 543 is U16954, 544 is U16953"
P1062,JE422N1,PI,10,Y,OK,JSP,NA
P1092,JE422N1,CU,10,Y,OK,JSP,NA
P1070,JE422N1,CO,1,N,OK,JSP,NA
P1059,JE422N2,SO,5,Y,OK,JSP,NA
P1094,JE422N2,SO,7,N,OK,JSP,NA
P1054,JE422N2,HE,1,N,OK,JSP,NA
P1190,JE423N1,SO,1,Y,OK,JSP,NA
P1194,JE423N1,PI,10,Y,OK,JSP,NA
P1174,JE423N2,CU,10,Y,OK,JSP,NA
P1195,JE423N2,SO,4,Y,OK,JSP,Few sockeye. Each Sample was put in dewar immediately after fin clips were extracted.
P1185,JE423N2,CK,1,N,OK,JSP,NA
P1091,JE426N1,SO,1,Y,OK,JSP,NA
P1156,JE426N1,PI,10,Y,OK,JSP,NA
P1164,JE426N1,CU,10,Y,OK,JSP,NA
P1165,JE426N1,HE,1,N,OK,JSP,NA
P1169,JE427N1,PI,10,Y,OK,JSP,NA
P1157,JE427N1,CU,10,Y,OK,JSP,NA
P1188,JE428N1,SO,1,Y,OK,JSP,NA
P1161,JE428N1,PI,10,Y,OK,JSP,NA
P1172,JE428N1,CU,10,Y,OK,JSP,NA
P1193,JE428N1,CO,1,N,OK,JSP,NA
P1167,JE429N1,SO,1,Y,OK,JSP,NA
P1198,JE429N1,CU,10,Y,OK,JSP,NA
P1151,JE429N1,PI,10,Y,OK,JSP,NA
P1562,DE802N1,PI,10,N,OK,JSP,NA
P1563,DE802N1,CU,1,N,OK,JSP,NA
P1565,DE803N3,CU,10,N,OK,JSP,NA
P1567,DE803N3,SO,3,N,OK,JSP,NA
P1566,DE803N3,PI,10,N,OK,JSP,NA
P1553,DE804N1,CU,10,N,OK,JSP,NA
P1554,DE804N1,HE,2,N,OK,JSP,NA
P1552,DE805N1,SO,10,N,OK,JSP,NA
P1598,DE805N1,CK,1,N,OK,JSP,NA
P1597,DE805N1,CU,10,N,OK,JSP,NA
P1599,DE805N1,PI,10,N,OK,JSP,NA
P1572,DE806N2,SO,10,N,OK,JSP,NA
P1573,DE806N2,CU,10,N,OK,JSP,NA
P1575,DE806N2,PI,10,N,OK,JSP,NA
P1576,DE806N2,SO,10,N,OK,JSP,NA
P1600,DE807N2,SO,10,N,OK,JSP,NA
P1582,DE807N2,CU,10,N,OK,JSP,NA
P1583,DE807N2,SO,7,N,OK,JSP,NA
P1586,DE808N1,SO,10,N,OK,JSP,NA
P1585,DE808N1,HE,1,N,OK,JSP,NA
P1584,DE808N1,CU,10,N,OK,JSP,NA
P1541,DE808N1,PI,10,N,OK,JSP,NA
P1542,DE808N1,SO,10,N,OK,JSP,NA
P1543,DE808N1,SO,2,N,OK,JSP,NA
P1557,DE809N3,SO,10,N,OK,JSP,NA
P1558,DE809N3,PI,10,N,OK,JSP,NA
P1559,DE809N3,CU,10,N,OK,JSP,NA
P1560,DE809N3,SO,10,N,OK,JSP,NA
P1561,DE809N3,SO,10,N,OK,JSP,NA
P1555,DE809N3,CK,1,N,OK,JSP,NA
P1545,DE810N4,PI,10,N,OK,JSP,NA
P1544,DE810N4,CU,3,N,OK,JSP,NA
P1577,DE811N2,SO,10,N,OK,JSP,NA
P1580,DE811N2,PI,6,N,OK,JSP,NA
P1579,DE811N2,CU,10,N,OK,JSP,NA
P1581,DE811N2,HE,6,N,OK,JSP,NA
P1568,DE812N1,CK,5,N,OK,JSP,NA
P1569,DE812N1,CU,10,N,OK,JSP,NA
P1570,DE812N1,PI,10,N,OK,JSP,NA
P1564,DE813N2,SO,2,N,OK,JSP,NA
P1587,DE813N2,CU,10,N,OK,JSP,NA
P1571,DE813N2,PI,10,N,OK,JSP,NA
P1556,DE813N2,HE,1,N,OK,JSP,NA
P1589,DE814N2,PI,10,N,OK,JSP,NA
P1588,DE814N2,CU,10,N,OK,JSP,NA
P1590,DE814N2,CK,3,N,OK,JSP,NA
P1591,DE814N2,CO,1,N,OK,JSP,NA
P1606,DE815N1,CU,10,N,OK,JSP,NA
P1607,DE815N1,PI,10,N,OK,JSP,NA
