sample_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5
S21565FC1,Forfar,1,0.3076,Scotch,2,0.2266,Gluskie,1,0.1258,FiveMile,1,0.0955,Seymour,2,0.0861
S21566FC1,Chilko-North,3,0.9172,Little,4,0.0562,L_Adams,4,0.015,M_Horsefly,3,0.0103,Chilko,3,0.0009
S21567FC1,Chilko-North,3,0.9428,M_Horsefly,3,0.0407,L_Adams,4,0.0106,Raft,2,0.0044,Chilko,3,0.0009
S21568FC1,M_Horsefly,3,0.7262,L_Adams,4,0.1095,Quesnel_Horsef,3,0.0508,McKinley,3,0.028,Little,4,0.028
S21569FC1,Forfar,1,0.3979,Sinta,1,0.2427,Seymour,2,0.1528,Gluskie,1,0.1008,FiveMile,1,0.0334
S21570FC1,L_Adams,4,0.564,Forfar,1,0.2069,Little,4,0.1299,FiveMile,1,0.0286,M_Horsefly,3,0.0163
S21581FC1,L_Adams,4,0.847,Seymour,2,0.0796,Little,4,0.0612,L_Shuswap,4,0.0101,Eagle_L,4,0.0018
S21582FC1,M_Horsefly,3,0.779,Gluskie,1,0.0971,Sinta,1,0.056,FiveMile,1,0.01,Chilko-North,3,0.0087
S21583FC1,Chilko-North,3,0.9945,Chilko,3,0.0055,,,,,,,,,
S21584FC1,Thompson_N,2,0.635,Raft,2,0.3599,L_Adams,4,0.0051,,,,,,
S21585FC1,Forfar,1,0.4169,Sinta,1,0.2432,Gluskie,1,0.139,FiveMile,1,0.1308,Hudson_Bay,1,0.0171
S21586FC1,L_Adams,4,0.8565,Little,4,0.1435,,,,,,,,,
S21587FC1,Chilko-North,3,1,,,,,,,,,,,,
S21588FC1,L_Adams,4,0.2705,McDonald,20,0.2477,Little,4,0.0878,Seymour,2,0.0859,Kitkiata_Lake,15,0.0574
S21589FC1,Chilko-North,3,1,,,,,,,,,,,,
S21590FC1,L_Adams,4,0.7925,Little,4,0.1427,Thompson_N,2,0.0319,Raft,2,0.0213,Chilko-North,3,0.0049
S23341FC1,Scotch,2,0.5215,Seymour,2,0.4236,McDonald,20,0.0246,Eagle,2,0.0141,L_Adams,4,0.0083
S23342FC1,L_Adams,4,0.8051,Little,4,0.1136,L_Shuswap,4,0.0602,Raft,2,0.0097,MiddleShuswap,4,0.0075
S23343FC1,M_Horsefly,3,0.7339,L_Adams,4,0.2022,Horsefly,3,0.0233,McKinley,3,0.0135,L_Horsefly,3,0.0135
S21557FC1,,,,,,,,,,,,,,,
S23304FC1,Seymour,2,0.573,L_Shuswap,4,0.265,L_Adams,4,0.153,Scotch,2,0.004,U_Adams,2,0.003
S23305FC1,Seymour,2,0.964,Eagle,2,0.018,Scotch,2,0.012,L_Shuswap,4,0.004,L_Adams,4,0.002
S23306FC1,L_Adams,4,0.53,L_Shuswap,4,0.441,Seymour,2,0.025,Scotch,2,0.003,McKinley,3,0.001
S23307FC1,Seymour,2,0.826,L_Adams,4,0.101,Horsefly,3,0.022,L_Shuswap,4,0.019,McKinley,3,0.016
S23308FC1,L_Adams,4,0.964,L_Shuswap,4,0.027,Seymour,2,0.005,Little,4,0.001,McKinley,3,0.001
S23309FC1,L_Shuswap,4,0.996,L_Adams,4,0.004,,,,,,,,,
S23310FC1,McKinley,3,0.597,Horsefly,3,0.358,L_Adams,4,0.022,Thompson_N,2,0.011,Chilko,3,0.004
S23331FC1,L_Shuswap,4,0.993,L_Adams,4,0.007,,,,,,,,,
S23332FC1,Chilko,3,0.564,L_Shuswap,4,0.292,L_Adams,4,0.128,Chilko_south,2,0.009,Seymour,2,0.003
S23333FC1,L_Adams,4,0.767,L_Shuswap,4,0.223,Little,4,0.007,Portage_Cr,4,0.002,Scotch,2,0.001
S23334FC1,L_Adams,4,0.917,Raft,2,0.024,Thompson_N,2,0.023,L_Shuswap,4,0.019,Seymour,2,0.006
S23335FC1,Seymour,2,0.985,Eagle,2,0.008,L_Adams,4,0.004,Scotch,2,0.003,,,
S23336FC1,Seymour,2,0.975,Eagle,2,0.016,Scotch,2,0.008,L_Adams,4,0.001,,,
S23337FC1,McKinley,3,0.627,Horsefly,3,0.366,Middle,3,0.003,Raft,2,0.002,Blue_Lead_Ck,3,0.001
S23338FC1,Seymour,2,0.982,Scotch,2,0.008,Eagle,2,0.008,L_Adams,4,0.002,,,
S23339FC1,L_Shuswap,4,0.988,L_Adams,4,0.012,,,,,,,,,
S23340FC1,L_Shuswap,4,0.997,L_Adams,4,0.002,Dust,1,0.001,,,,,,
S23251FC1,Blue_Lead_Ck,3,0.804,Horsefly,3,0.094,McKinley,3,0.058,Quesnel_Decept,3,0.032,Chilko_south,2,0.006
S23252FC1,Blue_Lead_Ck,3,0.997,Mitchell,3,0.002,Wasko_Cr,3,0.001,,,,,,
S23253FC1,L_Adams,4,0.986,Portage_Cr,4,0.006,L_Shuswap,4,0.004,Seymour,2,0.004,,,
S23344FC1,Chilko,3,0.701,Middle,3,0.158,Horsefly,3,0.043,McKinley,3,0.041,Chilko_south,2,0.021
S23345FC1,L_Shuswap,4,0.993,L_Adams,4,0.007,,,,,,,,,
S23346FC1,Blue_Lead_Ck,3,0.992,Middle,3,0.003,Sinta,1,0.002,Wasko_Cr,3,0.002,Quesnel_Horsef,3,0.001
S23347FC1,L_Shuswap,4,0.788,Seymour,2,0.121,L_Adams,4,0.081,Scotch,2,0.005,Eagle,2,0.004
S23348FC1,L_Adams,4,0.605,Seymour,2,0.343,L_Shuswap,4,0.046,Scotch,2,0.005,Eagle,2,0.001
S23349FC1,L_Shuswap,4,0.982,L_Adams,4,0.016,Blue_Lead_Ck,3,0.002,,,,,,
S23350FC1,Seymour,2,0.971,Eagle,2,0.014,Scotch,2,0.011,L_Adams,4,0.003,L_Shuswap,4,0.001
S23301FC1,L_Adams,4,0.654,L_Shuswap,4,0.209,Seymour,2,0.131,Chilko,3,0.004,Little,4,0.001
S23302FC1,L_Shuswap,4,0.604,L_Adams,4,0.388,Seymour,2,0.003,Horsefly,3,0.002,Little,4,0.001
S23303FC1,Blue_Lead_Ck,3,0.998,Quesnel_Decept,3,0.002,,,,,,,,,
S23051FC1,L_Shuswap,4,0.996,L_Adams,4,0.004,,,,,,,,,
S23052FC1,Middle,3,0.704,Sinta,1,0.16,Bivouac,1,0.051,Birkenhead,3,0.036,Kuzkwa_Cr,3,0.017
S23053FC1,Seymour,2,0.988,Scotch,2,0.011,Eagle,2,0.001,,,,,,
S23054FC1,L_Adams,4,0.966,L_Shuswap,4,0.029,Little,4,0.005,,,,,,
S23055FC1,L_Shuswap,4,0.997,L_Adams,4,0.003,,,,,,,,,
S23056FC1,Blue_Lead_Ck,3,0.988,Wasko_Cr,3,0.004,Quesnel_Decept,3,0.004,McKinley,3,0.002,Horsefly,3,0.002
S23057FC1,Chilko,3,0.378,McKinley,3,0.26,L_Adams,4,0.2,Horsefly,3,0.072,L_Shuswap,4,0.064
S23058FC1,Sinta,1,0.327,Middle,3,0.195,Bivouac,1,0.146,Chilko,3,0.111,Paula,1,0.048
S23059FC1,Seymour,2,0.907,Eagle,2,0.043,L_Adams,4,0.032,L_Shuswap,4,0.01,Scotch,2,0.007
S23060FC1,L_Adams,4,0.963,L_Shuswap,4,0.037,,,,,,,,,
S23071FC1,L_Adams,4,0.988,L_Shuswap,4,0.012,,,,,,,,,
S23072FC1,L_Shuswap,4,0.939,L_Adams,4,0.061,,,,,,,,,
S23073FC1,L_Adams,4,0.929,Seymour,2,0.052,L_Shuswap,4,0.01,Raft,2,0.002,Thompson_N,2,0.002
S23074FC1,Middle,3,0.828,Bivouac,1,0.08,Sinta,1,0.077,Chilko,3,0.003,Tachie,3,0.003
S23075FC1,McKinley,3,0.613,Horsefly,3,0.369,L_Adams,4,0.009,Blue_Lead_Ck,3,0.005,Middle,3,0.001
S23076FC1,L_Shuswap,4,0.802,L_Adams,4,0.196,Seymour,2,0.002,,,,,,
S23077FC1,L_Shuswap,4,0.899,L_Adams,4,0.096,Chilko,3,0.003,Seymour,2,0.002,,,
S23078FC1,Birkenhead,3,0.353,Sinta,1,0.325,Harrison,4,0.183,Seymour,2,0.05,Weaver,4,0.024
S23079FC1,L_Adams,4,0.715,Seymour,2,0.275,Eagle,2,0.003,L_Shuswap,4,0.002,Chilko,3,0.002
S23080FC1,Blue_Lead_Ck,3,0.419,L_Adams,4,0.218,Seymour,2,0.18,Horsefly,3,0.091,Harrison,4,0.039
S23451FC1,L_Shuswap,4,0.869,L_Adams,4,0.112,Portage_Cr,4,0.01,Seymour,2,0.007,Little,4,0.002
S23452FC1,L_Adams,4,0.932,Little,4,0.029,L_Shuswap,4,0.027,Seymour,2,0.007,Blackwater,1,0.002
S23453FC1,L_Shuswap,4,1,,,,,,,,,,,,
S23454FC1,L_Shuswap,4,0.696,L_Adams,4,0.254,Seymour,2,0.017,Eagle_L,4,0.014,Portage_Cr,4,0.013
S23455FC1,Seymour,2,1,,,,,,,,,,,,
S23456FC1,Seymour,2,1,,,,,,,,,,,,
S23457FC1,Seymour,2,0.977,L_Shuswap,4,0.015,L_Adams,4,0.007,Scotch,2,0.001,,,
S23458FC1,Seymour,2,0.999,Scotch,2,0.001,,,,,,,,,
S23459FC1,L_Shuswap,4,1,,,,,,,,,,,,
S23460FC1,Seymour,2,0.959,L_Adams,4,0.036,L_Shuswap,4,0.004,Roaring,3,0.001,,,
S23481FC1,L_Adams,4,0.665,L_Shuswap,4,0.152,Chilko,3,0.044,Kuzkwa_Cr,3,0.026,Seymour,2,0.021
S23482FC1,Seymour,2,0.979,L_Adams,4,0.009,Kalum,10,0.007,L_Shuswap,4,0.001,Chilko,3,0.001
S23483FC1,L_Adams,4,0.683,L_Shuswap,4,0.273,Portage_Cr,4,0.028,Little,4,0.015,Seymour,2,0.001
S23484FC1,Seymour,2,0.558,L_Shuswap,4,0.425,L_Adams,4,0.015,Little,4,0.001,Eagle_L,4,0.001
S23485FC1,L_Adams,4,0.435,L_Shuswap,4,0.345,Seymour,2,0.208,Little,4,0.01,Eagle_L,4,0.002
S23486FC1,L_Shuswap,4,0.857,Seymour,2,0.11,L_Adams,4,0.033,,,,,,
S23487FC1,Blue_Lead_Ck,3,0.345,Roaring,3,0.187,Mitchell,3,0.182,Wasko_Cr,3,0.152,Quesnel_Mitche,3,0.134
S23488FC1,L_Adams,4,0.886,Little,4,0.038,L_Shuswap,4,0.031,Portage_Cr,4,0.026,Roaring,3,0.013
S23489FC1,L_Adams,4,0.55,L_Shuswap,4,0.394,Portage_Cr,4,0.03,Little,4,0.018,Eagle_L,4,0.004
S23141FC1,Seymour,2,0.954,Scotch,2,0.046,,,,,,,,,
S23142FC1,MiddleShuswap,4,0.831,L_Adams,4,0.133,Eagle_L,4,0.036,,,,,,
S23143FC1,Eagle_L,4,0.353,MiddleShuswap,4,0.33,L_Adams,4,0.314,Seymour,2,0.002,Portage_Cr,4,0.001
S23144FC1,MiddleShuswap,4,0.996,L_Adams,4,0.003,L_Shuswap,4,0.001,,,,,,
S23145FC1,MiddleShuswap,4,0.954,L_Adams,4,0.029,Eagle_L,4,0.015,L_Shuswap,4,0.002,,,
S23146FC1,MiddleShuswap,4,0.757,Seymour,2,0.13,L_Adams,4,0.087,Eagle_L,4,0.024,Scotch,2,0.002
S23147FC1,MiddleShuswap,4,0.99,L_Adams,4,0.008,Eagle_L,4,0.002,,,,,,
S23148FC1,Quesnel_Mitche,3,0.92,Mitchell,3,0.08,,,,,,,,,
S23149FC1,Quesnel_Mitche,3,0.914,Mitchell,3,0.086,,,,,,,,,
S23150FC1,Quesnel_Mitche,3,0.911,Mitchell,3,0.089,,,,,,,,,
S23371FC1,Eagle_L,4,0.528,L_Adams,4,0.262,MiddleShuswap,4,0.185,Seymour,2,0.022,Scotch,2,0.003
S23372FC1,MiddleShuswap,4,0.973,Eagle_L,4,0.013,L_Adams,4,0.011,L_Shuswap,4,0.001,Portage_Cr,4,0.001
S23373FC1,MiddleShuswap,4,0.634,L_Adams,4,0.219,Eagle_L,4,0.108,Seymour,2,0.039,,,
S23374FC1,Seymour,2,0.893,Eagle_L,4,0.054,Scotch,2,0.052,MiddleShuswap,4,0.001,,,
S23375FC1,MiddleShuswap,4,0.552,Eagle_L,4,0.259,L_Adams,4,0.187,Seymour,2,0.002,,,
S23376FC1,MiddleShuswap,4,0.785,Eagle_L,4,0.108,L_Adams,4,0.103,Seymour,2,0.004,,,
S23021FC1,U_Horsefly,3,0.608,L_Adams,4,0.221,Horsefly,3,0.119,MiddleShuswap,4,0.011,Bloomfield_Cr,15,0.01
S23022FC1,U_Horsefly,3,0.609,MiddleShuswap,4,0.198,Horsefly,3,0.165,L_Adams,4,0.021,L_Horsefly,3,0.004
S23491FC1,Eagle_L,4,0.462,L_Adams,4,0.334,MiddleShuswap,4,0.198,Seymour,2,0.004,L_Shuswap,4,0.001
S23492FC1,MiddleShuswap,4,0.865,L_Adams,4,0.106,Eagle_L,4,0.025,Seymour,2,0.004,,,
S23493FC1,Eagle_L,4,0.526,L_Adams,4,0.375,MiddleShuswap,4,0.074,Quesnel_Mitche,3,0.009,Seymour,2,0.006
S23494FC1,Eagle_L,4,0.623,L_Adams,4,0.374,Roaring,3,0.002,Horsefly,3,0.001,,,
S23495FC1,MiddleShuswap,4,0.589,L_Adams,4,0.253,Eagle_L,4,0.158,,,,,,
S23028FC1,,,,,,,,,,,,,,,
S23221FC1,Scotch,2,0.39,MiddleShuswap,4,0.191,Cultus_Lake,4,0.145,Eagle,2,0.114,Seymour,2,0.093
S23222FC1,L_Shuswap,4,0.546,MiddleShuswap,4,0.241,Portage_Cr,4,0.125,Seymour,2,0.048,Little,4,0.029
S23161FC1,L_Shuswap,4,0.586,MiddleShuswap,4,0.264,Portage_Cr,4,0.104,Little,4,0.02,Kalum,10,0.01
S23031FC1,,,,,,,,,,,,,,,
S23661FC1,Stellako,3,0.521,Pinchi_Cr,3,0.42,Canoe_Cr,15,0.022,Tachie,3,0.014,Long_Lake,15,0.012
S23662FC1,Stellako,3,0.492,Pinchi_Cr,3,0.412,FiveMile,1,0.022,Forfar,1,0.021,Tachie,3,0.018
S23663FC1,Sakinaw,6,1,,,,,,,,,,,,
S23511FC1,Chilko,3,0.9907,L_Adams,4,0.0082,MiddleShuswap,4,0.0009,Chilko-North,3,0.0001,Chilko_south,2,0.0001
S23512FC1,Chilko,3,0.9981,McKinley,3,0.0018,L_Adams,4,0.0001,,,,,,
S23513FC1,Stellako,3,0.917,Nadina,2,0.0531,Chilko,3,0.0281,Pinchi_Cr,3,0.0018,,,
S23514FC1,Chilko,3,0.954,McKinley,3,0.0285,Quesnel_Decept,3,0.0054,L_Adams,4,0.0041,Quesnel_Horsef,3,0.0018
S23516FC1,Chilko,3,0.4616,Raft,2,0.1957,Kalum,10,0.0974,Fennell,2,0.0843,L_Adams,4,0.0319
S23517FC1,Chilko,3,0.9989,Raft,2,0.001,Chilko-North,3,0.0001,,,,,,
S23518FC1,Chilko,3,0.9947,Stellako,3,0.0053,,,,,,,,,
S23519FC1,L_Adams,4,0.9357,Portage_Cr,4,0.0487,Raft,2,0.0081,MiddleShuswap,4,0.0074,L_Shuswap,4,0.0001
S23520FC1,Chilko,3,0.7434,Raft,2,0.1079,L_Adams,4,0.0958,McKinley,3,0.0224,Thompson_N,2,0.0084
S23711FC1,Chilko,3,0.9995,Chilko_south,2,0.0003,L_Adams,4,0.0002,,,,,,
S23712FC1,Chilko,3,0.9933,Raft,2,0.0037,Fennell,2,0.0019,L_Adams,4,0.001,L_Horsefly,3,0.0001
S23713FC1,L_Adams,4,0.9332,Portage_Cr,4,0.0397,Chilko,3,0.0144,Seymour,2,0.01,Dust,1,0.0027
S23714FC1,Chilko,3,0.9976,Portage_Cr,4,0.0009,Chilko-North,3,0.0008,McKinley,3,0.0003,Chilko_south,2,0.0002
S23715FC1,Chilko,3,0.7936,L_Adams,4,0.1811,Portage_Cr,4,0.0126,McKinley,3,0.0043,Stellako,3,0.0038
S23716FC1,Chilko,3,0.9998,Chilko-North,3,0.0002,,,,,,,,,
S23717FC1,Chilko,3,0.988,L_Adams,4,0.0071,Stellako,3,0.0019,McKinley,3,0.0018,Chilko_south,2,0.0009
S23718FC1,Chilko,3,0.9999,Blue_Lead_Ck,3,0.0001,,,,,,,,,
S23719FC1,Chilko,3,1,,,,,,,,,,,,
S23720FC1,Chilko,3,0.9905,L_Adams,4,0.004,Roaring,3,0.0019,Stellako,3,0.0015,Portage_Cr,4,0.0009
S23751FC1,L_Adams,4,0.6867,Raft,2,0.2184,Chilko,3,0.0628,Fennell,2,0.0247,Thompson_N,2,0.0036
S23752FC1,Chilko,3,0.9754,L_Adams,4,0.0232,McKinley,3,0.0014,,,,,,
S23753FC1,Chilko,3,0.6706,L_Adams,4,0.3176,MiddleShuswap,4,0.007,M_Horsefly,3,0.0018,Portage_Cr,4,0.0018
S23754FC1,Chilko,3,0.9999,L_Adams,4,0.0001,,,,,,,,,
S23755FC1,Chilko,3,0.7587,L_Adams,4,0.2175,Roaring,3,0.0093,Mitchell,3,0.0086,Wasko_Cr,3,0.0018
S23756FC1,Chilko,3,0.9973,Chilko_south,2,0.0026,Chilko-North,3,0.0001,,,,,,
S23757FC1,Chilko,3,0.9048,L_Adams,4,0.0599,McKinley,3,0.0095,Raft,2,0.0066,Chilko_south,2,0.0066
S23758FC1,Chilko,3,0.9795,Chilko_south,2,0.01,Thompson_N,2,0.0099,McKinley,3,0.0006,,,
S23759FC1,Chilko,3,0.566,L_Adams,4,0.3867,Stellako,3,0.0288,McKinley,3,0.007,M_Horsefly,3,0.0036
S23760FC1,Mitchell,3,0.6546,Quesnel_Mitche,3,0.1981,Blue_Lead_Ck,3,0.074,Roaring,3,0.0414,Wasko_Cr,3,0.0167
S23515FC1,,,,,,,,,,,,,,,
S23821FC1,Chilko,3,0.994,U_Adams,2,0.006,,,,,,,,,
S23822FC1,Gates_Cr,2,1,,,,,,,,,,,,
S23823FC1,Nadina,2,0.765,Chilko,3,0.156,Quesnel_Horsef,3,0.02,Dust,1,0.019,Tachie,3,0.015
S23824FC1,Chilko,3,0.982,Quesnel_Horsef,3,0.018,,,,,,,,,
S23825FC1,Chilko,3,0.996,Quesnel_Horsef,3,0.003,Little,4,0.001,,,,,,
S23826FC1,Quesnel_Horsef,3,0.666,Mitchell,3,0.2,Quesnel_Decept,3,0.102,Roaring,3,0.026,Wasko_Cr,3,0.005
S23827FC1,Nadina,2,0.689,Chilko,3,0.232,Quesnel_Horsef,3,0.064,Tachie,3,0.008,Dust,1,0.004
S23991FC1,Nadina,2,0.767,Chilko,3,0.216,Quesnel_Horsef,3,0.012,Tachie,3,0.002,L_Adams,4,0.002
S23992FC1,Quesnel_Horsef,3,0.924,Chilko,3,0.051,Raft,2,0.014,U_Adams,2,0.004,Thompson_N,2,0.003
S23993FC1,Chilko,3,0.999,Chilko-North,3,0.001,,,,,,,,,
S23994FC1,Chilko,3,0.993,Mitchell,3,0.007,,,,,,,,,
S23995FC1,Mitchell,3,0.997,Quesnel_Mitche,3,0.003,,,,,,,,,
S23996FC1,Quesnel_Horsef,3,0.807,Chilko,3,0.112,Dust,1,0.049,Tachie,3,0.021,Horsefly,3,0.011
S23997FC1,Chilko,3,0.984,Quesnel_Horsef,3,0.015,Horsefly,3,0.001,,,,,,
S23998FC1,Chilko,3,0.943,Quesnel_Horsef,3,0.03,Nadina,2,0.024,Dust,1,0.001,Felix,1,0.001
S23999FC1,Chilko,3,0.97,Quesnel_Horsef,3,0.013,Quesnel_Decept,3,0.011,Chilko-North,3,0.003,Horsefly,3,0.001
S24000FC1,Gates_Cr,2,1,,,,,,,,,,,,
S23411FC1,Chilko,3,0.987,Nadina,2,0.01,Quesnel_Horsef,3,0.002,Dust,1,0.001,,,
S23412FC1,Quesnel_Horsef,3,0.677,Chilko,3,0.302,Quesnel_Decept,3,0.019,U_Horsefly,3,0.001,Tachie,3,0.001
S23413FC1,Chilko,3,1,,,,,,,,,,,,
S23414FC1,Chilko,3,0.987,Quesnel_Horsef,3,0.013,,,,,,,,,
S23415FC1,Chilko,3,0.994,Quesnel_Horsef,3,0.006,,,,,,,,,
S23416FC1,Chilko,3,1,,,,,,,,,,,,
S23417FC1,Chilko,3,0.968,Quesnel_Horsef,3,0.03,Dust,1,0.001,Seymour,2,0.001,,,
S23418FC1,Chilko,3,0.786,Quesnel_Horsef,3,0.211,Roaring,3,0.002,Horsefly,3,0.001,,,
S23419FC1,Chilko,3,0.815,Quesnel_Horsef,3,0.181,Chilko-North,3,0.004,,,,,,
S23420FC1,Quesnel_Horsef,3,0.997,Horsefly,3,0.002,Chilko,3,0.001,,,,,,
S23421FC1,Quesnel_Horsef,3,1,,,,,,,,,,,,
S23422FC1,Chilko,3,0.998,Chilko-North,3,0.002,,,,,,,,,
S23851FC1,Quesnel_Horsef,3,0.705,Scotch,2,0.107,L_Adams,4,0.042,Eagle,2,0.036,U_Adams,2,0.036
S23852FC1,Chilko,3,0.84,Quesnel_Horsef,3,0.116,Portage_Cr,4,0.017,L_Adams,4,0.014,Little,4,0.006
S23853FC1,Chilko,3,0.966,Nadina,2,0.022,Quesnel_Horsef,3,0.01,Tachie,3,0.001,Portage_Cr,4,0.001
S23854FC1,Quesnel_Horsef,3,0.994,Horsefly,3,0.006,,,,,,,,,
S23855FC1,Mitchell,3,0.992,Roaring,3,0.005,Quesnel_Mitche,3,0.003,,,,,,
S23856FC1,Chilko,3,0.964,Quesnel_Horsef,3,0.031,Roaring,3,0.003,Quesnel_Decept,3,0.002,,,
S23857FC1,Mitchell,3,1,,,,,,,,,,,,
S23858FC1,Chilko,3,0.994,Chilko-North,3,0.004,Nadina,2,0.002,,,,,,
S23859FC1,Chilko,3,1,,,,,,,,,,,,
S23860FC1,Chilko,3,0.999,Thompson_N,2,0.001,,,,,,,,,
S23561FC1,Chilko,3,0.928,Wasko_Cr,3,0.05,L_Adams,4,0.012,Little,4,0.004,Thompson_N,2,0.002
S23562FC1,Chilko,3,0.998,Chilko-North,3,0.002,,,,,,,,,
S23563FC1,Chilko,3,0.998,Chilko_south,2,0.001,Little,4,0.001,,,,,,
S23564FC1,Chilko,3,0.946,Wasko_Cr,3,0.05,Chilko_south,2,0.002,L_Adams,4,0.001,McKinley,3,0.001
S23565FC1,Chilko,3,0.998,Chilko_south,2,0.001,Gluskie,1,0.001,,,,,,
S23566FC1,Chilko,3,0.999,Chilko-North,3,0.001,,,,,,,,,
S23567FC1,Chilko,3,0.976,Little,4,0.005,Wasko_Cr,3,0.003,FiveMile,1,0.003,L_Adams,4,0.002
S23568FC1,Chilko,3,0.997,Chilko_south,2,0.002,Chilko-North,3,0.001,,,,,,
S23569FC1,Chilko,3,0.951,Chilko_south,2,0.02,Wasko_Cr,3,0.013,Stellako,3,0.009,Tachie,3,0.005
S23570FC1,Chilko,3,0.998,Chilko_south,2,0.002,,,,,,,,,
S23591FC1,Chilko,3,0.996,Chilko_south,2,0.004,,,,,,,,,
S23592FC1,Chilko,3,1,,,,,,,,,,,,
S23593FC1,Chilko,3,0.999,Wasko_Cr,3,0.001,,,,,,,,,
S23595FC1,Chilko,3,0.998,Chilko_south,2,0.001,L_Adams,4,0.001,,,,,,
S23596FC1,Chilko,3,0.988,Chilko_south,2,0.006,Blackwater,1,0.005,Little,4,0.001,,,
S23597FC1,Chilko,3,0.989,Wasko_Cr,3,0.006,L_Adams,4,0.002,Horsefly,3,0.001,Chilko_south,2,0.001
S23598FC1,Chilko,3,0.987,Wasko_Cr,3,0.009,Chilko-North,3,0.002,McKinley,3,0.001,Chilko_south,2,0.001
S23599FC1,Chilko,3,0.999,Blackwater,1,0.001,,,,,,,,,
S23600FC1,Wasko_Cr,3,0.886,Chilko,3,0.113,Thoms_Lake,20,0.001,,,,,,
S23601FC1,Little,4,0.788,L_Adams,4,0.212,,,,,,,,,
S23602FC1,Chilko,3,0.994,Wasko_Cr,3,0.005,Chilko_south,2,0.001,,,,,,
S23603FC1,Chilko,3,0.996,Wasko_Cr,3,0.004,,,,,,,,,
S23604FC1,Wasko_Cr,3,0.858,Chilko,3,0.131,Horsefly,3,0.006,Quesnel_Horsef,3,0.003,Roaring,3,0.002
S23605FC1,Chilko,3,0.499,Wasko_Cr,3,0.151,Little,4,0.12,L_Adams,4,0.052,Horsefly,3,0.042
S23606FC1,Wasko_Cr,3,0.954,Chilko,3,0.026,Mitchell,3,0.01,Roaring,3,0.006,Quesnel_Mitche,3,0.003
S23607FC1,Chilko,3,0.976,Wasko_Cr,3,0.023,Chilko_south,2,0.001,,,,,,
S23608FC1,Wasko_Cr,3,0.987,Mitchell,3,0.012,Blue_Lead_Ck,3,0.001,,,,,,
S23609FC1,Chilko,3,0.998,Chilko_south,2,0.001,Eagle_L,4,0.001,,,,,,
S23610FC1,Chilko,3,0.884,Chilko_south,2,0.048,Little,4,0.034,L_Adams,4,0.022,Wasko_Cr,3,0.006
S23761FC1,Seymour,2,0.999,Eagle_L,4,0.001,,,,,,,,,
S23762FC1,Chilko,3,0.983,Seymour,2,0.011,Nadina,2,0.002,Horsefly,3,0.001,Quesnel_Decept,3,0.001
S23763FC1,Seymour,2,0.653,Chilko,3,0.172,Raft,2,0.077,Thompson_N,2,0.036,Portage_Cr,4,0.028
S23764FC1,Chilko,3,0.999,Chilko_south,2,0.001,,,,,,,,,
S23765FC1,Chilko,3,0.997,Raft,2,0.001,Chilko_south,2,0.001,Quesnel_Decept,3,0.001,,,
S23766FC1,Chilko,3,1,,,,,,,,,,,,
S23767FC1,Seymour,2,0.999,Kalum_lake,10,0.001,,,,,,,,,
S23768FC1,Chilko,3,0.999,Thompson_N,2,0.001,,,,,,,,,
S23769FC1,Gates_Cr,2,0.92,Chilko,3,0.065,Smokehouse_Ck,15,0.006,Thompson_N,2,0.002,LakeWashington,5,0.002
S23770FC1,Chilko,3,1,,,,,,,,,,,,
S23631FC1,Chilko_south,2,1,,,,,,,,,,,,
S23632FC1,U_Horsefly,3,0.416,Quesnel_Decept,3,0.278,Horsefly,3,0.095,Chilko_south,2,0.092,M_Horsefly,3,0.077
S16061FC1,Pinchi_Cr,3,0.29,Birkenhead,3,0.29,Stellako,3,0.09,Hugh_Smith,20,0.07,Kuzkwa_Cr,3,0.06
S16191FC1,Raft,2,0.79,Thompson_N,2,0.2,Fennell,2,0,Chilko,3,0,Pinchi_Cr,3,0
S16192FC1,Birkenhead,3,1,Thompson_N,2,0,,,,,,,,,
S16193FC1,Pinchi_Cr,3,0.48,Stellako,3,0.21,Kuzkwa_Cr,3,0.18,Nadina,2,0.1,Tachie,3,0.02
S16194FC1,Pitt,2,0.97,Birkenhead,3,0.03,Chilko,3,0,Harrison,4,0,,,
S16195FC1,Chilko,3,0.77,Nadina,2,0.22,Chilko_south,2,0.01,Birkenhead,3,0.01,Stellako,3,0
S16196FC1,Pitt,2,1,Chilko,3,0,,,,,,,,,
S16197FC1,Stellako,3,0.92,Pinchi_Cr,3,0.07,Nadina,2,0.01,Kuzkwa_Cr,3,0,Tachie,3,0
S16198FC1,Stellako,3,0.51,Pinchi_Cr,3,0.22,Kuzkwa_Cr,3,0.22,Chilko,3,0.03,Tachie,3,0.02
S16199FC1,Sakinaw,6,1,,,,,,,,,,,,
S16062FC1,Birkenhead,3,0.7,Nadina,2,0.28,Tachie,3,0.01,Kuzkwa_Cr,3,0.01,Pinchi_Cr,3,0
S16200FC1,Cultus_Lake,4,1,,,,,,,,,,,,
S16251FC1,Pitt,2,1,Birkenhead,3,0,,,,,,,,,
S16252FC1,Nadina,2,0.95,Stellako,3,0.03,Pinchi_Cr,3,0.01,Chilko,3,0.01,Kuzkwa_Cr,3,0
