survey_id,survey_date,site_id,crew,precip,cloud_cover,sea_state,wind_speed,wind_direction,tide_state,survey_time_start,survey_time_end,net_sets,secchi,ysi_bout,ctd_bout,zoop_bout,survey_type,survey_comments,site_name,region,zone,site_priority,pfma,site_notes,survey_start_lat,survey_start_lon,survey_end_lat,survey_end_lon,ocgy_std_lat,ocgy_std_lon,seine_id,set_number,set_type,lat,long,set_time,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,collection_protocol,seine_comments,seine_quality_log,year,yday
DE710,2020-06-10T00:00:00Z,D27,"Krystal Bachen, Julian Gan,Tim Van Der Stap",light,100,NA,NA,SE,high slack,06:56:00,07:10:00,NA,NA,"1,2,3,5",NA,NA,standard,NA,Granite Point,DI,W,1,13-8,Secondary site in 2017 and second half of 2018,50.274449,-125.381286,50.269228,-125.360408,50.271879,-125.376922,DE710N1,1,targeted,50.27148,-125.3666,07:35:00,NA,0,0,100,yes,20,32,10,297,4,7,1,1,1,1,0,0,SEMSP,NA,NA,2020,162
DE711,2020-06-16T00:00:00Z,D09,"Krystal Bachen, Nick Sinclair, Julian Gan",none,100,NA,NA,NW,ebb,06:42:00,06:55:00,NA,NA,"1,2,3,5",NA,NA,standard,NA,Okisollo Channel,DI,C,1,13-10,NA,50.302844,-125.339717,50.310328,-125.318125,50.307276,-125.329834,DE711N1,1,targeted,50.30703,-125.33487,07:05:00,NA,1,1,0,yes,19,19,10,213,10,62,0,0,0,0,0,0,SEMSP,Several hundred escaped as purse was being pulled in & lead line was tangled,NA,2020,168
DE713,2020-06-19T00:00:00Z,D10,"Nick Sinclair, Tim van der Stap, Julian Gan",none,100,NA,NA,NA,ebb,08:21:00,08:38:00,NA,NA,"3,4",NA,NA,standard,Only SB engine operational when setting the net. Could only attempt 2 sets before we had to leave site to get back in time for eDNA filtering. Second set was botched due to current and fish escaped while pursing.,Hall Point,DI,E,1,13-23,NA,50.445504,-125.28319,50.435912,-125.263308,50.443069,-125.272498,DE713N1,1,targeted,50.44263,-125.2766,09:15:00,NA,0,1,10,no,0,15,0,1485,0,0,0,0,0,0,0,0,SEMSP,Currents/eddies caused fish to shoal up often in the net during mesh management. Prior to starting processing; we were going to be hit broadside by severe vessel wake and decided to release the fish preemptively to mitigate additional harm. Therefore; species #s are a very rough estimate based on a couple minutes of observation prior to their release,NA,2020,171
DE714,2020-06-22T00:00:00Z,D09,"Krystal Bachen, Julian Gan,Tim Van Der Stap",light,100,NA,NA,SE,ebb,06:49:00,07:03:00,NA,NA,"3,4,5,7",NA,NA,standard,NA,Okisollo Channel,DI,C,1,13-10,NA,50.302844,-125.339717,50.310328,-125.318125,50.307276,-125.329834,DE714N1,1,targeted,50.304917,-125.33435,07:15:00,NA,1,1,0,no,0,3,0,51,0,6,0,0,0,0,0,0,SEMSP,Fish released because school was small and few sockeye in the net. Wanted a more representative school.,NA,2020,174
DE714,2020-06-22T00:00:00Z,D09,"Krystal Bachen, Julian Gan,Tim Van Der Stap",light,100,NA,NA,SE,ebb,06:49:00,07:03:00,NA,NA,"3,4,5,7",NA,NA,standard,NA,Okisollo Channel,DI,C,1,13-10,NA,50.302844,-125.339717,50.310328,-125.318125,50.307276,-125.329834,DE714N2,2,targeted,50.307317,-125.333167,08:25:00,NA,1,1,1,yes,16,16,10,192,10,30,0,1,0,0,0,0,SEMSP,Coho too large to retain,NA,2020,174
DE715,2020-06-23T00:00:00Z,D27,"Krystal Bachen, Julian Gan,Tim Van Der Stap",none,100,NA,NA,SE,ebb,06:36:00,06:50:00,NA,NA,"1,2,5,6",NA,NA,standard,CTD did not record casts,Granite Point,DI,W,1,13-8,Secondary site in 2017 and second half of 2018,50.274449,-125.381286,50.269228,-125.360408,50.271879,-125.376922,DE715N1,1,targeted,50.273933,-125.377883,07:13:00,NA,1,1,1,yes,19,19,10,281,10,78,0,0,0,1,0,0,SEMSP,Herring was in poor shape and was released immediatly,NA,2020,175
DE716,2020-06-25T00:00:00Z,D35,"Krystal Bachen, Julian Gan,Tim Van Der Stap",none,100,NA,NA,NW,ebb,07:13:00,07:27:00,NA,NA,"1,2,3",NA,NA,standard,CTD did not work,Denham Bay,DI,E,2,13-23,No set survey transect start/end cooordinates as of 2019,NA,NA,NA,NA,50.456669,-125.267602,DE716N1,1,targeted,50.4554,-125.25286666666666,07:52:00,NA,1,0,1,no,0,0,0,0,0,0,0,1,0,0,0,0,SEMSP,NA,NA,2020,177
DE716,2020-06-25T00:00:00Z,D35,"Krystal Bachen, Julian Gan,Tim Van Der Stap",none,100,NA,NA,NW,ebb,07:13:00,07:27:00,NA,NA,"1,2,3",NA,NA,standard,CTD did not work,Denham Bay,DI,E,2,13-23,No set survey transect start/end cooordinates as of 2019,NA,NA,NA,NA,50.456669,-125.267602,DE716N2,2,targeted,50.45666666666666,-125.25465,08:08:00,NA,0,1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,NA,2020,177
DE718,2020-06-29T00:00:00Z,D09,"Krystal Bachen, Julian Gan,Tim Van Der Stap",none,0,NA,NA,NW,flood,06:41:00,06:52:00,NA,NA,"1,2,3,5",NA,NA,standard,NA,Okisollo Channel,DI,C,1,13-10,NA,50.302844,-125.339717,50.310328,-125.318125,50.307276,-125.329834,DE718N1,1,targeted,50.30915,-125.32470000000001,07:57:00,NA,0,1,1,yes,1,1,10,42,3,3,0,0,0,0,0,0,SEMSP,NA,NA,2020,181
DE720,2020-07-03T00:00:00Z,D10,"Krystal Bachen, Julian Gan,Tim Van Der Stap",none,100,NA,NA,SE,ebb,08:07:00,08:22:00,NA,NA,"1,2,3",NA,NA,standard,NA,Hall Point,DI,E,1,13-23,NA,50.445504,-125.28319,50.435912,-125.263308,50.443069,-125.272498,DE720N1,1,targeted,50.44235,-125.275617,08:53:00,NA,0,0,10,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,NA,2020,185
DE720,2020-07-03T00:00:00Z,D10,"Krystal Bachen, Julian Gan,Tim Van Der Stap",none,100,NA,NA,SE,ebb,08:07:00,08:22:00,NA,NA,"1,2,3",NA,NA,standard,NA,Hall Point,DI,E,1,13-23,NA,50.445504,-125.28319,50.435912,-125.263308,50.443069,-125.272498,DE720N2,2,targeted,50.440917,-125.272733,09:25:00,NA,0,0,10,yes,0,0,11,179,9,9,2,2,0,0,0,0,SEMSP,one trainer pink taken,NA,2020,185
DE721,2020-07-06T00:00:00Z,D09,"Krystal Bachen, Julian Gan,Tim Van Der Stap",none,25,NA,NA,NW,ebb,06:48:00,07:02:00,NA,NA,"1,2,3,5",NA,NA,standard,NA,Okisollo Channel,DI,C,1,13-10,NA,50.302844,-125.339717,50.310328,-125.318125,50.307276,-125.329834,DE721N1,1,targeted,50.306067,-125.337867,07:19:00,NA,0,0,10,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,NA,NA,2020,188
DE721,2020-07-06T00:00:00Z,D09,"Krystal Bachen, Julian Gan,Tim Van Der Stap",none,25,NA,NA,NW,ebb,06:48:00,07:02:00,NA,NA,"1,2,3,5",NA,NA,standard,NA,Okisollo Channel,DI,C,1,13-10,NA,50.302844,-125.339717,50.310328,-125.318125,50.307276,-125.329834,DE721N2,2,targeted,50.30685,-125.333,07:51:00,NA,0,1,0,yes,2,2,10,10,0,0,2,3,0,0,0,0,SEMSP,released one coho because it was to large to retain,NA,2020,188
DE722,2020-07-07T00:00:00Z,D27,"Nick Sinclair, Krystal Bachen, Julian Gan,Tim Van Der Stap",none,100,NA,NA,N,ebb,06:40:00,06:53:00,NA,NA,"1,2,4,8",NA,NA,standard,NA,Granite Point,DI,W,1,13-8,Secondary site in 2017 and second half of 2018,50.274449,-125.381286,50.269228,-125.360408,50.271879,-125.376922,DE722N1,1,targeted,50.26861666666667,-125.36036666666666,07:27:00,NA,0,1,0,no,0,0,0,11,0,0,0,0,0,0,0,0,SEMSP,NA,NA,2020,189
DE722,2020-07-07T00:00:00Z,D27,"Nick Sinclair, Krystal Bachen, Julian Gan,Tim Van Der Stap",none,100,NA,NA,N,ebb,06:40:00,06:53:00,NA,NA,"1,2,4,8",NA,NA,standard,NA,Granite Point,DI,W,1,13-8,Secondary site in 2017 and second half of 2018,50.274449,-125.381286,50.269228,-125.360408,50.271879,-125.376922,DE722N2,2,targeted,50.269083333333334,-125.36,07:53:00,NA,0,1,0,yes,1,1,10,39,2,2,0,1,0,0,0,0,SEMSP,released one coho because it was to large to retain,NA,2020,189
DE107,2015-05-16T00:00:00Z,D07,"Carolyn Knapper, Brett Johnson, Luke Rogers",none,0,NA,NA,SW,NA,NA,NA,NA,5,1,NA,1,standard,NA,Hoskyn Channel,DI,C,NA,13-12,NA,NA,NA,NA,NA,NA,NA,DE107N1,1,targeted,50.16412,-125.1602,12:30:00,NA,NA,NA,NA,yes,30,500,1,1,10,300,1,1,10,10,NA,NA,SEMSP,NA,NA,2015,136
DE111,2015-05-19T00:00:00Z,D08,"Brett Johnson, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,NA,NA,NW,NA,NA,NA,NA,6.1,1,NA,1,standard,NA,Calm Channel,DI,E,NA,13-19,Primary site in 2017. Discontinued in 2018,50.314967,-125.054194,50.325114,-125.035103,50.319983,-125.040963,DE111N1,1,targeted,50.34273,-125.0841,10:30:00,NA,NA,NA,NA,yes,30,200,2,2,10,100,2,6,5,10,NA,NA,SEMSP,"Fish moved by jug from net to buckets (30 sockeye in one 5 gallon pale; 50 total chum, pink, herring, coho in a second five gallon pale and two aquaria) to avoid net collapse on fish during onshore wind.",NA,2015,139
DE112,2015-05-20T00:00:00Z,D09,"Brett Johnson, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,NA,NA,E,NA,NA,NA,NA,11.4,1,NA,1,standard,Salmon Farms: Brent Island NA; Venture Point 12 pens stocked; Okisolo Channel no nets in pens; Barnes Bay no nets in pens.,Okisollo Channel,DI,C,1,13-10,NA,50.302844,-125.339717,50.310328,-125.318125,50.307276,-125.329834,DE112N1,1,targeted,50.30787,-125.3293,08:00:00,NA,NA,NA,NA,yes,30,200,0,0,10,30,1,1,10,30,NA,NA,SEMSP,NA,NA,2015,140
JE100,2015-05-20T00:00:00Z,J03,"Sean Godwin, Donnah MacKinnon, Dylan Smyth",light,100,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,standard,NA,Cracroft Point,JS,N,1,12-3,NA,50.547536,-126.677272,50.544464,-126.652425,50.546936,-126.671869,JE100N1,1,targeted,NA,NA,07:10:00,30,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA,2015,140
DE115,2015-05-21T00:00:00Z,D07,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,NA,NA,NE,NA,NA,NA,NA,4.2,1,NA,1,standard,NA,Hoskyn Channel,DI,C,NA,13-12,NA,NA,NA,NA,NA,NA,NA,DE115N1,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA,2015,141
DE115,2015-05-21T00:00:00Z,D07,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,NA,NA,NE,NA,NA,NA,NA,4.2,1,NA,1,standard,NA,Hoskyn Channel,DI,C,NA,13-12,NA,NA,NA,NA,NA,NA,NA,DE115N2,2,targeted,50.18217,-125.1493,13:00:00,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,NA,2015,141
DE116,2015-05-23T00:00:00Z,D08,"Carolyn Knapper, Luke Rogers, Brett Johnson",none,100,NA,NA,NA,NA,NA,NA,NA,8.7,1,NA,1,standard,NA,Calm Channel,DI,E,NA,13-19,Primary site in 2017. Discontinued in 2018,50.314967,-125.054194,50.325114,-125.035103,50.319983,-125.040963,DE116N1,1,targeted,50.31962,-125.0395,07:00:00,9,NA,NA,NA,yes,29,29,0,0,10,40,1,2,1,1,NA,NA,SEMSP,NA,NA,2015,143
DE117,2015-05-23T00:00:00Z,D10,"Carolyn Knapper, Luke Rogers, Brett Johnson",none,50,NA,NA,NW,NA,NA,NA,NA,11,1,NA,1,standard,NA,Hall Point,DI,E,1,13-23,NA,50.445504,-125.28319,50.435912,-125.263308,50.443069,-125.272498,DE117N1,1,targeted,50.44365,-125.279,10:15:00,20,NA,NA,NA,yes,30,3000,2,10,2,100,0,0,1,10,NA,NA,SEMSP,NA,NA,2015,143
JE107,2015-05-23T00:00:00Z,J03,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,100,NA,NA,NW,NA,NA,NA,NA,13.5,1,NA,1,standard,NA,Cracroft Point,JS,N,1,12-3,NA,50.547536,-126.677272,50.544464,-126.652425,50.546936,-126.671869,JE107N1,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA,2015,143
JE107,2015-05-23T00:00:00Z,J03,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,100,NA,NA,NW,NA,NA,NA,NA,13.5,1,NA,1,standard,NA,Cracroft Point,JS,N,1,12-3,NA,50.547536,-126.677272,50.544464,-126.652425,50.546936,-126.671869,JE107N2,2,targeted,50.54648,-126.67096,06:00:00,0,NA,NA,NA,yes,30,300,0,0,0,0,0,0,0,0,NA,NA,SEMSP,"all fish samples labelled ""J0CP"" for now, will need to be hanged once site name confirmed J03",NA,2015,143
JE108,2015-05-23T00:00:00Z,J09,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,100,NA,NA,NW,NA,NA,NA,NA,15.1,1,NA,1,standard,NA,Bauza Cove,JS,S,1,12-4,Formerly known as “Blinkhorn Peninsula” & renamed after conclusion of the 2019 field season. Erroneously treated as secondary site in 2019.,50.543639,-126.789411,50.544089,-126.815006,50.544011,-126.814611,JE108N1,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA,2015,143
JE108,2015-05-23T00:00:00Z,J09,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,100,NA,NA,NW,NA,NA,NA,NA,15.1,1,NA,1,standard,NA,Bauza Cove,JS,S,1,12-4,Formerly known as “Blinkhorn Peninsula” & renamed after conclusion of the 2019 field season. Erroneously treated as secondary site in 2019.,50.543639,-126.789411,50.544089,-126.815006,50.544011,-126.814611,JE108N2,2,targeted,50.54039,-126.78096,09:00:00,0,NA,NA,NA,yes,30,200,0,0,10,25,8,8,5,5,NA,NA,SEMSP,NA,NA,2015,143
DE121,2015-05-24T00:00:00Z,D09,"Carolyn Knapper, Luke Rogers, Brett Johnson, Katie Chan",none,0,NA,NA,SW,NA,NA,NA,NA,13.9,1,NA,1,standard,NA,Okisollo Channel,DI,C,1,13-10,NA,50.302844,-125.339717,50.310328,-125.318125,50.307276,-125.329834,DE121N1,1,targeted,50.30723,-125.33345,12:10:00,47,NA,NA,NA,yes,30,200,2,2,4,4,0,0,1,1,NA,NA,SEMSP,NA,NA,2015,144
JE110,2015-05-24T00:00:00Z,J02,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,100,NA,NA,W,NA,NA,NA,NA,11,1,NA,1,standard,NA,Swanson Island,JS,N,2,12-5,NA,50.60004,-126.69632,50.605248,-126.716388,50.599433,-126.703364,JE110N1,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA,2015,144
JE110,2015-05-24T00:00:00Z,J02,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,100,NA,NA,W,NA,NA,NA,NA,11,1,NA,1,standard,NA,Swanson Island,JS,N,2,12-5,NA,50.60004,-126.69632,50.605248,-126.716388,50.599433,-126.703364,JE110N2,2,targeted,50.60101,-126.70394,06:25:00,1,NA,NA,NA,yes,30,400,0,0,7,7,1,1,0,0,NA,NA,SEMSP,NA,NA,2015,144
DE124,2015-05-25T00:00:00Z,D08,"Luke Rogers, Brett Johnson, Kristi Inman, Katie Chan",none,100,NA,NA,W,NA,NA,NA,NA,7.3,1,NA,1,standard,NA,Calm Channel,DI,E,NA,13-19,Primary site in 2017. Discontinued in 2018,50.314967,-125.054194,50.325114,-125.035103,50.319983,-125.040963,DE124N1,1,targeted,50.3153,-125.05186,07:35:00,0,NA,NA,NA,yes,30,200,0,0,10,40,0,0,0,0,NA,NA,SEMSP,NA,NA,2015,145
DE128,2015-05-26T00:00:00Z,D10,"Luke Rogers, Carolyn Knapper, Kristi Inman",none,100,NA,NA,NW,NA,NA,NA,NA,9.9,1,NA,1,standard,NA,Hall Point,DI,E,1,13-23,NA,50.445504,-125.28319,50.435912,-125.263308,50.443069,-125.272498,DE128N3,3,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA,2015,146
DE128,2015-05-26T00:00:00Z,D10,"Luke Rogers, Carolyn Knapper, Kristi Inman",none,100,NA,NA,NW,NA,NA,NA,NA,9.9,1,NA,1,standard,NA,Hall Point,DI,E,1,13-23,NA,50.445504,-125.28319,50.435912,-125.263308,50.443069,-125.272498,DE128N2,2,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA,2015,146
DE128,2015-05-26T00:00:00Z,D10,"Luke Rogers, Carolyn Knapper, Kristi Inman",none,100,NA,NA,NW,NA,NA,NA,NA,9.9,1,NA,1,standard,NA,Hall Point,DI,E,1,13-23,NA,50.445504,-125.28319,50.435912,-125.263308,50.443069,-125.272498,DE128N1,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA,2015,146
DE128,2015-05-26T00:00:00Z,D10,"Luke Rogers, Carolyn Knapper, Kristi Inman",none,100,NA,NA,NW,NA,NA,NA,NA,9.9,1,NA,1,standard,NA,Hall Point,DI,E,1,13-23,NA,50.445504,-125.28319,50.435912,-125.263308,50.443069,-125.272498,DE128N4,4,targeted,50.44466,-125.2804,08:45:00,97,NA,NA,NA,yes,30,200,0,0,5,10,1,1,1,2,NA,NA,SEMSP,NA,NA,2015,146
DE130,2015-05-26T00:00:00Z,D09,"Luke Rogers, Carolyn Knapper, Kristi Inman",none,0,NA,NA,W,NA,NA,NA,NA,12.9,1,NA,1,standard,Nordic Queen (Chrys Neville's DFO chartered commercial seiner) set 500 m W of us 1.5 hours after our set.,Okisollo Channel,DI,C,1,13-10,NA,50.302844,-125.339717,50.310328,-125.318125,50.307276,-125.329834,DE130N1,1,targeted,50.30795,-125.32452,12:29:00,11,NA,NA,NA,yes,30,40,0,0,10,10,0,0,0,0,NA,NA,SEMSP,NA,NA,2015,146
JE117,2015-05-26T00:00:00Z,J03,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,75,NA,NA,NW,NA,NA,NA,NA,13,1,NA,1,standard,NA,Cracroft Point,JS,N,1,12-3,NA,50.547536,-126.677272,50.544464,-126.652425,50.546936,-126.671869,JE117N1,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA,2015,146
JE117,2015-05-26T00:00:00Z,J03,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,75,NA,NA,NW,NA,NA,NA,NA,13,1,NA,1,standard,NA,Cracroft Point,JS,N,1,12-3,NA,50.547536,-126.677272,50.544464,-126.652425,50.546936,-126.671869,JE117N2,2,targeted,50.54672,-126.67256,09:35:00,1,NA,NA,NA,yes,30,1000,0,0,10,30,1,1,0,0,NA,NA,SEMSP,NA,NA,2015,146
JE118,2015-05-26T00:00:00Z,J09,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,75,NA,NA,W,NA,NA,NA,NA,16.9,1,NA,1,standard,NA,Bauza Cove,JS,S,1,12-4,Formerly known as “Blinkhorn Peninsula” & renamed after conclusion of the 2019 field season. Erroneously treated as secondary site in 2019.,50.543639,-126.789411,50.544089,-126.815006,50.544011,-126.814611,JE118N1,1,targeted,50.53989,-126.78256,12:55:00,2,NA,NA,NA,yes,30,1500,1,1,10,100,0,0,1,1,NA,NA,SEMSP,NA,NA,2015,146
JE122,2015-05-27T00:00:00Z,J09,"Lauren Portner, Carson White, Dylan Smyth",none,100,NA,NA,NW,NA,NA,NA,NA,12.2,1,NA,1,standard,NA,Bauza Cove,JS,S,1,12-4,Formerly known as “Blinkhorn Peninsula” & renamed after conclusion of the 2019 field season. Erroneously treated as secondary site in 2019.,50.543639,-126.789411,50.544089,-126.815006,50.544011,-126.814611,JE122N1,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,NA,2015,147
JE122,2015-05-27T00:00:00Z,J09,"Lauren Portner, Carson White, Dylan Smyth",none,100,NA,NA,NW,NA,NA,NA,NA,12.2,1,NA,1,standard,NA,Bauza Cove,JS,S,1,12-4,Formerly known as “Blinkhorn Peninsula” & renamed after conclusion of the 2019 field season. Erroneously treated as secondary site in 2019.,50.543639,-126.789411,50.544089,-126.815006,50.544011,-126.814611,JE122N2,2,targeted,50.53957,-126.7781,13:15:00,10,NA,NA,NA,yes,30,2000,0,0,10,200,6,10,2,3,NA,NA,SEMSP,small hole in the bunt. Lots of fish escaped. May have been more herring and coho originally. School > 2000,NA,2015,147
