ufn,survey_date,site_id,species,louse_species,n_lice,year,region
U17448,2018-07-05,D10,CU,motile_caligus,0,2018,DI
U17449,2018-07-05,D10,CU,motile_caligus,0,2018,DI
U17450,2018-07-05,D10,CU,motile_caligus,0,2018,DI
U17601,2018-07-09,J03,PI,motile_caligus,1,2018,JS
U17602,2018-07-09,J03,PI,motile_caligus,0,2018,JS
U17603,2018-07-09,J03,PI,motile_caligus,1,2018,JS
U17604,2018-07-09,J03,PI,motile_caligus,1,2018,JS
U17605,2018-07-09,J03,PI,motile_caligus,2,2018,JS
U17606,2018-07-09,J03,PI,motile_caligus,1,2018,JS
U17607,2018-07-09,J03,PI,motile_caligus,2,2018,JS
U17608,2018-07-09,J03,PI,motile_caligus,0,2018,JS
U17609,2018-07-09,J03,PI,motile_caligus,0,2018,JS
U17610,2018-07-09,J03,PI,motile_caligus,1,2018,JS
U17711,2018-07-09,J03,CU,motile_caligus,1,2018,JS
U17712,2018-07-09,J03,CU,motile_caligus,3,2018,JS
U17713,2018-07-09,J03,CU,motile_caligus,1,2018,JS
U17714,2018-07-09,J03,CU,motile_caligus,0,2018,JS
U17715,2018-07-09,J03,CU,motile_caligus,0,2018,JS
U17716,2018-07-09,J03,CU,motile_caligus,0,2018,JS
U17717,2018-07-09,J03,CU,motile_caligus,1,2018,JS
U17718,2018-07-09,J03,CU,motile_caligus,0,2018,JS
U17719,2018-07-09,J03,CU,motile_caligus,0,2018,JS
U17720,2018-07-09,J03,CU,motile_caligus,0,2018,JS
U17871,2018-07-09,J03,SO,motile_caligus,0,2018,JS
U17501,2018-07-09,J09,PI,motile_caligus,3,2018,JS
U17502,2018-07-09,J09,PI,motile_caligus,2,2018,JS
U17503,2018-07-09,J09,PI,motile_caligus,0,2018,JS
U17504,2018-07-09,J09,PI,motile_caligus,2,2018,JS
U17505,2018-07-09,J09,PI,motile_caligus,1,2018,JS
U17506,2018-07-09,J09,PI,motile_caligus,1,2018,JS
U17507,2018-07-09,J09,PI,motile_caligus,2,2018,JS
U17508,2018-07-09,J09,PI,motile_caligus,1,2018,JS
U17509,2018-07-09,J09,PI,motile_caligus,3,2018,JS
U17510,2018-07-09,J09,PI,motile_caligus,1,2018,JS
U17661,2018-07-09,J09,SO,motile_caligus,0,2018,JS
U17971,2018-07-09,J09,CU,motile_caligus,1,2018,JS
U17972,2018-07-09,J09,CU,motile_caligus,0,2018,JS
U17973,2018-07-09,J09,CU,motile_caligus,4,2018,JS
U17974,2018-07-09,J09,CU,motile_caligus,0,2018,JS
U17975,2018-07-09,J09,CU,motile_caligus,1,2018,JS
U17976,2018-07-09,J09,CU,motile_caligus,1,2018,JS
U17977,2018-07-09,J09,CU,motile_caligus,2,2018,JS
U17978,2018-07-09,J09,CU,motile_caligus,0,2018,JS
U17979,2018-07-09,J09,CU,motile_caligus,2,2018,JS
U17980,2018-07-09,J09,CU,motile_caligus,0,2018,JS
U17131,2018-07-17,D09,PI,motile_caligus,3,2018,DI
U17132,2018-07-17,D09,PI,motile_caligus,1,2018,DI
U17133,2018-07-17,D09,PI,motile_caligus,1,2018,DI
U17134,2018-07-17,D09,PI,motile_caligus,0,2018,DI
U17135,2018-07-17,D09,PI,motile_caligus,3,2018,DI
U17136,2018-07-17,D09,PI,motile_caligus,0,2018,DI
U17137,2018-07-17,D09,PI,motile_caligus,0,2018,DI
U17138,2018-07-17,D09,PI,motile_caligus,1,2018,DI
U17139,2018-07-17,D09,PI,motile_caligus,3,2018,DI
U17140,2018-07-17,D09,PI,motile_caligus,0,2018,DI
U17121,2018-08-01,D09,CU,motile_caligus,0,2018,DI
U17122,2018-08-01,D09,CU,motile_caligus,0,2018,DI
U17123,2018-08-01,D09,CU,motile_caligus,0,2018,DI
U17124,2018-08-01,D09,CU,motile_caligus,0,2018,DI
U17125,2018-08-01,D09,CU,motile_caligus,1,2018,DI
U17126,2018-08-01,D09,CU,motile_caligus,0,2018,DI
U17229,2018-08-01,D09,PI,motile_caligus,0,2018,DI
U23459,2020-06-16,D09,SO,motile_caligus,0,2020,DI
U23460,2020-06-16,D09,SO,motile_caligus,2,2020,DI
U21770,2020-05-26,D09,SO,motile_caligus,0,2020,DI
U21766,2020-05-26,D09,SO,motile_caligus,0,2020,DI
U21765,2020-05-26,D09,SO,motile_caligus,0,2020,DI
U23337,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23336,2020-06-08,D09,SO,motile_caligus,1,2020,DI
U23340,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23338,2020-06-08,D09,SO,motile_caligus,3,2020,DI
U23339,2020-06-08,D09,SO,motile_caligus,1,2020,DI
U23335,2020-06-08,D09,SO,motile_caligus,1,2020,DI
U23331,2020-06-08,D09,SO,motile_caligus,1,2020,DI
U23332,2020-06-08,D09,SO,motile_caligus,3,2020,DI
U23333,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23334,2020-06-08,D09,SO,motile_caligus,1,2020,DI
U21746,2020-05-26,D09,SO,motile_caligus,1,2020,DI
U21748,2020-05-26,D09,SO,motile_caligus,1,2020,DI
U23453,2020-06-16,D09,SO,motile_caligus,0,2020,DI
U23454,2020-06-16,D09,SO,motile_caligus,0,2020,DI
U23451,2020-06-16,D09,SO,motile_caligus,1,2020,DI
U23452,2020-06-16,D09,SO,motile_caligus,0,2020,DI
U23456,2020-06-16,D09,SO,motile_caligus,0,2020,DI
U23455,2020-06-16,D09,SO,motile_caligus,1,2020,DI
U23148,2020-06-22,D09,SO,motile_caligus,0,2020,DI
U23147,2020-06-22,D09,SO,motile_caligus,0,2020,DI
U23142,2020-06-22,D09,SO,motile_caligus,0,2020,DI
U23141,2020-06-22,D09,SO,motile_caligus,0,2020,DI
U23150,2020-06-22,D09,SO,motile_caligus,1,2020,DI
U23149,2020-06-22,D09,SO,motile_caligus,1,2020,DI
U23145,2020-06-22,D09,SO,motile_caligus,0,2020,DI
U23146,2020-06-22,D09,SO,motile_caligus,0,2020,DI
U23143,2020-06-22,D09,SO,motile_caligus,2,2020,DI
U23144,2020-06-22,D09,SO,motile_caligus,1,2020,DI
U23347,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23348,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23342,2020-06-08,D09,SO,motile_caligus,1,2020,DI
U23341,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23343,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U21750,2020-05-26,D09,SO,motile_caligus,0,2020,DI
U21749,2020-05-26,D09,SO,motile_caligus,1,2020,DI
U21747,2020-05-26,D09,SO,motile_caligus,0,2020,DI
U21743,2020-05-26,D09,SO,motile_caligus,0,2020,DI
U21744,2020-05-26,D09,SO,motile_caligus,2,2020,DI
U21745,2020-05-26,D09,SO,motile_caligus,0,2020,DI
U21741,2020-05-26,D09,SO,motile_caligus,1,2020,DI
U21742,2020-05-26,D09,SO,motile_caligus,1,2020,DI
U23376,2020-06-22,D09,SO,motile_caligus,1,2020,DI
U23375,2020-06-22,D09,SO,motile_caligus,0,2020,DI
U23374,2020-06-22,D09,SO,motile_caligus,1,2020,DI
U23373,2020-06-22,D09,SO,motile_caligus,1,2020,DI
U23372,2020-06-22,D09,SO,motile_caligus,1,2020,DI
U23371,2020-06-22,D09,SO,motile_caligus,0,2020,DI
U21587,2020-06-02,D09,SO,motile_caligus,2,2020,DI
U21589,2020-06-02,D09,SO,motile_caligus,0,2020,DI
U21590,2020-06-02,D09,SO,motile_caligus,1,2020,DI
U21588,2020-06-02,D09,SO,motile_caligus,0,2020,DI
U21585,2020-06-02,D09,SO,motile_caligus,3,2020,DI
U21583,2020-06-02,D09,SO,motile_caligus,5,2020,DI
U21581,2020-06-02,D09,SO,motile_caligus,2,2020,DI
U21586,2020-06-02,D09,SO,motile_caligus,0,2020,DI
U21584,2020-06-02,D09,SO,motile_caligus,0,2020,DI
U21582,2020-06-02,D09,SO,motile_caligus,4,2020,DI
U23349,2020-06-08,D09,SO,motile_caligus,1,2020,DI
U23350,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23344,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23346,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23345,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U21569,2020-06-02,D09,SO,motile_caligus,0,2020,DI
U21567,2020-06-02,D09,SO,motile_caligus,1,2020,DI
U21564,2020-06-02,D09,SO,motile_caligus,1,2020,DI
U21568,2020-06-02,D09,SO,motile_caligus,0,2020,DI
U21563,2020-06-02,D09,SO,motile_caligus,2,2020,DI
U21562,2020-06-02,D09,SO,motile_caligus,0,2020,DI
U21561,2020-06-02,D09,SO,motile_caligus,0,2020,DI
U21566,2020-06-02,D09,SO,motile_caligus,0,2020,DI
U21570,2020-06-02,D09,SO,motile_caligus,0,2020,DI
U21565,2020-06-02,D09,SO,motile_caligus,1,2020,DI
U23308,2020-06-08,D09,SO,motile_caligus,1,2020,DI
U23301,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23307,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23306,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23310,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23487,2020-06-16,D09,SO,motile_caligus,0,2020,DI
U23488,2020-06-16,D09,SO,motile_caligus,0,2020,DI
U23489,2020-06-16,D09,SO,motile_caligus,4,2020,DI
U23486,2020-06-16,D09,SO,motile_caligus,0,2020,DI
U23485,2020-06-16,D09,SO,motile_caligus,0,2020,DI
U23481,2020-06-16,D09,SO,motile_caligus,2,2020,DI
U23483,2020-06-16,D09,SO,motile_caligus,1,2020,DI
U23484,2020-06-16,D09,SO,motile_caligus,1,2020,DI
U23482,2020-06-16,D09,SO,motile_caligus,1,2020,DI
U23031,2020-06-29,D09,SO,motile_caligus,0,2020,DI
U21481,2020-05-19,D09,SO,motile_caligus,0,2020,DI
U23029,2020-06-23,D27,SO,motile_caligus,0,2020,DI
U23022,2020-06-23,D27,SO,motile_caligus,0,2020,DI
U23021,2020-06-23,D27,SO,motile_caligus,1,2020,DI
U23023,2020-06-23,D27,SO,motile_caligus,0,2020,DI
U23024,2020-06-23,D27,SO,motile_caligus,0,2020,DI
U23025,2020-06-23,D27,SO,motile_caligus,0,2020,DI
U23026,2020-06-23,D27,SO,motile_caligus,0,2020,DI
U23028,2020-06-23,D27,SO,motile_caligus,0,2020,DI
U23027,2020-06-23,D27,SO,motile_caligus,1,2020,DI
U23309,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23305,2020-06-08,D09,SO,motile_caligus,0,2020,DI
U23304,2020-06-08,D09,SO,motile_caligus,3,2020,DI
U23303,2020-06-08,D09,SO,motile_caligus,1,2020,DI
U23302,2020-06-08,D09,SO,motile_caligus,1,2020,DI
U23221,2020-07-06,D09,SO,motile_caligus,2,2020,DI
U23222,2020-07-06,D09,SO,motile_caligus,3,2020,DI
U21720,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21714,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21715,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21713,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21712,2020-05-22,D10,SO,motile_caligus,1,2020,DI
U21711,2020-05-22,D10,SO,motile_caligus,1,2020,DI
U21716,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21717,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21719,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21718,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21735,2020-05-22,D10,SO,motile_caligus,1,2020,DI
U21734,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21733,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21732,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21731,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21736,2020-05-22,D10,SO,motile_caligus,1,2020,DI
U21740,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21739,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21737,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21738,2020-05-22,D10,SO,motile_caligus,2,2020,DI
U23500,2020-06-23,D27,SO,motile_caligus,0,2020,DI
U23496,2020-06-23,D27,SO,motile_caligus,1,2020,DI
U23499,2020-06-23,D27,SO,motile_caligus,0,2020,DI
U23495,2020-06-23,D27,SO,motile_caligus,0,2020,DI
U23491,2020-06-23,D27,SO,motile_caligus,0,2020,DI
U23493,2020-06-23,D27,SO,motile_caligus,1,2020,DI
U23497,2020-06-23,D27,SO,motile_caligus,1,2020,DI
U23492,2020-06-23,D27,SO,motile_caligus,2,2020,DI
U23498,2020-06-23,D27,SO,motile_caligus,0,2020,DI
U23494,2020-06-23,D27,SO,motile_caligus,2,2020,DI
U23071,2020-06-10,D27,SO,motile_caligus,1,2020,DI
U23060,2020-06-10,D27,SO,motile_caligus,1,2020,DI
U23059,2020-06-10,D27,SO,motile_caligus,0,2020,DI
U23056,2020-06-10,D27,SO,motile_caligus,0,2020,DI
U23055,2020-06-10,D27,SO,motile_caligus,1,2020,DI
U23058,2020-06-10,D27,SO,motile_caligus,2,2020,DI
U23057,2020-06-10,D27,SO,motile_caligus,0,2020,DI
U23053,2020-06-10,D27,SO,motile_caligus,1,2020,DI
U23054,2020-06-10,D27,SO,motile_caligus,2,2020,DI
U23051,2020-06-10,D27,SO,motile_caligus,0,2020,DI
U23052,2020-06-10,D27,SO,motile_caligus,1,2020,DI
U23077,2020-06-10,D27,SO,motile_caligus,1,2020,DI
U23078,2020-06-10,D27,SO,motile_caligus,0,2020,DI
U23079,2020-06-10,D27,SO,motile_caligus,0,2020,DI
U23080,2020-06-10,D27,SO,motile_caligus,1,2020,DI
U23076,2020-06-10,D27,SO,motile_caligus,2,2020,DI
U23074,2020-06-10,D27,SO,motile_caligus,0,2020,DI
U23073,2020-06-10,D27,SO,motile_caligus,0,2020,DI
U23072,2020-06-10,D27,SO,motile_caligus,1,2020,DI
U23075,2020-06-10,D27,SO,motile_caligus,1,2020,DI
U21730,2020-05-22,D10,SO,motile_caligus,1,2020,DI
U21729,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21727,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21726,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21724,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21723,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U23161,2020-07-07,D27,SO,motile_caligus,0,2020,DI
U23253,2020-06-05,D35,SO,motile_caligus,0,2020,DI
U23251,2020-06-05,D35,SO,motile_caligus,1,2020,DI
U23252,2020-06-05,D35,SO,motile_caligus,0,2020,DI
U21772,2020-05-27,D27,SO,motile_caligus,0,2020,DI
U21774,2020-05-27,D27,SO,motile_caligus,0,2020,DI
U21771,2020-05-27,D27,SO,motile_caligus,0,2020,DI
U21773,2020-05-27,D27,SO,motile_caligus,1,2020,DI
U21775,2020-05-27,D27,SO,motile_caligus,0,2020,DI
U21600,2020-06-02,D09,PI,motile_caligus,1,2020,DI
U21599,2020-06-02,D09,PI,motile_caligus,1,2020,DI
U21728,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21721,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21722,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21725,2020-05-22,D10,SO,motile_caligus,0,2020,DI
U21595,2020-06-02,D09,PI,motile_caligus,1,2020,DI
U21593,2020-06-02,D09,PI,motile_caligus,1,2020,DI
U21594,2020-06-02,D09,PI,motile_caligus,1,2020,DI
U21592,2020-06-02,D09,PI,motile_caligus,1,2020,DI
U21591,2020-06-02,D09,PI,motile_caligus,1,2020,DI
U21596,2020-06-02,D09,PI,motile_caligus,0,2020,DI
U21597,2020-06-02,D09,PI,motile_caligus,0,2020,DI
U21598,2020-06-02,D09,PI,motile_caligus,0,2020,DI
U23220,2020-07-06,D09,PI,motile_caligus,1,2020,DI
U23216,2020-07-06,D09,PI,motile_caligus,2,2020,DI
U23219,2020-07-06,D09,PI,motile_caligus,3,2020,DI
U23211,2020-07-06,D09,PI,motile_caligus,1,2020,DI
U23212,2020-07-06,D09,PI,motile_caligus,1,2020,DI
U23213,2020-07-06,D09,PI,motile_caligus,3,2020,DI
U23218,2020-07-06,D09,PI,motile_caligus,3,2020,DI
U23217,2020-07-06,D09,PI,motile_caligus,1,2020,DI
U23215,2020-07-06,D09,PI,motile_caligus,0,2020,DI
U23214,2020-07-06,D09,PI,motile_caligus,4,2020,DI
U23135,2020-06-22,D09,PI,motile_caligus,0,2020,DI
U23139,2020-06-22,D09,PI,motile_caligus,0,2020,DI
U23138,2020-06-22,D09,PI,motile_caligus,3,2020,DI
U23140,2020-06-22,D09,PI,motile_caligus,0,2020,DI
U23137,2020-06-22,D09,PI,motile_caligus,2,2020,DI
U23132,2020-06-22,D09,PI,motile_caligus,0,2020,DI
U23131,2020-06-22,D09,PI,motile_caligus,0,2020,DI
U23133,2020-06-22,D09,PI,motile_caligus,1,2020,DI
U23136,2020-06-22,D09,PI,motile_caligus,1,2020,DI
U23134,2020-06-22,D09,PI,motile_caligus,1,2020,DI
U23328,2020-06-08,D09,PI,motile_caligus,0,2020,DI
U23327,2020-06-08,D09,PI,motile_caligus,1,2020,DI
U23323,2020-06-08,D09,PI,motile_caligus,0,2020,DI
U23322,2020-06-08,D09,PI,motile_caligus,1,2020,DI
U23197,2020-07-07,D27,PI,motile_caligus,3,2020,DI
U23196,2020-07-07,D27,PI,motile_caligus,3,2020,DI
U23191,2020-07-07,D27,PI,motile_caligus,0,2020,DI
U23193,2020-07-07,D27,PI,motile_caligus,2,2020,DI
U23194,2020-07-07,D27,PI,motile_caligus,3,2020,DI
U23324,2020-06-08,D09,PI,motile_caligus,1,2020,DI
U23321,2020-06-08,D09,PI,motile_caligus,1,2020,DI
U23325,2020-06-08,D09,PI,motile_caligus,1,2020,DI
U23326,2020-06-08,D09,PI,motile_caligus,0,2020,DI
U23329,2020-06-08,D09,PI,motile_caligus,0,2020,DI
U23330,2020-06-08,D09,PI,motile_caligus,0,2020,DI
U21471,2020-05-19,D09,PI,motile_caligus,0,2020,DI
U21472,2020-05-19,D09,PI,motile_caligus,1,2020,DI
U21473,2020-05-19,D09,PI,motile_caligus,1,2020,DI
U21474,2020-05-19,D09,PI,motile_caligus,0,2020,DI
U21475,2020-05-19,D09,PI,motile_caligus,1,2020,DI
U21476,2020-05-19,D09,PI,motile_caligus,1,2020,DI
U21477,2020-05-19,D09,PI,motile_caligus,0,2020,DI
U21478,2020-05-19,D09,PI,motile_caligus,1,2020,DI
U21479,2020-05-19,D09,PI,motile_caligus,0,2020,DI
U21480,2020-05-19,D09,PI,motile_caligus,0,2020,DI
U23198,2020-07-07,D27,PI,motile_caligus,0,2020,DI
U23195,2020-07-07,D27,PI,motile_caligus,0,2020,DI
U23192,2020-07-07,D27,PI,motile_caligus,0,2020,DI
U23200,2020-07-07,D27,PI,motile_caligus,0,2020,DI
U23199,2020-07-07,D27,PI,motile_caligus,0,2020,DI
U21786,2020-05-27,D27,PI,motile_caligus,0,2020,DI
U21784,2020-05-27,D27,PI,motile_caligus,0,2020,DI
U21783,2020-05-27,D27,PI,motile_caligus,1,2020,DI
U21781,2020-05-27,D27,PI,motile_caligus,0,2020,DI
U21788,2020-05-27,D27,PI,motile_caligus,0,2020,DI
U23355,2020-07-03,D10,PI,motile_caligus,0,2020,DI
U23354,2020-07-03,D10,PI,motile_caligus,0,2020,DI
U23352,2020-07-03,D10,PI,motile_caligus,1,2020,DI
U23351,2020-07-03,D10,PI,motile_caligus,0,2020,DI
U23353,2020-07-03,D10,PI,motile_caligus,0,2020,DI
U23360,2020-07-03,D10,PI,motile_caligus,0,2020,DI
U23359,2020-07-03,D10,PI,motile_caligus,0,2020,DI
U23358,2020-07-03,D10,PI,motile_caligus,0,2020,DI
U23357,2020-07-03,D10,PI,motile_caligus,0,2020,DI
U23356,2020-07-03,D10,PI,motile_caligus,0,2020,DI
U21782,2020-05-27,D27,PI,motile_caligus,0,2020,DI
U21785,2020-05-27,D27,PI,motile_caligus,0,2020,DI
U21790,2020-05-27,D27,PI,motile_caligus,0,2020,DI
U21789,2020-05-27,D27,PI,motile_caligus,0,2020,DI
U21787,2020-05-27,D27,PI,motile_caligus,0,2020,DI
U23471,2020-06-16,D09,PI,motile_caligus,1,2020,DI
U23472,2020-06-16,D09,PI,motile_caligus,1,2020,DI
U23473,2020-06-16,D09,PI,motile_caligus,0,2020,DI
U23478,2020-06-16,D09,PI,motile_caligus,2,2020,DI
U23477,2020-06-16,D09,PI,motile_caligus,0,2020,DI
U23476,2020-06-16,D09,PI,motile_caligus,0,2020,DI
U23475,2020-06-16,D09,PI,motile_caligus,0,2020,DI
U23474,2020-06-16,D09,PI,motile_caligus,0,2020,DI
U23480,2020-06-16,D09,PI,motile_caligus,2,2020,DI
U23479,2020-06-16,D09,PI,motile_caligus,0,2020,DI
U23274,2020-06-05,D35,PI,motile_caligus,0,2020,DI
U23275,2020-06-05,D35,PI,motile_caligus,0,2020,DI
U23120,2020-06-29,D09,PI,motile_caligus,0,2020,DI
U23119,2020-06-29,D09,PI,motile_caligus,3,2020,DI
U23113,2020-06-29,D09,PI,motile_caligus,1,2020,DI
U23117,2020-06-29,D09,PI,motile_caligus,0,2020,DI
U23118,2020-06-29,D09,PI,motile_caligus,1,2020,DI
U23114,2020-06-29,D09,PI,motile_caligus,3,2020,DI
U23115,2020-06-29,D09,PI,motile_caligus,3,2020,DI
U23111,2020-06-29,D09,PI,motile_caligus,1,2020,DI
U23116,2020-06-29,D09,PI,motile_caligus,1,2020,DI
U23112,2020-06-29,D09,PI,motile_caligus,2,2020,DI
U23009,2020-06-23,D27,PI,motile_caligus,0,2020,DI
U23010,2020-06-23,D27,PI,motile_caligus,0,2020,DI
U23065,2020-06-10,D27,PI,motile_caligus,0,2020,DI
U23064,2020-06-10,D27,PI,motile_caligus,0,2020,DI
U23066,2020-06-10,D27,PI,motile_caligus,1,2020,DI
U23067,2020-06-10,D27,PI,motile_caligus,0,2020,DI
U23068,2020-06-10,D27,PI,motile_caligus,0,2020,DI
U23069,2020-06-10,D27,PI,motile_caligus,0,2020,DI
U23070,2020-06-10,D27,PI,motile_caligus,1,2020,DI
U23063,2020-06-10,D27,PI,motile_caligus,0,2020,DI
U23062,2020-06-10,D27,PI,motile_caligus,0,2020,DI
U23061,2020-06-10,D27,PI,motile_caligus,0,2020,DI
U23001,2020-06-23,D27,PI,motile_caligus,0,2020,DI
U23008,2020-06-23,D27,PI,motile_caligus,0,2020,DI
U23007,2020-06-23,D27,PI,motile_caligus,2,2020,DI
U23006,2020-06-23,D27,PI,motile_caligus,0,2020,DI
U23005,2020-06-23,D27,PI,motile_caligus,0,2020,DI
U23002,2020-06-23,D27,PI,motile_caligus,0,2020,DI
U23004,2020-06-23,D27,PI,motile_caligus,0,2020,DI
U23003,2020-06-23,D27,PI,motile_caligus,0,2020,DI
U21531,2020-05-22,D10,PI,motile_caligus,0,2020,DI
U21532,2020-05-22,D10,PI,motile_caligus,0,2020,DI
U21533,2020-05-22,D10,PI,motile_caligus,0,2020,DI
U21534,2020-05-22,D10,PI,motile_caligus,0,2020,DI
U21535,2020-05-22,D10,PI,motile_caligus,0,2020,DI
U21536,2020-05-22,D10,PI,motile_caligus,0,2020,DI
U23273,2020-06-05,D35,PI,motile_caligus,0,2020,DI
U23277,2020-06-05,D35,PI,motile_caligus,1,2020,DI
U23272,2020-06-05,D35,PI,motile_caligus,1,2020,DI
U23276,2020-06-05,D35,PI,motile_caligus,1,2020,DI
U23278,2020-06-05,D35,PI,motile_caligus,1,2020,DI
U23280,2020-06-05,D35,PI,motile_caligus,0,2020,DI
U23271,2020-06-05,D35,PI,motile_caligus,0,2020,DI
U23279,2020-06-05,D35,PI,motile_caligus,0,2020,DI
U21469,2020-05-19,D09,CU,motile_caligus,0,2020,DI
U21470,2020-05-19,D09,CU,motile_caligus,1,2020,DI
U21468,2020-05-19,D09,CU,motile_caligus,1,2020,DI
U21467,2020-05-19,D09,CU,motile_caligus,0,2020,DI
U23093,2020-06-10,D27,CU,motile_caligus,1,2020,DI
U23091,2020-06-10,D27,CU,motile_caligus,1,2020,DI
U23092,2020-06-10,D27,CU,motile_caligus,0,2020,DI
U21576,2020-06-05,D35,CU,motile_caligus,0,2020,DI
U21579,2020-06-05,D35,CU,motile_caligus,0,2020,DI
U21578,2020-06-05,D35,CU,motile_caligus,0,2020,DI
U21577,2020-06-05,D35,CU,motile_caligus,1,2020,DI
U21574,2020-06-05,D35,CU,motile_caligus,1,2020,DI
U23369,2020-07-03,D10,CU,motile_caligus,0,2020,DI
U23361,2020-07-03,D10,CU,motile_caligus,0,2020,DI
U23362,2020-07-03,D10,CU,motile_caligus,0,2020,DI
U23363,2020-07-03,D10,CU,motile_caligus,0,2020,DI
U23364,2020-07-03,D10,CU,motile_caligus,0,2020,DI
U23368,2020-07-03,D10,CU,motile_caligus,0,2020,DI
U23367,2020-07-03,D10,CU,motile_caligus,0,2020,DI
U23366,2020-07-03,D10,CU,motile_caligus,0,2020,DI
U23365,2020-07-03,D10,CU,motile_caligus,0,2020,DI
U23020,2020-06-23,D27,CU,motile_caligus,0,2020,DI
U23018,2020-06-23,D27,CU,motile_caligus,1,2020,DI
U23019,2020-06-23,D27,CU,motile_caligus,1,2020,DI
U23017,2020-06-23,D27,CU,motile_caligus,0,2020,DI
U23016,2020-06-23,D27,CU,motile_caligus,0,2020,DI
U23011,2020-06-23,D27,CU,motile_caligus,1,2020,DI
U23012,2020-06-23,D27,CU,motile_caligus,2,2020,DI
U23013,2020-06-23,D27,CU,motile_caligus,1,2020,DI
U23014,2020-06-23,D27,CU,motile_caligus,1,2020,DI
U23015,2020-06-23,D27,CU,motile_caligus,0,2020,DI
U23130,2020-06-22,D09,CU,motile_caligus,1,2020,DI
U23128,2020-06-22,D09,CU,motile_caligus,0,2020,DI
U23121,2020-06-22,D09,CU,motile_caligus,2,2020,DI
U23122,2020-06-22,D09,CU,motile_caligus,1,2020,DI
U23129,2020-06-22,D09,CU,motile_caligus,2,2020,DI
U23123,2020-06-22,D09,CU,motile_caligus,1,2020,DI
U23127,2020-06-22,D09,CU,motile_caligus,0,2020,DI
U23126,2020-06-22,D09,CU,motile_caligus,2,2020,DI
U23125,2020-06-22,D09,CU,motile_caligus,0,2020,DI
U23124,2020-06-22,D09,CU,motile_caligus,1,2020,DI
U21463,2020-05-19,D09,CU,motile_caligus,0,2020,DI
U21462,2020-05-19,D09,CU,motile_caligus,0,2020,DI
U21461,2020-05-19,D09,CU,motile_caligus,0,2020,DI
U21465,2020-05-19,D09,CU,motile_caligus,0,2020,DI
U21466,2020-05-19,D09,CU,motile_caligus,0,2020,DI
U21464,2020-05-19,D09,CU,motile_caligus,0,2020,DI
U21571,2020-06-05,D35,CU,motile_caligus,0,2020,DI
U21580,2020-06-05,D35,CU,motile_caligus,0,2020,DI
U21575,2020-06-05,D35,CU,motile_caligus,0,2020,DI
U21573,2020-06-05,D35,CU,motile_caligus,0,2020,DI
U21572,2020-06-05,D35,CU,motile_caligus,0,2020,DI
U21793,2020-05-27,D27,CU,motile_caligus,0,2020,DI
U21792,2020-05-27,D27,CU,motile_caligus,0,2020,DI
U23470,2020-06-16,D09,CU,motile_caligus,0,2020,DI
U23469,2020-06-16,D09,CU,motile_caligus,0,2020,DI
U23461,2020-06-16,D09,CU,motile_caligus,0,2020,DI
U23466,2020-06-16,D09,CU,motile_caligus,0,2020,DI
U23464,2020-06-16,D09,CU,motile_caligus,1,2020,DI
U23468,2020-06-16,D09,CU,motile_caligus,3,2020,DI
