ufn,sample_type,sample_id,sample_comments,analyzing_lab,quality_level,quality_log
U20800,sealice_microbiome,S20800SL1,,TChang_UBC,raw,
U21111,sealice_microbiome,S21111SL1,,TChang_UBC,raw,
U20877,sealice_microbiome,S20877SL1,,TChang_UBC,raw,
U20880,sealice_microbiome,S20880SL1,,TChang_UBC,raw,
U20874,sealice_microbiome,S20874SL1,,TChang_UBC,raw,
U20875,sealice_microbiome,S20875SL1,,TChang_UBC,raw,
U20872,sealice_microbiome,S20872SL1,,TChang_UBC,raw,
U21011,sealice_microbiome,S21011SL1,,TChang_UBC,raw,
U21042,sealice_microbiome,S21042SL1,,TChang_UBC,raw,
U21041,sealice_microbiome,S21041SL1,,TChang_UBC,raw,
U21047,sealice_microbiome,S21047SL1,,TChang_UBC,raw,
U20822,sealice_microbiome,S20822SL1,,TChang_UBC,raw,
U20821,sealice_microbiome,S20821SL1,,TChang_UBC,raw,
U20844,sealice_microbiome,S20844SL1,,TChang_UBC,raw,
U20841,sealice_microbiome,S20841SL1,,TChang_UBC,raw,
U20268,sealice_microbiome,S20268SL1,,TChang_UBC,raw,
U21231,sealice_microbiome,S21231SL1,,TChang_UBC,raw,
U20911,sealice_microbiome,S20911SL1,,TChang_UBC,raw,
U20681,sealice_microbiome,S20681SL1,,TChang_UBC,raw,
U20943,sealice_microbiome,S20943SL1,,TChang_UBC,raw,
U20941,sealice_microbiome,S20941SL1,,TChang_UBC,raw,
U20942,sealice_microbiome,S20942SL1,,TChang_UBC,raw,
U20471,sealice_microbiome,S20471SL1,,TChang_UBC,raw,
U21161,sealice_microbiome,S21161SL1,,TChang_UBC,raw,
U21412,sealice_microbiome,S21412SL1,,TChang_UBC,raw,
U21418,sealice_microbiome,S21418SL1,,TChang_UBC,raw,
U21414,sealice_microbiome,S21414SL1,,TChang_UBC,raw,
U21413,sealice_microbiome,S21413SL1,,TChang_UBC,raw,
U21417,sealice_microbiome,S21417SL1,,TChang_UBC,raw,
U21267,sealice_microbiome,S21267SL1,,TChang_UBC,raw,
U21270,sealice_microbiome,S21270SL1,,TChang_UBC,raw,
U21266,sealice_microbiome,S21266SL1,,TChang_UBC,raw,
U21268,sealice_microbiome,S21268SL1,,TChang_UBC,raw,
U21261,sealice_microbiome,S21261SL1,,TChang_UBC,raw,
U21265,sealice_microbiome,S21265SL1,,TChang_UBC,raw,
U21411,sealice_microbiome,S21411SL1,,TChang_UBC,raw,
U21415,sealice_microbiome,S21415SL1,,TChang_UBC,raw,
U21452,sealice_microbiome,S21452SL1,,TChang_UBC,raw,
U20119,sealice_microbiome,S20119SL1,,TChang_UBC,raw,
U20118,sealice_microbiome,S20118SL1,,TChang_UBC,raw,
U21651,sealice_microbiome,S21651SL1,,TChang_UBC,raw,
U21652,sealice_microbiome,S21652SL1,,TChang_UBC,raw,
U20071,sealice_microbiome,S20071SL1,,TChang_UBC,raw,
U20851,sealice_microbiome,S20851SL1,,TChang_UBC,raw,
U20853,sealice_microbiome,S20853SL1,,TChang_UBC,raw,
U20024,sealice_microbiome,S20024SL1,Louse found on outside of Whirl-pak,TChang_UBC,raw,
U21172,sealice_microbiome,S21172SL1,,TChang_UBC,raw,
U21174,sealice_microbiome,S21174SL1,,TChang_UBC,raw,
U21173,sealice_microbiome,S21173SL1,,TChang_UBC,raw,
U20141,sealice_microbiome,S20141SL1,,TChang_UBC,raw,
U22192,sealice_microbiome,S22192SL1,,TChang_UBC,raw,
U21181,sealice_microbiome,S21181SL1,,TChang_UBC,raw,
U21182,sealice_microbiome,S21182SL1,,TChang_UBC,raw,
U21183,sealice_microbiome,S21183SL1,,TChang_UBC,raw,
