ufn,sample_id,tissue_type,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,quality_level,quality_log
U836,SDN790,liver,Mitchell,3,0.85,QUESNEL_MITCHE,3,0.14,QUESNEL_DECEPT,3,0,BLUE_LEAD_CK,3,0,NA,NA,NA,PBS,provisional,NA
U837,SDN791,liver,Tachie,3,0.45,LITTLE,4,0.09,CHILKO,3,0.08,PITT,2,0.06,L_ADAMS,4,0.06,PBS,provisional,NA
U838,SDN792,liver,Pitt,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U839,SDN793,liver,Chilko,3,0.96,L_ADAMS,4,0.02,CHILKO-NORTH,3,0.01,QUESNEL_HORSEF,3,0,L_HORSEFLY,3,0,PBS,provisional,NA
U841,SDN794,liver,Birkenhead,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U842,SDN795,liver,Chilko,3,0.96,L_ADAMS,4,0.01,CHILKO-NORTH,3,0.01,LITTLE,4,0.01,QUESNEL_HORSEF,3,0,PBS,provisional,NA
U843,SDN796,liver,Chilko,3,1,TACHIE,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U844,SDN797,liver,Chilko,3,0.71,L_ADAMS,4,0.14,PAULA,1,0.05,SCOTCH,2,0.04,ROSSETTE,1,0.02,PBS,provisional,NA
U845,SDN805,liver,Paula,1,0.9,BIRKENHEAD,3,0.06,TACHIE,3,0.04,L_ADAMS,4,0,CHILKO,3,0,PBS,provisional,NA
U846,SDN806,liver,Chilko,3,0.98,CHILKO-NORTH,3,0.01,L_ADAMS,4,0.01,QUESNEL_DECEPT,3,0,BOWRON,2,0,PBS,provisional,NA
U847,SDN807,liver,Scotch,2,0.97,L_ADAMS,4,0.02,EAGLE_L,4,0,SEYMOUR,2,0,LITTLE,4,0,PBS,provisional,NA
U848,SDN808,liver,Seymour,2,0.96,SCOTCH,2,0.04,L_ADAMS,4,0,EAGLE,2,0,NA,NA,NA,PBS,provisional,NA
U849,SDN809,liver,Scotch,2,1,L_ADAMS,4,0,SEYMOUR,2,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U850,SDN810,liver,Mitchell,3,0.97,QUESNEL_MITCHE,3,0.02,L_ADAMS,4,0.01,BLUE_LEAD_CK,3,0,CHILKO,3,0,PBS,provisional,NA
U851,SDN829,liver,L_Adams,4,0.38,CHILKO,3,0.31,LITTLE,4,0.21,MIDDLESHUSWAP,4,0.08,L_SHUSWAP,4,0.03,PBS,provisional,NA
U852,SDN841,liver,L_Adams,4,0.6,SCOTCH,2,0.23,PORTAGE_CR,4,0.09,EAGLE_L,4,0.03,SEYMOUR,2,0.02,PBS,provisional,NA
U853,SDN849,liver,Chilko,3,0.9,TACHIE,3,0.06,PINCHI_CR,3,0.01,QUESNEL_HORSEF,3,0.01,FORFAR,1,0.01,PBS,provisional,NA
U854,SDN866,liver,Chilko,3,0.97,LITTLE,4,0.02,CHILKO_SOUTH,2,0,CHILKO-NORTH,3,0,L_ADAMS,4,0,PBS,provisional,NA
U855,SDN867,liver,Chilko,3,0.97,MIDDLE,3,0.01,TACHIE,3,0.01,CHILKO-NORTH,3,0,HORSEFLY,3,0,PBS,provisional,NA
U856,SDN883,liver,L_Adams,4,0.98,U_HORSEFLY,3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U857,SDN884,liver,Chilko,3,0.99,CHILKO_SOUTH,2,0.01,MIDDLE,3,0,L_ADAMS,4,0,CHILKO-NORTH,3,0,PBS,provisional,NA
U858,SDN885,liver,Chilko,3,0.99,L_ADAMS,4,0,MIDDLE,3,0,QUESNEL_HORSEF,3,0,CHILKO_SOUTH,2,0,PBS,provisional,NA
U859,SDN886,liver,L_Adams,4,0.56,LITTLE,4,0.37,THOMPSON_N,2,0.03,PITT,2,0.01,CHILKO,3,0.01,PBS,provisional,NA
U860,SDN887,liver,Chilko,3,0.81,QUESNEL_HORSEF,3,0.09,HORSEFLY,3,0.05,L_ADAMS,4,0.02,CHILKO-NORTH,3,0.01,PBS,provisional,NA
U861,SDN811,liver,Chilko,3,0.99,CHILKO-NORTH,3,0.01,THOMPSON_N,2,0,TACHIE,3,0,CHILKO_SOUTH,2,0,PBS,provisional,NA
U862,SDN812,liver,Chilko,3,0.72,L_ADAMS,4,0.28,PORTAGE_CR,4,0,LITTLE,4,0,CHILKO_SOUTH,2,0,PBS,provisional,NA
U863,SDN813,liver,Quesnel_Mitche,3,0.7,QUESNEL_DECEPT,3,0.2,ROARING,3,0.09,L_ADAMS,4,0.01,CHILKO,3,0,PBS,provisional,NA
U864,SDN814,liver,Mitchell,3,0.86,QUESNEL_DECEPT,3,0.04,QUESNEL_MITCHE,3,0.04,ROARING,3,0.04,BLUE_LEAD_CK,3,0.02,PBS,provisional,NA
U865,SDN815,liver,Mitchell,3,0.64,QUESNEL_MITCHE,3,0.21,BLUE_LEAD_CK,3,0.15,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U866,SDN816,liver,L_Adams,4,0.96,PORTAGE_CR,4,0.04,L_SHUSWAP,4,0,LITTLE,4,0,NA,NA,NA,PBS,provisional,NA
U867,SDN819,liver,Seymour,2,0.96,SCOTCH,2,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U868,SDN820,liver,L_Adams,4,0.92,SEYMOUR,2,0.04,PORTAGE_CR,4,0.02,LITTLE,4,0.01,SCOTCH,2,0,PBS,provisional,NA
U869,SDN821,liver,Quesnel_Mitche,3,0.94,MITCHELL,3,0.06,ROARING,3,0,BLUE_LEAD_CK,3,0,NA,NA,NA,PBS,provisional,NA
U870,SDN822,liver,Quesnel_Mitche,3,0.94,MITCHELL,3,0.06,WASKO_CR,3,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U871,SDN817,liver,Gates_Cr,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U872,SDN850,liver,Seymour,2,0.78,SCOTCH,2,0.12,L_ADAMS,4,0.07,LITTLE,4,0.02,TACHIE,3,0,PBS,provisional,NA
U873,SDN851,liver,Pitt,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U874,SDN852,liver,L_Adams,4,0.45,SEYMOUR,2,0.29,LITTLE,4,0.17,L_SHUSWAP,4,0.05,SCOTCH,2,0.02,PBS,provisional,NA
U875,SDN853,liver,Chilko,3,0.98,QUESNEL_HORSEF,3,0.01,CHILKO-NORTH,3,0,M_HORSEFLY,3,0,LITTLE,4,0,PBS,provisional,NA
U876,SDN854,liver,Seymour,2,0.39,L_ADAMS,4,0.34,CHILKO,3,0.06,PINCHI_CR,3,0.04,LITTLE,4,0.03,PBS,provisional,NA
U877,SDN855,liver,Seymour,2,0.8,L_ADAMS,4,0.12,SCOTCH,2,0.03,KUZKWA_CR,3,0.03,PINCHI_CR,3,0.01,PBS,provisional,NA
U878,SDN868,liver,L_Adams,4,0.96,LITTLE,4,0.03,RAFT,2,0.01,THOMPSON_N,2,0,EAGLE_L,4,0,PBS,provisional,NA
U879,SDN869,liver,L_Adams,4,0.51,LITTLE,4,0.37,SEYMOUR,2,0.07,CHILKO,3,0.02,SCOTCH,2,0.01,PBS,provisional,NA
U880,SDN870,liver,Scotch,2,0.79,L_ADAMS,4,0.09,MIDDLE,3,0.09,SEYMOUR,2,0.02,EAGLE_L,4,0.01,PBS,provisional,NA
U881,SDN818,liver,Seymour,2,0.94,SCOTCH,2,0.05,L_ADAMS,4,0,CHILKO,3,0,EAGLE,2,0,PBS,provisional,NA
U882,SDN823,liver,Pitt,2,1,WASHWASH,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U883,SDN824,liver,Seymour,2,0.82,L_ADAMS,4,0.13,KUZKWA_CR,3,0.02,SCOTCH,2,0.01,TACHIE,3,0.01,PBS,provisional,NA
U884,SDN825,liver,L_Adams,4,0.35,QUESNEL_DECEPT,3,0.3,ROARING,3,0.09,QUESNEL_HORSEF,3,0.08,M_HORSEFLY,3,0.05,PBS,provisional,NA
U885,SDN826,liver,Seymour,2,0.94,SCOTCH,2,0.04,L_ADAMS,4,0.01,LITTLE,4,0.01,EAGLE,2,0,PBS,provisional,NA
U886,SDN830,liver,Mitchell,3,0.85,QUESNEL_MITCHE,3,0.14,QUESNEL_DECEPT,3,0.01,BLUE_LEAD_CK,3,0,NA,NA,NA,PBS,provisional,NA
U887,SDN831,liver,Quesnel_Decept,3,0.96,MITCHELL,3,0.02,QUESNEL_MITCHE,3,0.01,CHILKO,3,0,WASKO_CR,3,0,PBS,provisional,NA
U888,SDN832,liver,L_Adams,4,0.54,SEYMOUR,2,0.23,QUESNEL_DECEPT,3,0.11,L_SHUSWAP,4,0.07,LITTLE,4,0.03,PBS,provisional,NA
U889,SDN833,liver,Tachie,3,0.75,PINCHI_CR,3,0.1,FORFAR,1,0.09,STELLAKO,3,0.05,HUDSON_BAY,1,0,PBS,provisional,NA
U890,SDN834,liver,Quesnel_Horsef,3,0.3,U_HORSEFLY,3,0.25,QUESNEL_DECEPT,3,0.15,L_HORSEFLY,3,0.04,HORSEFLY,3,0.04,PBS,provisional,NA
U891,SDN827,liver,L_Adams,4,0.91,BIRKENHEAD,3,0.03,SEYMOUR,2,0.02,PORTAGE_CR,4,0.02,LITTLE,4,0.01,PBS,provisional,NA
U892,SDN828,liver,Seymour,2,0.96,SCOTCH,2,0.04,EAGLE,2,0,CHILKO,3,0,NA,NA,NA,PBS,provisional,NA
U893,SDN835,liver,Chilko,3,0.97,PINCHI_CR,3,0.01,CHILKO-NORTH,3,0.01,TACHIE,3,0.01,QUESNEL_DECEPT,3,0,PBS,provisional,NA
U894,SDN836,liver,Tachie,3,0.74,PINCHI_CR,3,0.11,STELLAKO,3,0.1,FORFAR,1,0.05,HUDSON_BAY,1,0,PBS,provisional,NA
U895,SDN837,liver,Little,4,0.49,L_ADAMS,4,0.45,BIRKENHEAD,3,0.03,SANDPOINT,1,0.01,NARROWS,1,0.01,PBS,provisional,NA
U896,SDN838,liver,Quesnel_Decept,3,0.31,STELLAKO,3,0.3,LITTLE,4,0.14,CHILKO,3,0.1,PITT,2,0.09,PBS,provisional,NA
U897,SDN839,liver,L_Adams,4,0.47,CHILKO,3,0.27,PORTAGE_CR,4,0.25,CHILKO_SOUTH,2,0.01,QUESNEL_DECEPT,3,0,PBS,provisional,NA
U898,SDN840,liver,Chilko,3,0.73,L_ADAMS,4,0.17,SEYMOUR,2,0.08,EAGLE_L,4,0.01,KUZKWA_CR,3,0.01,PBS,provisional,NA
U899,SDN842,liver,Quesnel_Mitche,3,0.71,MITCHELL,3,0.27,ROARING,3,0.01,WASKO_CR,3,0,QUESNEL_DECEPT,3,0,PBS,provisional,NA
U900,SDN843,liver,Nadina,2,0.27,MIDDLE,3,0.12,KUZKWA_CR,3,0.12,PINCHI_CR,3,0.11,TACHIE,3,0.08,PBS,provisional,NA
U901,SDN844,liver,Scotch,2,0.72,SEYMOUR,2,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U902,SDN845,liver,Scotch,2,0.7,SEYMOUR,2,0.28,L_ADAMS,4,0.01,PORTAGE_CR,4,0.01,EAGLE_L,4,0,PBS,provisional,NA
U903,SDN846,liver,L_Adams,4,0.35,ROARING,3,0.29,QUESNEL_DECEPT,3,0.14,CHILKO,3,0.12,QUESNEL_HORSEF,3,0.05,PBS,provisional,NA
U904,SDN847,liver,Birkenhead,3,0.75,CHILKO,3,0.18,QUESNEL_DECEPT,3,0.04,TACHIE,3,0.01,WASKO_CR,3,0,PBS,provisional,NA
U905,SDN856,liver,Quesnel_Decept,3,0.93,MITCHELL,3,0.05,QUESNEL_MITCHE,3,0.02,WASKO_CR,3,0,PAULA,1,0,PBS,provisional,NA
U906,SDN857,liver,Quesnel_Decept,3,0.62,MITCHELL,3,0.22,L_ADAMS,4,0.1,BIRKENHEAD,3,0.02,QUESNEL_MITCHE,3,0.01,PBS,provisional,NA
U907,SDN858,liver,L_Adams,4,0.93,PORTAGE_CR,4,0.03,LITTLE,4,0.02,BIRKENHEAD,3,0.01,MIDDLESHUSWAP,4,0,PBS,provisional,NA
U908,SDN859,liver,Quesnel_Mitche,3,0.93,MITCHELL,3,0.07,ROARING,3,0,BLUE_LEAD_CK,3,0,WASKO_CR,3,0,PBS,provisional,NA
U909,SDN860,liver,Chilko,3,0.97,M_HORSEFLY,3,0.02,MCKINLEY,3,0.01,L_ADAMS,4,0,CHILKO-NORTH,3,0,PBS,provisional,NA
U910,SDN861,liver,Seymour,2,0.94,SCOTCH,2,0.05,L_ADAMS,4,0,EAGLE,2,0,NA,NA,NA,PBS,provisional,NA
U911,SDN848,liver,L_Adams,4,0.61,PORTAGE_CR,4,0.35,CHILKO,3,0.02,EAGLE_L,4,0.02,QUESNEL_HORSEF,3,0,PBS,provisional,NA
U912,SDN862,liver,Tachie,3,0.38,BIRKENHEAD,3,0.15,FORFAR,1,0.15,SINTA,1,0.05,SANDPOINT,1,0.03,PBS,provisional,NA
U913,SDN863,liver,Seymour,2,0.94,SCOTCH,2,0.06,L_ADAMS,4,0,EAGLE,2,0,NA,NA,NA,PBS,provisional,NA
U914,SDN864,liver,L_Adams,4,0.54,SEYMOUR,2,0.18,LITTLE,4,0.11,BIRKENHEAD,3,0.07,KALUM,10,0.06,PBS,provisional,NA
U915,SDN865,liver,Seymour,2,0.91,L_ADAMS,4,0.05,SCOTCH,2,0.04,LITTLE,4,0,NA,NA,NA,PBS,provisional,NA
U916,SDN871,liver,L_Adams,4,0.82,SEYMOUR,2,0.11,LITTLE,4,0.06,SCOTCH,2,0,PORTAGE_CR,4,0,PBS,provisional,NA
U917,SDN872,liver,L_Adams,4,1,EAGLE_L,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U918,SDN873,liver,Birkenhead,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U919,SDN874,liver,Chilko,3,0.99,L_ADAMS,4,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U920,SDN888,liver,Thompson_N,2,0.96,L_ADAMS,4,0.03,CHILKO,3,0.01,CHILKO-NORTH,3,0,NA,NA,NA,PBS,provisional,NA
U921,SDN875,liver,Chilko,3,1,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U922,SDN876,liver,Chilko,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U923,SDN889,liver,Chilko,3,0.77,MITCHELL,3,0.11,U_HORSEFLY,3,0.07,L_ADAMS,4,0.03,CHILKO_SOUTH,2,0.02,PBS,provisional,NA
U924,SDN890,liver,Chilko,3,0.99,CHILKO-NORTH,3,0.01,CHILKO_SOUTH,2,0,MIDDLE,3,0,L_ADAMS,4,0,PBS,provisional,NA
U925,SDN891,liver,Chilko,3,0.85,HORSEFLY,3,0.05,L_ADAMS,4,0.04,QUESNEL_HORSEF,3,0.03,M_HORSEFLY,3,0.01,PBS,provisional,NA
U926,SDN892,liver,Pitt,2,1,SEYMOUR,2,0,CANOE_CR,15,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U927,SDN893,liver,Pitt,2,1,KITKIATA_LAKE,15,0,CHILKO,3,0,KALUM_LAKE,10,0,SINTA,1,0,PBS,provisional,NA
U928,SDN894,liver,Middle,3,0.97,CHILKO,3,0.02,SINTA,1,0,SANDPOINT,1,0,L_ADAMS,4,0,PBS,provisional,NA
U929,SDN902,liver,Chilko,3,0.98,CHILKO_SOUTH,2,0.01,CHILKO-NORTH,3,0,MIDDLE,3,0,NARROWS,1,0,PBS,provisional,NA
U930,SDN903,liver,Middle,3,0.83,STELLAKO,3,0.09,PORTER_CR,1,0.02,KYNOCK,1,0.01,KUZKWA_CR,3,0.01,PBS,provisional,NA
U931,SDN877,liver,Chilko,3,0.84,THOMPSON_N,2,0.08,MIDDLE,3,0.02,L_ADAMS,4,0.02,CHILKO-NORTH,3,0.02,PBS,provisional,NA
U932,SDN878,liver,Chilko,3,0.9,CHILKO-NORTH,3,0.05,L_ADAMS,4,0.03,MIDDLE,3,0.01,CHILKO_SOUTH,2,0,PBS,provisional,NA
U933,SDN879,liver,L_Adams,4,0.93,LITTLE,4,0.07,SINTA,1,0,EAGLE_L,4,0,TACHIE,3,0,PBS,provisional,NA
U934,SDN880,liver,Chilko,3,0.99,CHILKO-NORTH,3,0.01,LITTLE,4,0,L_ADAMS,4,0,THOMPSON_N,2,0,PBS,provisional,NA
U935,SDN881,liver,Chilko,3,0.64,MIDDLE,3,0.32,SINTA,1,0.01,BLACKWATER,1,0.01,QUESNEL_HORSEF,3,0.01,PBS,provisional,NA
U936,SDN882,liver,Chilko,3,0.83,PORTER_CR,1,0.06,GLUSKIE,1,0.02,CHILKO_SOUTH,2,0.02,SANDPOINT,1,0.02,PBS,provisional,NA
U939,SDN897,liver,Quesnel_Horsef,3,0.55,L_ADAMS,4,0.22,HORSEFLY,3,0.11,M_HORSEFLY,3,0.05,LITTLE,4,0.02,PBS,provisional,NA
U940,SDN904,liver,Middle,3,0.97,CANOE_CR,15,0.01,BIRKENHEAD,3,0,NARROWS,1,0,CHILKO,3,0,PBS,provisional,NA
U941,SDN898,liver,Chilko,3,0.99,L_ADAMS,4,0.01,CHILKO-NORTH,3,0.01,MCKINLEY,3,0,NA,NA,NA,PBS,provisional,NA
U942,SDN905,liver,Middle,3,0.62,L_ADAMS,4,0.2,WEAVER,4,0.08,CHILKO,3,0.04,PITT,2,0.04,PBS,provisional,NA
U943,SDN906,liver,Middle,3,0.93,STELLAKO,3,0.02,KUZKWA_CR,3,0.02,L_ADAMS,4,0.02,TACHIE,3,0.01,PBS,provisional,NA
U944,SDN921,liver,L_Adams,4,0.52,SCOTCH,2,0.28,LITTLE,4,0.19,CHILKO,3,0.01,SEYMOUR,2,0,PBS,provisional,NA
U945,SDN922,liver,Quesnel_Horsef,3,0.45,SEYMOUR,2,0.4,HORSEFLY,3,0.09,M_HORSEFLY,3,0.02,L_HORSEFLY,3,0.01,PBS,provisional,NA
U946,SDN923,liver,L_Adams,4,0.68,EAGLE_L,4,0.11,PORTAGE_CR,4,0.09,CHILKO,3,0.06,FENNELL,2,0.03,PBS,provisional,NA
U947,SDN968,liver,Chilko,3,0.88,L_ADAMS,4,0.11,CHILKO-NORTH,3,0.01,CHILKO_SOUTH,2,0,PORTAGE_CR,4,0,PBS,provisional,NA
U948,SDN969,liver,Scotch,2,0.63,L_ADAMS,4,0.3,THOMPSON_N,2,0.05,LITTLE,4,0.01,TACHIE,3,0.01,PBS,provisional,NA
U949,SDN970,liver,Fennell,2,0.46,RAFT,2,0.3,L_ADAMS,4,0.11,CHILKO,3,0.06,THOMPSON_N,2,0.05,PBS,provisional,NA
U950,SDN971,liver,L_Adams,4,0.34,THOMPSON_N,2,0.28,CHILKO,3,0.16,U_HORSEFLY,3,0.12,MIDDLE,3,0.04,PBS,provisional,NA
U951,SDN907,liver,L_Adams,4,0.58,CHILKO,3,0.1,CHILKO_SOUTH,2,0.1,MIDDLE,3,0.07,QUESNEL_HORSEF,3,0.05,PBS,provisional,NA
U952,SDN908,liver,L_Adams,4,0.78,QUESNEL_HORSEF,3,0.08,HORSEFLY,3,0.07,LITTLE,4,0.04,M_HORSEFLY,3,0.03,PBS,provisional,NA
U953,SDN909,liver,Chilko,3,0.99,WEAVER,4,0.01,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U954,SDN910,liver,U_Horsefly,3,0.92,L_HORSEFLY,3,0.03,HORSEFLY,3,0.02,L_ADAMS,4,0.01,CHILKO,3,0.01,PBS,provisional,NA
U955,SDN911,liver,Mitchell,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U956,SDN912,liver,Quesnel_Mitche,3,0.99,MITCHELL,3,0.01,BLUE_LEAD_CK,3,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U957,SDN924,liver,Quesnel_Horsef,3,0.46,L_ADAMS,4,0.33,HORSEFLY,3,0.1,M_HORSEFLY,3,0.02,CHILKO,3,0.02,PBS,provisional,NA
U958,SDN925,liver,Paula,1,0.89,GLUSKIE,1,0.04,SANDPOINT,1,0.04,ROSSETTE,1,0.01,FORFAR,1,0.01,PBS,provisional,NA
U959,SDN926,liver,L_Adams,4,0.83,PORTAGE_CR,4,0.06,PAULA,1,0.05,LITTLE,4,0.03,THOMPSON_N,2,0.01,PBS,provisional,NA
U960,SDN927,liver,Paula,1,0.87,SANDPOINT,1,0.06,TACHIE,3,0.05,ROSSETTE,1,0.01,GLUSKIE,1,0,PBS,provisional,NA
U961,SDN899,liver,Pitt,2,0.99,L_ADAMS,4,0.01,THOMPSON_N,2,0,TACHIE,3,0,BIRKENHEAD,3,0,PBS,provisional,NA
U962,SDN900,liver,Nimpkish,7,0.95,VERNON,7,0.05,WOSS_LAKE,7,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U963,SDN901,liver,Sandpoint,1,0.45,SINTA,1,0.28,BLACKWATER,1,0.09,NARROWS,1,0.07,HUDSON_BAY,1,0.05,PBS,provisional,NA
U964,SDN913,liver,Quesnel_Mitche,3,0.99,QUESNEL_HORSEF,3,0.01,BLUE_LEAD_CK,3,0,QUESNEL_DECEPT,3,0,NA,NA,NA,PBS,provisional,NA
U965,SDN914,liver,Nimpkish,7,0.95,VERNON,7,0.05,WOSS_LAKE,7,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U966,SDN915,liver,L_Adams,4,0.89,CHILKO,3,0.07,SCOTCH,2,0.02,SANDPOINT,1,0.01,SEYMOUR,2,0.01,PBS,provisional,NA
U967,SDN916,liver,Chilko,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U968,SDN917,liver,U_Horsefly,3,0.94,L_ADAMS,4,0.04,L_HORSEFLY,3,0.02,CHILKO,3,0,THOMPSON_N,2,0,PBS,provisional,NA
U969,SDN918,liver,Chilko,3,0.98,CHILKO_SOUTH,2,0.01,CHILKO-NORTH,3,0.01,PITT,2,0,THOMPSON_N,2,0,PBS,provisional,NA
U970,SDN928,liver,Gates_Cr,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U971,SDN1324,liver,Quesnel_Horsef,3,0.5,L_HORSEFLY,3,0.29,L_ADAMS,4,0.17,CHILKO,3,0.01,WASKO_CR,3,0.01,PBS,provisional,NA
U972,SDN1325,liver,Pitt,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U973,SDN1340,liver,Chilko,3,0.98,BIRKENHEAD,3,0.01,WEAVER,4,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U974,SDN1341,liver,Mitchell,3,1,QUESNEL_MITCHE,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U975,SDN1342,liver,Middle,3,0.6,STELLAKO,3,0.16,CHILKO,3,0.09,KUZKWA_CR,3,0.07,PORTER_CR,1,0.02,PBS,provisional,NA
U976,SDN1343,liver,Chilko,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U977,SDN1359,liver,Mitchell,3,1,CHILKO,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U978,SDN1360,liver,Chilko,3,0.97,CHILKO_SOUTH,2,0.02,L_ADAMS,4,0.01,U_HORSEFLY,3,0,CHILKO-NORTH,3,0,PBS,provisional,NA
U979,SDN1361,liver,Middle,3,0.59,CHILKO,3,0.22,STELLAKO,3,0.18,KUZKWA_CR,3,0.01,NADINA,2,0.01,PBS,provisional,NA
U980,SDN1362,liver,Mitchell,3,1,WASKO_CR,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U981,SDN919,liver,Chilko,3,0.7,CHILKO_SOUTH,2,0.18,PITT,2,0.11,CHILKO-NORTH,3,0.01,L_ADAMS,4,0.01,PBS,provisional,NA
U982,SDN920,liver,L_Adams,4,0.51,CHILKO,3,0.4,LITTLE,4,0.05,CHILKO-NORTH,3,0.03,THOMPSON_N,2,0,PBS,provisional,NA
U983,SDN929,liver,Quesnel_Horsef,3,0.6,THOMPSON_N,2,0.1,L_ADAMS,4,0.09,HORSEFLY,3,0.07,CHILKO,3,0.06,PBS,provisional,NA
U984,SDN930,liver,Chilko,3,0.51,QUESNEL_HORSEF,3,0.27,L_ADAMS,4,0.12,HORSEFLY,3,0.07,MIDDLE,3,0.02,PBS,provisional,NA
U985,SDN931,liver,L_Adams,4,0.66,SCOTCH,2,0.29,LITTLE,4,0.03,PORTAGE_CR,4,0.02,EAGLE_L,4,0,PBS,provisional,NA
U986,SDN932,liver,Chilko,3,0.99,CHILKO-NORTH,3,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U987,SDN933,liver,Tachie,3,0.96,PAULA,1,0.03,STELLAKO,3,0.01,CHILKO,3,0,MIDDLE,3,0,PBS,provisional,NA
U988,SDN947,liver,Mitchell,3,0.88,QUESNEL_MITCHE,3,0.12,BLUE_LEAD_CK,3,0.01,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U989,SDN948,liver,Pitt,2,0.85,BIRKENHEAD,3,0.15,WEAVER,4,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U990,SDN949,liver,Quesnel_Mitche,3,0.72,MITCHELL,3,0.27,QUESNEL_DECEPT,3,0.01,ROARING,3,0.01,NA,NA,NA,PBS,provisional,NA
U991,SDN934,liver,Middle,3,0.31,SANDPOINT,1,0.25,CHILKO,3,0.17,SINTA,1,0.1,BLACKWATER,1,0.06,PBS,provisional,NA
U992,SDN935,liver,Tachie,3,0.99,MIDDLE,3,0,PINCHI_CR,3,0,PAULA,1,0,L_ADAMS,4,0,PBS,provisional,NA
U993,SDN936,liver,Paula,1,0.92,SANDPOINT,1,0.04,ROSSETTE,1,0.02,BLACKWATER,1,0.01,FORFAR,1,0,PBS,provisional,NA
U994,SDN937,liver,Tachie,3,0.88,CHILKO,3,0.1,MIDDLE,3,0.01,PAULA,1,0,CHILKO-NORTH,3,0,PBS,provisional,NA
U995,SDN950,liver,L_Adams,4,0.7,CHILKO,3,0.14,TACHIE,3,0.13,LITTLE,4,0.01,BOWRON,2,0.01,PBS,provisional,NA
U996,SDN951,liver,L_Adams,4,0.62,PORTAGE_CR,4,0.22,SCOTCH,2,0.12,EAGLE_L,4,0.02,QUESNEL_HORSEF,3,0.01,PBS,provisional,NA
U997,SDN952,liver,Quesnel_Horsef,3,0.37,U_HORSEFLY,3,0.29,QUESNEL_DECEPT,3,0.17,L_HORSEFLY,3,0.06,MCKINLEY,3,0.06,PBS,provisional,NA
U998,SDN953,liver,Chilko,3,0.22,SCOTCH,2,0.19,PORTAGE_CR,4,0.08,L_ADAMS,4,0.07,PAULA,1,0.06,PBS,provisional,NA
U999,SDN954,liver,Mitchell,3,0.74,QUESNEL_MITCHE,3,0.09,QUESNEL_DECEPT,3,0.08,ROARING,3,0.05,BLUE_LEAD_CK,3,0.04,PBS,provisional,NA
U1000,SDN955,liver,L_Adams,4,0.69,PAULA,1,0.08,PITT,2,0.06,TACHIE,3,0.03,ROSSETTE,1,0.03,PBS,provisional,NA
