ufn,sample_id,tissue_type,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,quality_level,quality_log
U343,SDN334,liver,Chilko,3,0.5,L_ADAMS,4,0.44,MIDDLE,3,0.03,PORTAGE_CR,4,0.01,DUST,1,0,PBS,provisional,NA
U344,SDN335,liver,Weaver,4,0.96,PITT,2,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U345,SDN336,liver,Chilko,3,0.99,THOMPSON_N,2,0.01,CHILKO-NORTH,3,0,CHILKO_SOUTH,2,0,NA,NA,NA,PBS,provisional,NA
U346,SDN337,liver,Chilko,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U347,SDN338,liver,Birkenhead,3,1,WEAVER,4,0,CHILKO,3,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U349,SDN347,liver,Chilko,3,0.46,RAFT,2,0.24,LITTLE,4,0.15,THOMPSON_N,2,0.09,CHILKO_SOUTH,2,0.03,PBS,provisional,NA
U350,SDN348,liver,Chilko,3,0.6,STELLAKO,3,0.16,SANDPOINT,1,0.08,BLACKWATER,1,0.04,EAGLE_L,4,0.03,PBS,provisional,NA
U351,SDN340,liver,Horsefly,3,0.32,CHILKO,3,0.3,L_ADAMS,4,0.29,PORTER_CR,1,0.04,GLUSKIE,1,0.03,PBS,provisional,NA
U352,SDN341,liver,Blue_Lead_Ck,3,0.8,QUESNEL_DECEPT,3,0.07,U_HORSEFLY,3,0.05,QUESNEL_MITCHE,3,0.03,QUESNEL_HORSEF,3,0.03,PBS,provisional,NA
U353,SDN342,liver,Quesnel_Horsef,3,0.68,U_HORSEFLY,3,0.2,MCKINLEY,3,0.11,QUESNEL_DECEPT,3,0,HORSEFLY,3,0,PBS,provisional,NA
U354,SDN343,liver,Thompson_N,2,0.72,QUESNEL_HORSEF,3,0.15,U_HORSEFLY,3,0.04,EAGLE_L,4,0.02,LITTLE,4,0.02,PBS,provisional,NA
U355,SDN344,liver,Quesnel_Horsef,3,0.78,CHILKO,3,0.06,MITCHELL,3,0.04,BLACKWATER,1,0.03,QUESNEL_MITCHE,3,0.02,PBS,provisional,NA
U356,SDN345,liver,Stellako,3,0.82,BLACKWATER,1,0.12,HUDSON_BAY,1,0.03,PORTER_CR,1,0.01,SANDPOINT,1,0,PBS,provisional,NA
U357,SDN349,liver,Chilko,3,0.99,RAFT,2,0.01,QUESNEL_HORSEF,3,0,THOMPSON_N,2,0,QUESNEL_DECEPT,3,0,PBS,provisional,NA
U358,SDN350,liver,Chilko,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U359,SDN351,liver,Chilko,3,1,RAFT,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U360,SDN352,liver,Blue_Lead_Ck,3,0.81,QUESNEL_MITCHE,3,0.11,MITCHELL,3,0.05,QUESNEL_DECEPT,3,0.03,QUESNEL_HORSEF,3,0,PBS,provisional,NA
U361,SDN346,liver,Pitt,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U362,SDN353,liver,Chilko,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U363,SDN354,liver,Stellako,3,0.65,THOMPSON_N,2,0.24,CHILKO,3,0.1,KUZKWA_CR,3,0,TACHIE,3,0,PBS,provisional,NA
U364,SDN355,liver,Chilko,3,1,CHILKO-NORTH,3,0,CHILKO_SOUTH,2,0,THOMPSON_N,2,0,NA,NA,NA,PBS,provisional,NA
U365,SDN356,liver,Quesnel_Horsef,3,0.68,U_HORSEFLY,3,0.2,MCKINLEY,3,0.11,QUESNEL_DECEPT,3,0,HORSEFLY,3,0,PBS,provisional,NA
U366,SDN357,liver,Chilko,3,0.97,MIDDLE,3,0.03,CHILKO_SOUTH,2,0,SINTA,1,0,U_HORSEFLY,3,0,PBS,provisional,NA
U367,SDN358,liver,Thompson_N,2,0.89,RAFT,2,0.07,CHILKO,3,0.04,BLUE_LEAD_CK,3,0,QUESNEL_HORSEF,3,0,PBS,provisional,NA
U368,SDN364,liver,Thompson_N,2,0.71,CHILKO,3,0.1,RAFT,2,0.06,LITTLE,4,0.06,MIDDLESHUSWAP,4,0.04,PBS,provisional,NA
U369,SDN365,liver,Forfar,1,0.24,HUDSON_BAY,1,0.18,SANDPOINT,1,0.16,BIVOUAC,1,0.12,PORTER_CR,1,0.06,PBS,provisional,NA
U370,SDN366,liver,Chilko,3,0.21,THOMPSON_N,2,0.14,FORFAR,1,0.12,BIVOUAC,1,0.11,SANDPOINT,1,0.07,PBS,provisional,NA
U371,SDN359,liver,Chilko,3,1,BLUE_LEAD_CK,3,0,HORSEFLY,3,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U372,SDN360,liver,Chilko,3,0.96,EAGLE_L,4,0.04,THOMPSON_N,2,0,L_ADAMS,4,0,NA,NA,NA,PBS,provisional,NA
U373,SDN361,liver,Chilko,3,0.96,RAFT,2,0.02,THOMPSON_N,2,0.02,FENNELL,2,0,LITTLE,4,0,PBS,provisional,NA
U374,SDN362,liver,Chilko,3,1,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U375,SDN375,liver,Mitchell,3,0.85,CHILKO,3,0.08,QUESNEL_MITCHE,3,0.03,QUESNEL_DECEPT,3,0.01,QUESNEL_HORSEF,3,0.01,PBS,provisional,NA
U376,SDN376,liver,Chilko,3,0.91,THOMPSON_N,2,0.03,BIRKENHEAD,3,0.03,STELLAKO,3,0.01,LITTLE,4,0.01,PBS,provisional,NA
U377,SDN377,liver,Mitchell,3,0.93,QUESNEL_MITCHE,3,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U378,SDN378,liver,Chilko,3,1,QUESNEL_HORSEF,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U379,SDN379,liver,Thompson_N,2,0.66,RAFT,2,0.33,WEAVER,4,0,FENNELL,2,0,PITT,2,0,PBS,provisional,NA
U380,SDN380,liver,Chilko,3,0.96,STELLAKO,3,0.03,THOMPSON_N,2,0.01,CHILKO_SOUTH,2,0,BIRKENHEAD,3,0,PBS,provisional,NA
U381,SDN363,liver,Chilko,3,0.75,CHILKO-NORTH,3,0.2,CHILKO_SOUTH,2,0.05,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U382,SDN367,liver,Birkenhead,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U383,SDN368,liver,Chilko,3,0.3,THOMPSON_N,2,0.19,LITTLE,4,0.08,PORTAGE_CR,4,0.08,CHILKO-NORTH,3,0.06,PBS,provisional,NA
U384,SDN369,liver,Pinchi_Cr,3,0.92,TACHIE,3,0.07,QUESNEL_DECEPT,3,0,MIDDLE,3,0,CHILKO,3,0,PBS,provisional,NA
U385,SDN370,liver,Weaver,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U386,SDN371,liver,Quesnel_Decept,3,0.81,MITCHELL,3,0.17,QUESNEL_MITCHE,3,0.02,ROARING,3,0,BLUE_LEAD_CK,3,0,PBS,provisional,NA
U387,SDN381,liver,Weaver,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U388,SDN382,liver,Pinchi_Cr,3,0.85,HUDSON_BAY,1,0.1,TACHIE,3,0.05,KUZKWA_CR,3,0,CHILKO,3,0,PBS,provisional,NA
U389,SDN383,liver,Thompson_N,2,0.83,CHILKO,3,0.08,EAGLE_L,4,0.03,L_SHUSWAP,4,0.02,RAFT,2,0.01,PBS,provisional,NA
U390,SDN384,liver,Chilko,3,0.97,THOMPSON_N,2,0.01,NADINA,2,0.01,CHILKO_SOUTH,2,0.01,RAFT,2,0,PBS,provisional,NA
U391,SDN372,liver,Thompson_N,2,0.74,PINCHI_CR,3,0.19,QUESNEL_DECEPT,3,0.03,L_SHUSWAP,4,0.02,TACHIE,3,0.01,PBS,provisional,NA
U392,SDN373,liver,Pinchi_Cr,3,1,TACHIE,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U393,SDN374,liver,Pinchi_Cr,3,0.76,TACHIE,3,0.11,HUDSON_BAY,1,0.07,DRIFTWOOD,1,0.03,GLUSKIE,1,0.01,PBS,provisional,NA
U394,SDN385,liver,Chilko,3,0.85,BLACKWATER,1,0.05,HUDSON_BAY,1,0.02,CHILKO_SOUTH,2,0.02,EAGLE_L,4,0.01,PBS,provisional,NA
U395,SDN386,liver,Pinchi_Cr,3,0.99,TACHIE,3,0.01,KUZKWA_CR,3,0,FIVEMILE,1,0,NA,NA,NA,PBS,provisional,NA
U396,SDN387,liver,Chilko,3,0.86,QUESNEL_HORSEF,3,0.12,MITCHELL,3,0,THOMPSON_N,2,0,BOWRON,2,0,PBS,provisional,NA
U397,SDN388,liver,Chilko,3,0.97,QUESNEL_HORSEF,3,0.02,RAFT,2,0.01,THOMPSON_N,2,0,L_ADAMS,4,0,PBS,provisional,NA
U398,SDN389,liver,Chilko,3,0.98,THOMPSON_N,2,0.01,CHILKO_SOUTH,2,0,QUESNEL_HORSEF,3,0,BLACKWATER,1,0,PBS,provisional,NA
U399,SDN390,liver,Chilko,3,0.99,KYNOCK,1,0,STELLAKO,3,0,QUESNEL_HORSEF,3,0,DUST,1,0,PBS,provisional,NA
U400,SDN391,liver,Chilko,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U401,SDN392,liver,Mitchell,3,0.92,QUESNEL_MITCHE,3,0.08,ROARING,3,0,BLUE_LEAD_CK,3,0,NA,NA,NA,PBS,provisional,NA
U402,SDN441,liver,Chilko,3,0.99,CHILKO-NORTH,3,0.01,L_ADAMS,4,0.01,ROARING,3,0,NA,NA,NA,PBS,provisional,NA
U403,SDN442,liver,Middle,3,0.53,KYNOCK,1,0.17,GLUSKIE,1,0.1,DUST,1,0.09,STELLAKO,3,0.08,PBS,provisional,NA
U404,SDN443,liver,Quesnel_Mitche,3,1,CHILKO,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U405,SDN444,liver,Quesnel_Mitche,3,1,MITCHELL,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U406,SDN445,liver,Stellako,3,0.96,MIDDLE,3,0.04,KUZKWA_CR,3,0,KYNOCK,1,0,NA,NA,NA,PBS,provisional,NA
U407,SDN446,liver,Chilko,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U408,SDN454,liver,Stellako,3,0.32,BLACKWATER,1,0.2,KYNOCK,1,0.11,HUDSON_BAY,1,0.11,SANDPOINT,1,0.1,PBS,provisional,NA
U409,SDN455,liver,Chilko,3,1,RAFT,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U410,SDN456,liver,Quesnel_Horsef,3,0.4,CHILKO,3,0.17,LITTLE,4,0.16,STELLAKO,3,0.15,THOMPSON_N,2,0.04,PBS,provisional,NA
U411,SDN393,liver,Chilko,3,0.89,WEAVER,4,0.07,LITTLE,4,0.03,PORTAGE_CR,4,0,QUESNEL_HORSEF,3,0,PBS,provisional,NA
U412,SDN394,liver,Chilko,3,0.96,MIDDLE,3,0.02,HORSEFLY,3,0.01,L_ADAMS,4,0.01,KYNOCK,1,0,PBS,provisional,NA
U413,SDN395,liver,Gluskie,1,0.56,PORTER_CR,1,0.2,BLACKWATER,1,0.13,KYNOCK,1,0.08,FIVEMILE,1,0.02,PBS,provisional,NA
U414,SDN396,liver,Chilko,3,0.93,HORSEFLY,3,0.07,QUESNEL_MITCHE,3,0,L_ADAMS,4,0,L_HORSEFLY,3,0,PBS,provisional,NA
U415,SDN397,liver,Porter_Cr,1,0.3,GLUSKIE,1,0.25,BLACKWATER,1,0.23,KYNOCK,1,0.07,FIVEMILE,1,0.04,PBS,provisional,NA
U416,SDN398,liver,Gluskie,1,0.44,CHILKO,3,0.28,MIDDLE,3,0.13,KYNOCK,1,0.05,BLACKWATER,1,0.03,PBS,provisional,NA
U417,SDN399,liver,Middle,3,0.82,WEAVER,4,0.14,CHILKO,3,0.03,TACHIE,3,0,CHILKO_SOUTH,2,0,PBS,provisional,NA
U418,SDN400,liver,Chilko,3,0.99,MIDDLE,3,0.01,QUESNEL_DECEPT,3,0,BLUE_LEAD_CK,3,0,QUESNEL_HORSEF,3,0,PBS,provisional,NA
U419,SDN411,liver,Quesnel_Horsef,3,0.58,U_HORSEFLY,3,0.2,MCKINLEY,3,0.11,QUESNEL_DECEPT,3,0.06,BLUE_LEAD_CK,3,0.01,PBS,provisional,NA
U420,SDN412,liver,Blue_Lead_Ck,3,0.81,QUESNEL_MITCHE,3,0.11,QUESNEL_DECEPT,3,0.08,ROARING,3,0,QUESNEL_HORSEF,3,0,PBS,provisional,NA
U421,SDN401,liver,Stellako,3,0.63,CHILKO,3,0.22,MIDDLE,3,0.11,L_ADAMS,4,0.04,DUST,1,0.01,PBS,provisional,NA
U422,SDN402,liver,Stellako,3,0.81,MIDDLE,3,0.17,DUST,1,0.01,TACHIE,3,0,L_ADAMS,4,0,PBS,provisional,NA
U423,SDN403,liver,Chilko,3,1,L_ADAMS,4,0,PORTAGE_CR,4,0,MIDDLE,3,0,NA,NA,NA,PBS,provisional,NA
U424,SDN404,liver,Chilko,3,1,CHILKO-NORTH,3,0,MIDDLE,3,0,GLUSKIE,1,0,NA,NA,NA,PBS,provisional,NA
U425,SDN405,liver,Chilko,3,0.59,THOMPSON_N,2,0.38,RAFT,2,0.03,QUESNEL_DECEPT,3,0,CHILKO_SOUTH,2,0,PBS,provisional,NA
U426,SDN406,liver,Chilko,3,0.98,THOMPSON_N,2,0.01,QUESNEL_HORSEF,3,0,U_HORSEFLY,3,0,MCKINLEY,3,0,PBS,provisional,NA
U427,SDN416,liver,Horsefly,3,0.6,CHILKO,3,0.24,GLUSKIE,1,0.08,STELLAKO,3,0.03,KYNOCK,1,0.02,PBS,provisional,NA
U428,SDN417,liver,L_Adams,4,0.95,SEYMOUR,2,0.05,EAGLE_L,4,0,EAGLE,2,0,NA,NA,NA,PBS,provisional,NA
U429,SDN418,liver,Chilko,3,0.95,QUESNEL_MITCHE,3,0.05,L_ADAMS,4,0.01,CHILKO_SOUTH,2,0,NA,NA,NA,PBS,provisional,NA
U430,SDN419,liver,Chilko,3,0.99,HORSEFLY,3,0.01,PITT,2,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U431,SDN413,liver,Chilko,3,0.99,EAGLE_L,4,0,CHILKO-NORTH,3,0,CHILKO_SOUTH,2,0,CANOE_CR,15,0,PBS,provisional,NA
U432,SDN414,liver,Gluskie,1,0.34,PORTER_CR,1,0.29,BLACKWATER,1,0.19,KYNOCK,1,0.09,FORFAR,1,0.03,PBS,provisional,NA
U433,SDN420,liver,Gluskie,1,0.65,PORTER_CR,1,0.14,BLACKWATER,1,0.11,KYNOCK,1,0.05,FIVEMILE,1,0.02,PBS,provisional,NA
U434,SDN421,liver,Chilko,3,0.95,MIDDLE,3,0.02,PORTER_CR,1,0.01,KYNOCK,1,0.01,BLACKWATER,1,0,PBS,provisional,NA
U435,SDN422,liver,Gluskie,1,0.52,PORTER_CR,1,0.16,BLACKWATER,1,0.1,KYNOCK,1,0.09,ISKUT,14,0.02,PBS,provisional,NA
U436,SDN423,liver,Stellako,3,0.99,MIDDLE,3,0.01,KYNOCK,1,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U437,SDN424,liver,L_Adams,4,0.77,CHILKO,3,0.23,MIDDLESHUSWAP,4,0,EAGLE_L,4,0,NA,NA,NA,PBS,provisional,NA
U438,SDN428,liver,Chilko,3,1,MIDDLE,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U439,SDN429,liver,Pitt,2,0.96,YONAKINA,16,0.04,ASHLULM,18,0,KUDWAT_CR,17,0,U_TATSHENSH,17,0,PBS,provisional,NA
U440,SDN430,liver,Chilko,3,0.95,TACHIE,3,0.03,PAULA,1,0.02,FENNELL,2,0,RAFT,2,0,PBS,provisional,NA
U441,SDN425,liver,Chilko,3,0.49,PORTER_CR,1,0.26,GLUSKIE,1,0.1,BLACKWATER,1,0.05,KYNOCK,1,0.04,PBS,provisional,NA
U442,SDN426,liver,Porter_Cr,1,0.29,BLACKWATER,1,0.2,GLUSKIE,1,0.17,KYNOCK,1,0.11,STELLAKO,3,0.05,PBS,provisional,NA
U443,SDN431,liver,Quesnel_Mitche,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U444,SDN432,liver,L_Adams,4,0.98,HORSEFLY,3,0.02,MIDDLESHUSWAP,4,0,MIDDLE,3,0,NA,NA,NA,PBS,provisional,NA
U446,SDN434,liver,Chilko,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U447,SDN435,liver,L_Adams,4,0.45,RAFT,2,0.4,THOMPSON_N,2,0.14,FENNELL,2,0,L_SHUSWAP,4,0,PBS,provisional,NA
U448,SDN436,liver,Chilko,3,0.98,L_ADAMS,4,0.01,THOMPSON_N,2,0.01,GLUSKIE,1,0,PAULA,1,0,PBS,provisional,NA
U449,SDN437,liver,Chilko,3,0.55,PAULA,1,0.39,ROSSETTE,1,0.02,L_ADAMS,4,0.01,SANDPOINT,1,0.01,PBS,provisional,NA
U450,SDN447,liver,L_Adams,4,0.36,CHILKO,3,0.23,RAFT,2,0.18,FENNELL,2,0.11,THOMPSON_N,2,0.09,PBS,provisional,NA
U451,SDN438,liver,Chilko,3,0.99,L_ADAMS,4,0.01,CHILKO-NORTH,3,0,PORTAGE_CR,4,0,CHILKO_SOUTH,2,0,PBS,provisional,NA
U452,SDN439,liver,Chilko,3,0.97,CHILKO-NORTH,3,0.03,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U453,SDN440,liver,Mitchell,3,0.91,QUESNEL_MITCHE,3,0.08,BLUE_LEAD_CK,3,0,CHILKO,3,0,ROARING,3,0,PBS,provisional,NA
U454,SDN480,liver,Chilko,3,1,THOMPSON_N,2,0,QUESNEL_HORSEF,3,0,HORSEFLY,3,0,NA,NA,NA,PBS,provisional,NA
U455,SDN481,liver,Chilko,3,0.87,QUESNEL_HORSEF,3,0.07,CHILKO_SOUTH,2,0.02,BLACKWATER,1,0.02,KYNOCK,1,0,PBS,provisional,NA
U456,SDN482,liver,Chilko,3,0.94,MITCHELL,3,0.02,THOMPSON_N,2,0.01,ROARING,3,0.01,CHILKO_SOUTH,2,0,PBS,provisional,NA
U457,SDN483,liver,Chilko,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U458,SDN484,liver,Birkenhead,3,1,PITT,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U459,SDN499,liver,Chilko,3,0.9,QUESNEL_HORSEF,3,0.04,THOMPSON_N,2,0.03,CHILKO_SOUTH,2,0,RAFT,2,0,PBS,provisional,NA
U460,SDN500,liver,Gates_Cr,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U461,SDN448,liver,Horsefly,3,0.97,L_ADAMS,4,0.02,MCKINLEY,3,0,U_HORSEFLY,3,0,MIDDLE,3,0,PBS,provisional,NA
U462,SDN449,liver,Gates_Cr,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U463,SDN450,liver,L_Adams,4,0.7,HORSEFLY,3,0.29,CHILKO,3,0.01,EAGLE_L,4,0,STELLAKO,3,0,PBS,provisional,NA
U464,SDN451,liver,Horsefly,3,0.76,L_ADAMS,4,0.24,MIDDLE,3,0,SEYMOUR,2,0,PORTER_CR,1,0,PBS,provisional,NA
U465,SDN452,liver,Chilko,3,0.95,HORSEFLY,3,0.02,MIDDLE,3,0.01,BLACKWATER,1,0.01,GLUSKIE,1,0,PBS,provisional,NA
U466,SDN457,liver,Gates_Cr,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U467,SDN458,liver,Blackwater,1,0.39,HUDSON_BAY,1,0.2,SANDPOINT,1,0.17,KYNOCK,1,0.16,PAULA,1,0.03,PBS,provisional,NA
U468,SDN459,liver,Stellako,3,0.99,BLACKWATER,1,0,HUDSON_BAY,1,0,TACHIE,3,0,CHILKO,3,0,PBS,provisional,NA
U470,SDN461,liver,Chilko,3,0.9,THOMPSON_N,2,0.1,CHILKO_SOUTH,2,0,HORSEFLY,3,0,NA,NA,NA,PBS,provisional,NA
U471,SDN1298,liver,Chilko,3,0.79,L_ADAMS,4,0.13,CHILKO_SOUTH,2,0.06,QUESNEL_HORSEF,3,0.01,QUESNEL_DECEPT,3,0,PBS,provisional,NA
U472,SDN1299,liver,Pitt,2,0.78,PORTAGE_CR,4,0.13,L_ADAMS,4,0.07,SEYMOUR,2,0.01,AMBACK,18,0,PBS,provisional,NA
U473,SDN1300,liver,Chilko,3,0.99,CHILKO_SOUTH,2,0.01,L_ADAMS,4,0,SEYMOUR,2,0,SCOTCH,2,0,PBS,provisional,NA
U474,SDN1301,liver,Chilko,3,0.48,MIDDLE,3,0.46,PORTER_CR,1,0.02,KUZKWA_CR,3,0.01,HUDSON_BAY,1,0.01,PBS,provisional,NA
U475,SDN1305,liver,Middle,3,1,KUZKWA_CR,3,0,SANDPOINT,1,0,BIVOUAC,1,0,NA,NA,NA,PBS,provisional,NA
U476,SDN1306,liver,U_Horsefly,3,0.89,L_ADAMS,4,0.07,HORSEFLY,3,0.01,CHILKO,3,0.01,L_HORSEFLY,3,0.01,PBS,provisional,NA
U477,SDN1307,liver,U_Horsefly,3,0.98,HORSEFLY,3,0.01,CHILKO,3,0.01,L_HORSEFLY,3,0,MCKINLEY,3,0,PBS,provisional,NA
U478,SDN1308,liver,Chilko,3,0.97,MIDDLE,3,0.01,L_ADAMS,4,0.01,GLUSKIE,1,0.01,CHILKO-NORTH,3,0.01,PBS,provisional,NA
U479,SDN1309,liver,Middle,3,0.99,CHILKO,3,0.01,TACHIE,3,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U480,SDN1310,liver,Chilko,3,1,U_HORSEFLY,3,0,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U481,SDN462,liver,Paula,1,0.38,KUZKWA_CR,3,0.12,PINCHI_CR,3,0.1,MIDDLE,3,0.08,TACHIE,3,0.05,PBS,provisional,NA
U482,SDN465,liver,Middle,3,0.49,STELLAKO,3,0.26,BLACKWATER,1,0.08,GLUSKIE,1,0.06,PORTER_CR,1,0.06,PBS,provisional,NA
U483,SDN466,liver,Chilko,3,0.97,L_ADAMS,4,0.03,KYNOCK,1,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U484,SDN467,liver,Chilko,3,0.96,STELLAKO,3,0.03,HORSEFLY,3,0.01,L_ADAMS,4,0,MIDDLE,3,0,PBS,provisional,NA
U485,SDN468,liver,Middle,3,0.43,BLACKWATER,1,0.17,PORTER_CR,1,0.14,STELLAKO,3,0.12,KYNOCK,1,0.06,PBS,provisional,NA
U486,SDN469,liver,Chilko,3,0.61,GLUSKIE,1,0.21,L_ADAMS,4,0.1,DUST,1,0.07,BLACKWATER,1,0.01,PBS,provisional,NA
U487,SDN470,liver,Tachie,3,0.62,PAULA,1,0.28,ROSSETTE,1,0.02,SANDPOINT,1,0.02,GLUSKIE,1,0.02,PBS,provisional,NA
U488,SDN471,liver,L_Adams,4,0.67,RAFT,2,0.14,CHILKO,3,0.11,THOMPSON_N,2,0.04,LITTLE,4,0.02,PBS,provisional,NA
U489,SDN472,liver,Mitchell,3,0.98,QUESNEL_MITCHE,3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U490,SDN485,liver,Chilko,3,0.8,L_ADAMS,4,0.17,LITTLE,4,0.04,PORTAGE_CR,4,0,CHILKO-NORTH,3,0,PBS,provisional,NA
U491,SDN463,liver,Thompson_N,2,0.94,RAFT,2,0.03,CHILKO,3,0.02,QUESNEL_HORSEF,3,0.01,STELLAKO,3,0,PBS,provisional,NA
U492,SDN464,liver,Horsefly,3,1,QUESNEL_HORSEF,3,0,U_HORSEFLY,3,0,L_HORSEFLY,3,0,NA,NA,NA,PBS,provisional,NA
U493,SDN473,liver,Middle,3,0.65,BLACKWATER,1,0.17,PORTER_CR,1,0.07,STELLAKO,3,0.04,KYNOCK,1,0.04,PBS,provisional,NA
U494,SDN474,liver,Gluskie,1,0.99,FORFAR,1,0,L_ADAMS,4,0,PORTER_CR,1,0,MIDDLE,3,0,PBS,provisional,NA
U495,SDN475,liver,Chilko,3,0.95,L_ADAMS,4,0.03,MIDDLE,3,0.01,STELLAKO,3,0.01,KYNOCK,1,0,PBS,provisional,NA
U496,SDN476,liver,Chilko,3,1,HORSEFLY,3,0,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U497,SDN477,liver,Gluskie,1,0.52,PORTER_CR,1,0.18,BLACKWATER,1,0.13,KYNOCK,1,0.09,CHILKO,3,0.03,PBS,provisional,NA
U498,SDN478,liver,L_Adams,4,0.5,TACHIE,3,0.41,BIRKENHEAD,3,0.03,L_SHUSWAP,4,0.02,LITTLE,4,0.01,PBS,provisional,NA
U499,SDN479,liver,Chilko,3,0.78,L_ADAMS,4,0.09,SCOTCH,2,0.05,TACHIE,3,0.03,CHILKO-NORTH,3,0.02,PBS,provisional,NA
U500,SDN486,liver,Chilko,3,0.5,L_ADAMS,4,0.26,SCOTCH,2,0.07,LITTLE,4,0.03,RAFT,2,0.02,PBS,provisional,NA
U502,SDN488,liver,Paula,1,0.77,SANDPOINT,1,0.07,ROSSETTE,1,0.05,HUDSON_BAY,1,0.03,L_ADAMS,4,0.03,PBS,provisional,NA
U503,SDN489,liver,Chilko,3,0.98,CHILKO_SOUTH,2,0.01,STELLAKO,3,0.01,KYNOCK,1,0,NA,NA,NA,PBS,provisional,NA
U504,SDN490,liver,Quesnel_Horsef,3,0.97,U_HORSEFLY,3,0.01,HORSEFLY,3,0.01,THOMPSON_N,2,0,L_HORSEFLY,3,0,PBS,provisional,NA
U505,SDN491,liver,Chilko,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U506,SDN492,liver,Chilko,3,0.97,QUESNEL_HORSEF,3,0.01,SANDPOINT,1,0,RAFT,2,0,STELLAKO,3,0,PBS,provisional,NA
U507,SDN501,liver,Chilko,3,1,BLACKWATER,1,0,CHILKO_SOUTH,2,0,SANDPOINT,1,0,PAULA,1,0,PBS,provisional,NA
U508,SDN502,liver,Chilko,3,1,CHILKO_SOUTH,2,0,BLACKWATER,1,0,FORFAR,1,0,FELIX,1,0,PBS,provisional,NA
U509,SDN503,liver,Chilko,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U510,SDN504,liver,Middle,3,0.65,CHILKO,3,0.33,STELLAKO,3,0.01,TACHIE,3,0,ROSSETTE,1,0,PBS,provisional,NA
U511,SDN493,liver,Scotch,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
