ufn,sample_id,sample_comments,analyzing_lab,quality_level,quality_log
U13231,S13231FA1,NA,NA,Raw,
U13237,S13237FA1,NA,NA,Raw,
U13232,S13232FA1,NA,NA,Raw,
U10372,S10372FA1,NA,NA,Raw,
U10373,S10373FA1,NA,NA,Raw,
U10374,S10374FA1,NA,NA,Raw,
U10032,S10032FA1,FA from L and R flanks,NA,Raw,
U10034,S10034FA1,FA from L and R flanks,NA,Raw,
U10031,S10031FA1,FA from L and R flanks,NA,Raw,
U10033,S10033FA1,FA from L and R flanks,NA,Raw,
U13074,S13074FA1,NA,NA,Raw,
U13073,S13073FA1,NA,NA,Raw,
U13072,S13072FA1,NA,NA,Raw,
U13071,S13071FA1,NA,NA,Raw,
U13076,S13076FA1,NA,NA,Raw,
U13075,S13075FA1,NA,NA,Raw,
U13240,S13240FA1,NA,NA,Raw,
U13236,S13236FA1,NA,NA,Raw,
U13235,S13235FA1,NA,NA,Raw,
U13233,S13233FA1,NA,NA,Raw,
U12709,S12709FA1,NA,NA,Raw,
U12708,S12708FA1,NA,NA,Raw,
U12703,S12703FA1,NA,NA,Raw,
U12701,S12701FA1,NA,NA,Raw,
U12710,S12710FA1,NA,NA,Raw,
U12702,S12702FA1,NA,NA,Raw,
U12705,S12705FA1,NA,NA,Raw,
U12704,S12704FA1,NA,NA,Raw,
U12706,S12706FA1,NA,NA,Raw,
U12707,S12707FA1,samples left in -20 overnight with lots of dry ice,NA,Raw,
U12789,S12789FA1,samples left in -20 overnight with lots of dry ice,NA,Raw,
U12787,S12787FA1,samples left in -20 overnight with lots of dry ice,NA,Raw,
U12788,S12788FA1,samples left in -20 overnight with lots of dry ice,NA,Raw,
U12790,S12790FA1,NA,NA,Raw,
U12781,S12781FA1,NA,NA,Raw,
U12784,S12784FA1,NA,NA,Raw,
U12782,S12782FA1,NA,NA,Raw,
U12785,S12785FA1,NA,NA,Raw,
U12783,S12783FA1,NA,NA,Raw,
U12786,S12786FA1,NA,NA,Raw,
U12862,S12862FA1,NA,NA,Raw,
U12861,S12861FA1,NA,NA,Raw,
U13021,S13021FA1,NA,NA,Raw,
U13022,S13022FA1,NA,NA,Raw,
U13023,S13023FA1,NA,NA,Raw,
U13024,S13024FA1,NA,NA,Raw,
U13025,S13025FA1,NA,NA,Raw,
U13262,S13262FA1,NA,NA,Raw,
U13261,S13261FA1,NA,NA,Raw,
U12941,S12941FA1,NA,NA,Raw,
U14039,S14039FA1,NA,NA,Raw,
U14004,S14004FA1,NA,NA,Raw,
U14041,S14041FA1,NA,NA,Raw,
U14040,S14040FA1,NA,NA,Raw,
U14001,S14001FA1,NA,NA,Raw,
U14002,S14002FA1,NA,NA,Raw,
U14003,S14003FA1,NA,NA,Raw,
U13110,S13110FA1,NA,NA,Raw,
U13105,S13105FA1,NA,NA,Raw,
U13104,S13104FA1,NA,NA,Raw,
U13106,S13106FA1,NA,NA,Raw,
U13107,S13107FA1,NA,NA,Raw,
U13109,S13109FA1,NA,NA,Raw,
U13108,S13108FA1,NA,NA,Raw,
U13102,S13102FA1,NA,NA,Raw,
U13101,S13101FA1,NA,NA,Raw,
U13103,S13103FA1,NA,NA,Raw,
U10221,S10221FA1,NA,NA,Raw,
U10461,S10461FA1,NA,NA,Raw,
U10541,S10541FA1,NA,NA,Raw,
U10542,S10542FA1,NA,NA,Raw,
U10543,S10543FA1,NA,NA,Raw,
U10861,S10861FA1,NA,NA,Raw,
U10942,S10942FA1,NA,NA,Raw,
U10941,S10941FA1,NA,NA,Raw,
U11022,S11022FA1,NA,NA,Raw,
U11021,S11021FA1,NA,NA,Raw,
U11023,S11023FA1,NA,NA,Raw,
U16561,S16561FA1,NA,NA,Raw,
U16562,S16562FA1,NA,NA,Raw,
U16563,S16563FA1,NA,NA,Raw,
U16564,S16564FA1,NA,NA,Raw,
U16565,S16565FA1,NA,NA,Raw,
U16566,S16566FA1,NA,NA,Raw,
U16567,S16567FA1,NA,NA,Raw,
U16568,S16568FA1,NA,NA,Raw,
U5471,S5471FA1,NA,NA,Raw,
U5472,S5472FA1,NA,NA,Raw,
U5473,S5473FA1,NA,NA,Raw,
U5474,S5474FA1,NA,NA,Raw,
U5475,S5475FA1,NA,NA,Raw,
U5476,S5476FA1,NA,NA,Raw,
U5477,S5477FA1,NA,NA,Raw,
U5478,S5478FA1,NA,NA,Raw,
U5479,S5479FA1,NA,NA,Raw,
U5480,S5480FA1,NA,NA,Raw,
U5481,S5481FA1,NA,NA,Raw,
U5482,S5482FA1,NA,NA,Raw,
U5483,S5483FA1,NA,NA,Raw,
U5484,S5484FA1,NA,NA,Raw,
U5115,S5115FA1,NA,NA,Raw,
U5485,S5485FA1,NA,NA,Raw,
U5486,S5486FA1,NA,NA,Raw,
U5487,S5487FA1,NA,NA,Raw,
U5488,S5488FA1,NA,NA,Raw,
U5489,S5489FA1,NA,NA,Raw,
U5490,S5490FA1,NA,NA,Raw,
U5491,S5491FA1,NA,NA,Raw,
U5492,S5492FA1,NA,NA,Raw,
U5493,S5493FA1,NA,NA,Raw,
U5494,S5494FA1,NA,NA,Raw,
U5495,S5495FA1,NA,NA,Raw,
U5496,S5496FA1,NA,NA,Raw,
U5497,S5497FA1,NA,NA,Raw,
U5498,S5498FA1,FA fell on bench,NA,Raw,
U5499,S5499FA1,NA,NA,Raw,
U5500,S5500FA1,NA,NA,Raw,
U5132,S5132FA1,NA,NA,Raw,
U5133,S5133FA1,NA,NA,Raw,
U5134,S5134FA1,NA,NA,Raw,
U5135,S5135FA1,NA,NA,Raw,
U5136,S5136FA1,NA,NA,Raw,
U5137,S5137FA1,NA,NA,Raw,
U5138,S5138FA1,NA,NA,Raw,
U5139,S5139FA1,NA,NA,Raw,
U5140,S5140FA1,NA,NA,Raw,
U5141,S5141FA1,NA,NA,Raw,
U5142,S5142FA1,NA,NA,Raw,
U5143,S5143FA1,NA,NA,Raw,
U5144,S5144FA1,NA,NA,Raw,
U5145,S5145FA1,NA,NA,Raw,
U5146,S5146FA1,NA,NA,Raw,
U5147,S5147FA1,NA,NA,Raw,
U5148,S5148FA1,NA,NA,Raw,
U5149,S5149FA1,NA,NA,Raw,
U5150,S5150FA1,NA,NA,Raw,
U5161,S5161FA1,NA,NA,Raw,
U5162,S5162FA1,NA,NA,Raw,
U5163,S5163FA1,NA,NA,Raw,
U5164,S5164FA1,NA,NA,Raw,
U5165,S5165FA1,NA,NA,Raw,
U5166,S5166FA1,NA,NA,Raw,
U5167,S5167FA1,NA,NA,Raw,
U5168,S5168FA1,NA,NA,Raw,
U5169,S5169FA1,NA,NA,Raw,
U5170,S5170FA1,NA,NA,Raw,
U5151,S5151FA1,NA,NA,Raw,
U5152,S5152FA1,NA,NA,Raw,
U5153,S5153FA1,NA,NA,Raw,
U5154,S5154FA1,NA,NA,Raw,
U5155,S5155FA1,NA,NA,Raw,
U5156,S5156FA1,NA,NA,Raw,
U5157,S5157FA1,NA,NA,Raw,
U5158,S5158FA1,NA,NA,Raw,
U5159,S5159FA1,NA,NA,Raw,
U5160,S5160FA1,NA,NA,Raw,
U5179,S5179FA1,NA,NA,Raw,
U5180,S5180FA1,NA,NA,Raw,
U5181,S5181FA1,NA,NA,Raw,
U5182,S5182FA1,NA,NA,Raw,
U5183,S5183FA1,NA,NA,Raw,
U5184,S5184FA1,NA,NA,Raw,
U5171,S5171FA1,NA,NA,Raw,
U5172,S5172FA1,NA,NA,Raw,
U5173,S5173FA1,NA,NA,Raw,
U5174,S5174FA1,NA,NA,Raw,
U5175,S5175FA1,NA,NA,Raw,
U5176,S5176FA1,NA,NA,Raw,
U5177,S5177FA1,NA,NA,Raw,
U5178,S5178FA1,NA,NA,Raw,
U5194,S5194FA1,NA,NA,Raw,
U5195,S5195FA1,NA,NA,Raw,
U5196,S5196FA1,NA,NA,Raw,
U5197,S5197FA1,NA,NA,Raw,
U5198,S5198FA1,NA,NA,Raw,
U5199,S5199FA1,NA,NA,Raw,
U5200,S5200FA1,NA,NA,Raw,
U5201,S5201FA1,NA,NA,Raw,
U5202,S5202FA1,NA,NA,Raw,
U5203,S5203FA1,NA,NA,Raw,
U5204,S5204FA1,NA,NA,Raw,
U5205,S5205FA1,NA,NA,Raw,
U5206,S5206FA1,NA,NA,Raw,
U5207,S5207FA1,NA,NA,Raw,
U5208,S5208FA1,NA,NA,Raw,
U5209,S5209FA1,NA,NA,Raw,
U5210,S5210FA1,NA,NA,Raw,
U5211,S5211FA1,NA,NA,Raw,
U5185,S5185FA1,NA,NA,Raw,
U5186,S5186FA1,NA,NA,Raw,
U5187,S5187FA1,NA,NA,Raw,
U5188,S5188FA1,NA,NA,Raw,
U5189,S5189FA1,NA,NA,Raw,
U5190,S5190FA1,NA,NA,Raw,
U5191,S5191FA1,NA,NA,Raw,
U5192,S5192FA1,NA,NA,Raw,
U5193,S5193FA1,NA,NA,Raw,
U5232,S5232FA1,NA,NA,Raw,
U5233,S5233FA1,NA,NA,Raw,
U5234,S5234FA1,NA,NA,Raw,
U5235,S5235FA1,NA,NA,Raw,
U5236,S5236FA1,NA,NA,Raw,
U5212,S5212FA1,NA,NA,Raw,
U5213,S5213FA1,NA,NA,Raw,
U5214,S5214FA1,NA,NA,Raw,
U5215,S5215FA1,NA,NA,Raw,
U5216,S5216FA1,NA,NA,Raw,
U5217,S5217FA1,NA,NA,Raw,
U5218,S5218FA1,NA,NA,Raw,
U5219,S5219FA1,NA,NA,Raw,
U5220,S5220FA1,NA,NA,Raw,
U5221,S5221FA1,NA,NA,Raw,
U5222,S5222FA1,NA,NA,Raw,
U5223,S5223FA1,NA,NA,Raw,
U5224,S5224FA1,NA,NA,Raw,
U5225,S5225FA1,NA,NA,Raw,
U5226,S5226FA1,NA,NA,Raw,
U5227,S5227FA1,NA,NA,Raw,
U5228,S5228FA1,NA,NA,Raw,
U5229,S5229FA1,NA,NA,Raw,
U5230,S5230FA1,NA,NA,Raw,
U5231,S5231FA1,NA,NA,Raw,
U5245,S5245FA1,NA,NA,Raw,
U5246,S5246FA1,NA,NA,Raw,
U5247,S5247FA1,NA,NA,Raw,
U5248,S5248FA1,NA,NA,Raw,
U5249,S5249FA1,NA,NA,Raw,
U5250,S5250FA1,NA,NA,Raw,
U5251,S5251FA1,NA,NA,Raw,
U5252,S5252FA1,NA,NA,Raw,
U5253,S5253FA1,NA,NA,Raw,
U5254,S5254FA1,NA,NA,Raw,
U5255,S5255FA1,NA,NA,Raw,
U5256,S5256FA1,NA,NA,Raw,
U5257,S5257FA1,NA,NA,Raw,
U5262,S5262FA1,NA,NA,Raw,
U5263,S5263FA1,NA,NA,Raw,
U5264,S5264FA1,NA,NA,Raw,
U5265,S5265FA1,NA,NA,Raw,
U5266,S5266FA1,NA,NA,Raw,
U5267,S5267FA1,NA,NA,Raw,
U5268,S5268FA1,NA,NA,Raw,
U5269,S5269FA1,NA,NA,Raw,
U5270,S5270FA1,NA,NA,Raw,
U5271,S5271FA1,NA,NA,Raw,
U5272,S5272FA1,NA,NA,Raw,
U5273,S5273FA1,NA,NA,Raw,
U5237,S5237FA1,NA,NA,Raw,
U5238,S5238FA1,NA,NA,Raw,
U5239,S5239FA1,NA,NA,Raw,
U5240,S5240FA1,NA,NA,Raw,
U5241,S5241FA1,NA,NA,Raw,
U5242,S5242FA1,NA,NA,Raw,
U5243,S5243FA1,NA,NA,Raw,
U5244,S5244FA1,NA,NA,Raw,
U5287,S5287FA1,NA,NA,Raw,
U5288,S5288FA1,NA,NA,Raw,
U5289,S5289FA1,NA,NA,Raw,
U5290,S5290FA1,NA,NA,Raw,
U5291,S5291FA1,NA,NA,Raw,
U5292,S5292FA1,NA,NA,Raw,
U5293,S5293FA1,NA,NA,Raw,
U5294,S5294FA1,NA,NA,Raw,
U5295,S5295FA1,NA,NA,Raw,
U5296,S5296FA1,NA,NA,Raw,
U5258,S5258FA1,NA,NA,Raw,
U5259,S5259FA1,NA,NA,Raw,
U5260,S5260FA1,NA,NA,Raw,
U5261,S5261FA1,NA,NA,Raw,
U5274,S5274FA1,NA,NA,Raw,
U5275,S5275FA1,NA,NA,Raw,
U5276,S5276FA1,NA,NA,Raw,
U5277,S5277FA1,NA,NA,Raw,
U5278,S5278FA1,NA,NA,Raw,
U5279,S5279FA1,NA,NA,Raw,
U5280,S5280FA1,NA,NA,Raw,
U5281,S5281FA1,NA,NA,Raw,
U5282,S5282FA1,NA,NA,Raw,
U5283,S5283FA1,NA,NA,Raw,
U5284,S5284FA1,NA,NA,Raw,
U5285,S5285FA1,NA,NA,Raw,
U5286,S5286FA1,NA,NA,Raw,
U5337,S5337FA1,NA,NA,Raw,
U5338,S5338FA1,NA,NA,Raw,
U5339,S5339FA1,NA,NA,Raw,
U5340,S5340FA1,NA,NA,Raw,
U5297,S5297FA1,NA,NA,Raw,
U5298,S5298FA1,NA,NA,Raw,
U5299,S5299FA1,NA,NA,Raw,
U5300,S5300FA1,NA,NA,Raw,
U5301,S5301FA1,NA,NA,Raw,
U5327,S5327FA1,NA,NA,Raw,
U5328,S5328FA1,NA,NA,Raw,
U5329,S5329FA1,NA,NA,Raw,
U5330,S5330FA1,NA,NA,Raw,
U5331,S5331FA1,NA,NA,Raw,
U5332,S5332FA1,NA,NA,Raw,
U5333,S5333FA1,NA,NA,Raw,
U5334,S5334FA1,NA,NA,Raw,
U5335,S5335FA1,NA,NA,Raw,
U5336,S5336FA1,NA,NA,Raw,
U5362,S5362FA1,NA,NA,Raw,
U5363,S5363FA1,NA,NA,Raw,
U5364,S5364FA1,NA,NA,Raw,
U5365,S5365FA1,NA,NA,Raw,
U5366,S5366FA1,NA,NA,Raw,
U5367,S5367FA1,NA,NA,Raw,
U5368,S5368FA1,NA,NA,Raw,
U5369,S5369FA1,NA,NA,Raw,
U5370,S5370FA1,NA,NA,Raw,
U5371,S5371FA1,NA,NA,Raw,
U5372,S5372FA1,NA,NA,Raw,
U5373,S5373FA1,NA,NA,Raw,
U5374,S5374FA1,NA,NA,Raw,
U5375,S5375FA1,NA,NA,Raw,
U5376,S5376FA1,NA,NA,Raw,
U5377,S5377FA1,NA,NA,Raw,
U5378,S5378FA1,NA,NA,Raw,
U5379,S5379FA1,NA,NA,Raw,
U5380,S5380FA1,NA,NA,Raw,
U5381,S5381FA1,NA,NA,Raw,
U5382,S5382FA1,NA,NA,Raw,
U5383,S5383FA1,NA,NA,Raw,
U5384,S5384FA1,NA,NA,Raw,
U5385,S5385FA1,NA,NA,Raw,
U5386,S5386FA1,NA,NA,Raw,
U5387,S5387FA1,NA,NA,Raw,
U5388,S5388FA1,NA,NA,Raw,
U5341,S5341FA1,NA,NA,Raw,
U5342,S5342FA1,NA,NA,Raw,
U5343,S5343FA1,NA,NA,Raw,
U5344,S5344FA1,NA,NA,Raw,
U5345,S5345FA1,NA,NA,Raw,
U5346,S5346FA1,NA,NA,Raw,
U5347,S5347FA1,NA,NA,Raw,
U5348,S5348FA1,NA,NA,Raw,
U5349,S5349FA1,NA,NA,Raw,
U5350,S5350FA1,NA,NA,Raw,
U5351,S5351FA1,NA,NA,Raw,
U5352,S5352FA1,NA,NA,Raw,
U5353,S5353FA1,NA,NA,Raw,
U5354,S5354FA1,NA,NA,Raw,
U5355,S5355FA1,NA,NA,Raw,
U5356,S5356FA1,NA,NA,Raw,
U5302,S5302FA1,NA,NA,Raw,
U5303,S5303FA1,NA,NA,Raw,
U5304,S5304FA1,NA,NA,Raw,
U5305,S5305FA1,NA,NA,Raw,
U5306,S5306FA1,NA,NA,Raw,
U5307,S5307FA1,NA,NA,Raw,
U5308,S5308FA1,NA,NA,Raw,
U5309,S5309FA1,NA,NA,Raw,
U5310,S5310FA1,NA,NA,Raw,
U5311,S5311FA1,NA,NA,Raw,
U5312,S5312FA1,NA,NA,Raw,
U5313,S5313FA1,NA,NA,Raw,
U5314,S5314FA1,NA,NA,Raw,
U5357,S5357FA1,NA,NA,Raw,
U5358,S5358FA1,NA,NA,Raw,
U5359,S5359FA1,NA,NA,Raw,
U5360,S5360FA1,NA,NA,Raw,
U5361,S5361FA1,NA,NA,Raw,
U5412,S5412FA1,NA,NA,Raw,
U5413,S5413FA1,NA,NA,Raw,
U5414,S5414FA1,NA,NA,Raw,
U5415,S5415FA1,NA,NA,Raw,
U5416,S5416FA1,NA,NA,Raw,
U5417,S5417FA1,NA,NA,Raw,
U5418,S5418FA1,NA,NA,Raw,
U5419,S5419FA1,NA,NA,Raw,
U5420,S5420FA1,NA,NA,Raw,
U5421,S5421FA1,NA,NA,Raw,
U5389,S5389FA1,NA,NA,Raw,
U5390,S5390FA1,NA,NA,Raw,
U5391,S5391FA1,NA,NA,Raw,
U5392,S5392FA1,NA,NA,Raw,
U5393,S5393FA1,NA,NA,Raw,
U5394,S5394FA1,NA,NA,Raw,
U5395,S5395FA1,NA,NA,Raw,
U5396,S5396FA1,NA,NA,Raw,
U5397,S5397FA1,NA,NA,Raw,
U5398,S5398FA1,NA,NA,Raw,
U5399,S5399FA1,NA,NA,Raw,
U5400,S5400FA1,NA,NA,Raw,
U5401,S5401FA1,NA,NA,Raw,
U5402,S5402FA1,NA,NA,Raw,
U5403,S5403FA1,NA,NA,Raw,
U5404,S5404FA1,NA,NA,Raw,
U5405,S5405FA1,NA,NA,Raw,
U5315,S5315FA1,NA,NA,Raw,
U5316,S5316FA1,NA,NA,Raw,
U5317,S5317FA1,NA,NA,Raw,
U5318,S5318FA1,NA,NA,Raw,
U5319,S5319FA1,NA,NA,Raw,
U5320,S5320FA1,NA,NA,Raw,
U5321,S5321FA1,NA,NA,Raw,
U5406,S5406FA1,NA,NA,Raw,
U5407,S5407FA1,NA,NA,Raw,
U5408,S5408FA1,NA,NA,Raw,
U5409,S5409FA1,NA,NA,Raw,
U5410,S5410FA1,NA,NA,Raw,
U5411,S5411FA1,NA,NA,Raw,
U5437,S5437FA1,NA,NA,Raw,
U5438,S5438FA1,NA,NA,Raw,
U5439,S5439FA1,NA,NA,Raw,
U5440,S5440FA1,NA,NA,Raw,
U5441,S5441FA1,NA,NA,Raw,
U5442,S5442FA1,NA,NA,Raw,
U5443,S5443FA1,NA,NA,Raw,
U5444,S5444FA1,NA,NA,Raw,
U5445,S5445FA1,NA,NA,Raw,
U5446,S5446FA1,NA,NA,Raw,
U5447,S5447FA1,NA,NA,Raw,
U5448,S5448FA1,NA,NA,Raw,
U5449,S5449FA1,NA,NA,Raw,
U16798,S16798FA1,NA,NA,Raw,
U16797,S16797FA1,NA,NA,Raw,
U16800,S16800FA1,NA,NA,Raw,
U16795,S16795FA1,NA,NA,Raw,
U16793,S16793FA1,NA,NA,Raw,
U16796,S16796FA1,NA,NA,Raw,
U16799,S16799FA1,NA,NA,Raw,
U16794,S16794FA1,NA,NA,Raw,
U16792,S16792FA1,NA,NA,Raw,
U16791,S16791FA1,NA,NA,Raw,
U5422,S5422FA1,NA,NA,Raw,
U5423,S5423FA1,NA,NA,Raw,
U5424,S5424FA1,NA,NA,Raw,
U5425,S5425FA1,NA,NA,Raw,
U5426,S5426FA1,NA,NA,Raw,
U5427,S5427FA1,NA,NA,Raw,
U5428,S5428FA1,NA,NA,Raw,
U5429,S5429FA1,NA,NA,Raw,
U5430,S5430FA1,NA,NA,Raw,
U5431,S5431FA1,NA,NA,Raw,
U5432,S5432FA1,NA,NA,Raw,
U5433,S5433FA1,NA,NA,Raw,
U5434,S5434FA1,NA,NA,Raw,
U5435,S5435FA1,NA,NA,Raw,
U5436,S5436FA1,NA,NA,Raw,
U5462,S5462FA1,NA,NA,Raw,
U5463,S5463FA1,NA,NA,Raw,
U5464,S5464FA1,NA,NA,Raw,
U5465,S5465FA1,NA,NA,Raw,
U5466,S5466FA1,NA,NA,Raw,
U16753,S16753FA1,NA,NA,Raw,
U16751,S16751FA1,NA,NA,Raw,
U16752,S16752FA1,NA,NA,Raw,
U16756,S16756FA1,NA,NA,Raw,
U16754,S16754FA1,NA,NA,Raw,
U16755,S16755FA1,NA,NA,Raw,
U16757,S16757FA1,NA,NA,Raw,
U16758,S16758FA1,NA,NA,Raw,
U16701,S16701FA1,NA,NA,Raw,
U16702,S16702FA1,NA,NA,Raw,
U16703,S16703FA1,NA,NA,Raw,
U16705,S16705FA1,NA,NA,Raw,
U16704,S16704FA1,NA,NA,Raw,
U16706,S16706FA1,NA,NA,Raw,
U16893,S16893FA1,NA,NA,Raw,
U16897,S16897FA1,NA,NA,Raw,
U16891,S16891FA1,NA,NA,Raw,
U16892,S16892FA1,NA,NA,Raw,
U16899,S16899FA1,NA,NA,Raw,
U16900,S16900FA1,NA,NA,Raw,
U16896,S16896FA1,NA,NA,Raw,
U16894,S16894FA1,NA,NA,Raw,
U16895,S16895FA1,NA,NA,Raw,
U16898,S16898FA1,NA,NA,Raw,
U16761,S16761FA1,NA,NA,Raw,
U16766,S16766FA1,NA,NA,Raw,
U16763,S16763FA1,NA,NA,Raw,
U16765,S16765FA1,NA,NA,Raw,
U16767,S16767FA1,NA,NA,Raw,
U16762,S16762FA1,NA,NA,Raw,
U16764,S16764FA1,NA,NA,Raw,
U16707,S16707FA1,NA,NA,Raw,
U16708,S16708FA1,NA,NA,Raw,
U16709,S16709FA1,NA,NA,Raw,
U16710,S16710FA1,NA,NA,Raw,
U16921,S16921FA1,NA,NA,Raw,
U16922,S16922FA1,NA,NA,Raw,
U16923,S16923FA1,NA,NA,Raw,
U17351,S17351FA1,NA,NA,Raw,
U17352,S17352FA1,NA,NA,Raw,
U17353,S17353FA1,NA,NA,Raw,
U17354,S17354FA1,NA,NA,Raw,
U17355,S17355FA1,NA,NA,Raw,
U17356,S17356FA1,NA,NA,Raw,
U17357,S17357FA1,NA,NA,Raw,
U17358,S17358FA1,NA,NA,Raw,
U17359,S17359FA1,NA,NA,Raw,
U17360,S17360FA1,NA,NA,Raw,
U16954,S16954FA1,NA,NA,Raw,
U16953,S16953FA1,NA,NA,Raw,
U16952,S16952FA1,NA,NA,Raw,
U16951,S16951FA1,NA,NA,Raw,
U16955,S16955FA1,NA,NA,Raw,
U17429,S17429FA1,NA,NA,Raw,
U17425,S17425FA1,NA,NA,Raw,
U17422,S17422FA1,NA,NA,Raw,
U17423,S17423FA1,NA,NA,Raw,
U17426,S17426FA1,NA,NA,Raw,
U17421,S17421FA1,NA,NA,Raw,
U17430,S17430FA1,NA,NA,Raw,
U17424,S17424FA1,NA,NA,Raw,
U17427,S17427FA1,NA,NA,Raw,
U17428,S17428FA1,NA,NA,Raw,
U17197,S17197FA1,NA,NA,Raw,
U17198,S17198FA1,NA,NA,Raw,
U17199,S17199FA1,NA,NA,Raw,
U17192,S17192FA1,NA,NA,Raw,
U17191,S17191FA1,NA,NA,Raw,
U17193,S17193FA1,NA,NA,Raw,
U17196,S17196FA1,NA,NA,Raw,
U17195,S17195FA1,NA,NA,Raw,
U17194,S17194FA1,NA,NA,Raw,
U17200,S17200FA1,NA,NA,Raw,
U16992,S16992FA1,NA,NA,Raw,
U16993,S16993FA1,NA,NA,Raw,
U16931,S16931FA1,NA,NA,Raw,
U16932,S16932FA1,NA,NA,Raw,
U16933,S16933FA1,NA,NA,Raw,
U16934,S16934FA1,NA,NA,Raw,
U16935,S16935FA1,NA,NA,Raw,
U16936,S16936FA1,NA,NA,Raw,
U16937,S16937FA1,NA,NA,Raw,
U17941,S17941FA1,NA,NA,Raw,
U17942,S17942FA1,NA,NA,Raw,
U17943,S17943FA1,NA,NA,Raw,
U17944,S17944FA1,NA,NA,Raw,
U17411,S17411FA1,NA,NA,Raw,
U17412,S17412FA1,NA,NA,Raw,
U17413,S17413FA1,NA,NA,Raw,
U17414,S17414FA1,NA,NA,Raw,
U17415,S17415FA1,NA,NA,Raw,
U17416,S17416FA1,NA,NA,Raw,
U16881,S16881FA1,NA,NA,Raw,
U16882,S16882FA1,NA,NA,Raw,
U16998,S16998FA1,NA,NA,Raw,
U17000,S17000FA1,NA,NA,Raw,
U16996,S16996FA1,NA,NA,Raw,
U16994,S16994FA1,NA,NA,Raw,
U16999,S16999FA1,NA,NA,Raw,
U16997,S16997FA1,NA,NA,Raw,
U16991,S16991FA1,NA,NA,Raw,
U16995,S16995FA1,NA,NA,Raw,
U17265,S17265FA1,NA,NA,Raw,
U17264,S17264FA1,NA,NA,Raw,
U17263,S17263FA1,NA,NA,Raw,
U17270,S17270FA1,NA,NA,Raw,
U17262,S17262FA1,NA,NA,Raw,
U17261,S17261FA1,NA,NA,Raw,
U17266,S17266FA1,NA,NA,Raw,
U17267,S17267FA1,NA,NA,Raw,
U17268,S17268FA1,NA,NA,Raw,
U17269,S17269FA1,NA,NA,Raw,
U17233,S17233FA1,NA,NA,Raw,
U16883,S16883FA1,NA,NA,Raw,
U16884,S16884FA1,NA,NA,Raw,
U16885,S16885FA1,NA,NA,Raw,
U16889,S16889FA1,NA,NA,Raw,
U16886,S16886FA1,NA,NA,Raw,
U16887,S16887FA1,NA,NA,Raw,
U16888,S16888FA1,NA,NA,Raw,
U16890,S16890FA1,NA,NA,Raw,
U16291,S16291FA1,NA,NA,Raw,
U16292,S16292FA1,NA,NA,Raw,
U16293,S16293FA1,NA,NA,Raw,
U16294,S16294FA1,NA,NA,Raw,
U16295,S16295FA1,NA,NA,Raw,
U16296,S16296FA1,NA,NA,Raw,
U16297,S16297FA1,NA,NA,Raw,
U16298,S16298FA1,NA,NA,Raw,
U16511,S16511FA1,NA,NA,Raw,
U16512,S16512FA1,NA,NA,Raw,
U17231,S17231FA1,NA,NA,Raw,
U17235,S17235FA1,NA,NA,Raw,
U17237,S17237FA1,NA,NA,Raw,
U17238,S17238FA1,NA,NA,Raw,
U17234,S17234FA1,NA,NA,Raw,
U17232,S17232FA1,NA,NA,Raw,
U17240,S17240FA1,NA,NA,Raw,
U17239,S17239FA1,NA,NA,Raw,
U17236,S17236FA1,NA,NA,Raw,
U17092,S17092FA1,NA,NA,Raw,
U17099,S17099FA1,NA,NA,Raw,
U17100,S17100FA1,NA,NA,Raw,
U17097,S17097FA1,NA,NA,Raw,
U17098,S17098FA1,NA,NA,Raw,
U17091,S17091FA1,NA,NA,Raw,
U16513,S16513FA1,NA,NA,Raw,
U16514,S16514FA1,NA,NA,Raw,
U16515,S16515FA1,NA,NA,Raw,
U16516,S16516FA1,NA,NA,Raw,
U16517,S16517FA1,NA,NA,Raw,
U16518,S16518FA1,NA,NA,Raw,
U16519,S16519FA1,NA,NA,Raw,
U16520,S16520FA1,NA,NA,Raw,
U16011,S16011FA1,NA,NA,Raw,
U16012,S16012FA1,NA,NA,Raw,
U16013,S16013FA1,NA,NA,Raw,
U16014,S16014FA1,NA,NA,Raw,
U16015,S16015FA1,NA,NA,Raw,
U16016,S16016FA1,NA,NA,Raw,
U16017,S16017FA1,NA,NA,Raw,
U16018,S16018FA1,NA,NA,Raw,
U16019,S16019FA1,NA,NA,Raw,
U16020,S16020FA1,NA,NA,Raw,
U17095,S17095FA1,NA,NA,Raw,
U17096,S17096FA1,NA,NA,Raw,
U17094,S17094FA1,NA,NA,Raw,
U17093,S17093FA1,NA,NA,Raw,
U16151,S16151FA1,NA,NA,Raw,
U16157,S16157FA1,NA,NA,Raw,
U16158,S16158FA1,NA,NA,Raw,
U16159,S16159FA1,NA,NA,Raw,
U16152,S16152FA1,NA,NA,Raw,
U16160,S16160FA1,NA,NA,Raw,
U16153,S16153FA1,NA,NA,Raw,
U16156,S16156FA1,NA,NA,Raw,
U16155,S16155FA1,NA,NA,Raw,
U16154,S16154FA1,NA,NA,Raw,
U16342,S16342FA1,NA,NA,Raw,
U16350,S16350FA1,NA,NA,Raw,
U16344,S16344FA1,NA,NA,Raw,
U16341,S16341FA1,NA,NA,Raw,
U16343,S16343FA1,NA,NA,Raw,
U16971,S16971FA1,NA,NA,Raw,
U16972,S16972FA1,NA,NA,Raw,
