sample_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,stock_id_quality_flag,stock_id_quality_level,stock_id_quality_log
SDN930,CHILKO,3,0.51,QUESNEL_HORSEF,3,0.27,L_ADAMS,4,0.12,HORSEFLY,3,0.07,MIDDLE,3,0.02,PBS,AV,level1,NA
SDN931,L_ADAMS,4,0.66,SCOTCH,2,0.29,LITTLE,4,0.03,PORTAGE_CR,4,0.02,EAGLE_L,4,0,PBS,AV,level1,NA
SDN932,CHILKO,3,0.99,CHILKO-NORTH,3,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN933,TACHIE,3,0.96,PAULA,1,0.03,STELLAKO,3,0.01,CHILKO,3,0,MIDDLE,3,0,PBS,AV,level1,NA
SDN947,MITCHELL,3,0.88,QUESNEL_MITCHE,3,0.12,BLUE_LEAD_CK,3,0.01,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN948,PITT,2,0.85,BIRKENHEAD,3,0.15,WEAVER,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN949,QUESNEL_MITCHE,3,0.72,MITCHELL,3,0.27,QUESNEL_DECEPT,3,0.01,ROARING,3,0.01,NA,NA,NA,PBS,AV,level1,NA
SDN934,MIDDLE,3,0.31,SANDPOINT,1,0.25,CHILKO,3,0.17,SINTA,1,0.1,BLACKWATER,1,0.06,PBS,AV,level1,NA
SDN935,TACHIE,3,0.99,MIDDLE,3,0,PINCHI_CR,3,0,PAULA,1,0,L_ADAMS,4,0,PBS,AV,level1,NA
SDN936,PAULA,1,0.92,SANDPOINT,1,0.04,ROSSETTE,1,0.02,BLACKWATER,1,0.01,FORFAR,1,0,PBS,AV,level1,NA
SDN937,TACHIE,3,0.88,CHILKO,3,0.1,MIDDLE,3,0.01,PAULA,1,0,CHILKO-NORTH,3,0,PBS,AV,level1,NA
SDN950,L_ADAMS,4,0.7,CHILKO,3,0.14,TACHIE,3,0.13,LITTLE,4,0.01,BOWRON,2,0.01,PBS,AV,level1,NA
SDN951,L_ADAMS,4,0.62,PORTAGE_CR,4,0.22,SCOTCH,2,0.12,EAGLE_L,4,0.02,QUESNEL_HORSEF,3,0.01,PBS,AV,level1,NA
SDN952,QUESNEL_HORSEF,3,0.37,U_HORSEFLY,3,0.29,QUESNEL_DECEPT,3,0.17,L_HORSEFLY,3,0.06,MCKINLEY,3,0.06,PBS,AV,level1,NA
SDN953,CHILKO,3,0.22,SCOTCH,2,0.19,PORTAGE_CR,4,0.08,L_ADAMS,4,0.07,PAULA,1,0.06,PBS,AV,level1,NA
SDN954,MITCHELL,3,0.74,QUESNEL_MITCHE,3,0.09,QUESNEL_DECEPT,3,0.08,ROARING,3,0.05,BLUE_LEAD_CK,3,0.04,PBS,AV,level1,NA
SDN955,L_ADAMS,4,0.69,PAULA,1,0.08,PITT,2,0.06,TACHIE,3,0.03,ROSSETTE,1,0.03,PBS,AV,level1,NA
SDN938,QUESNEL_MITCHE,3,0.68,QUESNEL_DECEPT,3,0.21,ROARING,3,0.06,MITCHELL,3,0.05,NA,NA,NA,PBS,AV,level1,NA
SDN939,SCOTCH,2,0.74,SEYMOUR,2,0.26,L_ADAMS,4,0,EAGLE,2,0,NA,NA,NA,PBS,AV,level1,NA
SDN940,PORTAGE_CR,4,0.43,L_ADAMS,4,0.42,U_HORSEFLY,3,0.08,QUESNEL_HORSEF,3,0.03,MCKINLEY,3,0.01,PBS,AV,level1,NA
SDN941,CHILKO,3,0.47,ROARING,3,0.3,QUESNEL_DECEPT,3,0.18,QUESNEL_HORSEF,3,0.04,MITCHELL,3,0.01,PBS,AV,level1,NA
SDN942,L_ADAMS,4,0.88,CHILKO,3,0.08,SCOTCH,2,0.02,PORTAGE_CR,4,0.01,TACHIE,3,0.01,PBS,AV,level1,NA
SDN943,MITCHELL,3,0.96,QUESNEL_MITCHE,3,0.04,BLUE_LEAD_CK,3,0.01,QUESNEL_DECEPT,3,0,ROARING,3,0,PBS,AV,level1,NA
SDN956,L_ADAMS,4,0.98,CHILKO,3,0.01,LITTLE,4,0.01,CHILKO-NORTH,3,0,NA,NA,NA,PBS,AV,level1,NA
SDN957,CHILKO,3,0.96,MIDDLE,3,0.02,KUZKWA_CR,3,0.01,L_ADAMS,4,0.01,CHILKO_SOUTH,2,0.01,PBS,AV,level1,NA
SDN958,MITCHELL,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN959,MIDDLE,3,0.37,BIRKENHEAD,3,0.3,L_ADAMS,4,0.15,SCOTCH,2,0.07,CHILKO,3,0.04,PBS,AV,level1,NA
SDN944,L_ADAMS,4,0.49,CHILKO,3,0.21,PORTAGE_CR,4,0.18,RAFT,2,0.03,PINCHI_CR,3,0.02,PBS,AV,level1,NA
SDN945,QUESNEL_DECEPT,3,0.4,QUESNEL_HORSEF,3,0.25,ROARING,3,0.15,U_HORSEFLY,3,0.1,WASKO_CR,3,0.03,PBS,AV,level1,NA
SDN946,MITCHELL,3,0.76,CHILKO,3,0.16,L_ADAMS,4,0.03,QUESNEL_MITCHE,3,0.02,BLUE_LEAD_CK,3,0.01,PBS,AV,level1,NA
SDN960,CHILKO,3,0.9,PAULA,1,0.04,TACHIE,3,0.02,CHILKO-NORTH,3,0.02,CHILKO_SOUTH,2,0.01,PBS,AV,level1,NA
SDN961,CHILKO,3,0.96,PITT,2,0.02,CHILKO_SOUTH,2,0.01,MIDDLE,3,0.01,WEAVER,4,0,PBS,AV,level1,NA
SDN962,MITCHELL,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN963,PITT,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN972,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN973,PITT,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN974,MIDDLE,3,0.99,HUDSON_BAY,1,0,SANDPOINT,1,0,SINTA,1,0,"NARROWS",1,0,PBS,AV,level1,NA
SDN964,SCOTCH,2,1,L_ADAMS,4,0,SEYMOUR,2,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN965,CHILKO,3,1,CHILKO_SOUTH,2,0,MCKINLEY,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN975,L_ADAMS,4,0.74,LITTLE,4,0.17,QUESNEL_HORSEF,3,0.08,HORSEFLY,3,0.01,SEYMOUR,2,0,PBS,AV,level1,NA
SDN976,CHILKO,3,0.78,L_ADAMS,4,0.11,CHILKO-NORTH,3,0.04,SANDPOINT,1,0.01,HORSEFLY,3,0.01,PBS,AV,level1,NA
SDN977,L_ADAMS,4,0.89,LITTLE,4,0.08,THOMPSON_N,2,0.02,CHILKO_SOUTH,2,0,CHILKO,3,0,PBS,AV,level1,NA
SDN978,CHILKO,3,0.81,CHILKO-NORTH,3,0.12,L_ADAMS,4,0.02,CHILKO_SOUTH,2,0.02,LITTLE,4,0.01,PBS,AV,level1,NA
SDN979,SANDPOINT,1,0.45,SINTA,1,0.27,BLACKWATER,1,0.09,"NARROWS",1,0.07,HUDSON_BAY,1,0.04,PBS,AV,level1,NA
SDN980,L_ADAMS,4,0.47,CHILKO,3,0.41,QUESNEL_DECEPT,3,0.04,PORTAGE_CR,4,0.02,MCKINLEY,3,0.01,PBS,AV,level1,NA
SDN990,MITCHELL,3,0.82,QUESNEL_MITCHE,3,0.13,QUESNEL_DECEPT,3,0.04,WASKO_CR,3,0,BLUE_LEAD_CK,3,0,PBS,AV,level1,NA
SDN1009,SEYMOUR,2,0.56,LITTLE,4,0.19,L_ADAMS,4,0.15,SCOTCH,2,0.06,MIDDLESHUSWAP,4,0.03,PBS,AV,level1,NA
SDN966,CHILKO,3,0.53,U_HORSEFLY,3,0.17,MIDDLE,3,0.12,CHILKO_SOUTH,2,0.05,L_ADAMS,4,0.05,PBS,AV,level1,NA
SDN967,CHILKO,3,0.8,L_ADAMS,4,0.14,MIDDLE,3,0.02,THOMS_LAKE,20,0.01,SCOTCH,2,0.01,PBS,AV,level1,NA
SDN981,KUZKWA_CR,3,0.46,TACHIE,3,0.27,PINCHI_CR,3,0.14,CHILKO,3,0.03,QUESNEL_DECEPT,3,0.02,PBS,AV,level1,NA
SDN982,PITT,2,1,BIRKENHEAD,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN991,KUZKWA_CR,3,0.48,TACHIE,3,0.32,PINCHI_CR,3,0.2,STELLAKO,3,0,CHILKO,3,0,PBS,AV,level1,NA
SDN992,L_ADAMS,4,0.59,PORTAGE_CR,4,0.4,EAGLE_L,4,0,SEYMOUR,2,0,L_SHUSWAP,4,0,PBS,AV,level1,NA
SDN993,CHILKO,3,0.89,TACHIE,3,0.05,CHILKO-NORTH,3,0.03,PINCHI_CR,3,0.02,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
SDN994,PITT,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN995,CHILKO,3,0.99,CHILKO-NORTH,3,0.01,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN996,GATES_CR,2,0.66,QUESNEL_DECEPT,3,0.24,SEYMOUR,2,0.09,CHILKO,3,0.01,L_ADAMS,4,0,PBS,AV,level1,NA
SDN983,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN984,SEYMOUR,2,0.95,SCOTCH,2,0.05,L_ADAMS,4,0,EAGLE,2,0,NA,NA,NA,PBS,AV,level1,NA
SDN985,PITT,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN986,CHILKO,3,0.97,CHILKO-NORTH,3,0.01,CHILKO_SOUTH,2,0.01,MIDDLE,3,0.01,L_ADAMS,4,0,PBS,AV,level1,NA
SDN997,SEYMOUR,2,0.62,L_ADAMS,4,0.34,SCOTCH,2,0.02,PORTAGE_CR,4,0.01,KUZKWA_CR,3,0.01,PBS,AV,level1,NA
SDN998,BIRKENHEAD,3,0.91,PITT,2,0.06,CHILKO,3,0.02,WEAVER,4,0.01,KUZKWA_CR,3,0,PBS,AV,level1,NA
SDN999,SCOTCH,2,0.66,SEYMOUR,2,0.33,L_ADAMS,4,0,EAGLE,2,0,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
SDN1000,TACHIE,3,0.73,PINCHI_CR,3,0.13,FORFAR,1,0.13,HUDSON_BAY,1,0,CHILKO,3,0,PBS,AV,level1,NA
SDN1001,L_ADAMS,4,0.5,LITTLE,4,0.49,BIRKENHEAD,3,0,CHILKO,3,0,L_SHUSWAP,4,0,PBS,AV,level1,NA
SDN1002,PITT,2,1,BIRKENHEAD,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN988,L_ADAMS,4,0.87,PORTAGE_CR,4,0.08,LITTLE,4,0.04,MIDDLESHUSWAP,4,0,QUESNEL_DECEPT,3,0,PBS,AV,level1,NA
SDN989,L_ADAMS,4,0.61,SEYMOUR,2,0.36,CHILKO,3,0.02,PORTAGE_CR,4,0,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
SDN1003,CHILKO,3,0.99,L_HORSEFLY,3,0,QUESNEL_HORSEF,3,0,CHILKO_SOUTH,2,0,M_HORSEFLY,3,0,PBS,AV,level1,NA
SDN1004,CHILKO,3,0.7,L_ADAMS,4,0.1,PORTAGE_CR,4,0.09,"NADINA",2,0.08,CHILKO_SOUTH,2,0.02,PBS,AV,level1,NA
SDN1005,CHILKO,3,0.74,TACHIE,3,0.09,L_ADAMS,4,0.07,STELLAKO,3,0.04,QUESNEL_DECEPT,3,0.03,PBS,AV,level1,NA
SDN1006,SEYMOUR,2,0.96,SCOTCH,2,0.04,EAGLE,2,0,L_ADAMS,4,0,NA,NA,NA,PBS,AV,level1,NA
SDN1010,CHILKO,3,0.98,CHILKO-NORTH,3,0.02,CHILKO_SOUTH,2,0,L_ADAMS,4,0,BIRKENHEAD,3,0,PBS,AV,level1,NA
SDN1011,BIRKENHEAD,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1012,PINCHI_CR,3,0.94,TACHIE,3,0.06,STELLAKO,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1013,QUESNEL_DECEPT,3,0.26,QUESNEL_HORSEF,3,0.2,ROARING,3,0.13,M_HORSEFLY,3,0.12,MCKINLEY,3,0.09,PBS,AV,level1,NA
SDN1014,L_ADAMS,4,0.98,LITTLE,4,0.01,PORTAGE_CR,4,0.01,MIDDLESHUSWAP,4,0,L_SHUSWAP,4,0,PBS,AV,level1,NA
SDN1015,L_ADAMS,4,0.78,PORTAGE_CR,4,0.14,LITTLE,4,0.03,PITT,2,0.02,CHILKO,3,0.01,PBS,AV,level1,NA
SDN1016,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1041,CHILKO,3,0.95,CHILKO_SOUTH,2,0.05,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1042,SANDPOINT,1,0.45,SINTA,1,0.27,BLACKWATER,1,0.09,"NARROWS",1,0.07,HUDSON_BAY,1,0.04,PBS,AV,level1,NA
SDN1043,CHILKO,3,0.81,L_ADAMS,4,0.04,SANDPOINT,1,0.03,QUESNEL_HORSEF,3,0.02,LITTLE,4,0.02,PBS,AV,level1,NA
SDN1058,MIDDLE,3,0.95,SANDPOINT,1,0.02,LITTLE,4,0.01,L_ADAMS,4,0,"NARROWS",1,0,PBS,AV,level1,NA
SDN1059,QUESNEL_HORSEF,3,0.39,L_ADAMS,4,0.33,CHILKO,3,0.19,BOWRON,2,0.05,HORSEFLY,3,0.03,PBS,AV,level1,NA
SDN1060,WEAVER,4,0.54,PITT,2,0.1,MIDDLE,3,0.07,CHILKO,3,0.07,SANDPOINT,1,0.05,PBS,AV,level1,NA
SDN1007,QUESNEL_DECEPT,3,0.98,M_HORSEFLY,3,0.01,U_HORSEFLY,3,0.01,CHILKO,3,0,NA,NA,NA,PBS,AV,level1,NA
SDN1008,PITT,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1017,CHILKO,3,0.86,QUESNEL_DECEPT,3,0.09,LITTLE,4,0.02,L_ADAMS,4,0.01,CHILKO-NORTH,3,0,PBS,AV,level1,NA
SDN1018,BIRKENHEAD,3,1,WEAVER,4,0,AMBACK,18,0,WASHWASH,18,0,ISKUT,14,0,PBS,AV,level1,NA
SDN1019,CHILKO,3,0.63,L_ADAMS,4,0.32,KUZKWA_CR,3,0.01,CHILKO_SOUTH,2,0.01,"NARROWS",1,0,PBS,AV,level1,NA
SDN1028,CHILKO,3,1,L_ADAMS,4,0,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1029,L_ADAMS,4,0.79,THOMPSON_N,2,0.08,CHILKO,3,0.08,U_HORSEFLY,3,0.02,L_HORSEFLY,3,0.01,PBS,AV,level1,NA
SDN1030,CHILKO,3,0.98,CHILKO_SOUTH,2,0.02,L_ADAMS,4,0,KYNOCK,1,0,NA,NA,NA,PBS,AV,level1,NA
SDN1031,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1044,L_ADAMS,4,0.94,SCOTCH,2,0.03,CHILKO,3,0.02,MIDDLE,3,0,SEYMOUR,2,0,PBS,AV,level1,NA
SDN1020,SEYMOUR,2,0.94,SCOTCH,2,0.03,L_ADAMS,4,0.02,LITTLE,4,0,BIRKENHEAD,3,0,PBS,AV,level1,NA
SDN1021,CHILKO,3,0.85,PINCHI_CR,3,0.09,WEAVER,4,0.05,HUDSON_BAY,1,0,TACHIE,3,0,PBS,AV,level1,NA
SDN1022,PITT,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1032,CHILKO,3,0.93,KUZKWA_CR,3,0.02,MIDDLE,3,0.02,STELLAKO,3,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
SDN1033,CHILKO,3,0.59,U_HORSEFLY,3,0.19,CHILKO_SOUTH,2,0.18,L_ADAMS,4,0.03,CHILKO-NORTH,3,0.01,PBS,AV,level1,NA
SDN1034,CHILKO,3,0.99,CHILKO-NORTH,3,0.01,MITCHELL,3,0,MIDDLE,3,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
SDN1035,CHILKO,3,0.98,U_HORSEFLY,3,0.01,CHILKO_SOUTH,2,0.01,HORSEFLY,3,0,MIDDLE,3,0,PBS,AV,level1,NA
SDN1036,L_ADAMS,4,0.7,THOMPSON_N,2,0.22,SEYMOUR,2,0.05,SCOTCH,2,0.02,LITTLE,4,0.01,PBS,AV,level1,NA
SDN1037,CHILKO,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1045,L_ADAMS,4,0.8,CHILKO,3,0.15,U_HORSEFLY,3,0.02,THOMPSON_N,2,0.01,LITTLE,4,0.01,PBS,AV,level1,NA
SDN1023,WEAVER,4,0.85,L_ADAMS,4,0.09,SCOTCH,2,0.03,THOMPSON_N,2,0.01,SEYMOUR,2,0.01,PBS,AV,level1,NA
SDN1024,CHILKO,3,0.99,L_ADAMS,4,0.01,SEYMOUR,2,0,CHILKO_SOUTH,2,0,CHILKO-NORTH,3,0,PBS,AV,level1,NA
SDN1025,L_ADAMS,4,0.87,PORTAGE_CR,4,0.08,LITTLE,4,0.04,SEYMOUR,2,0.01,SCOTCH,2,0,PBS,AV,level1,NA
SDN1026,BIRKENHEAD,3,0.86,BIG_SILVER,4,0.07,WEAVER,4,0.03,PITT,2,0.01,PORTAGE_CR,4,0.01,PBS,AV,level1,NA
SDN1038,MITCHELL,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1039,MITCHELL,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1040,L_ADAMS,4,0.95,SCOTCH,2,0.03,LITTLE,4,0.01,WEAVER,4,0.01,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
SDN1046,CHILKO,3,1,MITCHELL,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1047,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1048,CHILKO,3,0.99,CHILKO_SOUTH,2,0.01,CHILKO-NORTH,3,0,MIDDLE,3,0,STELLAKO,3,0,PBS,AV,level1,NA
SDN1061,QUESNEL_HORSEF,3,0.53,CHILKO,3,0.28,HORSEFLY,3,0.06,CHILKO_SOUTH,2,0.05,SANDPOINT,1,0.03,PBS,AV,level1,NA
SDN1062,SEYMOUR,2,0.95,L_ADAMS,4,0.04,SCOTCH,2,0.01,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1063,CHILKO,3,0.94,L_ADAMS,4,0.03,CHILKO_SOUTH,2,0.01,CHILKO-NORTH,3,0,LITTLE,4,0,PBS,AV,level1,NA
SDN1064,CHILKO,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1065,PITT,2,0.73,WEAVER,4,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1076,MIDDLE,3,0.92,SANDPOINT,1,0.02,PORTER_CR,1,0.02,GLUSKIE,1,0.01,HUDSON_BAY,1,0.01,PBS,AV,level1,NA
SDN1077,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1078,CHILKO,3,0.41,QUESNEL_HORSEF,3,0.27,WASKO_CR,3,0.19,L_ADAMS,4,0.05,LITTLE,4,0.05,PBS,AV,level1,NA
SDN1079,PITT,2,1,BIRKENHEAD,3,0,WASKO_CR,3,0,BLACKWATER,1,0,NA,NA,NA,PBS,AV,level1,NA
SDN1326,MIDDLE,3,0.64,KUZKWA_CR,3,0.16,SANDPOINT,1,0.06,PORTER_CR,1,0.03,STELLAKO,3,0.02,PBS,AV,level1,NA
SDN1327,U_HORSEFLY,3,0.91,THOMPSON_N,2,0.07,L_HORSEFLY,3,0.01,L_ADAMS,4,0,HORSEFLY,3,0,PBS,AV,level1,NA
SDN1328,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1344,U_HORSEFLY,3,0.97,CHILKO,3,0.01,HORSEFLY,3,0.01,L_ADAMS,4,0.01,L_HORSEFLY,3,0,PBS,AV,level1,NA
SDN1345,CHILKO,3,1,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1346,CHILKO,3,0.62,STELLAKO,3,0.19,KUZKWA_CR,3,0.09,MIDDLE,3,0.08,U_HORSEFLY,3,0.02,PBS,AV,level1,NA
SDN1363,MIDDLE,3,0.46,PORTER_CR,1,0.12,GLUSKIE,1,0.07,CHILKO,3,0.07,SANDPOINT,1,0.07,PBS,AV,level1,NA
SDN1364,MITCHELL,3,0.99,CHILKO,3,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1366,CHILKO,3,0.78,THOMPSON_N,2,0.2,CHILKO_SOUTH,2,0.01,KUZKWA_CR,3,0.01,STELLAKO,3,0.01,PBS,AV,level1,NA
SDN1049,CHILKO,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1050,THOMPSON_N,2,0.58,RAFT,2,0.37,CHILKO,3,0.02,QUESNEL_HORSEF,3,0.01,FENNELL,2,0.01,PBS,AV,level1,NA
SDN1051,CHILKO,3,0.88,CHILKO_SOUTH,2,0.08,CHILKO-NORTH,3,0.03,L_ADAMS,4,0,MIDDLE,3,0,PBS,AV,level1,NA
SDN1052,L_ADAMS,4,0.4,CHILKO,3,0.28,LITTLE,4,0.15,SCOTCH,2,0.07,SEYMOUR,2,0.05,PBS,AV,level1,NA
SDN1053,QUESNEL_MITCHE,3,1,MITCHELL,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1066,L_ADAMS,4,0.9,LITTLE,4,0.08,RAFT,2,0,SINTA,1,0,BANKS,15,0,PBS,AV,level1,NA
SDN1067,QUESNEL_MITCHE,3,0.99,MITCHELL,3,0,BLUE_LEAD_CK,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1068,PITT,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1080,QUESNEL_HORSEF,3,0.62,L_HORSEFLY,3,0.37,M_HORSEFLY,3,0,LITTLE,4,0,U_HORSEFLY,3,0,PBS,AV,level1,NA
SDN1081,L_ADAMS,4,0.7,LITTLE,4,0.18,SEYMOUR,2,0.05,SCOTCH,2,0.05,MIDDLESHUSWAP,4,0.01,PBS,AV,level1,NA
SDN1054,QUESNEL_MITCHE,3,0.99,MITCHELL,3,0.01,BLUE_LEAD_CK,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1055,L_ADAMS,4,0.8,SEYMOUR,2,0.08,HORSEFLY,3,0.07,LITTLE,4,0.03,EAGLE_L,4,0,PBS,AV,level1,NA
SDN1056,CHILKO,3,0.98,CHILKO_SOUTH,2,0.01,L_ADAMS,4,0.01,QUESNEL_HORSEF,3,0,LITTLE,4,0,PBS,AV,level1,NA
SDN1057,L_ADAMS,4,0.74,LITTLE,4,0.2,SEYMOUR,2,0.04,SCOTCH,2,0.02,THOMPSON_N,2,0,PBS,AV,level1,NA
SDN1069,QUESNEL_MITCHE,3,0.99,MITCHELL,3,0.01,BLUE_LEAD_CK,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1070,WEAVER,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1071,U_HORSEFLY,3,0.99,HORSEFLY,3,0.01,L_HORSEFLY,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1072,CHILKO,3,0.99,L_ADAMS,4,0,THOMPSON_N,2,0,RAFT,2,0,NA,NA,NA,PBS,AV,level1,NA
SDN1082,CHILKO,3,0.96,U_HORSEFLY,3,0.02,L_ADAMS,4,0.01,HORSEFLY,3,0.01,MIDDLE,3,0,PBS,AV,level1,NA
SDN1083,CHILKO_SOUTH,2,0.82,L_ADAMS,4,0.12,CHILKO,3,0.03,LITTLE,4,0.02,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
SDN1073,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1074,MIDDLE,3,0.87,CHILKO,3,0.05,WEAVER,4,0.03,KUZKWA_CR,3,0.02,STELLAKO,3,0.01,PBS,AV,level1,NA
SDN1075,SCOTCH,2,1,L_ADAMS,4,0,CHILKO,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1084,WASKO_CR,3,0.67,CHILKO_SOUTH,2,0.19,QUESNEL_MITCHE,3,0.09,THOMPSON_N,2,0.02,QUESNEL_HORSEF,3,0.01,PBS,AV,level1,NA
SDN1085,L_ADAMS,4,0.7,LITTLE,4,0.24,MIDDLESHUSWAP,4,0.02,EAGLE_L,4,0.01,PORTAGE_CR,4,0.01,PBS,AV,level1,NA
SDN1086,CHILKO,3,0.53,L_ADAMS,4,0.45,WASKO_CR,3,0.01,L_SHUSWAP,4,0,ROARING,3,0,PBS,AV,level1,NA
SDN1094,SCOTCH,2,0.5,L_ADAMS,4,0.28,LITTLE,4,0.09,SEYMOUR,2,0.08,BLACKWATER,1,0.03,PBS,AV,level1,NA
SDN1095,CHILKO,3,0.93,CHILKO_SOUTH,2,0.05,CHILKO-NORTH,3,0.02,L_ADAMS,4,0,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
SDN1096,QUESNEL_HORSEF,3,0.96,CHILKO,3,0.02,CHILKO_SOUTH,2,0.02,HORSEFLY,3,0,L_ADAMS,4,0,PBS,AV,level1,NA
SDN1087,QUESNEL_HORSEF,3,0.94,SEYMOUR,2,0.05,CHILKO,3,0.01,L_ADAMS,4,0,L_HORSEFLY,3,0,PBS,AV,level1,NA
SDN1088,BLACKWATER,1,1,SINTA,1,0,KYNOCK,1,0,PAULA,1,0,FIVEMILE,1,0,PBS,AV,level1,NA
SDN1089,L_ADAMS,4,0.84,LITTLE,4,0.09,SCOTCH,2,0.03,PORTAGE_CR,4,0.02,PITT,2,0,PBS,AV,level1,NA
SDN1098,L_ADAMS,4,0.28,THOMPSON_N,2,0.25,RAFT,2,0.24,CHILKO_SOUTH,2,0.23,BIRKENHEAD,3,0,PBS,AV,level1,NA
SDN1099,BIRKENHEAD,3,0.91,THOMPSON_N,2,0.08,L_ADAMS,4,0.01,PORTAGE_CR,4,0,DUST,1,0,PBS,AV,level1,NA
