sample_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,stock_id_quality_flag,stock_id_quality_level,stock_id_quality_log
S20597FC1,CHILKO,3,0.46,THOMPSON_N,2,0.19,LITTLE,4,0.18,PORTAGE_CR,4,0.14,CHILKO-NORTH,3,0.01,PBS,AV,level1,NA
S20598FC1,CHILKO,3,0.99,TACHIE,3,0.01,STELLAKO,3,0,LITTLE,4,0,SANDPOINT,1,0,PBS,AV,level1,NA
S20599FC1,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20600FC1,CHILKO,3,0.64,QUESNEL_HORSEF,3,0.25,THOMPSON_N,2,0.04,PORTAGE_CR,4,0.04,HORSEFLY,3,0.02,PBS,AV,level1,NA
S20861FC1,CHILKO,3,0.8,QUESNEL_HORSEF,3,0.14,BLUE_LEAD_CK,3,0.04,CHILKO_SOUTH,2,0.01,LITTLE,4,0,PBS,AV,level1,NA
S20862FC1,CHILKO,3,0.76,PORTAGE_CR,4,0.18,TACHIE,3,0.03,CHILKO_SOUTH,2,0.01,LITTLE,4,0.01,PBS,AV,level1,NA
S20863FC1,SCOTCH,2,0.36,LITTLE,4,0.25,CHILKO,3,0.21,QUESNEL_HORSEF,3,0.1,WASKO_CR,3,0.03,PBS,AV,level1,NA
S20865FC1,CHILKO,3,1,TACHIE,3,0,CHILKO_SOUTH,2,0,CHILKO-NORTH,3,0,NA,NA,NA,PBS,AV,level1,NA
S20866FC1,TACHIE,3,0.92,MIDDLE,3,0.02,CHILKO,3,0.02,PORTAGE_CR,4,0.01,FORFAR,1,0.01,PBS,AV,level1,NA
S20867FC1,CHILKO,3,1,CHILKO_SOUTH,2,0,LITTLE,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20868FC1,BIRKENHEAD,3,0.89,WEAVER,4,0.11,CHILKO,3,0,TACHIE,3,0,NA,NA,NA,PBS,AV,level1,NA
S20869FC1,PORTAGE_CR,4,0.74,SCOTCH,2,0.17,THOMPSON_N,2,0.06,LITTLE,4,0.01,WEAVER,4,0.01,PBS,AV,level1,NA
S20870FC1,TACHIE,3,0.56,FIVEMILE,1,0.1,MIDDLE,3,0.08,FORFAR,1,0.08,HUDSON_BAY,1,0.06,PBS,AV,level1,NA
S20831FC1,CHILKO,3,0.97,PORTAGE_CR,4,0.01,LITTLE,4,0.01,THOMPSON_N,2,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
S20832FC1,CHILKO,3,0.98,CHILKO_SOUTH,2,0.02,PORTAGE_CR,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20833FC1,CHILKO,3,0.97,THOMPSON_N,2,0.01,PORTAGE_CR,4,0.01,LITTLE,4,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
S21181FC1,QUESNEL_HORSEF,3,0.9,HORSEFLY,3,0.05,QUESNEL_DECEPT,3,0.02,ROARING,3,0.01,PORTAGE_CR,4,0.01,PBS,AV,level1,NA
S21182FC1,PORTAGE_CR,4,0.84,WEAVER,4,0.09,LITTLE,4,0.03,STELLAKO,3,0.01,SEYMOUR,2,0,PBS,AV,level1,NA
S21183FC1,ROARING,3,0.22,WASKO_CR,3,0.21,BLUE_LEAD_CK,3,0.2,QUESNEL_DECEPT,3,0.18,QUESNEL_MITCHE,3,0.12,PBS,AV,level1,NA
S21201FC1,PORTAGE_CR,4,0.92,LITTLE,4,0.04,QUESNEL_HORSEF,3,0.01,WASKO_CR,3,0.01,ROARING,3,0.01,PBS,AV,level1,NA
S21202FC1,CHILKO,3,0.93,LITTLE,4,0.06,SCOTCH,2,0.01,PORTAGE_CR,4,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
S21203FC1,CHILKO,3,0.99,TACHIE,3,0,CHILKO-NORTH,3,0,CHILKO_SOUTH,2,0,THOMPSON_N,2,0,PBS,AV,level1,NA
S21204FC1,LITTLE,4,0.99,PORTAGE_CR,4,0.01,WEAVER,4,0,SEYMOUR,2,0,SCOTCH,2,0,PBS,AV,level1,NA
S21205FC1,CHILKO,3,1,CHILKO-NORTH,3,0,LITTLE,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21206FC1,LITTLE,4,0.94,SEYMOUR,2,0.03,SCOTCH,2,0.01,EAGLE,2,0.01,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
S21207FC1,CHILKO,3,1,TACHIE,3,0,SEYMOUR,2,0,CHILKO-NORTH,3,0,HORSEFLY,3,0,PBS,AV,level1,NA
S21208FC1,PORTAGE_CR,4,0.56,TACHIE,3,0.14,THOMPSON_N,2,0.13,CHILKO_SOUTH,2,0.08,WEAVER,4,0.04,PBS,AV,level1,NA
S21209FC1,CHILKO,3,0.89,CHILKO_SOUTH,2,0.1,TACHIE,3,0,MIDDLE,3,0,THOMPSON_N,2,0,PBS,AV,level1,NA
S21210FC1,CHILKO,3,0.69,PORTAGE_CR,4,0.3,QUESNEL_HORSEF,3,0,WEAVER,4,0,BIRKENHEAD,3,0,PBS,AV,level1,NA
S21211FC1,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21212FC1,CHILKO,3,0.94,CHILKO_SOUTH,2,0.06,TACHIE,3,0,CHILKO-NORTH,3,0,NA,NA,NA,PBS,AV,level1,NA
S21213FC1,CHILKO,3,1,CHILKO_SOUTH,2,0,PORTAGE_CR,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21214FC1,WEAVER,4,0.7,LITTLE,4,0.08,TACHIE,3,0.08,PORTAGE_CR,4,0.06,THOMPSON_N,2,0.04,PBS,AV,level1,NA
S21361FC1,QUESNEL_MITCHE,3,0.99,BLUE_LEAD_CK,3,0.01,MITCHELL,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20701FC1,CHILKO,3,0.95,QUESNEL_HORSEF,3,0.01,TACHIE,3,0.01,LITTLE,4,0.01,FELIX,1,0,PBS,AV,level1,NA
S20702FC1,THOMPSON_N,2,1,FENNELL,2,0,QUESNEL_HORSEF,3,0,RAFT,2,0,PORTAGE_CR,4,0,PBS,AV,level1,NA
S20704FC1,TACHIE,3,0.86,QUESNEL_HORSEF,3,0.06,QUESNEL_DECEPT,3,0.02,ROARING,3,0.02,STELLAKO,3,0.02,PBS,AV,level1,NA
S20703FC1,CHILKO,3,0.96,WASKO_CR,3,0.03,BLUE_LEAD_CK,3,0,QUESNEL_DECEPT,3,0,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
S20705FC1,QUESNEL_MITCHE,3,0.5,WASKO_CR,3,0.17,CHILKO,3,0.09,BLUE_LEAD_CK,3,0.08,ROARING,3,0.08,PBS,AV,level1,NA
S20706FC1,CHILKO,3,1,CHILKO-NORTH,3,0,HORSEFLY,3,0,CHILKO_SOUTH,2,0,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
S20707FC1,WEAVER,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20708FC1,CHILKO,3,0.92,PORTAGE_CR,4,0.05,ROARING,3,0.01,WASKO_CR,3,0.01,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
S20709FC1,CHILKO,3,0.91,QUESNEL_HORSEF,3,0.03,TACHIE,3,0.03,FIVEMILE,1,0.01,MIDDLE,3,0.01,PBS,AV,level1,NA
S20710FC1,CHILKO,3,1,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20719FC1,CHILKO,3,0.99,LITTLE,4,0,CHILKO-NORTH,3,0,FIVEMILE,1,0,FELIX,1,0,PBS,AV,level1,NA
S20711FC1,CHILKO,3,0.88,TACHIE,3,0.03,QUESNEL_HORSEF,3,0.03,THOMPSON_N,2,0.02,HORSEFLY,3,0.01,PBS,AV,level1,NA
S20712FC1,CHILKO,3,0.85,WEAVER,4,0.13,TACHIE,3,0.01,CHILKO_SOUTH,2,0,HARRISON,4,0,PBS,AV,level1,NA
S20713FC1,CHILKO,3,0.97,THOMPSON_N,2,0.03,PORTAGE_CR,4,0,CHILKO_SOUTH,2,0,NA,NA,NA,PBS,AV,level1,NA
S20714FC1,WEAVER,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20715FC1,CHILKO,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20716FC1,THOMPSON_N,2,0.79,CHILKO,3,0.18,LITTLE,4,0.01,TACHIE,3,0,PORTAGE_CR,4,0,PBS,AV,level1,NA
S20717FC1,CHILKO,3,0.99,CHILKO_SOUTH,2,0,WEAVER,4,0,QUESNEL_HORSEF,3,0,"NARROWS",1,0,PBS,AV,level1,NA
S20718FC1,CHILKO,3,0.97,TACHIE,3,0.03,CHILKO_SOUTH,2,0,QUESNEL_HORSEF,3,0,FELIX,1,0,PBS,AV,level1,NA
S20741FC1,QUESNEL_MITCHE,3,1,BLUE_LEAD_CK,3,0,MITCHELL,3,0,WASKO_CR,3,0,NA,NA,NA,PBS,AV,level1,NA
S20742FC1,CHILKO,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20743FC1,CHILKO,3,0.97,THOMPSON_N,2,0.02,CHILKO_SOUTH,2,0.01,QUESNEL_HORSEF,3,0.01,PORTAGE_CR,4,0,PBS,AV,level1,NA
S20744FC1,CHILKO,3,0.98,PORTAGE_CR,4,0.01,CHILKO_SOUTH,2,0,THOMPSON_N,2,0,CHILKO-NORTH,3,0,PBS,AV,level1,NA
S20745FC1,CHILKO,3,0.89,CHILKO_SOUTH,2,0.09,WEAVER,4,0.01,SCOTCH,2,0,THOMPSON_N,2,0,PBS,AV,level1,NA
S20746FC1,CHILKO,3,0.99,CHILKO_SOUTH,2,0,WEAVER,4,0,THOMPSON_N,2,0,PORTAGE_CR,4,0,PBS,AV,level1,NA
S20747FC1,ROARING,3,0.23,BLUE_LEAD_CK,3,0.23,QUESNEL_DECEPT,3,0.2,WASKO_CR,3,0.19,QUESNEL_HORSEF,3,0.15,PBS,AV,level1,NA
S20748FC1,CHILKO,3,1,CHILKO_SOUTH,2,0,LITTLE,4,0,"NARROWS",1,0,NA,NA,NA,PBS,AV,level1,NA
S20749FC1,TACHIE,3,0.7,STELLAKO,3,0.18,WASKO_CR,3,0.05,QUESNEL_DECEPT,3,0.02,QUESNEL_HORSEF,3,0.02,PBS,AV,level1,NA
S20750FC1,THOMPSON_N,2,0.77,CHILKO,3,0.2,PORTAGE_CR,4,0.03,LITTLE,4,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
S21521FC1,QUESNEL_HORSEF,3,0.9,HORSEFLY,3,0.04,TACHIE,3,0.02,CHILKO,3,0.01,LITTLE,4,0.01,PBS,AV,level1,NA
S21522FC1,QUESNEL_HORSEF,3,0.93,HORSEFLY,3,0.04,QUESNEL_DECEPT,3,0.01,LITTLE,4,0.01,CHILKO,3,0,PBS,AV,level1,NA
S20921FC1,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20281FC1,STELLAKO,3,0.99,FELIX,1,0,KUZKWA_CR,3,0,FIVEMILE,1,0,FORFAR,1,0,PBS,AV,level1,NA
S20282FC1,KUZKWA_CR,3,0.86,STELLAKO,3,0.09,FELIX,1,0.02,SCOTCH,2,0.02,DUST,1,0,PBS,AV,level1,NA
S20283FC1,CHILKO,3,0.96,CHILKO-NORTH,3,0.03,KUZKWA_CR,3,0,PORTAGE_CR,4,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
S20284FC1,KUZKWA_CR,3,0.97,BIVOUAC,1,0.03,STELLAKO,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20285FC1,CHILKO,3,1,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20286FC1,BOWRON,2,0.49,CHILKO,3,0.19,KUZKWA_CR,3,0.09,STELLAKO,3,0.06,BIVOUAC,1,0.05,PBS,AV,level1,NA
S20287FC1,BOWRON,2,0.84,STELLAKO,3,0.14,KUZKWA_CR,3,0.02,HUDSON_BAY,1,0,BIVOUAC,1,0,PBS,AV,level1,NA
S20288FC1,CHILKO,3,1,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20289FC1,CHILKO,3,0.98,CHILKO-NORTH,3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20290FC1,CHILKO,3,0.97,MIDDLESHUSWAP,4,0.01,EAGLE_L,4,0,KUZKWA_CR,3,0,L_SHUSWAP,4,0,PBS,AV,level1,NA
S20291FC1,KUZKWA_CR,3,0.69,STELLAKO,3,0.26,CHILKO,3,0.05,CHILKO-NORTH,3,0,PINCHI_CR,3,0,PBS,AV,level1,NA
S20292FC1,STELLAKO,3,1,KUZKWA_CR,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20293FC1,WEAVER,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20294FC1,CHILKO,3,0.95,SEYMOUR,2,0.02,SCOTCH,2,0.02,CHILKO-NORTH,3,0,PORTER_CR,1,0,PBS,AV,level1,NA
S20295FC1,STELLAKO,3,0.83,KUZKWA_CR,3,0.08,CHILKO,3,0.06,PORTAGE_CR,4,0.02,PINCHI_CR,3,0,PBS,AV,level1,NA
S20296FC1,CHILKO,3,0.91,CHILKO-NORTH,3,0.07,KUZKWA_CR,3,0.02,RAFT,2,0.01,GLUSKIE,1,0,PBS,AV,level1,NA
S20297FC1,KUZKWA_CR,3,0.28,HUDSON_BAY,1,0.1,FELIX,1,0.1,GLUSKIE,1,0.07,STELLAKO,3,0.07,PBS,AV,level1,NA
S20298FC1,KUZKWA_CR,3,0.98,CHILKO,3,0.01,FORFAR,1,0,CHILKO-NORTH,3,0,FIVEMILE,1,0,PBS,AV,level1,NA
S20299FC1,STELLAKO,3,0.97,KUZKWA_CR,3,0.03,CHILKO,3,0,RAFT,2,0,NA,NA,NA,PBS,AV,level1,NA
S20300FC1,KUZKWA_CR,3,0.97,STELLAKO,3,0.02,PINCHI_CR,3,0.01,TACHIE,3,0,CHILKO,3,0,PBS,AV,level1,NA
S20301FC1,CHILKO,3,0.97,KUZKWA_CR,3,0.01,CHILKO-NORTH,3,0.01,BOWRON,2,0,STELLAKO,3,0,PBS,AV,level1,NA
S20302FC1,STELLAKO,3,0.9,KUZKWA_CR,3,0.09,PINCHI_CR,3,0,FELIX,1,0,NA,NA,NA,PBS,AV,level1,NA
S20303FC1,CHILKO,3,0.97,CHILKO-NORTH,3,0.03,KUZKWA_CR,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20304FC1,STELLAKO,3,0.91,KUZKWA_CR,3,0.09,PINCHI_CR,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20305FC1,CHILKO,3,0.96,KUZKWA_CR,3,0.02,CHILKO-NORTH,3,0.01,STELLAKO,3,0.01,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
S20306FC1,KUZKWA_CR,3,0.9,STELLAKO,3,0.08,PINCHI_CR,3,0.01,HUDSON_BAY,1,0,FORFAR,1,0,PBS,AV,level1,NA
S20307FC1,WEAVER,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20308FC1,WEAVER,4,0.86,MUCHALAT,7,0.06,CHILKO,3,0.03,FELIX,1,0.02,SEYMOUR,2,0.01,PBS,AV,level1,NA
S20310FC1,KUZKWA_CR,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20501FC1,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20502FC1,CHILKO,3,0.98,CHILKO-NORTH,3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20503FC1,CHILKO,3,0.92,CHILKO-NORTH,3,0.08,L_SHUSWAP,4,0,PORTAGE_CR,4,0,NA,NA,NA,PBS,AV,level1,NA
S20504FC1,CHILKO,3,0.99,CHILKO-NORTH,3,0.01,PORTAGE_CR,4,0,L_ADAMS,4,0,NA,NA,NA,PBS,AV,level1,NA
S20505FC1,CHILKO,3,0.99,CHILKO-NORTH,3,0.01,MIDDLE,3,0,CHILKO_SOUTH,2,0,NA,NA,NA,PBS,AV,level1,NA
S20506FC1,CHILKO,3,0.88,CHILKO-NORTH,3,0.11,PORTAGE_CR,4,0,FENNELL,2,0,PAULA,1,0,PBS,AV,level1,NA
S20507FC1,CHILKO,3,1,CHILKO-NORTH,3,0,KUZKWA_CR,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20508FC1,CHILKO,3,0.96,CHILKO-NORTH,3,0.04,FENNELL,2,0,WEAVER,4,0,NA,NA,NA,PBS,AV,level1,NA
S20509FC1,CHILKO,3,0.97,CHILKO-NORTH,3,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20510FC1,CHILKO,3,0.99,CHILKO-NORTH,3,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20531FC1,CHILKO,3,0.97,CHILKO-NORTH,3,0.03,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20532FC1,CHILKO,3,0.98,CHILKO-NORTH,3,0.01,PORTAGE_CR,4,0,LONG_LAKE,15,0,NA,NA,NA,PBS,AV,level1,NA
S20533FC1,CHILKO,3,0.98,CHILKO-NORTH,3,0.02,KUZKWA_CR,3,0,STELLAKO,3,0,NA,NA,NA,PBS,AV,level1,NA
S20534FC1,CHILKO,3,0.99,CHILKO-NORTH,3,0,PORTAGE_CR,4,0,FENNELL,2,0,U_HORSEFLY,3,0,PBS,AV,level1,NA
S20535FC1,CHILKO,3,0.44,BOWRON,2,0.29,SEYMOUR,2,0.11,SCOTCH,2,0.1,KUZKWA_CR,3,0.01,PBS,AV,level1,NA
S20536FC1,CHILKO,3,0.98,CHILKO-NORTH,3,0.02,KUZKWA_CR,3,0,"NARROWS",1,0,FORFAR,1,0,PBS,AV,level1,NA
S20537FC1,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20538FC1,WEAVER,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20539FC1,WEAVER,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20540FC1,CHILKO,3,0.97,CHILKO-NORTH,3,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20541FC1,STELLAKO,3,0.87,KUZKWA_CR,3,0.12,CHILKO,3,0.01,HUDSON_BAY,1,0,FELIX,1,0,PBS,AV,level1,NA
S20542FC1,CHILKO,3,0.97,CHILKO-NORTH,3,0.02,KUZKWA_CR,3,0.01,STELLAKO,3,0,NA,NA,NA,PBS,AV,level1,NA
S20543FC1,CHILKO,3,0.99,CHILKO-NORTH,3,0.01,RAFT,2,0,MIDDLESHUSWAP,4,0,NA,NA,NA,PBS,AV,level1,NA
S20544FC1,STELLAKO,3,0.88,KUZKWA_CR,3,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20545FC1,CHILKO,3,0.52,FENNELL,2,0.2,RAFT,2,0.15,PORTAGE_CR,4,0.08,L_SHUSWAP,4,0.02,PBS,AV,level1,NA
S20546FC1,CHILKO,3,0.91,KUZKWA_CR,3,0.07,CHILKO-NORTH,3,0.01,STELLAKO,3,0.01,L_SHUSWAP,4,0,PBS,AV,level1,NA
S20547FC1,KUZKWA_CR,3,0.99,PINCHI_CR,3,0,STELLAKO,3,0,SINTA,1,0,"NARROWS",1,0,PBS,AV,level1,NA
S20548FC1,KUZKWA_CR,3,0.47,CHILKO,3,0.14,FELIX,1,0.07,PAULA,1,0.06,HUDSON_BAY,1,0.05,PBS,AV,level1,NA
S20549FC1,KUZKWA_CR,3,0.79,STELLAKO,3,0.11,FORFAR,1,0.02,GLUSKIE,1,0.01,FIVEMILE,1,0.01,PBS,AV,level1,NA
S20550FC1,CHILKO,3,0.93,STELLAKO,3,0.03,KUZKWA_CR,3,0.01,CHILKO-NORTH,3,0.01,PORTAGE_CR,4,0.01,PBS,AV,level1,NA
S21661FC1,CHILKO,3,1,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21662FC1,CHILKO,3,0.84,KUZKWA_CR,3,0.14,STELLAKO,3,0.02,WEAVER,4,0,PINCHI_CR,3,0,PBS,AV,level1,NA
S21663FC1,CHILKO,3,0.96,CHILKO-NORTH,3,0.03,RAFT,2,0,SEYMOUR,2,0,STELLAKO,3,0,PBS,AV,level1,NA
S21664FC1,CHILKO,3,0.89,CHILKO-NORTH,3,0.11,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21665FC1,CHILKO,3,0.97,CHILKO-NORTH,3,0.03,PORTAGE_CR,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21666FC1,SCOTCH,2,0.58,SEYMOUR,2,0.36,PORTAGE_CR,4,0.04,EAGLE,2,0.02,L_SHUSWAP,4,0.01,PBS,AV,level1,NA
S21667FC1,CHILKO,3,0.94,CHILKO-NORTH,3,0.05,WEAVER,4,0.01,PORTAGE_CR,4,0,NA,NA,NA,PBS,AV,level1,NA
S21668FC1,CHILKO,3,0.87,SEYMOUR,2,0.08,SCOTCH,2,0.03,PORTAGE_CR,4,0.01,CHILKO-NORTH,3,0,PBS,AV,level1,NA
S21669FC1,MITCHELL,3,0.59,QUESNEL_MITCHE,3,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21670FC1,CHILKO,3,0.96,SEYMOUR,2,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21681FC1,STELLAKO,3,0.7,KUZKWA_CR,3,0.29,CHILKO,3,0.01,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20401FC1,CHILKO,3,1,MARBLE_CR,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20402FC1,L_ADAMS,4,0.68,LITTLE,4,0.13,QUESNEL_HORSEF,3,0.08,CHILKO,3,0.06,HORSEFLY,3,0.01,PBS,AV,level1,NA
S20403FC1,CHILKO,3,1,HORSEFLY,3,0,MCKINLEY,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20404FC1,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20405FC1,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20881FC1,SCOTCH,2,0.44,L_ADAMS,4,0.4,LITTLE,4,0.13,CHILKO,3,0.02,SEYMOUR,2,0.01,PBS,AV,level1,NA
S20882FC1,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20883FC1,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20884FC1,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20885FC1,BIRKENHEAD,3,1,WASHWASH,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20886FC1,L_ADAMS,4,0.81,LITTLE,4,0.11,SCOTCH,2,0.03,CHILKO,3,0.03,SEYMOUR,2,0.01,PBS,AV,level1,NA
S20887FC1,L_ADAMS,4,0.66,SCOTCH,2,0.14,SEYMOUR,2,0.11,LITTLE,4,0.09,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
S20888FC1,CHILKO,3,0.96,L_ADAMS,4,0.02,SCOTCH,2,0.01,SEYMOUR,2,0.01,LITTLE,4,0,PBS,AV,level1,NA
S20889FC1,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20890FC1,CHILKO,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21631FC1,CHILKO,3,1,L_ADAMS,4,0,LITTLE,4,0,QUESNEL_HORSEF,3,0,NA,NA,NA,PBS,AV,level1,NA
S21632FC1,L_ADAMS,4,0.85,LITTLE,4,0.14,PORTAGE_CR,4,0.01,SCOTCH,2,0,HORSEFLY,3,0,PBS,AV,level1,NA
S21633FC1,BIRKENHEAD,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21634FC1,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21635FC1,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21636FC1,CHILKO,3,0.99,L_ADAMS,4,0,CHILKO_SOUTH,2,0,BIRKENHEAD,3,0,NA,NA,NA,PBS,AV,level1,NA
S21637FC1,CHILKO,3,0.73,L_ADAMS,4,0.17,MIDDLE,3,0.05,SEYMOUR,2,0.01,LITTLE,4,0.01,PBS,AV,level1,NA
S21638FC1,L_ADAMS,4,0.84,LITTLE,4,0.14,QUESNEL_HORSEF,3,0.02,SEYMOUR,2,0,PORTAGE_CR,4,0,PBS,AV,level1,NA
S21639FC1,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21640FC1,L_ADAMS,4,0.72,SEYMOUR,2,0.17,SCOTCH,2,0.06,LITTLE,4,0.06,EAGLE_L,4,0,PBS,AV,level1,NA
S21641FC1,CHILKO,3,0.99,L_ADAMS,4,0,LITTLE,4,0,QUESNEL_DECEPT,3,0,BLUE_LEAD_CK,3,0,PBS,AV,level1,NA
S21642FC1,BIRKENHEAD,3,0.5,L_ADAMS,4,0.32,LITTLE,4,0.15,MIDDLE,3,0.03,SCOTCH,2,0,PBS,AV,level1,NA
S21643FC1,CHILKO,3,0.99,L_ADAMS,4,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21644FC1,CHILKO,3,1,U_HORSEFLY,3,0,L_ADAMS,4,0,MIDDLE,3,0,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
S21645FC1,L_ADAMS,4,0.86,LITTLE,4,0.09,SEYMOUR,2,0.03,PORTAGE_CR,4,0.02,CHILKO,3,0,PBS,AV,level1,NA
S21646FC1,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S21647FC1,CHILKO,3,0.98,L_ADAMS,4,0.01,QUESNEL_HORSEF,3,0.01,LITTLE,4,0,NA,NA,NA,PBS,AV,level1,NA
S21648FC1,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
