ufn,survey_date,site_id,species,motile_lep,motile_caligus,all_lice
U4828,2015-05-19T00:00:00Z,D08,SO,0,0,0
U4830,2015-05-19T00:00:00Z,D08,SO,0,0,0
U4704,2015-05-19T00:00:00Z,D08,SO,0,0,0
U4750,2015-05-19T00:00:00Z,D08,SO,0,0,0
U4706,2015-05-19T00:00:00Z,D08,SO,0,0,0
U4862,2015-05-19T00:00:00Z,D08,SO,0,0,0
U4829,2015-05-19T00:00:00Z,D08,SO,0,0,0
U3241,2015-05-20T00:00:00Z,D09,CO,1,0,1
U3122,2015-05-20T00:00:00Z,D09,CU,0,0,0
U3108,2015-05-20T00:00:00Z,D09,CU,0,0,0
U3121,2015-05-20T00:00:00Z,D09,CU,0,2,2
U3126,2015-05-20T00:00:00Z,D09,CU,2,0,2
U3111,2015-05-20T00:00:00Z,D09,CU,0,0,0
U3270,2015-05-20T00:00:00Z,D09,HE,0,0,0
U3268,2015-05-20T00:00:00Z,D09,HE,0,0,0
U3267,2015-05-20T00:00:00Z,D09,HE,0,0,0
U3269,2015-05-20T00:00:00Z,D09,HE,0,2,2
U3274,2015-05-20T00:00:00Z,D09,HE,0,0,0
U4802,2015-05-20T00:00:00Z,D09,SO,0,0,0
U4780,2015-05-20T00:00:00Z,D09,SO,0,0,0
U350,2015-05-20T00:00:00Z,D09,SO,0,0,0
U349,2015-05-20T00:00:00Z,D09,SO,0,2,2
U348,2015-05-20T00:00:00Z,D09,SO,0,1,1
U357,2015-05-20T00:00:00Z,D09,SO,0,1,1
U355,2015-05-20T00:00:00Z,D09,SO,0,2,2
U362,2015-05-20T00:00:00Z,D09,SO,0,0,0
U356,2015-05-20T00:00:00Z,D09,SO,0,0,0
U363,2015-05-20T00:00:00Z,D09,SO,0,1,1
U347,2015-05-20T00:00:00Z,D09,SO,0,1,1
U4776,2015-05-20T00:00:00Z,D09,SO,0,0,0
U361,2015-05-20T00:00:00Z,D09,SO,0,0,0
U4820,2015-05-20T00:00:00Z,D09,SO,0,0,0
U4848,2015-05-20T00:00:00Z,D09,SO,0,0,0
U4849,2015-05-20T00:00:00Z,D09,SO,0,1,1
U4745,2015-05-20T00:00:00Z,D09,SO,0,0,0
U4823,2015-05-20T00:00:00Z,D09,SO,0,0,0
U4821,2015-05-20T00:00:00Z,D09,SO,0,0,0
U4743,2015-05-20T00:00:00Z,D09,SO,0,1,1
U4744,2015-05-20T00:00:00Z,D09,SO,0,0,0
U4822,2015-05-20T00:00:00Z,D09,SO,0,0,0
U4728,2015-05-20T00:00:00Z,D09,SO,0,0,0
U4742,2015-05-20T00:00:00Z,D09,SO,0,0,0
U4801,2015-05-20T00:00:00Z,D09,SO,0,0,0
U4777,2015-05-20T00:00:00Z,D09,SO,0,1,1
U4779,2015-05-20T00:00:00Z,D09,SO,0,0,0
U4778,2015-05-20T00:00:00Z,D09,SO,0,0,0
U4781,2015-05-20T00:00:00Z,D09,SO,0,2,2
U4800,2015-05-20T00:00:00Z,D09,SO,0,0,0
U02,2015-05-20T00:00:00Z,J05,CU,0,0,0
U11,2015-05-20T00:00:00Z,J05,CU,0,0,0
U03,2015-05-20T00:00:00Z,J05,CU,0,0,0
U05,2015-05-20T00:00:00Z,J05,CU,0,0,0
U12,2015-05-20T00:00:00Z,J05,CU,0,0,0
U15,2015-05-20T00:00:00Z,J05,CU,0,0,0
U01,2015-05-20T00:00:00Z,J05,CU,0,0,0
U13,2015-05-20T00:00:00Z,J05,CU,0,0,0
U14,2015-05-20T00:00:00Z,J05,CU,0,0,0
U04,2015-05-20T00:00:00Z,J05,CU,0,0,0
U1188,2015-05-20T00:00:00Z,J05,PI,0,0,0
U399,2015-05-21T00:00:00Z,D03,SO,0,0,0
U411,2015-05-21T00:00:00Z,D03,SO,0,1,1
U401,2015-05-21T00:00:00Z,D03,SO,0,0,0
U2649,2015-05-21T00:00:00Z,D07,CO,1,0,1
U2626,2015-05-21T00:00:00Z,D07,CU,0,1,1
U4173,2015-05-21T00:00:00Z,D07,CU,0,1,1
U2634,2015-05-21T00:00:00Z,D07,CU,0,2,2
U2627,2015-05-21T00:00:00Z,D07,CU,0,0,0
U4980,2015-05-21T00:00:00Z,D07,CU,1,0,1
U2831,2015-05-21T00:00:00Z,D07,CU,0,1,1
U4979,2015-05-21T00:00:00Z,D07,CU,1,0,1
U3007,2015-05-21T00:00:00Z,D07,CU,2,0,2
U1392,2015-05-21T00:00:00Z,D07,PI,2,0,2
U1386,2015-05-21T00:00:00Z,D07,PI,3,0,3
U1394,2015-05-21T00:00:00Z,D07,PI,6,1,7
U2859,2015-05-21T00:00:00Z,D07,PI,0,1,1
U1190,2015-05-21T00:00:00Z,D07,PI,0,1,1
U1395,2015-05-21T00:00:00Z,D07,PI,0,0,0
U2528,2015-05-21T00:00:00Z,D07,PI,2,2,4
U128,2015-05-21T00:00:00Z,D07,SO,0,0,0
U235,2015-05-21T00:00:00Z,D07,SO,0,0,0
U233,2015-05-21T00:00:00Z,D07,SO,1,2,3
U210,2015-05-21T00:00:00Z,D07,SO,0,0,0
U218,2015-05-21T00:00:00Z,D07,SO,0,2,2
U217,2015-05-21T00:00:00Z,D07,SO,0,1,1
U241,2015-05-21T00:00:00Z,D07,SO,0,0,0
U234,2015-05-21T00:00:00Z,D07,SO,0,0,0
U216,2015-05-21T00:00:00Z,D07,SO,0,2,2
U236,2015-05-21T00:00:00Z,D07,SO,0,0,0
U33,2015-05-21T00:00:00Z,J06,CO,0,0,0
U34,2015-05-21T00:00:00Z,J06,CO,0,0,0
U32,2015-05-21T00:00:00Z,J06,CO,0,0,0
U18,2015-05-21T00:00:00Z,J06,CU,0,0,0
U24,2015-05-21T00:00:00Z,J06,CU,0,0,0
U22,2015-05-21T00:00:00Z,J06,CU,0,0,0
U36,2015-05-21T00:00:00Z,J06,CU,0,0,0
U09,2015-05-21T00:00:00Z,J06,CU,0,0,0
U08,2015-05-21T00:00:00Z,J06,CU,0,0,0
U23,2015-05-21T00:00:00Z,J06,CU,0,0,0
U42,2015-05-21T00:00:00Z,J06,SO,0,0,0
U31,2015-05-21T00:00:00Z,J06,SO,0,0,0
U43,2015-05-21T00:00:00Z,J06,SO,0,0,0
U17,2015-05-21T00:00:00Z,J06,SO,0,0,0
U35,2015-05-21T00:00:00Z,J06,SO,0,0,0
U07,2015-05-21T00:00:00Z,J06,SO,0,0,0
U10,2015-05-21T00:00:00Z,J06,SO,0,0,0
U25,2015-05-21T00:00:00Z,J06,SO,0,0,0
U21,2015-05-21T00:00:00Z,J06,SO,0,0,0
U16,2015-05-21T00:00:00Z,J06,SO,0,0,0
U203,2015-05-22T00:00:00Z,J07,SO,0,0,0
U193,2015-05-22T00:00:00Z,J07,SO,0,1,1
U169,2015-05-22T00:00:00Z,J07,SO,0,0,0
U194,2015-05-22T00:00:00Z,J07,SO,0,0,0
U192,2015-05-22T00:00:00Z,J07,SO,0,1,1
U187,2015-05-22T00:00:00Z,J07,SO,0,0,0
U178,2015-05-22T00:00:00Z,J07,SO,0,0,0
U156,2015-05-22T00:00:00Z,J07,SO,1,0,1
U134,2015-05-22T00:00:00Z,J07,SO,0,0,0
U138,2015-05-22T00:00:00Z,J07,SO,0,1,1
U135,2015-05-22T00:00:00Z,J07,SO,0,1,1
U189,2015-05-22T00:00:00Z,J07,SO,0,0,0
U160,2015-05-22T00:00:00Z,J07,SO,0,0,0
U161,2015-05-22T00:00:00Z,J07,SO,0,0,0
U162,2015-05-22T00:00:00Z,J07,SO,0,0,0
U158,2015-05-22T00:00:00Z,J07,SO,0,1,1
U137,2015-05-22T00:00:00Z,J07,SO,0,0,0
U171,2015-05-22T00:00:00Z,J07,SO,0,0,0
U136,2015-05-22T00:00:00Z,J07,SO,0,0,0
U139,2015-05-22T00:00:00Z,J07,SO,0,1,1
U133,2015-05-22T00:00:00Z,J07,SO,0,0,0
U172,2015-05-22T00:00:00Z,J07,SO,0,0,0
U191,2015-05-22T00:00:00Z,J07,SO,0,0,0
U159,2015-05-22T00:00:00Z,J07,SO,0,0,0
U188,2015-05-22T00:00:00Z,J07,SO,0,0,0
U202,2015-05-22T00:00:00Z,J07,SO,0,1,1
U170,2015-05-22T00:00:00Z,J07,SO,0,2,2
U179,2015-05-22T00:00:00Z,J07,SO,0,3,3
U201,2015-05-22T00:00:00Z,J07,SO,0,1,1
U180,2015-05-22T00:00:00Z,J07,SO,0,0,0
U149,2015-05-22T00:00:00Z,J08,CO,0,0,0
U132,2015-05-22T00:00:00Z,J08,CO,0,0,0
U157,2015-05-22T00:00:00Z,J08,CO,0,0,0
U147,2015-05-22T00:00:00Z,J08,CO,0,0,0
U131,2015-05-22T00:00:00Z,J08,CU,0,0,0
U110,2015-05-22T00:00:00Z,J08,CU,0,0,0
U75,2015-05-22T00:00:00Z,J08,SO,0,0,0
U77,2015-05-22T00:00:00Z,J08,SO,0,0,0
U80,2015-05-22T00:00:00Z,J08,SO,0,0,0
U83,2015-05-22T00:00:00Z,J08,SO,0,0,0
U103,2015-05-22T00:00:00Z,J08,SO,0,0,0
U89,2015-05-22T00:00:00Z,J08,SO,0,0,0
U115,2015-05-22T00:00:00Z,J08,SO,0,1,1
U85,2015-05-22T00:00:00Z,J08,SO,0,0,0
U95,2015-05-22T00:00:00Z,J08,SO,0,2,2
U96,2015-05-22T00:00:00Z,J08,SO,0,0,0
U122,2015-05-22T00:00:00Z,J08,SO,0,0,0
U66,2015-05-22T00:00:00Z,J08,SO,1,0,1
U111,2015-05-22T00:00:00Z,J08,SO,0,0,0
U94,2015-05-22T00:00:00Z,J08,SO,0,0,0
U106,2015-05-22T00:00:00Z,J08,SO,0,1,1
U121,2015-05-22T00:00:00Z,J08,SO,0,0,0
U93,2015-05-22T00:00:00Z,J08,SO,0,0,0
U87,2015-05-22T00:00:00Z,J08,SO,0,0,0
U58,2015-05-22T00:00:00Z,J08,SO,0,0,0
U70,2015-05-22T00:00:00Z,J08,SO,0,0,0
U91,2015-05-22T00:00:00Z,J08,SO,0,0,0
U92,2015-05-22T00:00:00Z,J08,SO,0,0,0
U64,2015-05-22T00:00:00Z,J08,SO,0,3,3
U79,2015-05-22T00:00:00Z,J08,SO,0,1,1
U65,2015-05-22T00:00:00Z,J08,SO,0,1,1
U68,2015-05-22T00:00:00Z,J08,SO,0,1,1
U74,2015-05-22T00:00:00Z,J08,SO,0,0,0
U55,2015-05-22T00:00:00Z,J08,SO,0,0,0
U56,2015-05-22T00:00:00Z,J08,SO,0,0,0
U59,2015-05-22T00:00:00Z,J08,SO,0,0,0
U205,2015-05-22T00:00:00Z,J04,CO,0,0,0
U212,2015-05-22T00:00:00Z,J04,CO,0,0,0
U198,2015-05-22T00:00:00Z,J04,CO,0,0,0
U211,2015-05-22T00:00:00Z,J04,CO,0,0,0
U206,2015-05-22T00:00:00Z,J04,CO,0,0,0
U204,2015-05-22T00:00:00Z,J04,CO,0,0,0
U195,2015-05-22T00:00:00Z,J04,CO,0,0,0
U199,2015-05-22T00:00:00Z,J04,CO,0,0,0
U196,2015-05-22T00:00:00Z,J04,CU,0,0,0
U190,2015-05-22T00:00:00Z,J04,CU,0,0,0
U1259,2015-05-22T00:00:00Z,J04,SO,0,2,2
U1249,2015-05-22T00:00:00Z,J04,SO,0,0,0
U197,2015-05-22T00:00:00Z,J04,SO,0,1,1
U5043,2015-05-23T00:00:00Z,D08,CO,3,0,3
U4091,2015-05-23T00:00:00Z,D08,CU,0,0,0
U4087,2015-05-23T00:00:00Z,D08,CU,0,0,0
U4088,2015-05-23T00:00:00Z,D08,CU,0,0,0
U4090,2015-05-23T00:00:00Z,D08,CU,0,0,0
U4044,2015-05-23T00:00:00Z,D08,CU,0,0,0
U4089,2015-05-23T00:00:00Z,D08,CU,0,1,1
U4079,2015-05-23T00:00:00Z,D08,CU,0,0,0
U4085,2015-05-23T00:00:00Z,D08,CU,0,0,0
U4086,2015-05-23T00:00:00Z,D08,CU,0,0,0
U4092,2015-05-23T00:00:00Z,D08,CU,0,0,0
U5023,2015-05-23T00:00:00Z,D08,HE,0,1,1
U380,2015-05-23T00:00:00Z,D08,SO,0,0,0
U397,2015-05-23T00:00:00Z,D08,SO,0,3,3
U398,2015-05-23T00:00:00Z,D08,SO,0,0,0
U375,2015-05-23T00:00:00Z,D08,SO,0,1,1
U379,2015-05-23T00:00:00Z,D08,SO,0,0,0
U378,2015-05-23T00:00:00Z,D08,SO,0,2,2
U390,2015-05-23T00:00:00Z,D08,SO,0,0,0
U394,2015-05-23T00:00:00Z,D08,SO,0,0,0
U377,2015-05-23T00:00:00Z,D08,SO,0,0,0
U376,2015-05-23T00:00:00Z,D08,SO,0,0,0
U396,2015-05-23T00:00:00Z,D08,SO,0,1,1
U505,2015-05-23T00:00:00Z,D10,SO,0,0,0
U506,2015-05-23T00:00:00Z,D10,SO,0,1,1
U456,2015-05-23T00:00:00Z,D10,SO,0,0,0
U515,2015-05-23T00:00:00Z,D10,SO,0,0,0
U454,2015-05-23T00:00:00Z,D10,SO,0,1,1
U514,2015-05-23T00:00:00Z,D10,SO,0,0,0
U455,2015-05-23T00:00:00Z,D10,SO,0,0,0
U503,2015-05-23T00:00:00Z,D10,SO,0,0,0
U513,2015-05-23T00:00:00Z,D10,SO,0,0,0
U504,2015-05-23T00:00:00Z,D10,SO,0,2,2
U113,2015-05-23T00:00:00Z,J03,SO,0,2,2
U104,2015-05-23T00:00:00Z,J03,SO,0,2,2
U107,2015-05-23T00:00:00Z,J03,SO,0,2,2
U112,2015-05-23T00:00:00Z,J03,SO,0,0,0
U117,2015-05-23T00:00:00Z,J03,SO,0,0,0
U116,2015-05-23T00:00:00Z,J03,SO,1,1,2
U109,2015-05-23T00:00:00Z,J03,SO,0,1,1
U81,2015-05-23T00:00:00Z,J03,SO,0,2,2
U78,2015-05-23T00:00:00Z,J03,SO,0,0,0
U86,2015-05-23T00:00:00Z,J03,SO,1,0,1
U69,2015-05-23T00:00:00Z,J03,SO,0,0,0
U114,2015-05-23T00:00:00Z,J03,SO,0,0,0
U57,2015-05-23T00:00:00Z,J03,SO,0,1,1
U102,2015-05-23T00:00:00Z,J03,SO,0,1,1
U82,2015-05-23T00:00:00Z,J03,SO,0,2,2
U101,2015-05-23T00:00:00Z,J03,SO,0,1,1
U84,2015-05-23T00:00:00Z,J03,SO,0,0,0
U60,2015-05-23T00:00:00Z,J03,SO,0,3,3
U98,2015-05-23T00:00:00Z,J03,SO,0,0,0
U20,2015-05-23T00:00:00Z,J03,SO,0,2,2
U76,2015-05-23T00:00:00Z,J03,SO,0,0,0
U88,2015-05-23T00:00:00Z,J03,SO,0,1,1
U97,2015-05-23T00:00:00Z,J03,SO,0,3,3
U90,2015-05-23T00:00:00Z,J03,SO,0,0,0
U124,2015-05-23T00:00:00Z,J03,SO,0,0,0
U105,2015-05-23T00:00:00Z,J03,SO,0,0,0
U123,2015-05-23T00:00:00Z,J03,SO,0,1,1
U118,2015-05-23T00:00:00Z,J03,SO,0,0,0
U108,2015-05-23T00:00:00Z,J03,SO,0,2,2
U144,2015-05-23T00:00:00Z,J09,SO,0,1,1
U125,2015-05-23T00:00:00Z,J09,SO,0,0,0
U152,2015-05-23T00:00:00Z,J09,SO,0,1,1
U142,2015-05-23T00:00:00Z,J09,SO,0,0,0
U100,2015-05-23T00:00:00Z,J09,SO,0,4,4
U119,2015-05-23T00:00:00Z,J09,SO,0,2,2
U141,2015-05-23T00:00:00Z,J09,SO,0,1,1
U164,2015-05-23T00:00:00Z,J09,SO,0,2,2
U61,2015-05-23T00:00:00Z,J09,SO,1,2,3
U52,2015-05-23T00:00:00Z,J09,SO,2,0,2
U53,2015-05-23T00:00:00Z,J09,SO,1,0,1
U153,2015-05-23T00:00:00Z,J09,SO,0,0,0
U72,2015-05-23T00:00:00Z,J09,SO,0,1,1
U163,2015-05-23T00:00:00Z,J09,SO,0,0,0
U49,2015-05-23T00:00:00Z,J09,SO,2,0,2
U62,2015-05-23T00:00:00Z,J09,SO,2,1,3
U71,2015-05-23T00:00:00Z,J09,SO,1,3,4
U181,2015-05-23T00:00:00Z,J09,SO,0,2,2
U50,2015-05-23T00:00:00Z,J09,SO,4,0,4
U73,2015-05-23T00:00:00Z,J09,SO,2,1,3
U54,2015-05-23T00:00:00Z,J09,SO,1,0,1
U63,2015-05-23T00:00:00Z,J09,SO,2,0,2
U145,2015-05-23T00:00:00Z,J09,SO,0,0,0
U140,2015-05-23T00:00:00Z,J09,SO,0,0,0
U155,2015-05-23T00:00:00Z,J09,SO,0,2,2
U120,2015-05-23T00:00:00Z,J09,SO,0,0,0
U151,2015-05-23T00:00:00Z,J09,SO,0,0,0
U154,2015-05-23T00:00:00Z,J09,SO,0,0,0
U143,2015-05-23T00:00:00Z,J09,SO,0,0,0
U146,2015-05-23T00:00:00Z,J09,SO,0,2,2
U174,2015-05-23T00:00:00Z,J10,SO,0,0,0
U182,2015-05-23T00:00:00Z,J10,SO,0,1,1
U175,2015-05-23T00:00:00Z,J10,SO,0,0,0
U185,2015-05-23T00:00:00Z,J10,SO,0,1,1
U168,2015-05-23T00:00:00Z,J10,SO,0,1,1
U165,2015-05-23T00:00:00Z,J10,SO,0,0,0
U186,2015-05-23T00:00:00Z,J10,SO,0,2,2
U19,2015-05-23T00:00:00Z,J10,SO,0,0,0
U37,2015-05-23T00:00:00Z,J10,SO,0,0,0
U28,2015-05-23T00:00:00Z,J10,SO,1,0,1
U184,2015-05-23T00:00:00Z,J10,SO,0,0,0
U45,2015-05-23T00:00:00Z,J10,SO,0,0,0
U51,2015-05-23T00:00:00Z,J10,SO,0,0,0
