survey_date,site_id,gather_lat,gather_long,ysi_unit_sn,sampling_bout,collected,quality_log,temperature_0m,temperature_1m,salinity_0m,salinity_1m
2015-05-15T00:00:00Z,D05,NA,NA,15B102233,1,2015-05-15 09:50:00 PDT,"In field site location not stored. Site location: 50*09.685' N 124*53.049' W 
Note: degree symbol not available on iPad thus a * was used in place.
2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",14.8,14.8,26.3,26.3
2015-05-18T00:00:00Z,D05,50.165602,-124.888847,15B102233,1,2015-05-18 13:30:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,17,16.3,26.2,26.2
2015-05-16T00:00:00Z,D06,50.080411,-125.246751,15B102233,1,2015-05-16 10:00:00 PDT,"""Lab procedures"" are completed on boat. We don't really process anything in the lab because our samples are entirely put into one pet jar with formalin while we are on the water.
2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",10.6,10.6,28.7,28.8
2015-05-30T00:00:00Z,D06,NA,NA,15B102233,1,2015-05-30 12:19:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,11.2,11.1,28.7,28.8
2015-06-04T00:00:00Z,D06,50.079861,-125.248441,15B102233,1,2015-06-04 13:32:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,12.4,12.1,28.1,28.2
2015-06-19T00:00:00Z,D06,50.098945,-125.271514,15B102233,1,2015-06-19 12:16:00 PDT,Secchi 9.4 m,10.3,NA,28.1,NA
2015-06-19T00:00:00Z,D06,50.098945,-125.271514,15B102233,1,2015-06-19 12:20:00 PDT,Secchi 9.4 m,NA,10.8,NA,29.2
2015-06-23T00:00:00Z,D06,50.102543,-125.276026,15B102233,1,2015-06-23 10:38:00 PDT,Secchi 13.7 m,11.2,NA,28.9,NA
2015-06-23T00:00:00Z,D06,50.102543,-125.276026,15B102233,1,2015-06-23 10:39:00 PDT,Secchi 13.7 m,NA,11.1,NA,29
2015-05-16T00:00:00Z,D07,50.164098,-125.160295,15B102233,1,2015-05-16 14:30:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,14.4,13.8,27.4,27.3
2015-05-21T00:00:00Z,D07,50.182128,-125.14991,15B102233,1,2015-05-21 15:00:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,15.7,15.6,27.8,27.8
2015-06-05T00:00:00Z,D07,NA,NA,15B102233,1,2015-06-05 16:00:00 PDT,"Set location: 50.191118 N -125.142016W
2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",18.4,18,25.4,25.4
2015-06-07T00:00:00Z,D07,NA,NA,15B102233,1,2015-06-07 16:13:00 PDT,"Set location: 50.191495 N -125.142919
2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",16.8,16.5,26.6,26.8
2015-06-09T00:00:00Z,D07,50.190378,-125.143752,15B102233,1,2015-06-09 15:22:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,11.8,11.7,28.6,28.6
2015-06-11T00:00:00Z,D07,NA,NA,14E100030,1,2015-06-11 13:46:00 PDT,Lat: 50.190169 N Lon: -125.144372 W,11.6,11.4,28.7,28.7
2015-06-13T00:00:00Z,D07,50.190513,-125.144402,15B102233,1,2015-06-13 16:36:00 PDT,NA,12.5,11.9,28.9,28.8
2016-05-09T00:00:00Z,D07,NA,NA,15B102233,1,2016-05-09 11:26:00 PDT,YSI time estimated 15 min after time of set (no fish caught) (no data recorded). Added 2018-07-18 JG,10.7,10.6,28.5,28.6
2016-05-14T00:00:00Z,D07,50.190767,-125.138117,15B102233,1,2016-05-14 06:32:10 PDT,NA,15.9,14.4,26.5,26.9
2016-05-19T00:00:00Z,D07,NA,NA,15B102233,1,2016-05-19 16:02:40 PDT,NA,13.5,13.3,26.8,27.3
2016-05-26T00:00:00Z,D07,NA,NA,15B102233,1,2016-05-26 13:30:35 PDT,NA,12.8,12.6,27.7,27.7
2016-06-03T00:00:00Z,D07,50.191031,-125.143562,15B102233,1,2016-06-03 14:44:00 PDT,NA,15.7,15.7,25.7,25.8
2016-06-09T00:00:00Z,D07,50.190158,-125.141027,15B102233,1,2016-06-09 09:40:00 PDT,NA,14.6,14.5,26.2,26.3
2016-06-16T00:00:00Z,D07,NA,NA,15C100324,1,2016-06-16 14:22:00 PDT,NA,17.4,16.9,24.9,25
2016-06-23T00:00:00Z,D07,NA,NA,15B102233,1,2016-06-23 06:37:00 PDT,NA,16.4,16.4,25.4,25.5
2016-06-28T00:00:00Z,D07,50.190453,-125.143332,15B102233,1,2016-06-28 09:30:00 PDT,NA,17.8,17.8,24.5,24.5
2016-07-05T00:00:00Z,D07,50.190636,-125.142841,15B102233,2,2016-07-05 10:37:00 PDT,NA,15.4,15.4,26.5,26.6
2018-05-14T00:00:00Z,D07,50.19038837,-125.1395819,15B102233,1,2018-05-14 09:56:00 PDT,NA,14.5,14.4,27,27.1
2020-06-01T00:00:00Z,D07,50.18950631,-125.1441655,15B102233,1,2020-06-01 13:39:00 PDT,NA,13.5,13.3,24.8,24.9
2015-05-19T00:00:00Z,D08,50.343363,-125.087456,15B102233,1,2015-05-19 12:30:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,14,13.4,24.1,24.6
2015-05-23T00:00:00Z,D08,50.319131,-125.041877,15B102233,1,2015-05-23 09:00:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,14.6,14.6,25.2,25.4
2015-05-25T00:00:00Z,D08,50.315295,-125.051856,15B102233,1,2015-05-25 09:35:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,15.2,15.2,26,26
2015-05-31T00:00:00Z,D08,NA,NA,15B102233,1,2015-05-31 08:25:00 PDT,"Still experiencing issues with flow meter: appears to be getting jammed and not spinning the entire time. Numbers for flow out may be affected.
2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",17.7,17.9,23.3,23.5
2015-06-04T00:00:00Z,D08,50.31925,-125.042243,15B102233,1,2015-06-04 08:23:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,16.8,16.7,19,19.5
2015-06-17T00:00:00Z,D08,50.321539,-125.039238,15B102233,1,2015-06-17 13:02:00 PDT,NA,17,NA,23.1,NA
2015-06-17T00:00:00Z,D08,50.321539,-125.039238,15B102233,1,2015-06-17 13:03:00 PDT,NA,NA,16.4,NA,23.6
2016-05-09T00:00:00Z,D08,NA,NA,15B102233,1,2016-05-09 08:25:00 PDT,NA,NA,10,NA,27.6
2016-05-09T00:00:00Z,D08,NA,NA,15B102233,1,2016-05-09 08:26:00 PDT,NA,10,NA,27.6,NA
2016-05-14T00:00:00Z,D08,NA,NA,15B102233,1,2016-05-14 11:33:44 PDT,NA,16,15.3,17,19.2
2016-05-19T00:00:00Z,D08,50.320046,-125.042046,15B102233,1,2016-05-19 09:30:12 PDT,NA,15.8,15.7,19.7,20
2016-05-26T00:00:00Z,D08,50.317416,-125.051234,15B102233,1,2016-05-26 08:25:00 PDT,NA,14.6,14.5,25.1,25.3
2016-06-03T00:00:00Z,D08,50.319921,-125.042313,15B102233,1,2016-06-03 07:16:00 PDT,NA,16.2,15.7,16.9,19.2
2016-06-09T00:00:00Z,D08,50.317402,-125.04576,15B102233,1,2016-06-09 06:28:00 PDT,NA,15.1,15.1,25.3,25.3
2016-06-16T00:00:00Z,D08,50.318892,-125.044424,15C100324,1,2016-06-16 07:43:00 PDT,NA,15.4,15.6,14.1,21.7
2016-06-23T00:00:00Z,D08,50.319523,-125.041937,15B102233,1,2016-06-23 08:46:00 PDT,NA,16.9,17,19.1,19.6
2016-06-28T00:00:00Z,D08,50.31774,-125.045328,15B102233,1,2016-06-28 08:15:00 PDT,NA,18.7,18.6,17.5,18.4
2016-07-05T00:00:00Z,D08,NA,NA,15B102233,1,2016-07-05 07:18:00 PDT,NA,16.3,16.4,23.5,23.7
2017-05-11T00:00:00Z,D08,50.31798138,-125.0435965,15B102233,2,2017-05-11 12:37:00 PDT,NA,12.5,NA,17.5,NA
2017-05-11T00:00:00Z,D08,50.31798138,-125.0435965,15B102233,2,2017-05-11 12:38:00 PDT,NA,NA,12.3,NA,21
2017-05-17T00:00:00Z,D08,50.31976563,-125.0412143,15B102233,1,2017-05-17 07:40:00 PDT,NA,12.9,12.8,19.3,22.8
2017-05-26T00:00:00Z,D08,50.31936057,-125.0406286,15B102233,1,2017-05-26 07:46:33 PDT,NA,13.4,13.7,22,23
2017-05-31T00:00:00Z,D08,50.31956727,-125.0411365,15B102233,1,2017-05-31 10:33:12 PDT,NA,14.8,14.8,20.5,20.5
2017-06-01T00:00:00Z,D08,50.31976762,-125.0401436,15B102233,1,2017-06-01 08:27:34 PDT,NA,14.9,14.9,19.7,20.2
2017-06-09T00:00:00Z,D08,50.31836061,-125.0414036,15B102233,1,2017-06-09 09:25:38 PDT,NA,15.5,15.5,13.5,13.6
2017-06-14T00:00:00Z,D08,50.31775016,-125.0423266,15B102233,1,2017-06-14 11:38:26 PDT,NA,15.8,16,20,20.2
2017-06-21T00:00:00Z,D08,50.31992426,-125.0411054,15B102233,1,2017-06-21 10:09:57 PDT,NA,15.3,15.2,17.4,20.5
2017-07-06T00:00:00Z,D08,50.31984638,-125.0400481,15B102233,1,2017-07-06 10:29:35 PDT,NA,19.1,18.8,13.8,18.8
2018-05-01T00:00:00Z,D08,50.318667,-125.0407388,15B102233,1,2018-05-01 14:02:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),11.7,10.5,26.2,27.4
2018-05-11T00:00:00Z,D08,50.31973271,-125.0406061,15B102233,1,2018-05-11 11:08:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),15.5,15,17.2,18.2
2018-05-17T00:00:00Z,D08,50.31935539,-125.0401972,15B102233,1,2018-05-17 12:07:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),17.1,16.8,15.5,16.3
2018-05-24T00:00:00Z,D08,50.32005126,-125.0406399,15B102233,1,2018-05-24 09:38:00 PDT,NA,17.1,16.9,13.9,19.4
2015-05-20T00:00:00Z,D09,50.30708,-125.332161,15B102233,1,2015-05-20 10:00:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,11,10.8,28.7,28.7
2015-05-24T00:00:00Z,D09,NA,NA,15B102233,1,2015-05-24 14:10:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,11.1,11.1,29.2,29.2
2015-05-26T00:00:00Z,D09,50.307077,-125.328446,15B102233,1,2015-05-26 14:29:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,11.5,11.4,28.9,29
2015-05-28T00:00:00Z,D09,50.308774,-125.322583,15B102233,1,2015-05-28 13:10:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,12.6,11.7,28.7,28.8
2015-06-01T00:00:00Z,D09,50.304363,-125.330586,15B102233,1,2015-06-01 14:53:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,11.7,11.3,28.6,28.8
2015-06-03T00:00:00Z,D09,50.307658000000004,-125.330166,15B102233,1,2015-06-03 15:11:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,11.8,11.6,28.6,28.7
2015-06-05T00:00:00Z,D09,NA,NA,15B102233,1,2015-06-05 12:59:00 PDT,"Set location: 50.307710 N -125.328693
2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",11.9,11.7,28.4,28.4
2015-06-07T00:00:00Z,D09,50.308038,-125.326978,15B102233,1,2015-06-07 12:51:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,11.7,11.7,28.5,28.6
2015-06-09T00:00:00Z,D09,NA,NA,15B102233,1,2015-06-09 08:34:00 PDT,"50.307340 N125.335137 W
2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",11.4,11.4,28.7,28.8
2015-06-11T00:00:00Z,D09,50.307966,-125.329556,14E100030,1,2015-06-11 08:50:00 PDT,"Changed Temperature from 11.3 (2018-07-16 JG)
2: Experiencing problems with location device: it records the location in the field, but for some reason when we re-open the form at the lab after we return, the location has disappeared. We are recording location on our data sheets so until this problem is resolved with IT, we will record location in the notes. Lat: 50.308055 N Lon: -125.330329 W",11.6,NA,28.8,NA
2015-06-11T00:00:00Z,D09,50.307966,-125.329556,14E100030,1,2015-06-11 11:01:00 PDT,"Experiencing problems with location device: it records the location in the field, but for some reason when we re-open the form at the lab after we return, the location has disappeared. We are recording location on our data sheets so until this problem is resolved with IT, we will record location in the notes. Lat: 50.308055 N Lon: -125.330329 W",NA,11.5,NA,28.8
2015-06-14T00:00:00Z,D09,50.307834,-125.330049,15B102233,1,2015-06-14 10:05:00 PDT,Secchi = 13.2m,11.4,11.3,28.9,28.9
2015-06-18T00:00:00Z,D09,NA,NA,15B102233,1,2015-06-18 12:54:00 PDT,"Lat 50.308190 Lon 125.326935
2: Secchi 11.4
3: Secchi 11.4
Lat 50.308190 Lon 125.326935",11.3,11.1,29.2,29.2
2015-06-20T00:00:00Z,D09,NA,NA,15B102233,1,2015-06-20 15:06:00 PDT,"Secchi 10.4 m
2: Secchi 10.4 m
Set location: 50.305973 N -125.335880W
3: Set location: 50.305973 N -125.335880W",11.5,11.4,29.3,29.3
2015-06-22T00:00:00Z,D09,50.307484,-125.330714,15B102233,1,2015-06-22 14:54:00 PDT,NA,11.8,NA,28.9,NA
2015-06-22T00:00:00Z,D09,50.307484,-125.330714,15B102233,1,2015-06-22 14:55:00 PDT,NA,NA,11.4,NA,28.9
2015-06-24T00:00:00Z,D09,50.307106,-125.325928,15B102233,1,2015-06-24 12:30:00 PDT,Secchi 12.2,11.7,11.6,28.9,28.9
2015-06-27T00:00:00Z,D09,50.306852,-125.334925,15B102233,1,2015-06-27 11:15:00 PDT,Secchi 15.4 m,12.7,12.1,28.4,28.4
2015-06-29T00:00:00Z,D09,50.307196,-125.333301,15B102233,1,2015-06-29 13:07:00 PDT,Secchi 10.5 m,12.4,12.1,28.6,28.5
2015-07-02T00:00:00Z,D09,50.304319,-125.338056,15B102233,1,2015-07-02 12:07:00 PDT,"Changed Temperature from 12 (2018-07-16 JG)
2: Secchi 12.9 m",12.1,NA,32.1,NA
2015-07-02T00:00:00Z,D09,50.304319,-125.338056,15B102233,1,2015-07-02 12:12:00 PDT,Secchi 12.9 m,NA,11.9,NA,32.2
2015-07-06T00:00:00Z,D09,50.306303,-125.316594,15B102233,1,2015-07-06 07:53:00 PDT,Secchi 11.3 m,11.4,11.4,29.1,29.1
2015-07-07T00:00:00Z,D09,50.308225,-125.329748,15B102233,1,2015-07-07 15:58:00 PDT,Secchi 11.4 m,12.6,NA,29.2,NA
2015-07-07T00:00:00Z,D09,50.308225,-125.329748,15B102233,1,2015-07-07 15:59:00 PDT,Secchi 11.4 m,NA,12.2,NA,29.2
2015-07-14T00:00:00Z,D09,50.30711,-125.332922,15B102233,1,2015-07-14 08:50:00 PDT,Secchi 10.0 m,12,12,28.7,28.8
2016-05-07T00:00:00Z,D09,NA,NA,15B102233,1,2016-05-07 13:19:00 PDT,YSI time estimated 15 min after time of set (no fish caught) (no data recorded). Added 2018-07-18 JG,10.7,10.5,28.7,28.7
2016-05-15T00:00:00Z,D09,50.287179,-125.33416,15B102233,1,2016-05-15 08:42:00 PDT,NA,10.4,10.4,28.1,28.4
2016-05-23T00:00:00Z,D09,50.308705,-125.324893,15B102233,1,2016-05-23 08:26:00 PDT,NA,11,11,28.2,28.2
2016-05-27T00:00:00Z,D09,50.30527,-125.332434,15B102233,1,2016-05-27 14:30:43 PDT,NA,11.3,11.2,28.1,28.2
2016-06-01T00:00:00Z,D09,NA,NA,15B102233,1,2016-06-01 09:46:00 PDT,NA,11.5,11.2,28.2,28.4
2016-06-07T00:00:00Z,D09,NA,NA,15B102233,1,2016-06-07 07:05:00 PDT,NA,11.4,11.4,28.7,28.8
2016-06-14T00:00:00Z,D09,50.307131,-125.332424,15B102233,1,2016-06-14 16:17:00 PDT,NA,12.1,12.1,28.4,28.5
2016-06-21T00:00:00Z,D09,50.306633,-125.331092,15B102233,2,2016-06-21 07:33:00 PDT,NA,11.6,11.5,28.4,28.5
2016-06-29T00:00:00Z,D09,50.307068,-125.329361,15B102233,1,2016-06-29 08:38:00 PDT,NA,11.9,11.8,28.5,28.5
2016-07-06T00:00:00Z,D09,50.306835,-125.334077,15B102233,1,2016-07-06 11:56:00 PDT,NA,12,11.8,28.6,28.6
2017-05-16T00:00:00Z,D09,50.30598214,-125.3328404,15B102233,1,2017-05-16 08:42:00 PDT,NA,9.5,9.7,27.6,28.2
2017-05-19T00:00:00Z,D09,50.30746604,-125.3297174,15B102233,2,2017-05-19 09:51:58 PDT,NA,10.4,10.2,28.2,28.2
2017-05-25T00:00:00Z,D09,50.3075101,-125.3196861,15B102233,1,2017-05-25 08:07:00 PDT,NA,10,10,28.2,28.2
2017-05-29T00:00:00Z,D09,50.30636774,-125.3298566,15B102233,1,2017-05-29 13:14:35 PDT,NA,10.9,10.6,28.3,28.4
2017-06-07T00:00:00Z,D09,50.30694041,-125.3299704,15B102233,1,2017-06-07 10:21:10 PDT,NA,11.6,11.3,27.4,27.4
2017-06-12T00:00:00Z,D09,50.30650945,-125.3288974,15B102233,1,2017-06-12 12:02:04 PDT,NA,11.3,11.3,27.7,27.7
2017-06-20T00:00:00Z,D09,50.3075493,-125.3299937,15B102233,1,2017-06-20 09:04:17 PDT,NA,11.5,11.5,27.4,27.4
2017-06-26T00:00:00Z,D09,50.30626284,-125.3311263,15B102233,1,2017-06-26 07:43:57 PDT,NA,10.8,10.8,28.3,28.3
2017-06-29T00:00:00Z,D09,50.29712418,-125.340398,15B102233,1,2017-06-29 05:20:02 PDT,NA,10.7,10.7,28.4,28.5
2017-06-29T00:00:00Z,D09,50.309688800000004,-125.3213712,15B102233,2,2017-06-29 08:05:00 PDT,NA,10.5,10.5,28.5,28.5
2017-06-29T00:00:00Z,D09,50.30955096,-125.3066342,15B102233,3,2017-06-29 11:23:37 PDT,NA,12,11.9,28.4,28.5
2017-06-29T00:00:00Z,D09,50.3095439,-125.3066304,15B102233,4,2017-06-29 12:00:35 PDT,NA,11.5,11.4,28.2,28.3
2017-06-29T00:00:00Z,D09,50.29855404,-125.3378304,15B102233,5,2017-06-29 14:54:58 PDT,NA,11.2,10.9,28.3,28.4
2017-06-30T00:00:00Z,D09,50.30650239,-125.3305996,15B102233,1,2017-06-30 14:49:03 PDT,NA,11.3,11.1,28.5,28.4
2017-06-30T00:00:00Z,D09,50.30819675,-125.3273584,15B102233,2,2017-06-30 16:32:11 PDT,NA,11.7,11.4,28.4,28.3
2017-06-30T00:00:00Z,D09,50.30811677,-125.3268965,15B102233,3,2017-06-30 20:12:15 PDT,NA,10.9,NA,28.3,NA
2017-07-05T00:00:00Z,D09,50.30614264,-125.3307708,15B102233,1,2017-07-05 10:10:13 PDT,NA,12.6,11.7,28.2,28.1
2017-07-10T00:00:00Z,D09,50.30704661,-125.3290145,15B102233,1,2017-07-10 10:45:53 PDT,NA,11.4,11.4,28.3,28.3
2018-05-09T00:00:00Z,D09,50.30730015,-125.3300131,15B102233,1,2018-05-09 08:05:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),10.2,10.1,29.1,29.1
2018-05-14T00:00:00Z,D09,50.3074697,-125.3300583,15B102233,2,2018-05-14 11:12:00 PDT,NA,10.6,10.4,29.3,29.4
2018-05-15T00:00:00Z,D09,50.30747871,-125.3299974,15B102233,1,2018-05-15 12:14:00 PDT,NA,10.7,10.5,30,29.9
2018-05-22T00:00:00Z,D09,50.30695997,-125.3299376,15B102233,1,2018-05-22 10:02:00 PDT,NA,11.2,10.7,29.1,29
2018-05-28T00:00:00Z,D09,50.30713603,-125.3297843,15B102233,1,2018-05-28 11:42:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),10.9,10.8,29.8,28.9
2018-06-04T00:00:00Z,D09,50.30722882,-125.3300985,15B102233,1,2018-06-04 11:00:00 PDT,NA,10.8,10.7,28.8,28.8
2018-06-11T00:00:00Z,D09,50.30718322,-125.3296384,15B102233,1,2018-06-11 13:13:00 PDT,NA,11.3,11.1,28.2,28.2
2018-06-18T00:00:00Z,D09,NA,NA,15B102233,1,2018-06-18 11:36:00 PDT,NA,11,10.8,28.7,28
2018-06-25T00:00:00Z,D09,50.29827407,-125.3419823,15B102233,1,2018-06-25 10:41:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",11.7,11.5,28.3,28.2
2018-06-25T00:00:00Z,D09,50.30697868,-125.3303622,15B102233,2,2018-06-25 11:15:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",11.8,11.5,27.9,28
2018-07-03T00:00:00Z,D09,50.30970615,-125.3245226,15B102233,1,2018-07-03 07:23:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",10.9,10.9,28.9,28.9
2018-07-03T00:00:00Z,D09,50.3073899,-125.3295385,15B102233,2,2018-07-03 08:16:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",10.9,10.9,29.1,29.1
2018-07-17T00:00:00Z,D09,50.30907267,-125.3230979,15B102233,1,2018-07-17 08:33:00 PDT,NA,10.9,10.9,28.9,28.9
2018-07-17T00:00:00Z,D09,50.30721496,-125.3299934,15B102233,2,2018-07-17 09:49:00 PDT,NA,11.1,11,28.7,28.5
2018-08-01T00:00:00Z,D09,NA,NA,15B102233,1,2018-08-01 09:03:00 PDT,Fish capture,11.4,11.2,29.1,29.1
2018-08-01T00:00:00Z,D09,50.30600161,-125.3303287,15B102233,2,2018-08-01 10:15:00 PDT,NA,11.3,11.3,29.1,29.1
2018-08-08T00:00:00Z,D09,50.30689346,-125.3297891,15B102233,2,2018-08-08 10:30:00 PDT,NA,13.1,12.5,28.5,28.5
2018-08-15T00:00:00Z,D09,50.30622798,-125.3309543,15B102233,1,2018-08-15 09:42:00 PDT,NA,11.9,11.7,29,28.9
2018-08-22T00:00:00Z,D09,50.30629085,-125.3293975,15B102233,1,2018-08-22 09:08:00 PDT,NA,11.2,11.2,29,29
2019-05-10T00:00:00Z,D09,50.307276,-125.329834,15B102233,1,2019-05-10 11:10:00 PDT,NA,10.3,9.9,30.3,30.1
2019-05-13T00:00:00Z,D09,50.307276,-125.329834,15B102233,1,2019-05-13 08:21:00 PDT,NA,9.8,9.8,30.1,30.2
2019-05-21T00:00:00Z,D09,50.31025,-125.320467,15B102233,1,2019-05-21 09:49:00 PDT,NA,10,10,30.1,30.1
2019-05-21T00:00:00Z,D09,50.31025,-125.320467,15B102233,2,2019-05-21 12:20:00 PDT,NA,10.2,10.1,30.1,30.1
2019-05-25T00:00:00Z,D09,50.305683,-125.3377,15B102233,1,2019-05-25 10:40:00 PDT,NA,10.3,10.3,29.3,29.4
2019-05-28T00:00:00Z,D09,50.30545,-125.33815,15B102233,1,2019-05-28 08:39:00 PDT,NA,10.5,10.5,29.7,29.7
2019-05-28T00:00:00Z,D09,50.30545,-125.33815,15B102233,2,2019-05-28 11:32:00 PDT,NA,10.9,10.7,29.8,29.6
2019-06-05T00:00:00Z,D09,50.3055,-125.3351,15B102233,1,2019-06-05 07:15:00 PDT,NA,10.5,10.5,29.8,29.8
2019-06-05T00:00:00Z,D09,50.3055,-125.3351,15B102233,2,2019-06-05 10:33:00 PDT,NA,10.6,10.6,29.3,29.7
2019-06-02T00:00:00Z,D09,50.308217,-125.327317,15B102233,1,2019-06-02 08:00:00 PDT,NA,10.5,10.5,30.1,30.1
2019-06-02T00:00:00Z,D09,50.308217,-125.327317,15B102233,2,2019-06-02 11:43:00 PDT,NA,11,10.9,30,30
2019-06-10T00:00:00Z,D09,50.306067,-125.330583,15B102233,1,2019-06-10 07:40:00 PDT,NA,10.8,10.7,29.2,29.2
