sample_id,sample_type,sample_subtype,ufn,sample_comments
S739CA1,carcass,whole,U739,NA
S740CA1,carcass,whole,U740,NA
S741CA1,carcass,whole,U741,NA
S742CA1,carcass,whole,U742,NA
S743CA1,carcass,whole,U743,NA
S744CA1,carcass,whole,U744,NA
S745CA1,carcass,whole,U745,NA
S746CA1,carcass,whole,U746,NA
S747CA1,carcass,whole,U747,NA
S748CA1,carcass,whole,U748,NA
S749CA1,carcass,whole,U749,NA
S750CA1,carcass,whole,U750,NA
S751CA1,carcass,whole,U751,NA
S752CA1,carcass,whole,U752,NA
S753CA1,carcass,whole,U753,NA
S754CA1,carcass,whole,U754,NA
S755CA1,carcass,whole,U755,NA
S756CA1,carcass,whole,U756,NA
S757CA1,carcass,whole,U757,NA
S758CA1,carcass,whole,U758,NA
S759CA1,carcass,whole,U759,NA
S760CA1,carcass,whole,U760,NA
S761CA1,carcass,whole,U761,NA
S762CA1,carcass,whole,U762,NA
S763CA1,carcass,whole,U763,NA
S764CA1,carcass,whole,U764,NA
S765CA1,carcass,whole,U765,NA
S766CA1,carcass,whole,U766,NA
S767CA1,carcass,whole,U767,NA
S768CA1,carcass,whole,U768,NA
S769CA1,carcass,whole,U769,NA
S770CA1,carcass,whole,U770,NA
S771CA1,carcass,whole,U771,NA
S772CA1,carcass,whole,U772,NA
S773CA1,carcass,whole,U773,NA
S774CA1,carcass,whole,U774,NA
S775CA1,carcass,whole,U775,NA
S776CA1,carcass,whole,U776,NA
S777CA1,carcass,whole,U777,NA
S778CA1,carcass,whole,U778,NA
S779CA1,carcass,whole,U779,NA
S780CA1,carcass,whole,U780,NA
S781CA1,carcass,whole,U781,NA
S782CA1,carcass,whole,U782,NA
S783CA1,carcass,whole,U783,NA
S784CA1,carcass,whole,U784,NA
S785CA1,carcass,whole,U785,NA
S786CA1,carcass,whole,U786,NA
S787CA1,carcass,whole,U787,NA
S788CA1,carcass,whole,U788,NA
S789CA1,carcass,whole,U789,NA
S790CA1,carcass,whole,U790,NA
S791CA1,carcass,whole,U791,NA
S792CA1,carcass,whole,U792,NA
S793CA1,carcass,whole,U793,NA
S794CA1,carcass,whole,U794,NA
S795CA1,carcass,whole,U795,NA
S796CA1,carcass,whole,U796,NA
S797CA1,carcass,whole,U797,NA
S798CA1,carcass,whole,U798,NA
S799CA1,carcass,whole,U799,NA
S800CA1,carcass,whole,U800,NA
S801CA1,carcass,whole,U801,NA
S802CA1,carcass,whole,U802,NA
S803CA1,carcass,whole,U803,NA
S804CA1,carcass,whole,U804,NA
S805CA1,carcass,whole,U805,NA
S806CA1,carcass,whole,U806,NA
S807CA1,carcass,whole,U807,NA
S808CA1,carcass,whole,U808,NA
S809CA1,carcass,whole,U809,NA
S810CA1,carcass,whole,U810,NA
S811CA1,carcass,whole,U811,NA
S812CA1,carcass,whole,U812,NA
S813CA1,carcass,whole,U813,NA
S814CA1,carcass,whole,U814,NA
S815CA1,carcass,whole,U815,NA
S816CA1,carcass,whole,U816,NA
S817CA1,carcass,whole,U817,NA
S818CA1,carcass,whole,U818,NA
S819CA1,carcass,whole,U819,NA
S820CA1,carcass,whole,U820,NA
S821CA1,carcass,whole,U821,NA
S822CA1,carcass,whole,U822,NA
S823CA1,carcass,whole,U823,NA
S824CA1,carcass,whole,U824,NA
S825CA1,carcass,whole,U825,NA
S826CA1,carcass,whole,U826,NA
S827CA1,carcass,whole,U827,NA
S828CA1,carcass,whole,U828,NA
S829CA1,carcass,whole,U829,NA
S830CA1,carcass,whole,U830,NA
S831CA1,carcass,whole,U831,NA
S832CA1,carcass,whole,U832,NA
S833CA1,carcass,whole,U833,NA
S834CA1,carcass,whole,U834,NA
S835CA1,carcass,whole,U835,NA
S836CA1,carcass,whole,U836,NA
S837CA1,carcass,whole,U837,NA
S838CA1,carcass,whole,U838,NA
S839CA1,carcass,whole,U839,NA
S840CA1,carcass,whole,U840,NA
S841CA1,carcass,whole,U841,NA
S842CA1,carcass,whole,U842,NA
S843CA1,carcass,whole,U843,NA
S844CA1,carcass,whole,U844,NA
S845CA1,carcass,whole,U845,NA
S846CA1,carcass,whole,U846,NA
S847CA1,carcass,whole,U847,NA
S848CA1,carcass,whole,U848,NA
S849CA1,carcass,whole,U849,NA
S850CA1,carcass,whole,U850,NA
S851CA1,carcass,whole,U851,NA
S852CA1,carcass,whole,U852,NA
S853CA1,carcass,whole,U853,NA
S854CA1,carcass,whole,U854,NA
S855CA1,carcass,whole,U855,NA
S856CA1,carcass,whole,U856,NA
S857CA1,carcass,whole,U857,NA
S858CA1,carcass,whole,U858,NA
S859CA1,carcass,whole,U859,NA
S860CA1,carcass,whole,U860,NA
S861CA1,carcass,whole,U861,NA
S862CA1,carcass,whole,U862,NA
S863CA1,carcass,whole,U863,NA
S864CA1,carcass,whole,U864,NA
S865CA1,carcass,whole,U865,NA
S866CA1,carcass,whole,U866,NA
S867CA1,carcass,whole,U867,NA
S868CA1,carcass,whole,U868,NA
S869CA1,carcass,whole,U869,NA
S870CA1,carcass,whole,U870,NA
S871CA1,carcass,whole,U871,NA
S872CA1,carcass,whole,U872,NA
S873CA1,carcass,whole,U873,NA
S874CA1,carcass,whole,U874,NA
S875CA1,carcass,whole,U875,NA
S876CA1,carcass,whole,U876,NA
S877CA1,carcass,whole,U877,NA
S878CA1,carcass,whole,U878,NA
S879CA1,carcass,whole,U879,NA
S880CA1,carcass,whole,U880,NA
S881CA1,carcass,whole,U881,NA
S882CA1,carcass,whole,U882,NA
S883CA1,carcass,whole,U883,NA
S884CA1,carcass,whole,U884,NA
S885CA1,carcass,whole,U885,NA
S886CA1,carcass,whole,U886,NA
S887CA1,carcass,whole,U887,NA
S888CA1,carcass,whole,U888,NA
S889CA1,carcass,whole,U889,NA
S890CA1,carcass,whole,U890,NA
S891CA1,carcass,whole,U891,NA
S892CA1,carcass,whole,U892,NA
S893CA1,carcass,whole,U893,NA
S894CA1,carcass,whole,U894,NA
S895CA1,carcass,whole,U895,NA
S896CA1,carcass,whole,U896,NA
S897CA1,carcass,whole,U897,NA
S898CA1,carcass,whole,U898,NA
S899CA1,carcass,whole,U899,NA
S900CA1,carcass,whole,U900,NA
S901CA1,carcass,whole,U901,NA
S902CA1,carcass,whole,U902,NA
S903CA1,carcass,whole,U903,NA
S904CA1,carcass,whole,U904,NA
S905CA1,carcass,whole,U905,NA
S906CA1,carcass,whole,U906,NA
S907CA1,carcass,whole,U907,NA
S908CA1,carcass,whole,U908,NA
S909CA1,carcass,whole,U909,NA
S910CA1,carcass,whole,U910,NA
S911CA1,carcass,whole,U911,NA
S912CA1,carcass,whole,U912,NA
S913CA1,carcass,whole,U913,NA
S914CA1,carcass,whole,U914,NA
S915CA1,carcass,whole,U915,NA
S916CA1,carcass,whole,U916,NA
S917CA1,carcass,whole,U917,NA
S918CA1,carcass,whole,U918,NA
S919CA1,carcass,whole,U919,NA
S920CA1,carcass,whole,U920,NA
S921CA1,carcass,whole,U921,NA
S922CA1,carcass,whole,U922,NA
S923CA1,carcass,whole,U923,NA
S924CA1,carcass,whole,U924,NA
S925CA1,carcass,whole,U925,NA
S926CA1,carcass,whole,U926,NA
S927CA1,carcass,whole,U927,NA
S928CA1,carcass,whole,U928,NA
S929CA1,carcass,whole,U929,NA
S930CA1,carcass,whole,U930,NA
S931CA1,carcass,whole,U931,NA
S932CA1,carcass,whole,U932,NA
S933CA1,carcass,whole,U933,NA
S934CA1,carcass,whole,U934,NA
S935CA1,carcass,whole,U935,NA
S936CA1,carcass,whole,U936,NA
S939CA1,carcass,whole,U939,NA
S940CA1,carcass,whole,U940,NA
S941CA1,carcass,whole,U941,NA
S942CA1,carcass,whole,U942,NA
S943CA1,carcass,whole,U943,NA
S944CA1,carcass,whole,U944,NA
S945CA1,carcass,whole,U945,NA
S946CA1,carcass,whole,U946,NA
S947CA1,carcass,whole,U947,NA
S948CA1,carcass,whole,U948,NA
S949CA1,carcass,whole,U949,NA
S950CA1,carcass,whole,U950,NA
S951CA1,carcass,whole,U951,NA
S952CA1,carcass,whole,U952,NA
S953CA1,carcass,whole,U953,NA
S954CA1,carcass,whole,U954,NA
S955CA1,carcass,whole,U955,NA
S956CA1,carcass,whole,U956,NA
S957CA1,carcass,whole,U957,NA
S958CA1,carcass,whole,U958,NA
S959CA1,carcass,whole,U959,NA
S960CA1,carcass,whole,U960,NA
S961CA1,carcass,whole,U961,NA
S962CA1,carcass,whole,U962,NA
S963CA1,carcass,whole,U963,NA
S964CA1,carcass,whole,U964,NA
S965CA1,carcass,whole,U965,NA
S966CA1,carcass,whole,U966,NA
S967CA1,carcass,whole,U967,NA
S968CA1,carcass,whole,U968,NA
S969CA1,carcass,whole,U969,NA
S970CA1,carcass,whole,U970,NA
S971CA1,carcass,whole,U971,NA
S972CA1,carcass,whole,U972,NA
S973CA1,carcass,whole,U973,NA
S974CA1,carcass,whole,U974,NA
S975CA1,carcass,whole,U975,NA
S976CA1,carcass,whole,U976,NA
S977CA1,carcass,whole,U977,NA
S978CA1,carcass,whole,U978,NA
S979CA1,carcass,whole,U979,NA
S980CA1,carcass,whole,U980,NA
S981CA1,carcass,whole,U981,NA
S982CA1,carcass,whole,U982,NA
S983CA1,carcass,whole,U983,NA
S984CA1,carcass,whole,U984,NA
S985CA1,carcass,whole,U985,NA
S986CA1,carcass,whole,U986,NA
S987CA1,carcass,whole,U987,NA
S988CA1,carcass,whole,U988,NA
S989CA1,carcass,whole,U989,NA
S990CA1,carcass,whole,U990,NA
S991CA1,carcass,whole,U991,NA
S992CA1,carcass,whole,U992,NA
S993CA1,carcass,whole,U993,NA
S994CA1,carcass,whole,U994,NA
S995CA1,carcass,whole,U995,NA
S996CA1,carcass,whole,U996,NA
S997CA1,carcass,whole,U997,NA
S998CA1,carcass,whole,U998,NA
S999CA1,carcass,whole,U999,NA
S1000CA1,carcass,whole,U1000,NA
S1001CA1,carcass,whole,U1001,NA
S1002CA1,carcass,whole,U1002,NA
S1003CA1,carcass,whole,U1003,NA
S1004CA1,carcass,whole,U1004,NA
S1005CA1,carcass,whole,U1005,NA
S1006CA1,carcass,whole,U1006,NA
S1007CA1,carcass,whole,U1007,NA
S1008CA1,carcass,whole,U1008,NA
S1009CA1,carcass,whole,U1009,NA
S1010CA1,carcass,whole,U1010,NA
S1011CA1,carcass,whole,U1011,NA
S1012CA1,carcass,whole,U1012,NA
S1013CA1,carcass,whole,U1013,NA
S1014CA1,carcass,whole,U1014,NA
S1015CA1,carcass,whole,U1015,NA
S1016CA1,carcass,whole,U1016,NA
S1017CA1,carcass,whole,U1017,NA
S1018CA1,carcass,whole,U1018,NA
S1019CA1,carcass,whole,U1019,NA
S1020CA1,carcass,whole,U1020,NA
S1021CA1,carcass,whole,U1021,NA
S1022CA1,carcass,whole,U1022,NA
S1023CA1,carcass,whole,U1023,NA
S1024CA1,carcass,whole,U1024,NA
S1025CA1,carcass,whole,U1025,NA
S1026CA1,carcass,whole,U1026,NA
S1027CA1,carcass,whole,U1027,NA
S1028CA1,carcass,whole,U1028,NA
S1029CA1,carcass,whole,U1029,NA
S1030CA1,carcass,whole,U1030,NA
S1031CA1,carcass,whole,U1031,NA
S1032CA1,carcass,whole,U1032,NA
S1033CA1,carcass,whole,U1033,NA
S1034CA1,carcass,whole,U1034,NA
S1035CA1,carcass,whole,U1035,NA
S1036CA1,carcass,whole,U1036,NA
S1037CA1,carcass,whole,U1037,NA
S1038CA1,carcass,whole,U1038,NA
S1039CA1,carcass,whole,U1039,NA
S1040CA1,carcass,whole,U1040,NA
S1041CA1,carcass,whole,U1041,NA
S1042CA1,carcass,whole,U1042,NA
S1043CA1,carcass,whole,U1043,NA
S1044CA1,carcass,whole,U1044,NA
S1045CA1,carcass,whole,U1045,NA
S1046CA1,carcass,whole,U1046,NA
S1047CA1,carcass,whole,U1047,NA
S1048CA1,carcass,whole,U1048,NA
S1049CA1,carcass,whole,U1049,NA
S1050CA1,carcass,whole,U1050,NA
S1051CA1,carcass,whole,U1051,NA
S1052CA1,carcass,whole,U1052,NA
S1053CA1,carcass,whole,U1053,NA
S1054CA1,carcass,whole,U1054,NA
S1055CA1,carcass,whole,U1055,NA
S1056CA1,carcass,whole,U1056,NA
S1057CA1,carcass,whole,U1057,NA
S1058CA1,carcass,whole,U1058,NA
S1059CA1,carcass,whole,U1059,NA
S1060CA1,carcass,whole,U1060,NA
S1061CA1,carcass,whole,U1061,NA
S1062CA1,carcass,whole,U1062,NA
S1063CA1,carcass,whole,U1063,NA
S1064CA1,carcass,whole,U1064,NA
S1065CA1,carcass,whole,U1065,NA
S1066CA1,carcass,whole,U1066,NA
S1067CA1,carcass,whole,U1067,NA
S1068CA1,carcass,whole,U1068,NA
S1069CA1,carcass,whole,U1069,NA
S1070CA1,carcass,whole,U1070,NA
S1071CA1,carcass,whole,U1071,NA
S1072CA1,carcass,whole,U1072,NA
S1073CA1,carcass,whole,U1073,NA
S1074CA1,carcass,whole,U1074,NA
S1075CA1,carcass,whole,U1075,NA
S1076CA1,carcass,whole,U1076,NA
S1077CA1,carcass,whole,U1077,NA
S1078CA1,carcass,whole,U1078,NA
S1079CA1,carcass,whole,U1079,NA
S1080CA1,carcass,whole,U1080,NA
S1081CA1,carcass,whole,U1081,NA
S1082CA1,carcass,whole,U1082,NA
S1083CA1,carcass,whole,U1083,NA
S1084CA1,carcass,whole,U1084,NA
S1085CA1,carcass,whole,U1085,NA
S1086CA1,carcass,whole,U1086,NA
S1087CA1,carcass,whole,U1087,NA
S1088CA1,carcass,whole,U1088,NA
S1089CA1,carcass,whole,U1089,NA
S1090CA1,carcass,whole,U1090,NA
S1091CA1,carcass,whole,U1091,NA
S1092CA1,carcass,whole,U1092,NA
S1093CA1,carcass,whole,U1093,NA
S1094CA1,carcass,whole,U1094,NA
S1095CA1,carcass,whole,U1095,NA
S1096CA1,carcass,whole,U1096,NA
S1097CA1,carcass,whole,U1097,NA
S1098CA1,carcass,whole,U1098,NA
S1099CA1,carcass,whole,U1099,NA
S1100CA1,carcass,whole,U1100,NA
S1101CA1,carcass,whole,U1101,NA
S1102CA1,carcass,whole,U1102,NA
S1103CA1,carcass,whole,U1103,NA
S1104CA1,carcass,whole,U1104,NA
S1105CA1,carcass,whole,U1105,NA
S1106CA1,carcass,whole,U1106,NA
S1107CA1,carcass,whole,U1107,NA
S1108CA1,carcass,whole,U1108,NA
S1109CA1,carcass,whole,U1109,NA
S1110CA1,carcass,whole,U1110,NA
S1111CA1,carcass,whole,U1111,NA
S1112CA1,carcass,whole,U1112,NA
S1113CA1,carcass,whole,U1113,NA
S1114CA1,carcass,whole,U1114,NA
S1115CA1,carcass,whole,U1115,NA
S1116CA1,carcass,whole,U1116,NA
S1117CA1,carcass,whole,U1117,NA
S1118CA1,carcass,whole,U1118,NA
S1119CA1,carcass,whole,U1119,NA
S1120CA1,carcass,whole,U1120,NA
S1121CA1,carcass,whole,U1121,NA
S1122CA1,carcass,whole,U1122,NA
S1123CA1,carcass,whole,U1123,NA
S1124CA1,carcass,whole,U1124,NA
S1125CA1,carcass,whole,U1125,NA
S1126CA1,carcass,whole,U1126,NA
S1127CA1,carcass,whole,U1127,NA
S1128CA1,carcass,whole,U1128,NA
S1129CA1,carcass,whole,U1129,NA
S1130CA1,carcass,whole,U1130,NA
S1131CA1,carcass,whole,U1131,NA
S1132CA1,carcass,whole,U1132,NA
S1133CA1,carcass,whole,U1133,NA
S1134CA1,carcass,whole,U1134,NA
S1135CA1,carcass,whole,U1135,NA
S1136CA1,carcass,whole,U1136,NA
S1137CA1,carcass,whole,U1137,NA
S1138CA1,carcass,whole,U1138,NA
S1139CA1,carcass,whole,U1139,NA
S1140CA1,carcass,whole,U1140,NA
S1141CA1,carcass,whole,U1141,NA
S1142CA1,carcass,whole,U1142,NA
S1143CA1,carcass,whole,U1143,NA
S1144CA1,carcass,whole,U1144,NA
S1145CA1,carcass,whole,U1145,NA
S1146CA1,carcass,whole,U1146,NA
S1147CA1,carcass,whole,U1147,NA
S1148CA1,carcass,whole,U1148,NA
S1149CA1,carcass,whole,U1149,NA
S1150CA1,carcass,whole,U1150,NA
S1151CA1,carcass,whole,U1151,NA
S1152CA1,carcass,whole,U1152,NA
S1153CA1,carcass,whole,U1153,NA
S1154CA1,carcass,whole,U1154,NA
S1155CA1,carcass,whole,U1155,NA
S1156CA1,carcass,whole,U1156,NA
S1157CA1,carcass,whole,U1157,NA
S1158CA1,carcass,whole,U1158,NA
S1159CA1,carcass,whole,U1159,NA
S1160CA1,carcass,whole,U1160,NA
S1161CA1,carcass,whole,U1161,NA
S1162CA1,carcass,whole,U1162,NA
S1163CA1,carcass,whole,U1163,NA
S1164CA1,carcass,whole,U1164,NA
S1165CA1,carcass,whole,U1165,NA
S1166CA1,carcass,whole,U1166,NA
S1167CA1,carcass,whole,U1167,NA
S1168CA1,carcass,whole,U1168,NA
S1169CA1,carcass,whole,U1169,NA
S1170CA1,carcass,whole,U1170,NA
S1171CA1,carcass,whole,U1171,NA
S1172CA1,carcass,whole,U1172,NA
S1173CA1,carcass,whole,U1173,NA
S1174CA1,carcass,whole,U1174,NA
S1175CA1,carcass,whole,U1175,NA
S1176CA1,carcass,whole,U1176,NA
S1177CA1,carcass,whole,U1177,NA
S1178CA1,carcass,whole,U1178,NA
S1179CA1,carcass,whole,U1179,NA
S1180CA1,carcass,whole,U1180,NA
S1181CA1,carcass,whole,U1181,NA
S1182CA1,carcass,whole,U1182,NA
S1183CA1,carcass,whole,U1183,NA
S1184CA1,carcass,whole,U1184,NA
S1185CA1,carcass,whole,U1185,NA
S1186CA1,carcass,whole,U1186,NA
S1187CA1,carcass,whole,U1187,NA
S1188CA1,carcass,whole,U1188,NA
S1189CA1,carcass,whole,U1189,NA
S1190CA1,carcass,whole,U1190,NA
S1191CA1,carcass,whole,U1191,NA
S1192CA1,carcass,whole,U1192,NA
S1193CA1,carcass,whole,U1193,NA
S1194CA1,carcass,whole,U1194,NA
S1195CA1,carcass,whole,U1195,NA
S1196CA1,carcass,whole,U1196,NA
S1197CA1,carcass,whole,U1197,NA
S1198CA1,carcass,whole,U1198,NA
S1199CA1,carcass,whole,U1199,NA
S1200CA1,carcass,whole,U1200,NA
S1201CA1,carcass,whole,U1201,NA
S1202CA1,carcass,whole,U1202,NA
S1203CA1,carcass,whole,U1203,NA
S1204CA1,carcass,whole,U1204,NA
S1205CA1,carcass,whole,U1205,NA
S1206CA1,carcass,whole,U1206,NA
S1207CA1,carcass,whole,U1207,NA
S1208CA1,carcass,whole,U1208,NA
S1209CA1,carcass,whole,U1209,NA
S1210CA1,carcass,whole,U1210,NA
S1211CA1,carcass,whole,U1211,NA
S1212CA1,carcass,whole,U1212,NA
S1213CA1,carcass,whole,U1213,NA
S1214CA1,carcass,whole,U1214,NA
S1215CA1,carcass,whole,U1215,NA
S1216CA1,carcass,whole,U1216,NA
S1217CA1,carcass,whole,U1217,NA
S1218CA1,carcass,whole,U1218,NA
S1219CA1,carcass,whole,U1219,NA
S1220CA1,carcass,whole,U1220,NA
S1221CA1,carcass,whole,U1221,NA
S1222CA1,carcass,whole,U1222,NA
S1223CA1,carcass,whole,U1223,NA
S1224CA1,carcass,whole,U1224,NA
S1225CA1,carcass,whole,U1225,NA
S1226CA1,carcass,whole,U1226,NA
S1227CA1,carcass,whole,U1227,NA
S1228CA1,carcass,whole,U1228,NA
S1229CA1,carcass,whole,U1229,NA
S1230CA1,carcass,whole,U1230,NA
S1231CA1,carcass,whole,U1231,NA
S1232CA1,carcass,whole,U1232,NA
S1233CA1,carcass,whole,U1233,NA
S1234CA1,carcass,whole,U1234,NA
S1235CA1,carcass,whole,U1235,NA
S1236CA1,carcass,whole,U1236,NA
S1237CA1,carcass,whole,U1237,NA
S1238CA1,carcass,whole,U1238,NA
S1239CA1,carcass,whole,U1239,NA
S1240CA1,carcass,whole,U1240,NA
S1241CA1,carcass,whole,U1241,NA
S1242CA1,carcass,whole,U1242,NA
S1243CA1,carcass,whole,U1243,NA
S1244CA1,carcass,whole,U1244,NA
S1245CA1,carcass,whole,U1245,NA
S1246CA1,carcass,whole,U1246,NA
S1247CA1,carcass,whole,U1247,NA
S1248CA1,carcass,whole,U1248,NA
S1249CA1,carcass,whole,U1249,NA
S1250CA1,carcass,whole,U1250,NA
S1251CA1,carcass,whole,U1251,NA
S1252CA1,carcass,whole,U1252,NA
S1253CA1,carcass,whole,U1253,NA
S1254CA1,carcass,whole,U1254,NA
S1255CA1,carcass,whole,U1255,NA
S1256CA1,carcass,whole,U1256,NA
S1257CA1,carcass,whole,U1257,NA
S1258CA1,carcass,whole,U1258,NA
S1259CA1,carcass,whole,U1259,NA
S1260CA1,carcass,whole,U1260,NA
S1261CA1,carcass,whole,U1261,NA
S1262CA1,carcass,whole,U1262,NA
S1263CA1,carcass,whole,U1263,NA
S1264CA1,carcass,whole,U1264,NA
S1265CA1,carcass,whole,U1265,NA
S1266CA1,carcass,whole,U1266,NA
S1267CA1,carcass,whole,U1267,NA
S1268CA1,carcass,whole,U1268,NA
S1269CA1,carcass,whole,U1269,NA
S1270CA1,carcass,whole,U1270,NA
S1271CA1,carcass,whole,U1271,NA
S1272CA1,carcass,whole,U1272,NA
S1273CA1,carcass,whole,U1273,NA
S1274CA1,carcass,whole,U1274,NA
S1275CA1,carcass,whole,U1275,NA
S1276CA1,carcass,whole,U1276,NA
S1277CA1,carcass,whole,U1277,NA
S1278CA1,carcass,whole,U1278,NA
S1279CA1,carcass,whole,U1279,NA
S1280CA1,carcass,whole,U1280,NA
S1281CA1,carcass,whole,U1281,NA
S1282CA1,carcass,whole,U1282,NA
S1283CA1,carcass,whole,U1283,NA
S1284CA1,carcass,whole,U1284,NA
S1285CA1,carcass,whole,U1285,NA
S1286CA1,carcass,whole,U1286,NA
S1287CA1,carcass,whole,U1287,NA
S1288CA1,carcass,whole,U1288,NA
S1289CA1,carcass,whole,U1289,NA
S1290CA1,carcass,whole,U1290,NA
S1291CA1,carcass,whole,U1291,NA
S1292CA1,carcass,whole,U1292,NA
S1293CA1,carcass,whole,U1293,NA
S1294CA1,carcass,whole,U1294,NA
S1295CA1,carcass,whole,U1295,NA
S1296CA1,carcass,whole,U1296,NA
S1297CA1,carcass,whole,U1297,NA
S1298CA1,carcass,whole,U1298,NA
S1299CA1,carcass,whole,U1299,NA
S1300CA1,carcass,whole,U1300,NA
S1301CA1,carcass,whole,U1301,NA
S1302CA1,carcass,whole,U1302,NA
S1303CA1,carcass,whole,U1303,NA
S1304CA1,carcass,whole,U1304,NA
S1305CA1,carcass,whole,U1305,NA
S1306CA1,carcass,whole,U1306,NA
S1307CA1,carcass,whole,U1307,NA
S1308CA1,carcass,whole,U1308,NA
S1309CA1,carcass,whole,U1309,NA
S1310CA1,carcass,whole,U1310,NA
S1311CA1,carcass,whole,U1311,NA
S1312CA1,carcass,whole,U1312,NA
S1313CA1,carcass,whole,U1313,NA
S1314CA1,carcass,whole,U1314,NA
S1315CA1,carcass,whole,U1315,NA
S1316CA1,carcass,whole,U1316,NA
S1317CA1,carcass,whole,U1317,NA
S1318CA1,carcass,whole,U1318,NA
S1319CA1,carcass,whole,U1319,NA
S1320CA1,carcass,whole,U1320,NA
S1321CA1,carcass,whole,U1321,NA
S1322CA1,carcass,whole,U1322,NA
S1323CA1,carcass,whole,U1323,NA
S1324CA1,carcass,whole,U1324,NA
S1325CA1,carcass,whole,U1325,NA
S1326CA1,carcass,whole,U1326,NA
S1327CA1,carcass,whole,U1327,NA
S1328CA1,carcass,whole,U1328,NA
S1329CA1,carcass,whole,U1329,NA
S1330CA1,carcass,whole,U1330,NA
S1331CA1,carcass,whole,U1331,NA
S1332CA1,carcass,whole,U1332,NA
S1333CA1,carcass,whole,U1333,NA
S1334CA1,carcass,whole,U1334,NA
S1335CA1,carcass,whole,U1335,NA
S1336CA1,carcass,whole,U1336,NA
S1337CA1,carcass,whole,U1337,NA
S1338CA1,carcass,whole,U1338,NA
S1339CA1,carcass,whole,U1339,NA
S1340CA1,carcass,whole,U1340,NA
S1341CA1,carcass,whole,U1341,NA
S1342CA1,carcass,whole,U1342,NA
S1343CA1,carcass,whole,U1343,NA
S1345CA1,carcass,whole,U1345,NA
S1346CA1,carcass,whole,U1346,NA
S1347CA1,carcass,whole,U1347,NA
S1348CA1,carcass,whole,U1348,NA
S1349CA1,carcass,whole,U1349,NA
S1350CA1,carcass,whole,U1350,NA
S1351CA1,carcass,whole,U1351,NA
S1352CA1,carcass,whole,U1352,NA
S1353CA1,carcass,whole,U1353,NA
S1354CA1,carcass,whole,U1354,NA
S1355CA1,carcass,whole,U1355,NA
S1356CA1,carcass,whole,U1356,NA
S1357CA1,carcass,whole,U1357,NA
S1358CA1,carcass,whole,U1358,NA
S1360CA1,carcass,whole,U1360,NA
S1361CA1,carcass,whole,U1361,NA
S1362CA1,carcass,whole,U1362,NA
S1363CA1,carcass,whole,U1363,NA
S1364CA1,carcass,whole,U1364,NA
S1365CA1,carcass,whole,U1365,NA
S1366CA1,carcass,whole,U1366,NA
S1367CA1,carcass,whole,U1367,NA
S1368CA1,carcass,whole,U1368,NA
S1369CA1,carcass,whole,U1369,NA
S1370CA1,carcass,whole,U1370,NA
S1371CA1,carcass,whole,U1371,NA
S1372CA1,carcass,whole,U1372,NA
S1373CA1,carcass,whole,U1373,NA
S1374CA1,carcass,whole,U1374,NA
S1375CA1,carcass,whole,U1375,NA
S1376CA1,carcass,whole,U1376,NA
S1381CA1,carcass,whole,U1381,NA
S1382CA1,carcass,whole,U1382,NA
S1383CA1,carcass,whole,U1383,NA
S1384CA1,carcass,whole,U1384,NA
S1385CA1,carcass,whole,U1385,NA
S1386CA1,carcass,whole,U1386,NA
S1387CA1,carcass,whole,U1387,NA
S1388CA1,carcass,whole,U1388,NA
S1389CA1,carcass,whole,U1389,NA
S1390CA1,carcass,whole,U1390,NA
S1391CA1,carcass,whole,U1391,NA
S1392CA1,carcass,whole,U1392,NA
S1393CA1,carcass,whole,U1393,NA
S1394CA1,carcass,whole,U1394,NA
S1395CA1,carcass,whole,U1395,NA
S1396CA1,carcass,whole,U1396,NA
S1397CA1,carcass,whole,U1397,NA
S1398CA1,carcass,whole,U1398,NA
S1401CA1,carcass,whole,U1401,NA
S1402CA1,carcass,whole,U1402,NA
S1403CA1,carcass,whole,U1403,NA
S1404CA1,carcass,whole,U1404,NA
S1405CA1,carcass,whole,U1405,NA
S1406CA1,carcass,whole,U1406,NA
S1407CA1,carcass,whole,U1407,NA
S1408CA1,carcass,whole,U1408,NA
S1411CA1,carcass,whole,U1411,NA
S1412CA1,carcass,whole,U1412,NA
S1422CA1,carcass,whole,U1422,NA
S1423CA1,carcass,whole,U1423,NA
S1424CA1,carcass,whole,U1424,NA
S1425CA1,carcass,whole,U1425,NA
S1426CA1,carcass,whole,U1426,NA
S1427CA1,carcass,whole,U1427,NA
S1428CA1,carcass,whole,U1428,NA
S1429CA1,carcass,whole,U1429,NA
S1430CA1,carcass,whole,U1430,NA
S1431CA1,carcass,whole,U1431,NA
S1432CA1,carcass,whole,U1432,NA
S1433CA1,carcass,whole,U1433,NA
S1434CA1,carcass,whole,U1434,NA
S1435CA1,carcass,whole,U1435,NA
S1436CA1,carcass,whole,U1436,NA
S1437CA1,carcass,whole,U1437,NA
S1438CA1,carcass,whole,U1438,NA
S1439CA1,carcass,whole,U1439,NA
S1440CA1,carcass,whole,U1440,NA
S1441CA1,carcass,whole,U1441,NA
S1442CA1,carcass,whole,U1442,NA
S1443CA1,carcass,whole,U1443,NA
S1444CA1,carcass,whole,U1444,NA
S1445CA1,carcass,whole,U1445,NA
S1446CA1,carcass,whole,U1446,NA
S1447CA1,carcass,whole,U1447,NA
S1448CA1,carcass,whole,U1448,NA
S1449CA1,carcass,whole,U1449,NA
