sample_id,sample_type,sample_subtype,ufn,sample_comments
S3675CA1,carcass,whole,U3675,NA
S3676CA1,carcass,whole,U3676,NA
S3677CA1,carcass,whole,U3677,NA
S3678CA1,carcass,whole,U3678,NA
S3679CA1,carcass,whole,U3679,NA
S3680CA1,carcass,whole,U3680,NA
S3681CA1,carcass,whole,U3681,NA
S3682CA1,carcass,whole,U3682,NA
S3683CA1,carcass,whole,U3683,NA
S3684CA1,carcass,whole,U3684,NA
S3685CA1,carcass,whole,U3685,NA
S3686CA1,carcass,whole,U3686,NA
S3687CA1,carcass,whole,U3687,NA
S3688CA1,carcass,whole,U3688,NA
S3689CA1,carcass,whole,U3689,NA
S3690CA1,carcass,whole,U3690,NA
S3691CA1,carcass,whole,U3691,NA
S3692CA1,carcass,whole,U3692,NA
S3693CA1,carcass,whole,U3693,NA
S3694CA1,carcass,whole,U3694,NA
S3695CA1,carcass,whole,U3695,NA
S3696CA1,carcass,whole,U3696,NA
S3697CA1,carcass,whole,U3697,NA
S3698CA1,carcass,whole,U3698,NA
S3699CA1,carcass,whole,U3699,NA
S3700CA1,carcass,whole,U3700,NA
S3701CA1,carcass,whole,U3701,NA
S3702CA1,carcass,whole,U3702,NA
S3703CA1,carcass,whole,U3703,NA
S3704CA1,carcass,whole,U3704,NA
S3705CA1,carcass,whole,U3705,NA
S3706CA1,carcass,whole,U3706,NA
S3707CA1,carcass,whole,U3707,NA
S3708CA1,carcass,whole,U3708,NA
S3709CA1,carcass,whole,U3709,NA
S3710CA1,carcass,whole,U3710,NA
S3711CA1,carcass,whole,U3711,NA
S3712CA1,carcass,whole,U3712,NA
S3713CA1,carcass,whole,U3713,NA
S3714CA1,carcass,whole,U3714,NA
S3715CA1,carcass,whole,U3715,NA
S3716CA1,carcass,whole,U3716,NA
S3717CA1,carcass,whole,U3717,NA
S3718CA1,carcass,whole,U3718,NA
S3719CA1,carcass,whole,U3719,NA
S3720CA1,carcass,whole,U3720,NA
S3721CA1,carcass,whole,U3721,NA
S3722CA1,carcass,whole,U3722,NA
S3723CA1,carcass,whole,U3723,NA
S3724CA1,carcass,whole,U3724,NA
S3725CA1,carcass,whole,U3725,NA
S3726CA1,carcass,whole,U3726,NA
S3727CA1,carcass,whole,U3727,NA
S3728CA1,carcass,whole,U3728,NA
S3729CA1,carcass,whole,U3729,NA
S3730CA1,carcass,whole,U3730,NA
S3751CA1,carcass,whole,U3751,NA
S3752CA1,carcass,whole,U3752,NA
S3753CA1,carcass,whole,U3753,NA
S3754CA1,carcass,whole,U3754,NA
S3755CA1,carcass,whole,U3755,NA
S3756CA1,carcass,whole,U3756,NA
S3757CA1,carcass,whole,U3757,NA
S3758CA1,carcass,whole,U3758,NA
S3759CA1,carcass,whole,U3759,NA
S3760CA1,carcass,whole,U3760,NA
S3761CA1,carcass,whole,U3761,NA
S3762CA1,carcass,whole,U3762,NA
S3763CA1,carcass,whole,U3763,NA
S3764CA1,carcass,whole,U3764,NA
S3765CA1,carcass,whole,U3765,NA
S3766CA1,carcass,whole,U3766,NA
S3767CA1,carcass,whole,U3767,NA
S3768CA1,carcass,whole,U3768,NA
S3769CA1,carcass,whole,U3769,NA
S3770CA1,carcass,whole,U3770,NA
S3771CA1,carcass,whole,U3771,NA
S3772CA1,carcass,whole,U3772,NA
S3773CA1,carcass,whole,U3773,NA
S3774CA1,carcass,whole,U3774,NA
S3775CA1,carcass,whole,U3775,NA
S3776CA1,carcass,whole,U3776,NA
S3777CA1,carcass,whole,U3777,NA
S3778CA1,carcass,whole,U3778,NA
S3779CA1,carcass,whole,U3779,NA
S3780CA1,carcass,whole,U3780,NA
S3781CA1,carcass,whole,U3781,NA
S3782CA1,carcass,whole,U3782,NA
S3783CA1,carcass,whole,U3783,NA
S3784CA1,carcass,whole,U3784,NA
S3785CA1,carcass,whole,U3785,NA
S3786CA1,carcass,whole,U3786,NA
S3787CA1,carcass,whole,U3787,NA
S3788CA1,carcass,whole,U3788,NA
S3789CA1,carcass,whole,U3789,NA
S3790CA1,carcass,whole,U3790,NA
S3791CA1,carcass,whole,U3791,NA
S3792CA1,carcass,whole,U3792,NA
S3793CA1,carcass,whole,U3793,NA
S3794CA1,carcass,whole,U3794,NA
S3795CA1,carcass,whole,U3795,NA
S3796CA1,carcass,whole,U3796,NA
S3797CA1,carcass,whole,U3797,NA
S3798CA1,carcass,whole,U3798,NA
S3799CA1,carcass,whole,U3799,NA
S3800CA1,carcass,whole,U3800,NA
S3801CA1,carcass,whole,U3801,NA
S3802CA1,carcass,whole,U3802,NA
S3803CA1,carcass,whole,U3803,NA
S3804CA1,carcass,whole,U3804,NA
S3805CA1,carcass,whole,U3805,NA
S3806CA1,carcass,whole,U3806,NA
S3807CA1,carcass,whole,U3807,NA
S3808CA1,carcass,whole,U3808,NA
S3809CA1,carcass,whole,U3809,NA
S3810CA1,carcass,whole,U3810,NA
S3811CA1,carcass,whole,U3811,NA
S3812CA1,carcass,whole,U3812,NA
S3813CA1,carcass,whole,U3813,NA
S3814CA1,carcass,whole,U3814,NA
S3815CA1,carcass,whole,U3815,NA
S3816CA1,carcass,whole,U3816,NA
S3817CA1,carcass,whole,U3817,NA
S3818CA1,carcass,whole,U3818,NA
S3819CA1,carcass,whole,U3819,NA
S3820CA1,carcass,whole,U3820,NA
S3821CA1,carcass,whole,U3821,NA
S3822CA1,carcass,whole,U3822,NA
S3823CA1,carcass,whole,U3823,NA
S3824CA1,carcass,whole,U3824,NA
S3825CA1,carcass,whole,U3825,NA
S3826CA1,carcass,whole,U3826,NA
S3827CA1,carcass,whole,U3827,NA
S3828CA1,carcass,whole,U3828,NA
S3829CA1,carcass,whole,U3829,NA
S3830CA1,carcass,whole,U3830,NA
S3831CA1,carcass,whole,U3831,NA
S3832CA1,carcass,whole,U3832,NA
S3833CA1,carcass,whole,U3833,NA
S3834CA1,carcass,whole,U3834,NA
S3835CA1,carcass,whole,U3835,NA
S3836CA1,carcass,whole,U3836,NA
S3837CA1,carcass,whole,U3837,NA
S3838CA1,carcass,whole,U3838,NA
S3839CA1,carcass,whole,U3839,NA
S3840CA1,carcass,whole,U3840,NA
S3841CA1,carcass,whole,U3841,NA
S3842CA1,carcass,whole,U3842,NA
S3843CA1,carcass,whole,U3843,NA
S3844CA1,carcass,whole,U3844,NA
S3845CA1,carcass,whole,U3845,NA
S3846CA1,carcass,whole,U3846,Fish fell on lab stool
S3847CA1,carcass,whole,U3847,NA
S3848CA1,carcass,whole,U3848,NA
S3852CA1,carcass,whole,U3852,NA
S3853CA1,carcass,whole,U3853,NA
S3854CA1,carcass,whole,U3854,NA
S3855CA1,carcass,whole,U3855,NA
S3856CA1,carcass,whole,U3856,NA
S3857CA1,carcass,whole,U3857,NA
S3858CA1,carcass,whole,U3858,NA
S3859CA1,carcass,whole,U3859,NA
S3860CA1,carcass,whole,U3860,NA
S3861CA1,carcass,whole,U3861,Fish fell on floor
S3862CA1,carcass,whole,U3862,NA
S3863CA1,carcass,whole,U3863,NA
S3864CA1,carcass,whole,U3864,NA
S3865CA1,carcass,whole,U3865,NA
S3866CA1,carcass,whole,U3866,NA
S3867CA1,carcass,whole,U3867,NA
S3868CA1,carcass,whole,U3868,NA
S3869CA1,carcass,whole,U3869,NA
S3870CA1,carcass,whole,U3870,NA
S3871CA1,carcass,whole,U3871,NA
S3872CA1,carcass,whole,U3872,NA
S3873CA1,carcass,whole,U3873,NA
S3874CA1,carcass,whole,U3874,NA
S3875CA1,carcass,whole,U3875,NA
S3876CA1,carcass,whole,U3876,NA
S3877CA1,carcass,whole,U3877,NA
S3878CA1,carcass,whole,U3878,NA
S3879CA1,carcass,whole,U3879,NA
S3880CA1,carcass,whole,U3880,NA
S3881CA1,carcass,whole,U3881,NA
S3882CA1,carcass,whole,U3882,NA
S3883CA1,carcass,whole,U3883,Fish fell on floor
S3884CA1,carcass,whole,U3884,NA
S3885CA1,carcass,whole,U3885,NA
S3886CA1,carcass,whole,U3886,NA
S3887CA1,carcass,whole,U3887,Fish fell on floor
S3888CA1,carcass,whole,U3888,NA
S3889CA1,carcass,whole,U3889,NA
S3890CA1,carcass,whole,U3890,NA
S3891CA1,carcass,whole,U3891,NA
S3914CA1,carcass,whole,U3914,NA
S3915CA1,carcass,whole,U3915,Carcass may be incorrectly labeled as U4315
S3916CA1,carcass,whole,U3916,Carcass may be incorrectly labeled as U4316
S3917CA1,carcass,whole,U3917,Carcass may be incorrectly labeled as U4317
S3918CA1,carcass,whole,U3918,Carcass may be incorrectly labeled as U4318
S3919CA1,carcass,whole,U3919,Carcass may be incorrectly labeled as U4319
S3920CA1,carcass,whole,U3920,Carcass may be incorrectly labeled as U4320
S3921CA1,carcass,whole,U3921,Carcass may be incorrectly labeled as U4321
S3922CA1,carcass,whole,U3922,NA
S3923CA1,carcass,whole,U3923,NA
S3924CA1,carcass,whole,U3924,NA
S3925CA1,carcass,whole,U3925,NA
S3926CA1,carcass,whole,U3926,NA
S3927CA1,carcass,whole,U3927,NA
S3928CA1,carcass,whole,U3928,NA
S3929CA1,carcass,whole,U3929,NA
S3930CA1,carcass,whole,U3930,NA
S3931CA1,carcass,whole,U3931,Heart touched by sample from U3932
S3932CA1,carcass,whole,U3932,NA
S3933CA1,carcass,whole,U3933,NA
S3934CA1,carcass,whole,U3934,NA
S3935CA1,carcass,whole,U3935,NA
S3936CA1,carcass,whole,U3936,NA
S3937CA1,carcass,whole,U3937,NA
S3938CA1,carcass,whole,U3938,NA
S3939CA1,carcass,whole,U3939,NA
S3940CA1,carcass,whole,U3940,NA
S3941CA1,carcass,whole,U3941,NA
S3942CA1,carcass,whole,U3942,NA
S3943CA1,carcass,whole,U3943,NA
S3944CA1,carcass,whole,U3944,NA
S3945CA1,carcass,whole,U3945,NA
S3946CA1,carcass,whole,U3946,NA
S3947CA1,carcass,whole,U3947,NA
S3948CA1,carcass,whole,U3948,NA
S3949CA1,carcass,whole,U3949,NA
S3950CA1,carcass,whole,U3950,NA
S3951CA1,carcass,whole,U3951,NA
S3952CA1,carcass,whole,U3952,NA
S3953CA1,carcass,whole,U3953,NA
S3954CA1,carcass,whole,U3954,NA
S3955CA1,carcass,whole,U3955,NA
S3956CA1,carcass,whole,U3956,NA
S3957CA1,carcass,whole,U3957,NA
S3958CA1,carcass,whole,U3958,NA
S3959CA1,carcass,whole,U3959,NA
S3960CA1,carcass,whole,U3960,NA
S3961CA1,carcass,whole,U3961,NA
S3962CA1,carcass,whole,U3962,NA
S3970CA1,carcass,whole,U3970,NA
S3971CA1,carcass,whole,U3971,NA
S3972CA1,carcass,whole,U3972,NA
S3973CA1,carcass,whole,U3973,NA
S3974CA1,carcass,whole,U3974,NA
S3975CA1,carcass,whole,U3975,NA
S3976CA1,carcass,whole,U3976,NA
S3977CA1,carcass,whole,U3977,NA
S3978CA1,carcass,whole,U3978,NA
S3979CA1,carcass,whole,U3979,NA
S3980CA1,carcass,whole,U3980,NA
S3981CA1,carcass,whole,U3981,NA
S3982CA1,carcass,whole,U3982,NA
S3983CA1,carcass,whole,U3983,NA
S3984CA1,carcass,whole,U3984,NA
S3985CA1,carcass,whole,U3985,NA
S3986CA1,carcass,whole,U3986,NA
S3987CA1,carcass,whole,U3987,NA
S3988CA1,carcass,whole,U3988,NA
S3989CA1,carcass,whole,U3989,NA
S3990CA1,carcass,whole,U3990,NA
S3991CA1,carcass,whole,U3991,NA
S3992CA1,carcass,whole,U3992,NA
S3993CA1,carcass,whole,U3993,NA
S3995CA1,carcass,whole,U3995,NA
S3996CA1,carcass,whole,U3996,NA
S3997CA1,carcass,whole,U3997,NA
S3998CA1,carcass,whole,U3998,NA
S3999CA1,carcass,whole,U3999,NA
S4000CA1,carcass,whole,U4000,NA
S4001CA1,carcass,whole,U4001,NA
S4002CA1,carcass,whole,U4002,NA
S4003CA1,carcass,whole,U4003,NA
S4004CA1,carcass,whole,U4004,NA
S4005CA1,carcass,whole,U4005,NA
S4006CA1,carcass,whole,U4006,NA
S4007CA1,carcass,whole,U4007,NA
S4008CA1,carcass,whole,U4008,NA
S4009CA1,carcass,whole,U4009,NA
S4010CA1,carcass,whole,U4010,NA
S4011CA1,carcass,whole,U4011,NA
S4012CA1,carcass,whole,U4012,NA
S4013CA1,carcass,whole,U4013,NA
S4014CA1,carcass,whole,U4014,NA
S4015CA1,carcass,whole,U4015,NA
S4016CA1,carcass,whole,U4016,NA
S4017CA1,carcass,whole,U4017,NA
S4018CA1,carcass,whole,U4018,NA
S4019CA1,carcass,whole,U4019,NA
S4020CA1,carcass,whole,U4020,NA
S4021CA1,carcass,whole,U4021,NA
S4022CA1,carcass,whole,U4022,NA
S4023CA1,carcass,whole,U4023,NA
S4024CA1,carcass,whole,U4024,NA
S4025CA1,carcass,whole,U4025,NA
S4026CA1,carcass,whole,U4026,NA
S4177CA1,carcass,whole,U4177,NA
S4178CA1,carcass,whole,U4178,NA
S4179CA1,carcass,whole,U4179,NA
S4180CA1,carcass,whole,U4180,NA
S4181CA1,carcass,whole,U4181,NA
S4182CA1,carcass,whole,U4182,Fish fell on floor
S4183CA1,carcass,whole,U4183,NA
S4184CA1,carcass,whole,U4184,NA
S4185CA1,carcass,whole,U4185,NA
S4186CA1,carcass,whole,U4186,NA
S4187CA1,carcass,whole,U4187,NA
S4188CA1,carcass,whole,U4188,NA
S4189CA1,carcass,whole,U4189,NA
S4190CA1,carcass,whole,U4190,NA
S4191CA1,carcass,whole,U4191,NA
S4192CA1,carcass,whole,U4192,NA
S4193CA1,carcass,whole,U4193,NA
S4194CA1,carcass,whole,U4194,NA
S4195CA1,carcass,whole,U4195,NA
S4196CA1,carcass,whole,U4196,NA
S4197CA1,carcass,whole,U4197,NA
S4198CA1,carcass,whole,U4198,NA
S4199CA1,carcass,whole,U4199,NA
S4200CA1,carcass,whole,U4200,NA
S4201CA1,carcass,whole,U4201,NA
S4202CA1,carcass,whole,U4202,NA
S4203CA1,carcass,whole,U4203,NA
S4204CA1,carcass,whole,U4204,NA
S4205CA1,carcass,whole,U4205,NA
S4206CA1,carcass,whole,U4206,NA
S4207CA1,carcass,whole,U4207,NA
S4208CA1,carcass,whole,U4208,NA
S4209CA1,carcass,whole,U4209,NA
S4210CA1,carcass,whole,U4210,NA
S4211CA1,carcass,whole,U4211,NA
S4212CA1,carcass,whole,U4212,NA
S4213CA1,carcass,whole,U4213,NA
S4214CA1,carcass,whole,U4214,NA
S4215CA1,carcass,whole,U4215,NA
S4216CA1,carcass,whole,U4216,NA
S4217CA1,carcass,whole,U4217,NA
S4218CA1,carcass,whole,U4218,NA
S4219CA1,carcass,whole,U4219,NA
S4220CA1,carcass,whole,U4220,NA
S4221CA1,carcass,whole,U4221,NA
S4222CA1,carcass,whole,U4222,NA
S4223CA1,carcass,whole,U4223,NA
S4224CA1,carcass,whole,U4224,NA
S4225CA1,carcass,whole,U4225,NA
S4226CA1,carcass,whole,U4226,NA
S4227CA1,carcass,whole,U4227,NA
S4228CA1,carcass,whole,U4228,NA
S4229CA1,carcass,whole,U4229,NA
S4230CA1,carcass,whole,U4230,NA
S4231CA1,carcass,whole,U4231,NA
S4232CA1,carcass,whole,U4232,NA
S4233CA1,carcass,whole,U4233,NA
S4234CA1,carcass,whole,U4234,NA
S4235CA1,carcass,whole,U4235,NA
S4236CA1,carcass,whole,U4236,NA
S4237CA1,carcass,whole,U4237,NA
S4238CA1,carcass,whole,U4238,NA
S4239CA1,carcass,whole,U4239,NA
S4240CA1,carcass,whole,U4240,NA
S4241CA1,carcass,whole,U4241,NA
S4242CA1,carcass,whole,U4242,NA
S4243CA1,carcass,whole,U4243,NA
S4244CA1,carcass,whole,U4244,NA
S4245CA1,carcass,whole,U4245,NA
S4246CA1,carcass,whole,U4246,NA
S4247CA1,carcass,whole,U4247,NA
S4248CA1,carcass,whole,U4248,NA
S4249CA1,carcass,whole,U4249,NA
S4250CA1,carcass,whole,U4250,NA
S4251CA1,carcass,whole,U4251,NA
S4252CA1,carcass,whole,U4252,NA
S4253CA1,carcass,whole,U4253,NA
S4254CA1,carcass,whole,U4254,NA
S4255CA1,carcass,whole,U4255,NA
S4256CA1,carcass,whole,U4256,NA
S4257CA1,carcass,whole,U4257,NA
S4258CA1,carcass,whole,U4258,NA
S4259CA1,carcass,whole,U4259,NA
S4260CA1,carcass,whole,U4260,NA
S4261CA1,carcass,whole,U4261,NA
S4262CA1,carcass,whole,U4262,NA
S4263CA1,carcass,whole,U4263,NA
S4264CA1,carcass,whole,U4264,NA
S4265CA1,carcass,whole,U4265,NA
S4266CA1,carcass,whole,U4266,NA
S4267CA1,carcass,whole,U4267,NA
S4268CA1,carcass,whole,U4268,NA
S4269CA1,carcass,whole,U4269,NA
S4270CA1,carcass,whole,U4270,NA
S4271CA1,carcass,whole,U4271,NA
S4272CA1,carcass,whole,U4272,NA
S4273CA1,carcass,whole,U4273,NA
S4274CA1,carcass,whole,U4274,NA
S4275CA1,carcass,whole,U4275,NA
S4276CA1,carcass,whole,U4276,NA
S4277CA1,carcass,whole,U4277,NA
S4278CA1,carcass,whole,U4278,NA
S4279CA1,carcass,whole,U4279,NA
S4280CA1,carcass,whole,U4280,NA
S4281CA1,carcass,whole,U4281,NA
S4282CA1,carcass,whole,U4282,NA
S4283CA1,carcass,whole,U4283,NA
S4284CA1,carcass,whole,U4284,NA
S4285CA1,carcass,whole,U4285,NA
S4286CA1,carcass,whole,U4286,NA
S4287CA1,carcass,whole,U4287,NA
S4288CA1,carcass,whole,U4288,NA
S4289CA1,carcass,whole,U4289,NA
S4290CA1,carcass,whole,U4290,NA
S4291CA1,carcass,whole,U4291,NA
S4292CA1,carcass,whole,U4292,NA
S4293CA1,carcass,whole,U4293,NA
S4294CA1,carcass,whole,U4294,NA
S4295CA1,carcass,whole,U4295,NA
S4296CA1,carcass,whole,U4296,NA
S4297CA1,carcass,whole,U4297,NA
S4298CA1,carcass,whole,U4298,NA
S4299CA1,carcass,whole,U4299,NA
S4300CA1,carcass,whole,U4300,NA
S4301CA1,carcass,whole,U4301,NA
S4302CA1,carcass,whole,U4302,NA
S4303CA1,carcass,whole,U4303,NA
S4304CA1,carcass,whole,U4304,NA
S4305CA1,carcass,whole,U4305,NA
S4306CA1,carcass,whole,U4306,NA
S4307CA1,carcass,whole,U4307,NA
S4308CA1,carcass,whole,U4308,NA
S4309CA1,carcass,whole,U4309,NA
S4310CA1,carcass,whole,U4310,NA
S4311CA1,carcass,whole,U4311,NA
S4312CA1,carcass,whole,U4312,NA
S4313CA1,carcass,whole,U4313,NA
S4314CA1,carcass,whole,U4314,NA
S4315CA1,carcass,whole,U4315,NA
S4316CA1,carcass,whole,U4316,NA
S4317CA1,carcass,whole,U4317,NA
S4318CA1,carcass,whole,U4318,NA
S4319CA1,carcass,whole,U4319,NA
S4320CA1,carcass,whole,U4320,NA
S4321CA1,carcass,whole,U4321,NA
S4322CA1,carcass,whole,U4322,NA
S4323CA1,carcass,whole,U4323,NA
S4324CA1,carcass,whole,U4324,NA
S4325CA1,carcass,whole,U4325,NA
S4326CA1,carcass,whole,U4326,NA
S4327CA1,carcass,whole,U4327,NA
S4328CA1,carcass,whole,U4328,NA
S4329CA1,carcass,whole,U4329,NA
S4330CA1,carcass,whole,U4330,NA
S4331CA1,carcass,whole,U4331,NA
S4332CA1,carcass,whole,U4332,NA
S4333CA1,carcass,whole,U4333,NA
S4334CA1,carcass,whole,U4334,NA
S4335CA1,carcass,whole,U4335,NA
S4336CA1,carcass,whole,U4336,NA
S4337CA1,carcass,whole,U4337,NA
S4338CA1,carcass,whole,U4338,NA
S4339CA1,carcass,whole,U4339,NA
S4340CA1,carcass,whole,U4340,NA
S4341CA1,carcass,whole,U4341,NA
S4342CA1,carcass,whole,U4342,NA
S4343CA1,carcass,whole,U4343,NA
S4344CA1,carcass,whole,U4344,NA
S4345CA1,carcass,whole,U4345,NA
S4346CA1,carcass,whole,U4346,NA
S4347CA1,carcass,whole,U4347,NA
S4348CA1,carcass,whole,U4348,NA
S4349CA1,carcass,whole,U4349,NA
S4350CA1,carcass,whole,U4350,NA
S4351CA1,carcass,whole,U4351,NA
S4352CA1,carcass,whole,U4352,NA
S4353CA1,carcass,whole,U4353,NA
S4354CA1,carcass,whole,U4354,NA
S4355CA1,carcass,whole,U4355,NA
S4356CA1,carcass,whole,U4356,NA
S4357CA1,carcass,whole,U4357,NA
S4358CA1,carcass,whole,U4358,NA
S4359CA1,carcass,whole,U4359,NA
S4360CA1,carcass,whole,U4360,NA
S4361CA1,carcass,whole,U4361,NA
S4362CA1,carcass,whole,U4362,NA
S4363CA1,carcass,whole,U4363,NA
S4364CA1,carcass,whole,U4364,NA
S4365CA1,carcass,whole,U4365,NA
S4366CA1,carcass,whole,U4366,NA
S4367CA1,carcass,whole,U4367,NA
S4368CA1,carcass,whole,U4368,NA
S4369CA1,carcass,whole,U4369,NA
S4370CA1,carcass,whole,U4370,NA
S4371CA1,carcass,whole,U4371,NA
S4372CA1,carcass,whole,U4372,NA
S4373CA1,carcass,whole,U4373,NA
S4374CA1,carcass,whole,U4374,NA
S4375CA1,carcass,whole,U4375,NA
S4376CA1,carcass,whole,U4376,NA
S4377CA1,carcass,whole,U4377,NA
S4378CA1,carcass,whole,U4378,NA
S4379CA1,carcass,whole,U4379,NA
S4380CA1,carcass,whole,U4380,NA
S4381CA1,carcass,whole,U4381,NA
S4382CA1,carcass,whole,U4382,NA
S4383CA1,carcass,whole,U4383,NA
S4384CA1,carcass,whole,U4384,NA
S4385CA1,carcass,whole,U4385,NA
S4386CA1,carcass,whole,U4386,NA
S4387CA1,carcass,whole,U4387,NA
S4388CA1,carcass,whole,U4388,NA
S4389CA1,carcass,whole,U4389,NA
S4390CA1,carcass,whole,U4390,NA
S4391CA1,carcass,whole,U4391,NA
S4392CA1,carcass,whole,U4392,NA
S4393CA1,carcass,whole,U4393,NA
S4394CA1,carcass,whole,U4394,NA
S4395CA1,carcass,whole,U4395,NA
S4396CA1,carcass,whole,U4396,NA
S4397CA1,carcass,whole,U4397,NA
S4398CA1,carcass,whole,U4398,NA
S4399CA1,carcass,whole,U4399,NA
S4400CA1,carcass,whole,U4400,NA
S4401CA1,carcass,whole,U4401,NA
S4402CA1,carcass,whole,U4402,NA
S4403CA1,carcass,whole,U4403,NA
S4404CA1,carcass,whole,U4404,NA
S4405CA1,carcass,whole,U4405,NA
S4406CA1,carcass,whole,U4406,NA
S4407CA1,carcass,whole,U4407,NA
S4408CA1,carcass,whole,U4408,NA
S4409CA1,carcass,whole,U4409,NA
S4411CA1,carcass,whole,U4411,NA
S4412CA1,carcass,whole,U4412,NA
S4413CA1,carcass,whole,U4413,NA
S4414CA1,carcass,whole,U4414,NA
S4415CA1,carcass,whole,U4415,NA
S4416CA1,carcass,whole,U4416,NA
S4417CA1,carcass,whole,U4417,NA
S4418CA1,carcass,whole,U4418,NA
S4419CA1,carcass,whole,U4419,NA
S4420CA1,carcass,whole,U4420,NA
S4421CA1,carcass,whole,U4421,NA
S4422CA1,carcass,whole,U4422,NA
S4423CA1,carcass,whole,U4423,NA
S4424CA1,carcass,whole,U4424,NA
S4425CA1,carcass,whole,U4425,NA
S4426CA1,carcass,whole,U4426,NA
S4427CA1,carcass,whole,U4427,NA
S4428CA1,carcass,whole,U4428,NA
S4429CA1,carcass,whole,U4429,NA
S4430CA1,carcass,whole,U4430,NA
S4431CA1,carcass,whole,U4431,NA
S4432CA1,carcass,whole,U4432,NA
S4433CA1,carcass,whole,U4433,NA
S4434CA1,carcass,whole,U4434,NA
S4435CA1,carcass,whole,U4435,NA
S4436CA1,carcass,whole,U4436,NA
S4437CA1,carcass,whole,U4437,NA
S4438CA1,carcass,whole,U4438,NA
S4439CA1,carcass,whole,U4439,NA
S4440CA1,carcass,whole,U4440,NA
S4441CA1,carcass,whole,U4441,NA
S4442CA1,carcass,whole,U4442,NA
S4443CA1,carcass,whole,U4443,NA
S4444CA1,carcass,whole,U4444,NA
S4445CA1,carcass,whole,U4445,NA
S4446CA1,carcass,whole,U4446,NA
S4447CA1,carcass,whole,U4447,NA
S4448CA1,carcass,whole,U4448,NA
S4449CA1,carcass,whole,U4449,NA
S4450CA1,carcass,whole,U4450,NA
S4451CA1,carcass,whole,U4451,NA
S4452CA1,carcass,whole,U4452,NA
S4453CA1,carcass,whole,U4453,NA
S4454CA1,carcass,whole,U4454,NA
S4455CA1,carcass,whole,U4455,NA
S4456CA1,carcass,whole,U4456,NA
S4457CA1,carcass,whole,U4457,NA
S4458CA1,carcass,whole,U4458,NA
S4459CA1,carcass,whole,U4459,NA
S4460CA1,carcass,whole,U4460,NA
S4461CA1,carcass,whole,U4461,NA
S4462CA1,carcass,whole,U4462,NA
S4463CA1,carcass,whole,U4463,NA
S4464CA1,carcass,whole,U4464,NA
S4465CA1,carcass,whole,U4465,NA
S4466CA1,carcass,whole,U4466,NA
S4467CA1,carcass,whole,U4467,NA
S4468CA1,carcass,whole,U4468,NA
S4469CA1,carcass,whole,U4469,NA
S4470CA1,carcass,whole,U4470,NA
S4471CA1,carcass,whole,U4471,NA
S4472CA1,carcass,whole,U4472,NA
S4473CA1,carcass,whole,U4473,NA
S4474CA1,carcass,whole,U4474,NA
S4475CA1,carcass,whole,U4475,NA
S4476CA1,carcass,whole,U4476,NA
S4477CA1,carcass,whole,U4477,NA
S4478CA1,carcass,whole,U4478,NA
S4479CA1,carcass,whole,U4479,NA
S4480CA1,carcass,whole,U4480,NA
S4481CA1,carcass,whole,U4481,NA
S4482CA1,carcass,whole,U4482,NA
S4483CA1,carcass,whole,U4483,NA
S4484CA1,carcass,whole,U4484,NA
S4485CA1,carcass,whole,U4485,NA
S4486CA1,carcass,whole,U4486,NA
S4487CA1,carcass,whole,U4487,NA
S4488CA1,carcass,whole,U4488,NA
S4498CA1,carcass,whole,U4498,NA
S4499CA1,carcass,whole,U4499,NA
S4500CA1,carcass,whole,U4500,NA
S4501CA1,carcass,whole,U4501,NA
S4502CA1,carcass,whole,U4502,NA
S4503CA1,carcass,whole,U4503,NA
S4504CA1,carcass,whole,U4504,NA
S4505CA1,carcass,whole,U4505,NA
S4506CA1,carcass,whole,U4506,NA
S4507CA1,carcass,whole,U4507,NA
S4508CA1,carcass,whole,U4508,NA
S4509CA1,carcass,whole,U4509,NA
S4510CA1,carcass,whole,U4510,NA
S4511CA1,carcass,whole,U4511,NA
S4512CA1,carcass,whole,U4512,NA
S4513CA1,carcass,whole,U4513,NA
S4514CA1,carcass,whole,U4514,NA
S4515CA1,carcass,whole,U4515,NA
S4516CA1,carcass,whole,U4516,NA
S4517CA1,carcass,whole,U4517,NA
S4518CA1,carcass,whole,U4518,NA
S4519CA1,carcass,whole,U4519,NA
S4520CA1,carcass,whole,U4520,NA
S4521CA1,carcass,whole,U4521,NA
S4522CA1,carcass,whole,U4522,NA
S4523CA1,carcass,whole,U4523,NA
S4524CA1,carcass,whole,U4524,NA
S4525CA1,carcass,whole,U4525,NA
S4526CA1,carcass,whole,U4526,NA
S4527CA1,carcass,whole,U4527,NA
S4528CA1,carcass,whole,U4528,NA
S4529CA1,carcass,whole,U4529,NA
S4530CA1,carcass,whole,U4530,NA
S4531CA1,carcass,whole,U4531,NA
S4532CA1,carcass,whole,U4532,NA
S4533CA1,carcass,whole,U4533,NA
S4534CA1,carcass,whole,U4534,NA
S4535CA1,carcass,whole,U4535,NA
S4536CA1,carcass,whole,U4536,NA
S4537CA1,carcass,whole,U4537,NA
S4538CA1,carcass,whole,U4538,NA
S4539CA1,carcass,whole,U4539,NA
S4540CA1,carcass,whole,U4540,NA
S4541CA1,carcass,whole,U4541,NA
S4542CA1,carcass,whole,U4542,NA
S4543CA1,carcass,whole,U4543,NA
S4544CA1,carcass,whole,U4544,NA
S4545CA1,carcass,whole,U4545,NA
